# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:53:01 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-11-04 00:00:00 PDT,+9600.65+0.656102j,-0+0j,+761904+53675.2j,+0+0j,+0+0j,+0+0j,+761660+50479.6j,+5600.28+0.287619j,-0+0j,+755884+48345.1j,+0+0j,-0+0j,+313056+11246.8j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43116.1+21599.9j,+0+0j,+43123.9+21587.3j,+1.46156e-06+1.20365e-05j,-0+0j,+1.43442e-06+1.20337e-05j,+0+0j,+1.41839e-06+1.20598e-05j,+0+0j,+0+0j,+0+0j,+1.41391e-06+1.20235e-05j,+1.42245e-06+1.20331e-05j,+1.45213e-06+1.21008e-05j,+0+0j,+0+0j,+28220+9871.91j,+225868-31485.3j,-0+0j,+28223.4+9853.11j,+7210.69+0.694522j,-0+0j,+225704-31725.7j,+42922.2+21485.1j,+182619-53453.5j,-0+0j,+182543-53573j,+0+0j,+75115.3+53666.3j,+70326.3-132239j,+31693.1-132317j,+31633.8-132374j,+31566.3-132443j,+442019+32567.9j,+441885+31853.5j,+12039.9+2.85373j,+429746+31399.8j,+12040.6+1.27052j,+32174+9840.57j,+396975+19840.8j,+11161.3+1.28098j,-1.8326e-06-6.57661e-06j,-0+0j,+241611-176905j,+38348.4+133106j,+0+0j,+0+0j,+0+0j,-0+0j,+241122-177637j,+0+0j,+0+0j,+56306.8-218441j,+99148.7-34502.7j,+30178.7-218878j,-1.12054e-09+3.03015e-09j,+30125.6-218982j,+435.12-219416j,+240.102-219853j,-0+0j,+120.918-220097j,+0+0j,+93380.2-34974.6j,-0+0j,+62643.6-35250.4j,+42709.5-35404.3j,+19880.4+42.7243j,-0+0j,+19879.8+23.2345j,-0+0j,+19882.7+4.91127j,+11551.1+1.08818j,+24279.2+0.630489j,+24277.5+0.600982j,-4.75014e-06+1.08385e-05j,-4.75421e-06+1.08362e-05j,-0+0j,+13934.1+133019j,+0+0j,+0+0j,+44860.4+30.7749j,-30965.7+132961j,+22812.1+12.2511j,-0+0j,-31069.7+132926j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+269557-12261j,+771942+57701.2j,+442226+33978.9j,+280081-42889.7j,+13995.8+133063j
2016-11-04 11:00:00 PDT,+6580.3+0.306679j,+0+0j,+491898-432129j,+0+0j,+0+0j,+0+0j,+492054-434792j,+1900.03+0.0325628j,+0+0j,+490253-436565j,+0+0j,+0+0j,+215076-164990j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44460.7+22255j,+0+0j,+44454.1+22253.1j,+1.43414e-05+5.90917e-06j,+0+0j,+1.43614e-05+5.95054e-06j,+0+0j,+1.43673e-05+5.95442e-06j,+0+0j,+0+0j,+0+0j,+1.43834e-05+5.96211e-06j,+1.43716e-05+5.93764e-06j,+1.43951e-05+5.97154e-06j,+0+0j,+0+0j,+13870.1-21399.5j,+150725-170781j,+0+0j,+13866.7-21422.4j,+3900.19+0.195781j,+0+0j,+150600-170988j,+44593.4+22321.6j,+105881-193518j,+0+0j,+105818-193681j,+0+0j,+78305.5+55946.1j,+2131.26-212005j,-14409-212201j,-14544.1-212399j,-14683.7-212600j,+275165-275534j,+275164-276237j,+9899.74+1.92281j,+265254-276672j,+9900.37+0.828717j,+17904.4-21500.6j,+246818-256676j,+7940.61+0.620533j,+1.07669e-05+7.1163e-06j,+0+0j,+142744-421671j,+29757.6+214767j,+0+0j,+0+0j,+0+0j,+0+0j,+141709-423065j,+0+0j,+0+0j,+17276.9-233821j,+46727.4-101823j,+11384.6-234294j,+4.06298e-09+4.50723e-09j,+11327.8-234412j,+496.746-234909j,+259.221-235409j,+0+0j,+130.326-235675j,+0+0j,+44445.3-102252j,+0+0j,+31986.1-102520j,+19266.1-102699j,+12557.1+28.1626j,+0+0j,+12558.3+14.4205j,+0+0j,+12561.1+1.93351j,+8280.51+0.518531j,+5371.2-2.51477j,+5370.85-1.66966j,+1.23622e-05-4.26535e-06j,+1.23325e-05-4.27308e-06j,+0+0j,+24030.3+214410j,+0+0j,+0+0j,+7990.93+0.944323j,+15877.9+214224j,+4180.38+0.388673j,+0+0j,+15679.2+214008j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+170399-188429j,+498286-428731j,+275161-274123j,+172822-206029j,+24189.6+214588j
2016-11-04 12:00:00 PDT,+6060.26+0.260077j,+0+0j,+474039-433387j,+0+0j,+0+0j,+0+0j,+474184-436005j,+1300.02+0.0152385j,+0+0j,+472978-437749j,+0+0j,+0+0j,+208224-165708j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44489.9+22270.3j,+0+0j,+44484+22268.1j,-7.41285e-06+1.37753e-05j,+0+0j,-7.42624e-06+1.37774e-05j,+0+0j,-7.39084e-06+1.38314e-05j,+0+0j,+0+0j,+0+0j,-7.37491e-06+1.38348e-05j,-7.36068e-06+1.38345e-05j,-7.41682e-06+1.38238e-05j,+0+0j,+0+0j,+13330.4-21404.9j,+145258-170967j,+0+0j,+13326.9-21427.5j,+3350.14+0.144344j,+0+0j,+145135-171169j,+44627.9+22338.9j,+100385-193710j,+0+0j,+100323-193870j,+0+0j,+78370.1+55992.3j,-3450.53-212230j,-17576.9-212427j,-17714.3-212627j,-17855-212829j,+264733-275932j,+264729-276622j,+9499.73+1.77941j,+255218-277048j,+9500.34+0.762639j,+17354.9-21505.7j,+237342-257020j,+7380.53+0.535676j,+2.00377e-06+3.23647e-06j,+0+0j,+135751-422150j,+27198.9+215008j,+0+0j,+0+0j,+0+0j,+0+0j,+134721-423537j,+0+0j,+0+0j,+13574.7-234141j,+43348.9-101951j,+9702.53-234617j,+1.32931e-09+7.5857e-09j,+9645.3-234736j,+502.465-235236j,+260.817-235739j,+0+0j,+131.105-236006j,+0+0j,+41668-102366j,+0+0j,+30789.2-102627j,+19309.3-102802j,+11317.1+25.0213j,+0+0j,+11318.3+12.7211j,+0+0j,+11320.9+1.59659j,+7710.44+0.448925j,+2860.58-1.51996j,+2860.4-1.01105j,+2.81248e-06+3.3894e-06j,+2.81925e-06+3.34026e-06j,+0+0j,+23981.6+214650j,+0+0j,+0+0j,+4760.33+0.338053j,+19056.6+214462j,+2520.14+0.141087j,+0+0j,+18857.5+214242j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+163529-189138j,+479918-430045j,+264736-274551j,+163266-206298j,+24140.3+214827j
2016-11-04 13:00:00 PDT,+6460.29+0.295601j,+0+0j,+493070-431962j,+0+0j,+0+0j,+0+0j,+493223-434618j,+1700.03+0.0260701j,+0+0j,+491621-436388j,+0+0j,+0+0j,+215537-164909j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44454.6+22251.9j,+0+0j,+44448+22250.1j,-4.98347e-06-3.1225e-06j,+0+0j,-4.97847e-06-3.06932e-06j,+0+0j,-5.04689e-06-3.0616e-06j,+0+0j,+0+0j,+0+0j,-5.00753e-06-3.01899e-06j,-4.99909e-06-3.00719e-06j,-5.0419e-06-3.03624e-06j,+0+0j,+0+0j,+13710.9-21397.3j,+151208-170780j,+0+0j,+13707.5-21420.2j,+3740.18+0.180072j,+0+0j,+151081-170988j,+44585.7+22317.8j,+106369-193514j,+0+0j,+106306-193677j,+0+0j,+78291+55935.8j,+2633.05-211995j,-13907-212191j,-14041.8-212388j,-14181.1-212589j,+276067-275432j,+276065-276134j,+9859.74+1.90866j,+266194-276568j,+9860.37+0.822164j,+17785-21497.9j,+247876-256576j,+7820.59+0.602026j,-4.42338e-06+1.09683e-05j,+0+0j,+142899-421574j,+30662.3+214752j,+0+0j,+0+0j,+0+0j,+0+0j,+141864-422967j,+0+0j,+0+0j,+17597.5-233759j,+46567.3-101804j,+11664.9-234232j,+2.047e-08+2.4924e-08j,+11608.1-234350j,+496.664-234847j,+259.157-235347j,+0+0j,+130.294-235613j,+0+0j,+44485.5-102232j,+0+0j,+31666.4-102501j,+19266.4-102678j,+12237.1+27.3657j,+0+0j,+12238.3+13.9975j,+0+0j,+12241.1+1.84785j,+8160.5+0.503727j,+6341.48-2.81319j,+6341.05-1.86709j,+1.00705e-05-5.01047e-06j,+1.00675e-05-5.00014e-06j,+0+0j,+23965.1+214395j,+0+0j,+0+0j,+8431.03+1.04558j,+15373.2+214209j,+4380.42+0.426875j,+0+0j,+15174.7+213993j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+170864-188344j,+499340-428572j,+276064-274022j,+173883-205943j,+24124.4+214573j
2016-11-04 14:00:00 PDT,+6710.31+0.318935j,+0+0j,+499978-431456j,+0+0j,+0+0j,+0+0j,+500136-434139j,+1850.03+0.030876j,+0+0j,+498387-435925j,+0+0j,+0+0j,+218173-164608j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44447.6+22248.2j,+0+0j,+44440.7+22246.5j,+4.64667e-06+2.01752e-06j,+0+0j,+4.60785e-06+2.03987e-06j,+0+0j,+4.61371e-06+2.00371e-06j,+0+0j,+0+0j,+0+0j,+4.58348e-06+1.98533e-06j,+4.56387e-06+1.96544e-06j,+4.56713e-06+1.99219e-06j,+0+0j,+0+0j,+13896.2-21396.9j,+153265-170725j,+0+0j,+13892.8-21419.8j,+3930.2+0.198871j,+0+0j,+153137-170935j,+44577.1+22313.5j,+108432-193460j,+0+0j,+108369-193624j,+0+0j,+78274.5+55924.1j,+4721.86-211931j,-12753.1-212127j,-12887.4-212324j,-13026.7-212525j,+280200-275310j,+280199-276020j,+10169.8+2.02238j,+270018-276459j,+10170.4+0.874787j,+18070-21497.9j,+251411-256481j,+8110.64+0.647622j,-7.55138e-06+9.03066e-06j,+0+0j,+145725-421447j,+31397.7+214687j,+0+0j,+0+0j,+0+0j,+0+0j,+144688-422845j,+0+0j,+0+0j,+18985.5-233672j,+48039.2-101766j,+12432.6-234144j,+2.07013e-08+2.18213e-08j,+12375.9-234262j,+494.79-234759j,+258.635-235258j,+0+0j,+130.053-235524j,+0+0j,+45806.8-102200j,+0+0j,+32167.3-102472j,+19247.3-102651j,+12757.1+28.6932j,+0+0j,+12758.3+14.7213j,+0+0j,+12761.2+2.00308j,+8460.53+0.541687j,+7081.69-3.00944j,+7081.21-1.99577j,+1.17908e-05-1.00709e-06j,+1.17904e-05-1.02722e-06j,+0+0j,+23960+214329j,+0+0j,+0+0j,+9581.33+1.34688j,+14218.5+214144j,+4960.54+0.547598j,+0+0j,+14019.8+213929j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+173503-188051j,+506493-428032j,+280194-273885j,+177446-205870j,+24119.7+214507j
2016-11-04 15:00:00 PDT,+8310.48+0.489424j,+0+0j,+576424-425494j,+0+0j,+0+0j,+0+0j,+576603-428451j,+3450.11+0.1075j,+0+0j,+573265-430419j,+0+0j,+0+0j,+247980-161156j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44345.4+22193.8j,+0+0j,+44335.2+22193.6j,-4.14466e-06+1.12227e-05j,+0+0j,-4.14393e-06+1.12252e-05j,+0+0j,-4.12672e-06+1.12886e-05j,+0+0j,+0+0j,+0+0j,-4.12073e-06+1.12966e-05j,-4.14063e-06+1.13096e-05j,-4.13898e-06+1.1328e-05j,+0+0j,+0+0j,+15410.9-21381.8j,+177239-169975j,+0+0j,+15407.7-21405.9j,+5490.38+0.389135j,+0+0j,+177093-170219j,+44452.7+22251.2j,+132495-192716j,+0+0j,+132422-192897j,+0+0j,+78040.2+55756.7j,+29104.4-211069j,+1177.72-211266j,+1048.63-211459j,+909.449-211661j,+325273-273690j,+325275-274485j,+11609.9+2.59795j,+313654-274977j,+11610.5+1.1422j,+19781.3-21488.3j,+293267-255177j,+9870.95+0.961566j,-1.4098e-05+1.85175e-05j,+0+0j,+176347-419761j,+42871.6+213827j,+0+0j,+0+0j,+0+0j,+0+0j,+175280-421192j,+0+0j,+0+0j,+36508.3-232510j,+61505.4-101307j,+20938.6-232978j,+8.45064e-09-1.47052e-08j,+20882.9-233093j,+474.547-233577j,+253.931-234065j,+0+0j,+127.779-234331j,+0+0j,+57666.3-101800j,+0+0j,+35654.1-102104j,+19053-102294j,+16438+38.4538j,+0+0j,+16438.7+20.1918j,+0+0j,+16441.8+3.24017j,+10260.8+0.801065j,+16445.1-3.10006j,+16443.9-2.00425j,+2.99021e-06+5.90862e-06j,+2.98551e-06+5.88335e-06j,+0+0j,+26068+213463j,+0+0j,+0+0j,+25629.4+9.57361j,+289.198+213274j,+13093.8+3.83167j,+0+0j,+85.1556+213068j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+203344-184668j,+584510-421718j,+325240-272084j,+219573-204897j,+26231.5+213646j
2016-11-04 16:00:00 PDT,+12841.2+1.17002j,+0+0j,+795731-406174j,+0+0j,+0+0j,+0+0j,+795873-410170j,+7800.54+0.551112j,+0+0j,+788145-412829j,+0+0j,+0+0j,+333763-150496j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44070.5+22046.8j,+0+0j,+44051+22051.4j,+1.22776e-05-4.63387e-06j,+0+0j,+1.23127e-05-4.58831e-06j,+0+0j,+1.22975e-05-4.55993e-06j,+0+0j,+0+0j,+0+0j,+1.23161e-05-4.57827e-06j,+1.23218e-05-4.56537e-06j,+1.23001e-05-4.58298e-06j,+0+0j,+0+0j,+19601.1-21343j,+245926-167519j,+0+0j,+19597.9-21370.8j,+9811.24+1.25163j,+0+0j,+245718-167889j,+44116.1+22082.7j,+201394-190346j,+0+0j,+201284-190601j,+0+0j,+77404.8+55302.9j,+98859.3-208431j,+40545.6-208660j,+40423.8-208850j,+40280.4-209069j,+454230-268394j,+454222-269507j,+15840.3+4.70928j,+438355-270200j,+15841+2.13653j,+24651.7-21467.3j,+412785-251042j,+14882.2+2.19972j,+6.20596e-06-3.25497e-06j,+0+0j,+265724-414938j,+73362.7+211419j,+0+0j,+0+0j,+0+0j,+0+0j,+264494-416526j,+0+0j,+0+0j,+87777.3-229290j,+100538-99976j,+46041.8-229777j,-2.26754e-08-1.07079e-08j,+45987.2-229887j,+416.929-230343j,+240.997-230800j,+0+0j,+121.537-231063j,+0+0j,+92299.8-100677j,+0+0j,+45424.9-101093j,+18493.8-101316j,+26764.9+69.4684j,+0+0j,+26762.1+38.6076j,+0+0j,+26764.6+8.39098j,+15391.8+1.82996j,+39168.7+15.4079j,+39165.7+10.6761j,+1.57612e-05-2.1073e-06j,+1.57738e-05-2.07663e-06j,+0+0j,+33824.3+211012j,+0+0j,+0+0j,+72716.5+77.5477j,-39010.3+210765j,+36920.4+30.8219j,+0+0j,-39243.7+210567j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+289098-174330j,+808397-401068j,+454132-266128j,+339623-201930j,+33997.7+211210j
2016-11-04 17:00:00 PDT,+18232.3+2.35977j,+0+0j,+953014-390755j,+0+0j,+0+0j,+0+0j,+953148-395949j,+11451.2+1.18877j,+0+0j,+941749-399406j,+0+0j,+0+0j,+394369-142538j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43957.6+21984j,+0+0j,+43932+21991.8j,+8.28059e-06-5.99916e-06j,+0+0j,+8.28498e-06-5.93077e-06j,+0+0j,+8.29154e-06-5.91606e-06j,+0+0j,+0+0j,+0+0j,+8.27765e-06-5.95106e-06j,+8.30589e-06-5.92915e-06j,+8.2723e-06-5.93743e-06j,+0+0j,+0+0j,+23815.8-21343.5j,+293192-165559j,+0+0j,+23812.5-21375.6j,+14132.6+2.60532j,+0+0j,+292938-166053j,+43972.4+22010.8j,+248712-188565j,+0+0j,+248572-188900j,+0+0j,+77131.6+55107.8j,+146611-206578j,+65519.9-206867j,+65394.7-207069j,+65243.8-207315j,+547148-264798j,+547142-266271j,+22171.5+8.99937j,+524930-267191j,+22171.9+4.19127j,+30727.3-21487.5j,+493002-248654j,+21074.4+4.42075j,-8.26682e-06+1.54395e-05j,+0+0j,+331028-412482j,+88319.4+209953j,+0+0j,+0+0j,+0+0j,+0+0j,+329604-414255j,+0+0j,+0+0j,+121196-227736j,+132972-99154.8j,+63282.9-228269j,+2.74166e-08-1.59463e-08j,+63227.5-228378j,+378.843-228830j,+232.346-229275j,+0+0j,+117.594-229540j,+0+0j,+121005-100069j,+0+0j,+56442-100598j,+18050.6-100871j,+38218.5+109.667j,+0+0j,+38209.7+63.5933j,+0+0j,+38209.5+17.1752j,+21783.6+3.69538j,+51228.8+36.1912j,+51225.2+24.8443j,+1.2663e-05-4.95583e-06j,+1.26789e-05-4.95658e-06j,+0+0j,+36694.8+209505j,+0+0j,+0+0j,+100457+148.792j,-63868.2+209191j,+51038.4+59.2027j,+0+0j,-64136.1+208980j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+349555-166804j,+971112-384056j,+546974-261802j,+420090-200473j,+36882.2+209713j
2016-11-04 18:00:00 PDT,+21193.1+3.18874j,+0+0j,+1.00845e+06-385225j,+0+0j,+0+0j,+0+0j,+1.00861e+06-390923j,+13451.6+1.64061j,+0+0j,+995222-394716j,+0+0j,+0+0j,+415173-139812j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43935.3+21970.9j,+0+0j,+43907.7+21979.7j,+1.08893e-05-1.47059e-06j,+0+0j,+1.09004e-05-1.39974e-06j,+0+0j,+1.0911e-05-1.34714e-06j,+0+0j,+0+0j,+0+0j,+1.08988e-05-1.36155e-06j,+1.08773e-05-1.39776e-06j,+1.08676e-05-1.39976e-06j,+0+0j,+0+0j,+26147.9-21347.4j,+308730-164829j,+0+0j,+26144.4-21382.2j,+16503.5+3.5554j,+0+0j,+308464-165369j,+43943.5+21996.4j,+264257-187915j,+0+0j,+264108-188282j,+0+0j,+77076.4+55068.5j,+162270-205927j,+73139.5-206242j,+73013.7-206449j,+72861.4-206706j,+579827-263602j,+579829-265223j,+25652.5+11.9389j,+554133-266237j,+25652.5+5.61128j,+34086.9-21498.2j,+518746-247933j,+24475.9+5.9654j,-1.49392e-05+1.40716e-05j,+0+0j,+354733-411728j,+90373.4+209436j,+0+0j,+0+0j,+0+0j,+0+0j,+353224-413589j,+0+0j,+0+0j,+131086-227330j,+146941-98841.3j,+68709.6-227881j,-1.79733e-09-7.74151e-09j,+68654.2-227991j,+363.896-228443j,+228.251-228886j,+0+0j,+115.751-229153j,+0+0j,+132930-99862.3j,+0+0j,+62574.6-100445j,+17889.1-100750j,+44507.7+134.563j,+0+0j,+44495.1+79.3307j,+0+0j,+44492.9+23.3178j,+25294.9+4.99517j,+53921.3+41.903j,+53917.6+28.735j,+1.12936e-05-4.19643e-06j,+1.12718e-05-4.1824e-06j,+0+0j,+36047.7+208981j,+0+0j,+0+0j,+107398+170.373j,-71453.8+208649j,+54617+67.8724j,+0+0j,-71733.7+208433j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+370301-164266j,+1.0295e+06-377828j,+579614-260310j,+445927-200064j,+36239.8+209191j
2016-11-04 19:00:00 PDT,+21073.1+3.15251j,+0+0j,+997617-386429j,+0+0j,+0+0j,+0+0j,+997790-392048j,+13251.6+1.59194j,+0+0j,+984608-395789j,+0+0j,+0+0j,+410868-140407j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43949.8+21978.6j,+0+0j,+43922.6+21987.1j,-4.87076e-06+2.12621e-06j,+0+0j,-4.91157e-06+2.14723e-06j,+0+0j,-4.86955e-06+2.18279e-06j,+0+0j,+0+0j,+0+0j,-4.90383e-06+2.18082e-06j,-4.9081e-06+2.18126e-06j,-4.909e-06+2.18998e-06j,+0+0j,+0+0j,+25992.8-21350.3j,+305220-165001j,+0+0j,+25989.3-21385j,+16343.4+3.48545j,+0+0j,+304958-165531j,+43961.1+22005.1j,+260738-188076j,+0+0j,+260592-188436j,+0+0j,+77109.7+55092.1j,+158711-206094j,+71154.5-206404j,+71029-206611j,+70877.2-206866j,+573538-263956j,+573542-265553j,+25612.4+11.8995j,+547888-266552j,+25612.5+5.59244j,+33972.4-21499.9j,+512641-248198j,+24355.8+5.90516j,-1.0089e-05+1.72348e-05j,+0+0j,+350393-411993j,+88630.4+209568j,+0+0j,+0+0j,+0+0j,+0+0j,+348900-413842j,+0+0j,+0+0j,+128343-227497j,+145316-98910.8j,+67491.2-228043j,-6.37452e-09+6.03034e-09j,+67435.9-228153j,+366.599-228607j,+228.73-229052j,+0+0j,+115.993-229319j,+0+0j,+131510-99919.6j,+0+0j,+62277.7-100496j,+17913.4-100800j,+44186.9+133.244j,+0+0j,+44174.7+78.4332j,+0+0j,+44172.7+22.9905j,+25174.9+4.94415j,+52800.2+39.4818j,+52796.6+27.086j,+1.1546e-05+4.08356e-06j,+1.1546e-05+4.08371e-06j,+0+0j,+35427.1+209117j,+0+0j,+0+0j,+104800+162.132j,-69477.9+208794j,+53293.7+64.5846j,+0+0j,-69754.9+208579j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+366008-164833j,+1.01853e+06-379130j,+573329-260713j,+439825-200238j,+35618.5+209326j
2016-11-04 20:00:00 PDT,+20422.9+2.96073j,+0+0j,+978107-388456j,+0+0j,+0+0j,+0+0j,+978286-393927j,+12701.4+1.46224j,+0+0j,+965662-397567j,+0+0j,+0+0j,+403345-141412j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43968.3+21988.7j,+0+0j,+43941.9+21996.7j,+4.09022e-06-3.5691e-06j,+0+0j,+4.08331e-06-3.56553e-06j,+0+0j,+4.11326e-06-3.50345e-06j,+0+0j,+0+0j,+0+0j,+4.11103e-06-3.53125e-06j,+4.13893e-06-3.54137e-06j,+4.1334e-06-3.54124e-06j,+0+0j,+0+0j,+25424.1-21352.7j,+299353-165279j,+0+0j,+25420.7-21386.7j,+15763.2+3.24071j,+0+0j,+299097-165793j,+43983.9+22016.5j,+254860-188333j,+0+0j,+254717-188682j,+0+0j,+77152.8+55122.9j,+152773-206359j,+68022.1-206661j,+67896.7-206867j,+67745.4-207119j,+562131-264500j,+562136-266052j,+24942.2+11.2988j,+537154-267022j,+24942.4+5.30205j,+33254.5-21500.4j,+502667-248589j,+23625.5+5.55398j,-2.36481e-06-2.86844e-07j,+0+0j,+342293-412399j,+86769.9+209784j,+0+0j,+0+0j,+0+0j,+0+0j,+340829-414220j,+0+0j,+0+0j,+124180-227737j,+141324-99037.6j,+65445.5-228277j,+1.65287e-08+2.23422e-08j,+65390.3-228387j,+371.995-228842j,+230.051-229288j,+0+0j,+116.618-229556j,+0+0j,+128081-100016j,+0+0j,+60884.2-100576j,+17963.7-100873j,+42744.4+127.339j,+0+0j,+42733.3+74.639j,+0+0j,+42731.9+21.5165j,+24424.6+4.64825j,+51328.9+36.3984j,+51325.3+24.9864j,+7.39387e-06+2.76856e-06j,+7.41406e-06+2.79873e-06j,+0+0j,+35039.8+209338j,+0+0j,+0+0j,+101289+151.313j,-66356.8+209025j,+51499.5+60.2599j,+0+0j,-66629.6+208812j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+358506-165784j,+998359-381357j,+561931-261347j,+429834-200494j,+35230.1+209546j
2016-11-04 21:00:00 PDT,+18802.5+2.50874j,+0+0j,+912827-395375j,+0+0j,+0+0j,+0+0j,+913040-400379j,+11601.2+1.21902j,+0+0j,+901544-403709j,+0+0j,+0+0j,+377945-144903j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44039.2+22026.9j,+0+0j,+44015.5+22033.6j,+9.8331e-06+1.53094e-06j,+0+0j,+9.83561e-06+1.55418e-06j,+0+0j,+9.79604e-06+1.57058e-06j,+0+0j,+0+0j,+0+0j,+9.8119e-06+1.60734e-06j,+9.81092e-06+1.61165e-06j,+9.78371e-06+1.63408e-06j,+0+0j,+0+0j,+24162.6-21362j,+279204-166151j,+0+0j,+24159.3-21394.4j,+14462.7+2.72284j,+0+0j,+278971-166613j,+44072.3+22060.8j,+234667-189144j,+0+0j,+234540-189459j,+0+0j,+77320+55242.3j,+132358-207213j,+56764.1-207488j,+56639.3-207691j,+56490.2-207933j,+523491-266417j,+523501-267827j,+23041.7+9.67727j,+500429-268708j,+23042+4.51948j,+31435.9-21504.2j,+467902-250011j,+21764.6+4.70582j,-1.11509e-05-1.18928e-05j,+0+0j,+315566-413829j,+78767.8+210473j,+0+0j,+0+0j,+0+0j,+0+0j,+314189-415569j,+0+0j,+0+0j,+109408-228621j,+129161-99456.8j,+57866.6-229138j,-2.14128e-08-7.27862e-09j,+57812-229249j,+388.678-229706j,+233.94-230160j,+0+0j,+118.455-230427j,+0+0j,+117053-100345j,+0+0j,+57603.9-100857j,+18132.3-101139j,+39298.4+113.606j,+0+0j,+39290+65.7506j,+0+0j,+39290+18.1297j,+22503.9+3.92925j,+45223.4+24.8593j,+45220.3+17.1323j,+1.21978e-05-5.01145e-06j,+1.22137e-05-5.00975e-06j,+0+0j,+33149.2+210047j,+0+0j,+0+0j,+88172.9+114.411j,-55139.5+209768j,+44875+45.6118j,+0+0j,-55397.8+209560j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+333167-169107j,+931411-388886j,+523314-263552j,+395004-201460j,+33335.9+210251j
