# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-11-04 00:00:00 PDT,+0-0i,+0-0i,+1.08185e+06+153050i,+0+0j,+0+0j,+0+0j,+1.07142e+06+144957i,+0-0i,+92025.6+30633.9i,+976209+108996i,+62078+30545.2i,+0-0i,+420378-52340.3i,+41418.3+20720.7i,+20574.3+9737.97i,+0+0j,+0+0j,+57799.2+18999.8i,+124118+58799.5i,+41380.3+18960.4i,+0-0i,+124049+58656.6i,+0-0i,+124007+58519.4i,+41347.9+18847.5i,+82600.6+39511.3i,+41339.9+18824.4i,+0-0i,+41331.6+18804.9i,+41243.2+20637.1i,+1.00624e-06-1.09592e-05i,+1.00056e-06-1.09929e-05i,+0+0j,+0+0j,+41408.7+20743.4i,+180061-145400i,+41380.1+20703.9i,+0-0i,+0+0j,+0-0i,+179947-145608i,+0-0i,+173841-145815i,+27922+9400.95i,+145821-155405i,+7160.65+0.655484i,+72735.2+51968.9i,+36341.7-231642i,+16974.9-231944i,+16870.2-232257i,+7600.76-232550i,+528195+151893i,+510231+150491i,+20582.8+10294.3i,+491150+415819i,-6.88609e-09+7.14853e-09i,+0-0i,+489068+412345i,+0+0j,+1.13362e-05-4.33516e-06i,+65472.7+93.9534i,+217910+87128.1i,+125310+267635i,+56668.2+58.9233i,+33062.5+22.8024i,+27058.1+8.2528i,+0-0i,+217529+86870.1i,+0+0j,+0+0j,+61182.6-194963i,+53951.4+229090i,+61071.4-195234i,+43092.7+21559.8i,+17947.1-216867i,+17836.5-217319i,+17697.9-217798i,+0-0i,+67.2542-218025i,+0+0j,+53125.8+227734i,+23594-52454.7i,+28995.7+279312i,+0-0i,+28579.7+278540i,+0-0i,+28253.6+277950i,+27986.6+277345i,-3.74423e-06-1.53511e-06i,+0-0i,+23569.2+4.62954i,+6.77366e-06-1.48043e-05i,+6.75345e-06-1.4812e-05i,+6.75433e-06-1.47962e-05i,+0-0i,+101518+266631i,+0+0j,+0+0j,+0-0i,+101379+266028i,+0+0j,+108240+30781.7i,-6976.17+234549i,+79756.7+30545i,+11993.4+3.46147i,+67673.1+30450.3i,+46641.1+21109.8i,+4480.27+0.27411i,+236486-132926i,+1.10622e+06+164273i,+551949+154971i,+410078+357327i,+101634+267122i
2016-11-04 11:00:00 PDT,-0+0i,-0+0i,+937365-350277i,+0+0j,+0+0j,+0+0j,+927803-357811i,-0+0i,+83003.4+358.169i,+842157-363132i,+51990.6+294.585i,-0+0i,+327027-338275i,+42418.6+21221.1i,+9524.81-20974.3i,+0+0j,+0+0j,+32941.5-42666.7i,+80701.2-63491.9i,+18632.3-42696.3i,-0+0i,+80695.1-63588.3i,-0+0i,+80683-63684.4i,+18583-42785.6i,+62075.2-20999.4i,+18574-42812.8i,-0+0i,+18565.8-42832.2i,+43503.3+21767.9i,+2.91109e-06-7.14831e-06i,+2.92498e-06-7.12488e-06i,+0+0j,+0+0j,+43348+21728i,+152495-249100i,+43317.5+21673.2i,-0+0i,+0+0j,-0+0i,+152290-249473i,-0+0i,+146192-249844i,+16137.3-21450.7i,+129867-228715i,+6910.57+0.580866i,+76427+54606.7i,+29315.7-245584i,+9115.01-245882i,+8969.36-246189i,+299.197-246474i,+485675-33931i,+470032-35217.6i,+21340.6+10673.5i,+446555+300764i,+1.37435e-09+1.04777e-08i,-0+0i,+445077+298146i,+0+0j,-1.54857e-05+3.9561e-06i,+70465.1+106.519i,+170391-8587.47i,+126669+250867i,+62246.8+67.7099i,+35845.7+26.0241i,+29939.5+9.66519i,-0+0i,+170125-8653.5i,+0+0j,+0+0j,+61009.7-204135i,+57281.1+300950i,+60890.9-204420i,+45116+22572.1i,+15741-227070i,+15617.9-227547i,+15465.6-228052i,-0+0i,+77.0255-228291i,+0+0j,+56188+298662i,+26385.7-54622.3i,+29093+351803i,-0+0i,+28562+350598i,-0+0i,+28088.9+349703i,+27689.7+348788i,+7.62414e-07-1.34331e-06i,-0+0i,+26359.8+5.00779i,+2.97463e-06+3.31027e-06i,+2.96034e-06+3.27627e-06i,+2.95296e-06+3.29496e-06i,-0+0i,+100116+250133i,+0+0j,+0+0j,-0+0i,+99991.5+249675i,+0+0j,+99321+726.63i,+573.724+248424i,+68707.6+550.909i,+10722.6+2.63032i,+57929.5+492.02i,+48808+22214.5i,+4440.25+0.255839i,+211819-235980i,+962983-339754i,+511841-31061.5i,+368592+243952i,+100217+250486i
2016-11-04 12:00:00 PDT,-0+0i,-0+0i,+926804-350655i,+0+0j,+0+0j,+0+0j,+917541-358040i,-0+0i,+82332.2+360.456i,+832597-363268i,+52000.4+297.903i,-0+0i,+323622-338253i,+42423.3+21223.5i,+9529.96-20973.4i,+0+0j,+0+0j,+32536.4-42662.9i,+80733.9-63481.8i,+18647.5-42692.2i,-0+0i,+80726.9-63577.9i,-0+0i,+80714.2-63673.6i,+18597.3-42780.7i,+62091.6-20993.3i,+18588.3-42807.7i,-0+0i,+18580-42827.2i,+43505.4+21769i,+1.60897e-06-1.65733e-06i,+1.58511e-06-1.67071e-06i,+0+0j,+0+0j,+43352.7+21730.5i,+149824-249252i,+43322.3+21675.7i,-0+0i,+0+0j,-0+0i,+149620-249621i,-0+0i,+143785-249988i,+15856.3-21448.7i,+127742-228858i,+6620.53+0.533053i,+76438.3+54614.8i,+27163.5-245739i,+7505.27-246036i,+7359.61-246342i,-990.316-246627i,+480120-33904.3i,+464928-35164.1i,+21344+10675.2i,+442953+300537i,-3.87648e-09-9.71572e-09i,-0+0i,+441483+297937i,+0+0j,-7.5969e-06+1.7371e-05i,+68499.4+100.762i,+170164-8915.29i,+126066+251016i,+60593.3+64.0936i,+34814.3+24.5998i,+29169.1+9.17199i,-0+0i,+169898-8982.1i,+0+0j,+0+0j,+60566.9-204163i,+57447.6+300633i,+60447.3-204447i,+45122.3+22575.3i,+15291-227099i,+15167.5-227575i,+15015.3-228078i,-0+0i,+77.03-228317i,+0+0j,+56359.9+298350i,+25765.4-54632.3i,+29888.3+351503i,-0+0i,+29358.6+350299i,-0+0i,+28886.7+349406i,+28488.6+348492i,-8.76735e-06-5.50971e-07i,-0+0i,+25739.7+4.80239i,-4.47951e-08+1.30307e-06i,-5.78367e-08+1.2664e-06i,-6.4211e-08+1.31531e-06i,-0+0i,+100133+250283i,+0+0j,+0+0j,-0+0i,+100009+249826i,+0+0j,+98047.5+727.931i,+1863.72+248575i,+68178.5+556.717i,+10372.4+2.46076i,+57751.4+498.872i,+48618.2+22219.4i,+4240.23+0.233252i,+208788-235924i,+952019-340340i,+505722-31098i,+365785+243753i,+100234+250636i
2016-11-04 13:00:00 PDT,-0+0i,-0+0i,+924577-350763i,+0+0j,+0+0j,+0+0j,+915493-358124i,-0+0i,+82260+362.434i,+830638-363338i,+52008.3+299.998i,-0+0i,+323230-338211i,+42429.3+21226.5i,+9531.89-20974.3i,+0+0j,+0+0j,+32961.4-42665i,+80750.9-63482.9i,+18652.1-42694.6i,-0+0i,+80743.5-63578.8i,-0+0i,+80730.3-63674.4i,+18601.9-42782.7i,+62102.9-20992i,+18592.9-42809.7i,-0+0i,+18584.6-42829.2i,+43512.1+21772.4i,+1.17422e-05+5.53143e-06i,+1.17049e-05+5.53615e-06i,+0+0j,+0+0j,+43361.3+21734.9i,+149072-249258i,+43331+21680i,-0+0i,+0+0j,-0+0i,+148870-249627i,-0+0i,+143176-249993i,+15749.4-21450.3i,+127241-228862i,+6510.51+0.515365i,+76456.7+54627.9i,+26638.2-245755i,+7132.63-246052i,+6987.1-246359i,-1362.6-246645i,+479026-33981.6i,+463401-35235.7i,+21350+10678.2i,+442452+300789i,+3.80345e-10+5.71873e-09i,-0+0i,+440991+298196i,+0+0j,+1.86557e-05-1.14464e-05i,+67305.7+96.9814i,+170652-8670.94i,+125667+251050i,+59410.8+61.5931i,+34123.3+23.6406i,+28618.7+8.82531i,-0+0i,+170384-8739.45i,+0+0j,+0+0j,+61037.2-204229i,+57440.6+300953i,+60915.9-204513i,+45137.9+22583.1i,+15743.7-227173i,+15619-227649i,+15465.8-228151i,-0+0i,+77.0837-228390i,+0+0j,+56351.7+298665i,+25275.3-54650.6i,+30369.3+351833i,-0+0i,+29838.7+350627i,-0+0i,+29366.2+349731i,+28967.3+348816i,-4.45258e-06+7.76992e-07i,-0+0i,+25249.7+4.59612i,-2.65965e-06-6.61224e-06i,-2.66564e-06-6.6313e-06i,-2.67711e-06-6.6008e-06i,-0+0i,+100224+250316i,+0+0j,+0+0j,-0+0i,+100100+249858i,+0+0j,+97766.7+732.087i,+2234.63+248601i,+68268.8+561.91i,+10562.5+2.55088i,+57651.5+503.848i,+48513.9+22227.2i,+4120.22+0.220157i,+207954-235874i,+949472-340489i,+504180-31192.5i,+364679+244028i,+100324+250670i
2016-11-04 14:00:00 PDT,-0+0i,-0+0i,+927966-350623i,+0+0j,+0+0j,+0+0j,+918856-358031i,-0+0i,+82534.1+361.068i,+833711-363275i,+52002+298.21i,-0+0i,+324392-338237i,+42425+21224.4i,+9529.79-20974i,+0+0j,+0+0j,+33374.8-42664i,+80731.9-63484.6i,+18645.3-42693.9i,-0+0i,+80724.5-63580.4i,-0+0i,+80711.4-63676.1i,+18595.4-42782.1i,+62090.6-20994.2i,+18586.4-42809.2i,-0+0i,+18578.1-42828.6i,+43506.2+21769.5i,+8.41271e-06-6.61852e-06i,+8.4013e-06-6.61906e-06i,+0+0j,+0+0j,+43355+21731.7i,+149718-249225i,+43324.6+21676.9i,-0+0i,+0+0j,-0+0i,+149515-249595i,-0+0i,+143811-249962i,+15785.6-21449.9i,+127839-228832i,+6550.51+0.521801i,+76444.1+54619.1i,+27255.7-245716i,+7587.44-246013i,+7441.71-246320i,-1028.22-246606i,+480884-33950.1i,+464814-35213.6i,+21346.5+10676.5i,+443483+300684i,-9.29425e-09-4.25162e-08i,-0+0i,+442019+298084i,+0+0j,+5.75708e-06-4.8349e-06i,+67496.1+97.3854i,+170730-8748.14i,+125731+251009i,+59491+61.7902i,+34183.4+23.7282i,+28668.7+8.85786i,-0+0i,+170462-8816.38i,+0+0j,+0+0j,+61480.3-204187i,+57096.9+300833i,+61358.5-204472i,+45129.2+22578.8i,+16194.8-227128i,+16069.7-227604i,+15916-228106i,-0+0i,+77.0522-228344i,+0+0j,+56007.9+298547i,+25295.3-54640.8i,+30005.5+351706i,-0+0i,+29475.1+350500i,-0+0i,+29002.6+349605i,+28603.8+348690i,-8.31821e-06-6.42704e-06i,-0+0i,+25269.7+4.60452i,-2.94276e-07-4.53238e-06i,-3.08702e-07-4.53939e-06i,-3.21848e-07-4.53231e-06i,-0+0i,+100268+250274i,+0+0j,+0+0j,-0+0i,+100144+249817i,+0+0j,+98144.7+730.065i,+1901.09+248561i,+68505.4+558.538i,+10812.6+2.67367i,+57637.6+499.957i,+48504.8+22222.7i,+4120.22+0.220201i,+208714-235914i,+952916-340285i,+506069-31140.7i,+365013+243911i,+100368+250629i
2016-11-04 15:00:00 PDT,-0+0i,-0+0i,+970451-349055i,+0+0j,+0+0j,+0+0j,+960371-357053i,-0+0i,+85757.4+347.66i,+871827-362668i,+51940.4+279.74i,-0+0i,+337375-338555i,+42387+21205.3i,+9506.26-20973.3i,+0+0j,+0+0j,+34987.4-42665.2i,+80556.3-63512.1i,+18576.7-42696.3i,-0+0i,+80552.2-63609.4i,-0+0i,+80541.8-63706.1i,+18530.2-42787.9i,+61987.9-21019.2i,+18521.4-42815.3i,-0+0i,+18513.1-42834.8i,+43469+21750.7i,+1.55945e-06-2.37253e-06i,+1.5659e-06-2.3186e-06i,+0+0j,+0+0j,+43305.6+21706.6i,+159617-248711i,+43274.9+21652i,-0+0i,+0+0j,-0+0i,+159404-249093i,-0+0i,+152949-249472i,+16605.7-21449.9i,+136150-228351i,+7410.66+0.668722i,+76339.2+54544i,+35744-245156i,+13895.1-245454i,+13748.8-245762i,+4237.16-246045i,+503127-33763.9i,+485238-35138.4i,+21314.3+10660.2i,+456902+300387i,-1.61905e-09-1.59105e-08i,-0+0i,+455382+297705i,+0+0j,-1.62671e-05+2.61504e-06i,+75159.2+120.793i,+170903-8671.42i,+128148+250418i,+66145.6+76.581i,+38089.1+29.4413i,+31830.8+10.9423i,-0+0i,+170637-8733.84i,+0+0j,+0+0j,+63198.6-203846i,+55791.2+300584i,+63080.3-204131i,+45053.4+22540.8i,+17993-226750i,+17870.7-227228i,+17717-227737i,-0+0i,+76.8251-227976i,+0+0j,+54690.7+298300i,+28036.3-54545.8i,+25940.5+351368i,-0+0i,+25409.6+350166i,-0+0i,+24935.5+349274i,+24535.9+348360i,-4.65223e-06-1.71716e-05i,-0+0i,+28010.1+5.60663i,+2.97974e-06-5.41655e-06i,+2.97593e-06-5.4427e-06i,+2.96046e-06-5.4651e-06i,-0+0i,+99944.8+249684i,+0+0j,+0+0j,-0+0i,+99819.9+249225i,+0+0j,+103087+711.968i,-3360.69+247987i,+70209.7+522.407i,+12093.3+3.35104i,+58058.3+460.221i,+48978.5+22180i,+4680.28+0.284696i,+220235-236380i,+997807-337873i,+530992-30688.1i,+375301+243456i,+100045+250035i
2016-11-04 16:00:00 PDT,-0+0i,-0+0i,+1.13103e+06-342592i,+0+0j,+0+0j,+0+0j,+1.11775e+06-353034i,-0+0i,+99109.5+301.726i,+1.01514e+06-360194i,+51709.6+210.729i,-0+0i,+384706-339903i,+42245.6+21134.6i,+9417.2-20971.3i,+0+0j,+0+0j,+39778.6-42673i,+79915.9-63615.1i,+18324.2-42707.9i,-0+0i,+79924.9-63718.1i,-0+0i,+79925.4-63819.5i,+18290.2-42812.9i,+61618.5-21110.2i,+18281.9-42841.2i,-0+0i,+18273.7-42860.7i,+43341+21685.9i,-2.97101e-06+1.60771e-06i,-3.00196e-06+1.54821e-06i,+0+0j,+0+0j,+43129.4+21617.6i,+196049-246622i,+43098+21563.5i,-0+0i,+0+0j,-0+0i,+195796-247055i,-0+0i,+187079-247485i,+19039.2-21450.8i,+167821-226402i,+9991.21+1.22137i,+75961.2+54273.9i,+68053.2-242926i,+37889.8-243233i,+37741.5-243547i,+25102.4-243828i,+586398-33004.4i,+562984-34831.9i,+21194.7+10600.1i,+507244+299703i,-9.01988e-09-1.9972e-08i,-0+0i,+505507+296694i,+0+0j,+9.8758e-06-7.03127e-07i,+105377+240.472i,+172043-7957.62i,+137511+248099i,+93321+153.005i,+53377.8+58.528i,+44881.6+21.926i,-0+0i,+171789-7997.94i,+0+0j,+0+0j,+68284.1-202594i,+52738+300101i,+68183.2-202879i,+44773.1+22400.6i,+23378.9-225360i,+23270.8-225850i,+23119.6-226382i,-0+0i,+76.0444-226623i,+0+0j,+51589.7+297823i,+39881.8-54189.7i,+10965+350543i,-0+0i,+10430.1+349355i,-0+0i,+9948.9+348472i,+9545.59+347556i,+4.76558e-06-9.02084e-06i,-0+0i,+39852.8+10.9765i,+3.55633e-06+3.08987e-06i,+3.53904e-06+3.09621e-06i,+3.53364e-06+3.10831e-06i,-0+0i,+97459.7+247370i,+0+0j,+0+0j,-0+0i,+97330.8+246905i,+0+0j,+121459+653.303i,-24204.8+245727i,+75228+388.468i,+15935.8+5.86084i,+59225.1+314.584i,+50341+22023i,+6360.52+0.529645i,+263357-238313i,+1.16977e+06-327842i,+626136-28805i,+416154+242117i,+97559.2+247702i
2016-11-04 17:00:00 PDT,-0+0i,-0+0i,+1.33679e+06-330931i,+0+0j,+0+0j,+0+0j,+1.31814e+06-345023i,-0+0i,+114314+230.204i,+1.19911e+06-354474i,+51354.2+108.511i,-0+0i,+447051-341077i,+42014+21018.7i,+9293.83-20957.3i,+0+0j,+0+0j,+47825.6-42641.9i,+78935-63715.7i,+17963.9-42684.2i,-0+0i,+78959.3-63825.3i,-0+0i,+78972.6-63932.1i,+17946.3-42806i,+61018.2-21233.1i,+17938.9-42835.9i,-0+0i,+17930.6-42855.3i,+43086+21557.6i,-9.10416e-06-7.82007e-06i,-9.12356e-06-7.84607e-06i,+0+0j,+0+0j,+42812.9+21457.6i,+243534-244058i,+42780.2+21404.5i,-0+0i,+0+0j,-0+0i,+243204-244578i,-0+0i,+230708-245094i,+23131.3-21429.5i,+207307-224096i,+14292.5+2.52055i,+75303.3+53803.7i,+108559-240180i,+67955.5-240508i,+67795.9-240834i,+49936.2-241117i,+693734-30729.5i,+661095-33260.1i,+20995.2+10499.8i,+569929+295894i,-1.74842e-08-5.91589e-09i,-0+0i,+567847+292374i,+0+0j,-5.93425e-06+1.19028e-05i,+141902+437.977i,+170436-10414.7i,+149237+245260i,+124774+277.607i,+71975.3+106.737i,+59748.8+39.3599i,-0+0i,+170202-10420.2i,+0+0j,+0+0j,+76770.1-200407i,+43924+295412i,+76685-200693i,+44290.6+22159.2i,+32365.6-222936i,+32272.2-223436i,+32123.7-223996i,-0+0i,+74.443-224238i,+0+0j,+42743.4+293185i,+52670.1-53601.1i,-10687.4+345356i,-0+0i,-11222+344196i,-0+0i,-11708.3+343333i,-12111.4+342425i,+2.40117e-08-9.65173e-06i,-0+0i,+52637.2+19.3927i,+2.28099e-06+6.74669e-06i,+2.274e-06+6.75003e-06i,+2.25687e-06+6.74276e-06i,-0+0i,+96403.7+244537i,+0+0j,+0+0j,-0+0i,+96272.6+244069i,+0+0j,+145177+576.312i,-48960+242973i,+83649.9+193.804i,+22341.5+11.6589i,+61224.5+97.0418i,+52616+21763.6i,+9161.1+1.11218i,+318443-240418i,+1.38745e+06-310934i,+746273-24817.6i,+462937+237193i,+96500.9+244847i
2016-11-04 18:00:00 PDT,-0+0i,-0+0i,+1.42147e+06-324975i,+0+0j,+0+0j,+0+0j,+1.39993e+06-340764i,-0+0i,+119722+197.993i,+1.27493e+06-351269i,+51199.6+64.2082i,-0+0i,+474151-341204i,+41913.3+20968.4i,+9240-20951i,+0+0j,+0+0j,+52289.6-42624.1i,+78494.5-63757.4i,+17803.1-42671.1i,-0+0i,+78524.3-63869.4i,-0+0i,+78542.2-63978.2i,+17792.6-42799.6i,+60744.9-21286.9i,+17785.8-42830.3i,-0+0i,+17777.5-42849.7i,+42966.8+21497.7i,+4.8315e-06-9.34058e-06i,+4.82468e-06-9.34948e-06i,+0+0j,+0+0j,+42669.9+21385.1i,+263827-242988i,+42636.5+21332.5i,-0+0i,+0+0j,-0+0i,+263456-243556i,-0+0i,+248809-244119i,+25479.4-21418.3i,+223032-223165i,+16733.4+3.46819i,+75010.2+53594.2i,+124737-239058i,+80107.9-239400i,+79941.1-239734i,+59150-240022i,+737930-29536i,+700253-32396.9i,+20909.6+10456.7i,+595802+294029i,-5.39967e-09-7.1917e-09i,-0+0i,+593573+290275i,+0+0j,-1.52517e-08+7.15255e-06i,+155477+523.484i,+169389-11860.8i,+153830+244154i,+135506+330.052i,+78885.9+127.525i,+64535.6+46.1672i,-0+0i,+169163-11852.1i,+0+0j,+0+0j,+81510.1-199460i,+38690.2+292997i,+81427.6-199748i,+44084.3+22055.9i,+37314.9-221890i,+37224.8-222395i,+37076.3-222966i,-0+0i,+73.6881-223210i,+0+0j,+37499.6+290791i,+56463-53352.3i,-19728.6+342729i,-0+0i,-20264+341578i,-0+0i,-20753.1+340719i,-21156.8+339814i,+4.34694e-07-1.63429e-05i,-0+0i,+56428.8+22.5409i,+2.6068e-06-7.53991e-06i,+2.6047e-06-7.56783e-06i,+2.59912e-06-7.53219e-06i,-0+0i,+97208+243427i,+0+0j,+0+0j,-0+0i,+97076.9+242957i,+0+0j,+155161+555.186i,-58132.7+241880i,+88468.2+116.194i,+25895.5+15.7453i,+62478.3+4.77324i,+53990.1+21652.5i,+10761.5+1.54289i,+341395-240999i,+1.47559e+06-302599i,+794275-22845.9i,+480112+234802i,+97303.2+243732i
2016-11-04 19:00:00 PDT,-0+0i,-0+0i,+1.40753e+06-325836i,+0+0j,+0+0j,+0+0j,+1.38631e+06-341345i,-0+0i,+118617+200.485i,+1.26249e+06-351672i,+51217+69.1915i,-0+0i,+470321-341140i,+41924.7+20974.1i,+9245.97-20951.8i,+0+0j,+0+0j,+52306.7-42623.8i,+78538.4-63751.4i,+17820.3-42670.8i,-0+0i,+78566.8-63862.7i,-0+0i,+78583.6-63970.9i,+17808.7-42798i,+60769.4-21281i,+17801.9-42828.6i,-0+0i,+17793.6-42848.1i,+42975+21501.8i,+9.88358e-06+1.634e-06i,+9.87573e-06+1.68298e-06i,+0+0j,+0+0j,+42683+21391.7i,+260534-243216i,+42649.6+21339.1i,-0+0i,+0+0j,-0+0i,+260169-243777i,-0+0i,+245727-244333i,+25289.8-21418.8i,+220144-223373i,+16533.3+3.3845i,+75039.3+53615i,+121802-239284i,+77959.6-239623i,+77793.3-239955i,+57163.6-240242i,+730761-29643.9i,+693113-32452.7i,+20919.4+10461.6i,+591435+293931i,-3.15451e-09-1.63979e-08i,-0+0i,+589228+290212i,+0+0j,+1.11693e-05-6.64225e-07i,+152204+500.281i,+169399-12058.1i,+152860+244375i,+132401+315.008i,+77160.2+121.77i,+63013.4+43.9839i,-0+0i,+169170-12051.6i,+0+0j,+0+0j,+81539.4-199556i,+38602.1+292895i,+81454.2-199845i,+44106.9+22067.2i,+37318.4-221998i,+37226-222501i,+37076.4-223070i,-0+0i,+73.7289-223313i,+0+0j,+37416.5+290689i,+55091.9-53382.4i,-18437.4+342658i,-0+0i,-18971.6+341506i,-0+0i,-19459.3+340647i,-19862.4+339745i,-4.04668e-06-1.55506e-05i,-0+0i,+55058.2+21.4926i,+1.12439e-05-6.72467e-06i,+1.12317e-05-6.72313e-06i,+1.12373e-05-6.7075e-06i,-0+0i,+97610.5+243648i,+0+0j,+0+0j,-0+0i,+97480.1+243177i,+0+0j,+153583+556.484i,-56152.4+242098i,+88268.3+126.611i,+25815.4+15.6387i,+62358.9+15.7847i,+53856+21665.3i,+10601.5+1.49643i,+337498-240870i,+1.46046e+06-303878i,+785763-23090.6i,+475866+234783i,+97705.5+243955i
2016-11-04 20:00:00 PDT,-0+0i,-0+0i,+1.38004e+06-327619i,+0+0j,+0+0j,+0+0j,+1.35962e+06-342577i,-0+0i,+116662+207.883i,+1.23791e+06-352557i,+51257+80.9509i,-0+0i,+462007-341067i,+41949.5+20986.5i,+9261.2-20952.5i,+0+0j,+0+0j,+51509.8-42623.7i,+78650.9-63735.2i,+17864.2-42669.9i,-0+0i,+78677.2-63845.4i,-0+0i,+78692-63952.9i,+17850.6-42794.7i,+60834.8-21265.7i,+17843.6-42825.1i,-0+0i,+17835.3-42844.6i,+42998.3+21513.6i,+9.48457e-07+3.40937e-07i,+8.99524e-07+3.77059e-07i,+0+0j,+0+0j,+42714.7+21407.8i,+253935-243617i,+42681.5+21355i,-0+0i,+0+0j,-0+0i,+253581-244162i,-0+0i,+239721-244702i,+24685.3-21419.6i,+214749-223731i,+15903.1+3.12864i,+75107+53663.4i,+116296-239688i,+73857-240021i,+73692.1-240350i,+53745.3-240635i,+716535-29905.2i,+679823-32610.4i,+20940.4+10472.1i,+582772+294011i,+2.84119e-09+1.88639e-09i,-0+0i,+580608+290362i,+0+0j,+4.51658e-06-1.1857e-05i,+146899+465.316i,+169405-12141.6i,+151198+244764i,+127769+292.927i,+74411.7+113.193i,+60840.4+40.9453i,-0+0i,+169174-12139.2i,+0+0j,+0+0j,+80694.6-199773i,+39297.5+293022i,+80606.4-200062i,+44155.6+22091.6i,+36421.4-222239i,+36326.6-222740i,+36176-223304i,-0+0i,+73.875-223547i,+0+0j,+38119.8+290817i,+53220.5-53444.8i,-15858.1+342847i,-0+0i,-16390.5+341695i,-0+0i,-16876.1+340836i,-17278.1+339935i,+5.34579e-06+5.41541e-06i,-0+0i,+53187.3+20.1329i,+2.50167e-06-4.02085e-06i,+2.50694e-06-4.00817e-06i,+2.50001e-06-3.98151e-06i,-0+0i,+97819.4+244037i,+0+0j,+0+0j,-0+0i,+97689.5+243568i,+0+0j,+150381+559.348i,-52744.4+242487i,+87194.9+147.678i,+25094.6+14.7584i,+62008.8+40.1501i,+53471.7+21692.6i,+10161.4+1.37295i,+329883-240663i,+1.43132e+06-306455i,+769688-23608.3i,+468882+235022i,+97914.8+244347i
2016-11-04 21:00:00 PDT,-0+0i,-0+0i,+1.29114e+06-332700i,+0+0j,+0+0j,+0+0j,+1.27258e+06-345951i,-0+0i,+109164+229.705i,+1.15887e+06-354844i,+51385+118.756i,-0+0i,+436172-340530i,+42028.1+21025.8i,+9310.38-20954.1i,+0+0j,+0+0j,+49125.7-42621.3i,+79001.8-63681.7i,+18002.7-42665i,-0+0i,+79020.7-63788.6i,-0+0i,+79029.5-63893.3i,+17982.3-42782i,+61036.7-21217.2i,+17975.1-42812i,-0+0i,+17966.8-42831.4i,+43067.7+21548.8i,-4.21744e-06-6.6703e-06i,-4.2433e-06-6.677e-06i,+0+0j,+0+0j,+42810.9+21456.5i,+233920-244929i,+42778.1+21403.4i,-0+0i,+0+0j,-0+0i,+233597-245432i,-0+0i,+220928-245931i,+23425.4-21420.5i,+197238-224928i,+14562.6+2.61649i,+75313.8+53811.1i,+98441.6-241027i,+60580.3-241346i,+60418.6-241664i,+42080-241944i,+670820-30581.6i,+636923-32970.2i,+21006.1+10505.2i,+555073+294108i,-8.66851e-10-1.18088e-08i,-0+0i,+553045+290674i,+0+0j,+1.21932e-06-6.81665e-06i,+129996+361.083i,+168692-12689.6i,+146014+246080i,+112444+226.561i,+65876.7+87.8891i,+53481.1+31.5002i,-0+0i,+168455-12699.4i,+0+0j,+0+0j,+78170-200456i,+40619+293133i,+78071.6-200746i,+44308.7+22168.2i,+33731.8-222998i,+33628.1-223492i,+33474.7-224042i,-0+0i,+74.2803-224283i,+0+0j,+39468.9+290929i,+46465.7-53642.2i,-7737.2+343155i,-0+0i,-8264.45+342001i,-0+0i,-8743.64+341142i,-9142.34+340247i,-1.36001e-06-6.68067e-06i,-0+0i,+46434.5+15.5578i,+1.93496e-07+5.85607e-06i,+1.99472e-07+5.84351e-06i,+1.9516e-07+5.84329e-06i,-0+0i,+99391.2+245353i,+0+0j,+0+0j,-0+0i,+99263.6+244887i,+0+0j,+140310+574.479i,-41109.3+243790i,+84647.9+217.372i,+23152.3+12.5122i,+61409.6+117.774i,+52765.1+21778.3i,+9281.13+1.14076i,+306109-239725i,+1.33558e+06-314043i,+717075-25083.4i,+446006+235588i,+99486.8+245673i
