# file...... underground_lines_power_in_A.csv
# date...... Fri Oct 27 14:53:00 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-10-08 06:00:00 PDT,+70457.5+48259.2i,+70391.9+48247.7i,+47416.2+48240i,+47358.7+48230.3i,-2.10401e-08+2.93425e-10i
2016-10-08 07:00:00 PDT,+68313.6+48566.7i,+68250.7+48555.8i,+47696.9+48548.5i,+47638.9+48538.9i,-2.63288e-08+1.12515e-09i
2016-10-08 08:00:00 PDT,+63991.9+48896.8i,+63934.2+48886.9i,+47953.9+48880.2i,+47895.5+48870.6i,+1.33564e-08-3.68774e-09i
2016-10-08 09:00:00 PDT,+63080.1+49105.3i,+63023.4+49095.6i,+48143.9+49089.1i,+48085.2+49079.5i,-3.06485e-09-9.05654e-10i
2016-10-08 10:00:00 PDT,+62590.9+49137.6i,+62534.7+49128i,+48165.6+49121.5i,+48106.9+49111.9i,-8.0537e-09+2.85772e-10i
2016-10-08 11:00:00 PDT,+62524.9+49156.2i,+62468.8+49146.7i,+48179.7+49140.2i,+48121+49130.6i,+9.16501e-10-2.46912e-09i
2016-10-08 12:00:00 PDT,+62898.4+49155.9i,+62841.8+49146.2i,+48182.5+49139.7i,+48123.7+49130.1i,-1.323e-09+2.52524e-09i
2016-10-08 13:00:00 PDT,+62917.3+49154.2i,+62860.8+49144.5i,+48181.4+49138i,+48122.6+49128.4i,-7.55613e-10-2.33276e-09i
2016-10-08 14:00:00 PDT,+63845.5+49071.7i,+63787.9+49061.8i,+48117.8+49055.2i,+48059.2+49045.6i,-1.2406e-08-3.02327e-09i
2016-10-08 15:00:00 PDT,+66744.8+48677.4i,+66683.8+48666.9i,+47771.4+48659.8i,+47713.2+48650.3i,+1.43728e-08-5.51891e-10i
2016-10-08 16:00:00 PDT,+71869.2+48147i,+71801.7+48135.3i,+47334.8+48127.4i,+47277.3+48117.9i,-4.3741e-09+3.82411e-09i
2016-10-08 17:00:00 PDT,+76594.5+47723.6i,+76520.6+47710.8i,+46999.1+47702i,+46942.1+47692.5i,+1.1066e-08+3.67088e-09i
2016-10-08 18:00:00 PDT,+81399.4+47525.1i,+81318.5+47510.9i,+46882.1+47501.3i,+46825.3+47491.7i,+2.92868e-09+4.08313e-09i
2016-10-08 19:00:00 PDT,+83577.6+47451.6i,+83493.4+47436.7i,+46844.7+47426.5i,+46788+47416.8i,+2.24094e-08+3.52285e-09i
2016-10-08 20:00:00 PDT,+81094+47667.2i,+81013.6+47653i,+47017.6+47643.3i,+46960.6+47633.6i,+2.31639e-09+3.83687e-09i
2016-10-08 21:00:00 PDT,+75617.4+48031.1i,+75544.9+48018.3i,+47284.5+48009.7i,+47227.1+48000i,-6.81774e-09+3.26474e-09i
2016-10-08 22:00:00 PDT,+70906.7+48358.3i,+70840.6+48346.7i,+47514.5+48338.9i,+47456.8+48329.2i,-6.79543e-11-6.22088e-09i
2016-10-08 23:00:00 PDT,+65354.3+48650i,+65295+48639.7i,+47713.7+48632.7i,+47655.7+48623i,+2.22018e-09-4.11592e-10i
2016-10-09 00:00:00 PDT,+62745.8+48771.4i,+62689.5+48761.6i,+47790.3+48755i,+47732.2+48745.3i,-3.29255e-09+1.55191e-09i
