# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-03-04 00:00:00 PST,+10080.7+0.723329j,-0+0j,+764679+53846.6j,+0+0j,+0+0j,+0+0j,+764449+50627.3j,+5600.28+0.28759j,-0+0j,+758682+48477j,+0+0j,-0+0j,+314039+11357.1j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43123.4+21603.6j,+0+0j,+43131.3+21591j,-2.33831e-06+4.58956e-06j,-0+0j,-2.36423e-06+4.61489e-06j,+0+0j,-2.34671e-06+4.64097e-06j,+0+0j,+0+0j,+0+0j,-2.33046e-06+4.66142e-06j,-2.30658e-06+4.69847e-06j,-2.29814e-06+4.72682e-06j,+0+0j,+0+0j,+28432.9+9870.88j,+226490-31477.5j,-0+0j,+28436.3+9851.8j,+7420.73+0.735454j,-0+0j,+226326-31719.3j,+42929.9+21489j,+183233-53452.3j,-0+0j,+183158-53572.7j,+0+0j,+75129.3+53676.4j,+70920.8-132248j,+31542.5-132327j,+31483.4-132384j,+31416.3-132454j,+443849+32553.9j,+443718+31833.6j,+12880+3.24214j,+430740+31375.6j,+12880.6+1.45375j,+32777.4+9839.55j,+397364+19811.8j,+11761.4+1.4222j,+2.56974e-06+2.30694e-06j,-0+0j,+242934-176941j,+37406.4+133115j,+0+0j,+0+0j,+0+0j,-0+0j,+242443-177680j,+0+0j,+0+0j,+56355.2-218489j,+100401-34498.6j,+30427.6-218927j,+2.02841e-09-1.32647e-08j,+30374.6-219032j,+434.256-219467j,+239.58-219906j,-0+0j,+120.722-220151j,+0+0j,+94629-34978.7j,-0+0j,+63490.4-35259.5j,+42715.4-35417.3j,+20720.8+45.0194j,-0+0j,+20720.1+24.5758j,-0+0j,+20723+5.36272j,+12181.2+1.21004j,+23859+0.352976j,+23857.3+0.410294j,+3.36508e-06-4.66495e-06j,+3.35337e-06-4.66591e-06j,-0+0j,+13411.8+133028j,+0+0j,+0+0j,+44189.5+29.8764j,-30817.6+132971j,+22491.8+11.9066j,-0+0j,-30921.3+132937j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+270537-12165.7j,+775182+57912.6j,+444052+33976.7j,+280462-42914j,+13473.7+133072j
2016-03-04 11:00:00 PST,+6160.27+0.268833j,+0+0j,+498734-431481j,+0+0j,+0+0j,+0+0j,+498873-434121j,+1200.01+0.0129951j,+0+0j,+497763-435881j,+0+0j,+0+0j,+217625-164727j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44426+22237.6j,+0+0j,+44419.4+22235.8j,+4.29576e-06+7.64401e-06j,+0+0j,+4.29683e-06+7.67504e-06j,+0+0j,+4.27977e-06+7.69896e-06j,+0+0j,+0+0j,+0+0j,+4.29594e-06+7.69983e-06j,+4.28764e-06+7.70837e-06j,+4.26681e-06+7.69078e-06j,+0+0j,+0+0j,+13306.2-21391j,+153465-170744j,+0+0j,+13302.7-21413.5j,+3340.14+0.14371j,+0+0j,+153335-170952j,+44551.5+22300.7j,+108653-193462j,+0+0j,+108589-193624j,+0+0j,+78226.8+55889.9j,+4992.74-211910j,-11976.6-212104j,-12110.2-212298j,-12248.7-212497j,+280098-275094j,+280092-275796j,+9759.74+1.87399j,+270320-276230j,+9760.36+0.806147j,+17479.3-21490.1j,+252299-256250j,+7520.55+0.557166j,-1.42029e-06+4.16438e-06j,+0+0j,+142986-421210j,+35034.2+214649j,+0+0j,+0+0j,+0+0j,+0+0j,+141953-422603j,+0+0j,+0+0j,+18537.7-233504j,+45770.5-101731j,+12164.5-233977j,-1.21586e-08-1.85625e-08j,+12107.6-234095j,+495.882-234591j,+258.743-235090j,+0+0j,+130.088-235356j,+0+0j,+44189.6-102156j,+0+0j,+30850.8-102425j,+19250.9-102599j,+11437.1+25.402j,+0+0j,+11438.3+12.9598j,+0+0j,+11441+1.64314j,+7860.46+0.467832j,+11683.4-3.59702j,+11682.4-2.38097j,+5.22577e-06+2.79776e-06j,+5.22121e-06+2.78362e-06j,+0+0j,+22994.1+214289j,+0+0j,+0+0j,+9401.28+1.29632j,+13433.5+214104j,+4860.52+0.526167j,+0+0j,+13235.8+213891j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+172970-188153j,+504720-428116j,+280100-273684j,+178346-205668j,+23155.5+214468j
2016-03-04 12:00:00 PST,+5950.25+0.250798j,+0+0j,+485816-432430j,+0+0j,+0+0j,+0+0j,+485950-435024j,+850.006+0.00651904j,+0+0j,+485187-436752j,+0+0j,+0+0j,+212516-165301j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44441.7+22246j,+0+0j,+44435.7+22243.9j,-4.54419e-06+7.80184e-06j,+0+0j,-4.52577e-06+7.85735e-06j,+0+0j,-4.5568e-06+7.88526e-06j,+0+0j,+0+0j,+0+0j,-4.53181e-06+7.86588e-06j,-4.51525e-06+7.88646e-06j,-4.53427e-06+7.896e-06j,+0+0j,+0+0j,+13034.6-21392.7j,+149342-170873j,+0+0j,+13031.1-21415j,+3060.12+0.120575j,+0+0j,+149215-171076j,+44570.5+22310.2j,+104517-193589j,+0+0j,+104455-193748j,+0+0j,+78262.7+55915.6j,+805.483-212057j,-14323.6-212251j,-14458-212446j,-14596-212644j,+272629-275317j,+272623-276004j,+9689.73+1.84841j,+262920-276429j,+9690.35+0.794428j,+17278.3-21490.3j,+245111-256420j,+7310.52+0.526308j,+6.34249e-06+5.05955e-06j,+0+0j,+137680-421453j,+33107.4+214794j,+0+0j,+0+0j,+0+0j,+0+0j,+136650-422842j,+0+0j,+0+0j,+15340.9-233682j,+43594.7-101798j,+10748.6-234156j,+4.0461e-09+5.00035e-09j,+10691.5-234275j,+499.146-234774j,+259.329-235275j,+0+0j,+130.382-235542j,+0+0j,+42364.1-102214j,+0+0j,+30325.3-102478j,+19285.4-102651j,+10877.1+24.0272j,+0+0j,+10878.3+12.2118j,+0+0j,+10880.9+1.505j,+7650.44+0.442799j,+10432.9-3.53903j,+10432-2.34882j,+3.23832e-06-1.62878e-06j,+3.23711e-06-1.62837e-06j,+0+0j,+22318.5+214436j,+0+0j,+0+0j,+6380.59+0.599912j,+15777+214251j,+3320.24+0.245369j,+0+0j,+15580.5+214036j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+167856-188716j,+491599-429125j,+272636-273939j,+171110-205788j,+22479.2+214614j
2016-03-04 13:00:00 PST,+6100.26+0.263635j,+0+0j,+501890-431165j,+0+0j,+0+0j,+0+0j,+502028-433798j,+1100.01+0.010921j,+0+0j,+501017-435553j,+0+0j,+0+0j,+218857-164564j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44414.6+22231.8j,+0+0j,+44407.8+22230j,-3.29614e-06+1.67894e-05j,+0+0j,-3.33393e-06+1.68198e-05j,+0+0j,-3.35278e-06+1.68779e-05j,+0+0j,+0+0j,+0+0j,-3.35515e-06+1.68027e-05j,-3.33195e-06+1.68591e-05j,-3.34293e-06+1.68387e-05j,+0+0j,+0+0j,+13226-21387.5j,+154547-170718j,+0+0j,+13222.5-21410j,+3260.14+0.136947j,+0+0j,+154416-170927j,+44537.6+22293.7j,+109748-193430j,+0+0j,+109683-193592j,+0+0j,+78200.6+55871.3j,+6115.05-211867j,-11113.6-212060j,-11246.4-212253j,-11384.1-212451j,+282117-274921j,+282111-275621j,+9739.74+1.86747j,+272358-276054j,+9740.36+0.803077j,+17419.1-21485.8j,+254395-256078j,+7460.54+0.548498j,+1.22656e-05+1.03958e-05j,+0+0j,+143997-421018j,+36131.9+214596j,+0+0j,+0+0j,+0+0j,+0+0j,+142963-422412j,+0+0j,+0+0j,+19296.7-233383j,+46037-101688j,+12633.3-233855j,-1.20468e-08+1.5902e-08j,+12576.5-233973j,+494.812-234469j,+258.352-234967j,+0+0j,+129.892-235233j,+0+0j,+44556.1-102115j,+0+0j,+30687.3-102385j,+19247.4-102558j,+11277.2+25.0296j,+0+0j,+11278.3+12.7671j,+0+0j,+11281+1.60419j,+7800.45+0.460945j,+12803.8-3.57787j,+12802.7-2.3652j,+2.76418e-07+1.04706e-05j,+2.71024e-07+1.04554e-05j,+0+0j,+22972.7+214236j,+0+0j,+0+0j,+10251.5+1.53519j,+12563.2+214052j,+5270.61+0.619003j,+0+0j,+12366.2+213839j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+174210-187984j,+507816-427811j,+282118-273513j,+180456-205521j,+23133.7+214415j
2016-03-04 14:00:00 PST,+6470.29+0.29664j,+0+0j,+526496-429210j,+0+0j,+0+0j,+0+0j,+526640-431925j,+1450.02+0.0189837j,+0+0j,+525283-433734j,+0+0j,+0+0j,+228540-163411j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44379.6+22213.2j,+0+0j,+44371.8+22212j,-4.30187e-06-3.66149e-07j,+0+0j,-4.29012e-06-3.27924e-07j,+0+0j,-4.28418e-06-3.04514e-07j,+0+0j,+0+0j,+0+0j,-4.30687e-06-2.82735e-07j,-4.27869e-06-2.92499e-07j,-4.27734e-06-2.73325e-07j,+0+0j,+0+0j,+13560.8-21382.5j,+162401-170491j,+0+0j,+13557.4-21405.3j,+3610.17+0.168083j,+0+0j,+162264-170710j,+44495+22272.4j,+117632-193203j,+0+0j,+117564-193370j,+0+0j,+78120.3+55813.9j,+14108.5-211597j,-6455.58-211790j,-6586.64-211982j,-6724.47-212181j,+296699-274386j,+296694-275112j,+10089.8+1.99606j,+286591-275562j,+10090.4+0.862383j,+17812.8-21482.6j,+268213-255641j,+7870.6+0.610949j,+6.1323e-06-2.12656e-06j,+0+0j,+153893-420463j,+40135.4+214326j,+0+0j,+0+0j,+0+0j,+0+0j,+152853-421866j,+0+0j,+0+0j,+25241.9-232993j,+50114.6-101542j,+15586.2-233463j,+1.48958e-08+8.21085e-09j,+15529.7-233580j,+488.612-234072j,+256.999-234566j,+0+0j,+129.235-234832j,+0+0j,+48282.7-101985j,+0+0j,+31463.5-102264j,+19183.5-102440j,+12117.3+27.1429j,+0+0j,+12118.3+13.9368j,+0+0j,+12121.1+1.83505j,+8220.51+0.512841j,+15845.1-3.21081j,+15843.7-2.10301j,+9.01206e-06+1.94972e-06j,+9.01014e-06+1.93666e-06j,+0+0j,+23934.5+213963j,+0+0j,+0+0j,+15873.6+3.66426j,+7906.6+213779j,+8101.45+1.46463j,+0+0j,+7707.81+213569j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+183906-186850j,+532782-425752j,+296693-272924j,+194365-205190j,+24096.5+214144j
2016-03-04 15:00:00 PST,+7330.38+0.380919j,+0+0j,+598225-423237j,+0+0j,+0+0j,+0+0j,+598372-426216j,+2350.05+0.0499166j,+0+0j,+596114-428199j,+0+0j,+0+0j,+256924-159946j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44279.1+22159.8j,+0+0j,+44268.2+22160.1j,+1.28268e-05-6.60163e-06j,+0+0j,+1.28345e-05-6.57632e-06j,+0+0j,+1.28518e-05-6.54219e-06j,+0+0j,+0+0j,+0+0j,+1.28663e-05-6.5321e-06j,+1.28622e-05-6.53822e-06j,+1.28516e-05-6.51314e-06j,+0+0j,+0+0j,+14377.4-21368.1j,+185522-169792j,+0+0j,+14374-21391.4j,+4470.25+0.258381j,+0+0j,+185365-170045j,+44371.5+22210.6j,+140836-192510j,+0+0j,+140757-192695j,+0+0j,+77887.2+55647.4j,+37625.6-210790j,+7247.69-210985j,+7120.39-211174j,+6981.37-211375j,+339121-272740j,+339114-273549j,+10829.8+2.28363j,+328268-274050j,+10830.4+0.995311j,+18705.8-21473.8j,+308920-254310j,+8810.76+0.7674j,+2.9227e-08+3.09832e-05j,+0+0j,+182795-418842j,+52134.1+213548j,+0+0j,+0+0j,+0+0j,+0+0j,+181724-420276j,+0+0j,+0+0j,+43093.5-231860j,+61518.1-101118j,+24347.7-232327j,+1.36911e-08+1.03209e-08j,+24291.8-232442j,+470.952-232921j,+253.398-233405j,+0+0j,+127.472-233669j,+0+0j,+58781.2-101611j,+0+0j,+33279.9-101919j,+18999.4-102098j,+14118+32.3091j,+0+0j,+14118.6+16.8721j,+0+0j,+14121.4+2.44684j,+9180.63+0.642938j,+24449.5+0.381448j,+24447.2+0.371491j,+5.84932e-06-4.15801e-06j,+5.86916e-06-4.10037e-06j,+0+0j,+27326.6+213172j,+0+0j,+0+0j,+32965.6+15.7785j,-5782.32+212978j,+16706.2+6.25444j,+0+0j,-5988.25+212774j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+212311-183452j,+605357-419452j,+339094-271102j,+235303-204197j,+27491.6+213359j
2016-03-04 16:00:00 PST,+9590.64+0.652258j,+0+0j,+703699-414090j,+0+0j,+0+0j,+0+0j,+703857-417669j,+4250.16+0.163389j,+0+0j,+699702-420051j,+0+0j,+0+0j,+298423-154735j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44188.6+22109.9j,+0+0j,+44173.1+22112.5j,+7.4089e-06-4.72565e-06j,+0+0j,+7.41179e-06-4.68812e-06j,+0+0j,+7.37532e-06-4.67584e-06j,+0+0j,+0+0j,+0+0j,+7.39743e-06-4.66582e-06j,+7.417e-06-4.68812e-06j,+7.38181e-06-4.68926e-06j,+0+0j,+0+0j,+16316.2-21366.9j,+218578-168694j,+0+0j,+16313-21391.8j,+6480.54+0.544362j,+0+0j,+218390-169013j,+44256.9+22153.2j,+173946-191487j,+0+0j,+173849-191710j,+0+0j,+77669.5+55491.9j,+71071.7-209668j,+25513.9-209883j,+25386.1-210075j,+25240.6-210288j,+401179-270753j,+401174-271745j,+13170+3.3057j,+387983-272361j,+13170.7+1.47352j,+21167.7-21487.4j,+366040-252954j,+11351.3+1.27584j,-1.76874e-05+1.37982e-05j,+0+0j,+226886-417268j,+65343.9+212592j,+0+0j,+0+0j,+0+0j,+0+0j,+225743-418770j,+0+0j,+0+0j,+68465.2-230723j,+80712.1-100645j,+36937.2-231199j,-1.51344e-08-1.26057e-08j,+36881.4-231312j,+447.567-231780j,+249.361-232251j,+0+0j,+125.595-232515j,+0+0j,+76056.8-101229j,+0+0j,+37986.8-101588j,+18703.4-101779j,+19120.4+45.8402j,+0+0j,+19119.7+24.6828j,+0+0j,+19122.5+4.39278j,+11791.1+1.0665j,+32724.4+7.39612j,+32721.7+5.19473j,-1.27738e-06+1.15865e-05j,-1.28032e-06+1.15883e-05j,+0+0j,+32246.3+212193j,+0+0j,+0+0j,+56085.2+45.8081j,-23973.3+211968j,+28397.9+18.1432j,+0+0j,-24198.1+211763j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+253768-178430j,+713073-409532j,+401113-268738j,+292684-203342j,+32419.9+212390j
2016-03-04 17:00:00 PST,+14241.4+1.43899j,+0+0j,+851963-400431j,+0+0j,+0+0j,+0+0j,+852127-404971j,+8000.57+0.579623j,+0+0j,+844212-407993j,+0+0j,+0+0j,+355875-147438j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44062.5+22040.6j,+0+0j,+44040.8+22046.3j,-1.19422e-05+7.866e-06j,+0+0j,-1.19903e-05+7.89185e-06j,+0+0j,-1.19917e-05+7.90085e-06j,+0+0j,+0+0j,+0+0j,-1.19656e-05+7.93877e-06j,-1.199e-05+7.96992e-06j,-1.20255e-05+7.92641e-06j,+0+0j,+0+0j,+20272.5-21359.8j,+263559-166919j,+0+0j,+20269.3-21388.2j,+10531.4+1.44262j,+0+0j,+263331-167341j,+44099.3+22074.3j,+219004-189842j,+0+0j,+218881-190129j,+0+0j,+77370.7+55278.5j,+116577-207922j,+49627.6-208178j,+49500.2-208377j,+49349.3-208611j,+488187-267491j,+488185-268771j,+18120.7+6.08779j,+470035-269569j,+18121.2+2.79438j,+26316.6-21497.2j,+442715-250680j,+16602.7+2.73654j,-1.40486e-05+2.25054e-05j,+0+0j,+288862-414742j,+80180.4+211125j,+0+0j,+0+0j,+0+0j,+0+0j,+287569-416387j,+0+0j,+0+0j,+101039-229076j,+110664-99856j,+53203.5-229583j,+3.2429e-11-1.36859e-09j,+53147.7-229693j,+409.847-230151j,+240.847-230606j,+0+0j,+121.629-230871j,+0+0j,+102205-100614j,+0+0j,+47799-101064j,+18303.6-101294j,+29328.4+77.4631j,+0+0j,+29324+43.6404j,+0+0j,+29325.7+10.1739j,+17192.3+2.28633j,+43672.3+22.1904j,+43669.1+15.3134j,-1.75285e-06+7.42525e-06j,-1.74564e-06+7.43286e-06j,+0+0j,+36116.5+210694j,+0+0j,+0+0j,+84002.1+103.451j,-48005.7+210417j,+42610.5+41.0761j,+0+0j,-48256.8+210206j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+311127-171466j,+866000-394608j,+488052-264886j,+369655-201885j,+36300.6+210901j
2016-03-04 18:00:00 PST,+17602.2+2.19931j,+0+0j,+946550-391100j,+0+0j,+0+0j,+0+0j,+946685-396286j,+10401+0.980571j,+0+0j,+936340-399738j,+0+0j,+0+0j,+392040-142716j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43968+21989.6j,+0+0j,+43942.7+21997.2j,-1.44476e-06+3.08893e-06j,+0+0j,-1.4679e-06+3.03911e-06j,+0+0j,-1.48937e-06+3.09188e-06j,+0+0j,+0+0j,+0+0j,-1.43069e-06+3.13939e-06j,-1.42376e-06+3.1072e-06j,-1.48134e-06+3.08651e-06j,+0+0j,+0+0j,+22974.6-21349j,+291721-165699j,+0+0j,+22971.3-21380.2j,+13292.3+2.30407j,+0+0j,+291465-166191j,+43982.9+22016j,+247227-188706j,+0+0j,+247086-189039j,+0+0j,+77150.9+55121.5j,+145108-206723j,+64966.7-207012j,+64839.8-207215j,+64687.3-207462j,+544064-264959j,+544057-266434j,+21961.5+8.83215j,+522055-267355j,+21961.8+4.11117j,+30095-21493.4j,+490773-248815j,+20444.1+4.15884j,-1.71132e-06+1.37522e-05j,+0+0j,+327643-412763j,+89471.7+210117j,+0+0j,+0+0j,+0+0j,+0+0j,+326232-414525j,+0+0j,+0+0j,+120343-227870j,+130452-99244.8j,+63250.8-228404j,+1.56713e-08+1.34713e-08j,+63194.9-228514j,+383.595-228969j,+233.89-229416j,+0+0j,+118.374-229681j,+0+0j,+119543-100139j,+0+0j,+54762.7-100661j,+18054.2-100924j,+36536.8+103.208j,+0+0j,+36528.7+59.6402j,+0+0j,+36528.8+15.7937j,+21153.4+3.48219j,+52280.1+38.3268j,+52276.1+26.281j,+1.05812e-05-6.96158e-06j,+1.05827e-05-6.967e-06j,+0+0j,+36791.4+209663j,+0+0j,+0+0j,+99985.3+147.197j,-63302.5+209349j,+50737.7+58.483j,+0+0j,-63571.1+209134j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+347222-166979j,+964008-384418j,+543895-261960j,+417857-200611j,+36980.8+209873j
2016-03-04 19:00:00 PST,+20312.9+2.92904j,+0+0j,+984344-387631j,+0+0j,+0+0j,+0+0j,+984514-393144j,+12251.3+1.36058j,+0+0j,+972335-396813j,+0+0j,+0+0j,+405951-140996j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43958.5+21983.6j,+0+0j,+43931.9+21991.8j,-2.18082e-06-1.87377e-06j,+0+0j,-2.20863e-06-1.86408e-06j,+0+0j,-2.23404e-06-1.87443e-06j,+0+0j,+0+0j,+0+0j,-2.22884e-06-1.88178e-06j,-2.24079e-06-1.90823e-06j,-2.22098e-06-1.90099e-06j,+0+0j,+0+0j,+25131.3-21351.2j,+301700-165214j,+0+0j,+25127.9-21384.8j,+15473.1+3.1233j,+0+0j,+301440-165735j,+43970.6+22009.9j,+257210-188274j,+0+0j,+257065-188627j,+0+0j,+77127.3+55104.8j,+155152-206294j,+69323.2-206599j,+69197.5-206805j,+69045.7-207058j,+566180-264239j,+566183-265807j,+25132.3+11.4686j,+541009-266787j,+25132.4+5.38413j,+33181.3-21499j,+506578-248383j,+23555.4+5.52236j,+8.49947e-07+5.81398e-06j,+0+0j,+344344-412238j,+88611.6+209744j,+0+0j,+0+0j,+0+0j,+0+0j,+342873-414066j,+0+0j,+0+0j,+126015-227628j,+141562-99004.7j,+66496.9-228172j,+4.02183e-09-1.67565e-08j,+66441.4-228282j,+371.36-228738j,+229.959-229185j,+0+0j,+116.592-229452j,+0+0j,+128768-99983.6j,+0+0j,+60430.7-100547j,+17950.5-100841j,+42304.3+125.637j,+0+0j,+42293.1+73.6464j,+0+0j,+42291.7+21.1576j,+24364.6+4.62754j,+52810.4+39.4884j,+52806.6+27.0788j,+7.03688e-06-7.74446e-06j,+7.03069e-06-7.75144e-06j,+0+0j,+35398.5+209293j,+0+0j,+0+0j,+102944+156.318j,-67652+208974j,+52321.4+62.2265j,+0+0j,-67926.4+208759j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+361103-165386j,+1.0045e+06-380481j,+565980-261056j,+433740-200348j,+35589.5+209502j
2016-03-04 20:00:00 PST,+20933.1+3.11005j,+0+0j,+965950-390003j,+0+0j,+0+0j,+0+0j,+966167-395415j,+12751.5+1.47328j,+0+0j,+953518-399016j,+0+0j,+0+0j,+398330-142198j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43998.9+22004.7j,+0+0j,+43973.2+22012.4j,+1.66278e-05-7.17328e-06j,+0+0j,+1.66265e-05-7.123e-06j,+0+0j,+1.6637e-05-7.06437e-06j,+0+0j,+0+0j,+0+0j,+1.66734e-05-7.07179e-06j,+1.66453e-05-7.07926e-06j,+1.6616e-05-7.07734e-06j,+0+0j,+0+0j,+25681.9-21358.5j,+295019-165477j,+0+0j,+25678.5-21392.8j,+16013.3+3.34183j,+0+0j,+294771-165981j,+44020.6+22034.9j,+250505-188528j,+0+0j,+250367-188871j,+0+0j,+77221.6+55172j,+148340-206578j,+64808.2-206875j,+64683.8-207081j,+64533.9-207331j,+555060-265060j,+555073-266591j,+25792.5+12.0504j,+529245-267549j,+25792.5+5.66631j,+33893.5-21505.1j,+494158-249058j,+24255.8+5.85016j,-3.21114e-06+3.57048e-06j,+0+0j,+337574-412846j,+83013.3+209952j,+0+0j,+0+0j,+0+0j,+0+0j,+336125-414661j,+0+0j,+0+0j,+120141-228052j,+140585-99128.6j,+63594.9-228586j,-8.39513e-09-3.32826e-08j,+63540.1-228697j,+374.468-229155j,+230.075-229605j,+0+0j,+116.688-229874j,+0+0j,+127293-100102j,+0+0j,+61836.8-100659j,+17995-100963j,+43665.2+131.101j,+0+0j,+43653.9+76.884j,+0+0j,+43652.5+22.4778j,+25084.8+4.89689j,+49196.9+32.1514j,+49193.5+22.094j,+2.24931e-05-7.5791e-06j,+2.2475e-05-7.61453e-06j,+0+0j,+33416+209515j,+0+0j,+0+0j,+96465.4+137.232j,-63159.7+209217j,+49114+54.7394j,+0+0j,-63428.1+209006j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+353505-166556j,+986676-382962j,+554854-261950j,+421331-200827j,+33605.9+209722j
2016-03-04 21:00:00 PST,+19312.6+2.64611j,+0+0j,+892018-397772j,+0+0j,+0+0j,+0+0j,+892281-402677j,+11651.2+1.22888j,+0+0j,+880770-405940j,+0+0j,+0+0j,+369603-146102j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44087.2+22052j,+0+0j,+44064.5+22058.1j,-9.12804e-06+7.02661e-06j,+0+0j,-9.1238e-06+7.0218e-06j,+0+0j,-9.10157e-06+7.04372e-06j,+0+0j,+0+0j,+0+0j,-9.09915e-06+7.02307e-06j,-9.12261e-06+7.01608e-06j,-9.18065e-06+7.0138e-06j,+0+0j,+0+0j,+24425.8-21371j,+272013-166455j,+0+0j,+24422.5-21403.7j,+14712.8+2.81446j,+0+0j,+271792-166901j,+44130+22089.7j,+227442-189444j,+0+0j,+227321-189749j,+0+0j,+77428.2+55319.6j,+125005-207552j,+51633-207822j,+51509.2-208025j,+51361.8-208264j,+511140-267278j,+511162-268653j,+23892+10.37j,+487246-269511j,+23892.2+4.85451j,+32081.2-21511.6j,+454130-250724j,+22394.9+4.97666j,-5.37085e-07+5.80024e-06j,+0+0j,+308082-414536j,+72508.5+210749j,+0+0j,+0+0j,+0+0j,+0+0j,+306726-416263j,+0+0j,+0+0j,+103448-229113j,+127532-99610.3j,+55087.5-229624j,+1.67046e-08+6.16185e-10j,+55033.4-229735j,+392.993-230196j,+234.362-230655j,+0+0j,+118.725-230924j,+0+0j,+115377-100488j,+0+0j,+58578.8-100993j,+18186.3-101282j,+40218.9+117.173j,+0+0j,+40210.5+67.8097j,+0+0j,+40210.5+18.9987j,+23164.1+4.15488j,+40569.4+17.4076j,+40566.8+12.0702j,+2.17087e-05-7.73484e-06j,+2.16967e-05-7.74284e-06j,+0+0j,+31546.4+210338j,+0+0j,+0+0j,+81456.3+97.6161j,-50030+210075j,+41538.5+39.0058j,+0+0j,-50282.4+209870j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+324839-170279j,+911056-391393j,+510956-264487j,+381222-201971j,+31731.5+210539j
