# file...... underground_lines_power_out_A.csv
# date...... Fri Oct 27 14:52:41 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_out_A
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-04-01 20:00:00 PDT,+80077.7+47743.2i,+80022.7+47733.8i,+47005.7+47724i,+46937.1+47710.3i,-1.56759e-09+1.2541e-09i
2016-04-01 21:00:00 PDT,+74595.5+48100.1i,+74545.9+48091.6i,+47268.5+48081.9i,+47199.5+48068.2i,+1.52713e-08-1.11265e-09i
2016-04-01 22:00:00 PDT,+70335.7+48399.2i,+70290.1+48391.5i,+47492.3+48381.8i,+47422.9+48368.1i,-1.37703e-08-1.91075e-09i
2016-04-01 23:00:00 PDT,+65211+48675.7i,+65169.7+48668.7i,+47681.7+48659i,+47612+48645.4i,-1.3621e-08+1.0004e-09i
2016-04-02 00:00:00 PDT,+64348.6+48702.5i,+64308.1+48695.6i,+47700+48686i,+47630.3+48672.3i,+9.52805e-09-1.03829e-09i
2016-04-02 01:00:00 PDT,+63483.3+48742.8i,+63443.4+48736.1i,+47725.3+48726.4i,+47655.5+48712.7i,-5.63427e-09-2.31677e-09i
2016-04-02 02:00:00 PDT,+63484.3+48743.8i,+63444.4+48737.1i,+47726.3+48727.4i,+47656.5+48713.7i,-8.35781e-09-2.01912e-09i
2016-04-02 03:00:00 PDT,+63055.2+48710.9i,+63015.7+48704.2i,+47687.7+48694.6i,+47617.9+48680.9i,-3.30342e-09+9.59719e-10i
2016-04-02 04:00:00 PDT,+64245+48581.5i,+64204.5+48574.7i,+47576.7+48565.1i,+47507.1+48551.4i,+1.55649e-08-9.21123e-10i
2016-04-02 05:00:00 PDT,+67242.3+48424.6i,+67199.4+48417.4i,+47471.6+48407.8i,+47402.3+48394.2i,+2.25862e-09-2.79815e-09i
2016-04-02 06:00:00 PDT,+70245.4+48335.8i,+70199.9+48328.1i,+47442.2+48318.4i,+47372.9+48304.8i,+5.02414e-09+1.16138e-09i
2016-04-02 07:00:00 PDT,+67700.4+48590.3i,+67657.1+48583.1i,+47659.1+48573.4i,+47589.3+48559.9i,+1.01189e-08+2.99605e-10i
2016-04-02 08:00:00 PDT,+64265.2+48884.3i,+64224.7+48877.6i,+47896.3+48868i,+47826.1+48854.4i,+7.67834e-10-9.2e-10i
2016-04-02 09:00:00 PDT,+63815.6+49054.7i,+63775.4+49048.1i,+48056.8+49038.5i,+47986.3+49024.9i,-1.51967e-08-8.19777e-10i
2016-04-02 10:00:00 PDT,+63342+49102.3i,+63302.2+49095.7i,+48093.5+49086.2i,+48023+49072.6i,-9.31748e-09+6.24131e-10i
2016-04-02 11:00:00 PDT,+63258.8+49124.7i,+63219.1+49118.1i,+48110.4+49108.6i,+48039.8+49095i,-3.41328e-09-2.5103e-09i
2016-04-02 12:00:00 PDT,+63252.5+49129.6i,+63212.8+49123i,+48114.1+49113.4i,+48043.5+49099.8i,-3.57266e-10+1.62606e-09i
2016-04-02 13:00:00 PDT,+63694.7+49114.4i,+63654.7+49107.8i,+48106+49098.2i,+48035.4+49084.6i,+1.78732e-08+7.50163e-10i
2016-04-02 14:00:00 PDT,+64175.9+49084.8i,+64135.5+49078.1i,+48086.8+49068.5i,+48016.3+49054.9i,-3.67449e-09+3.02964e-10i
2016-04-02 15:00:00 PDT,+66587+48757.1i,+66544.6+48750.1i,+47796.3+48740.5i,+47726.3+48727i,+1.68029e-09-3.8699e-09i
2016-04-02 16:00:00 PDT,+70759.4+48302.6i,+70713.3+48294.9i,+47415.6+48285.4i,+47346.3+48271.9i,-1.01098e-08-2.4313e-09i
2016-04-02 17:00:00 PDT,+73756.7+48032i,+73707.9+48023.8i,+47200.5+48014.3i,+47131.6+48000.8i,+6.68018e-09-4.66178e-09i
2016-04-02 18:00:00 PDT,+76878.7+47769.2i,+76826.8+47760.4i,+46999.8+47750.8i,+46931.2+47737.4i,-1.64386e-08+5.19084e-10i
2016-04-02 19:00:00 PDT,+81228.4+47536.3i,+81172.1+47526.7i,+46845.3+47517i,+46777+47503.5i,-2.59064e-09-1.09239e-09i
2016-04-02 20:00:00 PDT,+82242.1+47600.1i,+82184.8+47590.2i,+46927.8+47580.4i,+46859.5+47566.7i,+1.62715e-08+3.76398e-10i
2016-04-02 21:00:00 PDT,+77190.7+47951.1i,+77138.6+47942.2i,+47191.3+47932.4i,+47122.4+47918.7i,+1.08544e-08+1.43868e-09i
2016-04-02 22:00:00 PDT,+72091.7+48285.6i,+72044.5+48277.6i,+47436.8+48267.8i,+47367.5+48254.1i,+1.02161e-08-4.56733e-09i
2016-04-02 23:00:00 PDT,+66926.4+48581.2i,+66883.8+48573.9i,+47625.8+48564.2i,+47556.2+48550.5i,-1.26389e-08-5.89214e-11i
2016-04-03 00:00:00 PDT,+64347.9+48701.7i,+64307.3+48694.9i,+47699.3+48685.2i,+47629.5+48671.5i,+3.43574e-09-6.4397e-10i
