# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:42 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-02-05 00:00:00 PST,+10800.8+0.830397j,-0+0j,+780364+55107.4j,+0+0j,+0+0j,+0+0j,+780123+51773.9j,+6000.33+0.330173j,-0+0j,+773947+49547.1j,+0+0j,-0+0j,+320006+12034j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43113.4+21598.1j,+0+0j,+43120.7+21585.7j,-2.10775e-05+1.89457e-05j,-0+0j,-2.11237e-05+1.89513e-05j,+0+0j,-2.11117e-05+1.89803e-05j,+0+0j,+0+0j,+0+0j,-2.1125e-05+1.89467e-05j,-2.11129e-05+1.89845e-05j,-2.11809e-05+1.89565e-05j,+0+0j,+0+0j,+28963.9+9862.78j,+231059-31362.4j,-0+0j,+28967.2+9842.98j,+7950.83+0.844538j,-0+0j,+230891-31613.9j,+42917+21482.5j,+187807-53350.2j,-0+0j,+187729-53476.8j,+0+0j,+75104.6+53658.7j,+75508-132122j,+33791.8-132204j,+33732.6-132262j,+33664.9-132333j,+453120+32780.5j,+452985+32031.4j,+13800.1+3.69735j,+439083+31554.5j,+13800.7+1.66911j,+33619.7+9830.37j,+404834+19943.1j,+12601.6+1.63307j,+2.80726e-06+1.89071e-05j,-0+0j,+249582-176779j,+38188.1+133005j,+0+0j,+0+0j,+0+0j,-0+0j,+249074-177541j,+0+0j,+0+0j,+59342.8-218339j,+104012-34452j,+32053.1-218779j,-1.42824e-09-2.39418e-08j,+32000.2-218884j,+430.007-219320j,+238.35-219758j,-0+0j,+120.17-220003j,+0+0j,+97832.3-34955.4j,-0+0j,+64969.4-35248.7j,+42712.2-35413.4j,+22201.7+49.1182j,-0+0j,+22200.6+27.0112j,-0+0j,+22203.4+6.16166j,+13051.4+1.39032j,+24699.4+0.923301j,+24697.7+0.805259j,+1.79262e-05-6.2886e-06j,+1.79258e-05-6.29711e-06j,-0+0j,+13352.6+132918j,+0+0j,+0+0j,+46372.5+32.9283j,-33058.9+132859j,+23613+13.1299j,-0+0j,-33165.1+132824j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+276494-11542.2j,+791608+59327.5j,+453326+34259.8j,+287904-42822.9j,+13415+132962j
2016-02-05 11:00:00 PST,+9530.64+0.644278j,+0+0j,+685926-416288j,+0+0j,+0+0j,+0+0j,+686059-419647j,+5750.3+0.299236j,+0+0j,+680383-421881j,+0+0j,+0+0j,+290875-156094j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44165.5+22098.8j,+0+0j,+44150.5+22101.2j,-3.06128e-06+2.5585e-06j,+0+0j,-3.06172e-06+2.5525e-06j,+0+0j,-3.03238e-06+2.60316e-06j,+0+0j,+0+0j,+0+0j,-3.01039e-06+2.58721e-06j,-3.0276e-06+2.5776e-06j,-3.04784e-06+2.56865e-06j,+0+0j,+0+0j,+17112-21352.2j,+212397-168719j,+0+0j,+17108.8-21377.7j,+7260.67+0.683661j,+0+0j,+212219-169019j,+44237.1+22143.3j,+167804-191466j,+0+0j,+167713-191677j,+0+0j,+77634.9+55467.3j,+64942.7-209630j,+22641.5-209835j,+22517.9-210022j,+22377.4-210228j,+389395-270858j,+389387-271783j,+11789.9+2.68544j,+377577-272357j,+11790.5+1.18196j,+20886.9-21466.1j,+355937-252857j,+11051.2+1.21046j,+1.29632e-05-5.47614e-06j,+0+0j,+218630-416935j,+63504.3+212455j,+0+0j,+0+0j,+0+0j,+0+0j,+217503-418420j,+0+0j,+0+0j,+62746-230565j,+78093.3-100586j,+32846.6-231032j,+7.61869e-10+1.3376e-08j,+32792-231143j,+445.416-231606j,+247.759-232073j,+0+0j,+124.665-232335j,+0+0j,+71940.9-101160j,+0+0j,+38773.4-101507j,+18770-101705j,+19839.8+48.0907j,+0+0j,+19839.4+25.8472j,+0+0j,+19842.5+4.58617j,+11431+1.00287j,+33124.9+7.87119j,+33121.9+5.49371j,+1.01395e-05-1.53982e-06j,+1.01068e-05-1.55567e-06j,+0+0j,+30015.8+212064j,+0+0j,+0+0j,+51037.6+38.117j,-21153.2+211853j,+25975+15.1898j,+0+0j,-21369.6+211654j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+246268-179706j,+695287-412018j,+389343-268980j,+282567-203180j,+30185.3+212256j
2016-02-05 12:00:00 PST,+9220.6+0.602995j,+0+0j,+677673-416956j,+0+0j,+0+0j,+0+0j,+677807-420292j,+5500.27+0.273732j,+0+0j,+672383-422512j,+0+0j,+0+0j,+287727-156450j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44179.3+22106j,+0+0j,+44164.6+22108.2j,+1.78883e-05-3.16061e-06j,+0+0j,+1.78706e-05-3.15771e-06j,+0+0j,+1.78893e-05-3.09149e-06j,+0+0j,+0+0j,+0+0j,+1.7911e-05-3.06826e-06j,+1.79131e-05-3.08628e-06j,+1.78768e-05-3.03793e-06j,+0+0j,+0+0j,+16845.5-21355.5j,+209918-168816j,+0+0j,+16842.3-21380.8j,+6990.63+0.633524j,+0+0j,+209742-169112j,+44253.7+22151.6j,+165312-191563j,+0+0j,+165222-191773j,+0+0j,+77666.1+55489.4j,+62413.3-209741j,+21277.5-209945j,+21152.8-210133j,+21011.6-210339j,+384549-271100j,+384540-272017j,+11459.8+2.54486j,+373062-272587j,+11460.5+1.11637j,+20540.3-21469.8j,+351779-253071j,+10701.1+1.13453j,+1.89399e-05-7.17565e-06j,+0+0j,+215354-417197j,+62604.8+212569j,+0+0j,+0+0j,+0+0j,+0+0j,+214233-418676j,+0+0j,+0+0j,+61139-230725j,+76396.2-100657j,+32060.4-231191j,-2.43683e-09-2.29999e-08j,+32005.7-231303j,+448.461-231767j,+248.744-232235j,+0+0j,+125.14-232497j,+0+0j,+70496.1-101222j,+0+0j,+38109.6-101564j,+18786.7-101759j,+19159.6+46.07j,+0+0j,+19159.3+24.6836j,+0+0j,+19162.4+4.27933j,+11070.9+0.93998j,+32134.2+6.81019j,+32131.3+4.77331j,+3.0679e-06-4.13536e-06j,+3.0544e-06-4.13069e-06j,+0+0j,+30105.9+212178j,+0+0j,+0+0j,+49755.7+36.1958j,-19783.1+211968j,+25314.2+14.4183j,+0+0j,-19999.6+211768j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+243116-180055j,+686719-412714j,+384499-269235j,+278386-203351j,+30275.7+212371j
2016-02-05 13:00:00 PST,+9100.58+0.58741j,+0+0j,+672512-417379j,+0+0j,+0+0j,+0+0j,+672644-420670j,+5300.25+0.254196j,+0+0j,+667419-422859j,+0+0j,+0+0j,+285660-156701j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44178.8+22106j,+0+0j,+44164.4+22108.1j,-1.46879e-05+1.35034e-05j,+0+0j,-1.47303e-05+1.34993e-05j,+0+0j,-1.47119e-05+1.35058e-05j,+0+0j,+0+0j,+0+0j,-1.4714e-05+1.34903e-05j,-1.4716e-05+1.34763e-05j,-1.47037e-05+1.35066e-05j,+0+0j,+0+0j,+16690-21353.6j,+208301-168877j,+0+0j,+16686.8-21378.8j,+6830.6+0.60485j,+0+0j,+208126-169170j,+44253.3+22151.4j,+163698-191616j,+0+0j,+163608-191823j,+0+0j,+77665.6+55489.1j,+60792-209794j,+20497.4-209996j,+20373.3-210183j,+20233.1-210388j,+381649-271125j,+381641-272030j,+11419.8+2.52845j,+370201-272591j,+11420.5+1.10871j,+20425.4-21466.2j,+349040-253053j,+10581.1+1.10934j,-9.01832e-06+2.90382e-06j,+0+0j,+213033-417185j,+62181+212604j,+0+0j,+0+0j,+0+0j,+0+0j,+211916-418660j,+0+0j,+0+0j,+59778-230730j,+75412.2-100660j,+31501-231196j,+2.29767e-09+1.05345e-08j,+31446.3-231307j,+449.249-231772j,+248.66-232241j,+0+0j,+125.097-232503j,+0+0j,+69713.1-101221j,+0+0j,+37807-101561j,+18804.3-101755j,+18839.4+45.2075j,+0+0j,+18839.2+24.1817j,+0+0j,+18842.3+4.14816j,+10950.9+0.919648j,+32184.3+6.87058j,+32181.3+4.80788j,-2.25128e-06+8.39597e-06j,-2.26208e-06+8.38166e-06j,+0+0j,+29634+212215j,+0+0j,+0+0j,+48514+34.4031j,-19013+212007j,+24673.5+13.698j,+0+0j,-19227.7+211808j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+241056-180291j,+681441-413197j,+381603-269288j,+275637-203312j,+29802.8+212406j
2016-02-05 14:00:00 PST,+9390.62+0.625434j,+0+0j,+674504-417226j,+0+0j,+0+0j,+0+0j,+674643-420536j,+5250.25+0.249408j,+0+0j,+669473-422738j,+0+0j,+0+0j,+286368-156607j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44182.8+22108.1j,+0+0j,+44168.4+22110.1j,-7.84724e-06+1.24446e-05j,+0+0j,-7.83997e-06+1.2472e-05j,+0+0j,-7.85676e-06+1.25108e-05j,+0+0j,+0+0j,+0+0j,-7.86276e-06+1.24637e-05j,-7.84991e-06+1.24673e-05j,-7.89758e-06+1.24277e-05j,+0+0j,+0+0j,+16789-21355.1j,+208764-168880j,+0+0j,+16785.8-21380.3j,+6930.61+0.622641j,+0+0j,+208589-169173j,+44257.4+22153.4j,+164157-191623j,+0+0j,+164067-191831j,+0+0j,+77672.9+55494.3j,+61245.2-209804j,+20500.6-210007j,+20376.6-210194j,+20236.5-210400j,+383002-271127j,+382995-272036j,+11969.9+2.76202j,+371006-272601j,+11970.5+1.21797j,+20794.4-21467.6j,+349475-253066j,+10951.2+1.18819j,-4.0425e-06+1.5054e-05j,+0+0j,+213959-417209j,+61696.5+212615j,+0+0j,+0+0j,+0+0j,+0+0j,+212840-418688j,+0+0j,+0+0j,+59877.4-230754j,+76239.5-100657j,+31760.6-231221j,+4.22702e-09-2.3228e-08j,+31705.9-231333j,+448.747-231799j,+248.334-232269j,+0+0j,+124.975-232531j,+0+0j,+70589-101222j,+0+0j,+38282-101565j,+18799-101761j,+19319.6+46.6071j,+0+0j,+19319.3+24.9818j,+0+0j,+19322.4+4.38135j,+11341+0.986304j,+32024.1+6.70678j,+32021.2+4.69586j,+9.25784e-06-2.12192e-06j,+9.231e-06-2.15389e-06j,+0+0j,+29309.4+212227j,+0+0j,+0+0j,+48193.5+33.9494j,-19017.3+212019j,+24513.3+13.5192j,+0+0j,-19231.9+211820j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+241762-180208j,+683717-413015j,+382953-269279j,+276079-203322j,+29478.3+212418j
2016-02-05 15:00:00 PST,+9920.69+0.698088j,+0+0j,+692148-415702j,+0+0j,+0+0j,+0+0j,+692288-419103j,+5600.28+0.28382j,+0+0j,+686767-421365j,+0+0j,+0+0j,+293222-155759j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44165.5+22098.7j,+0+0j,+44150.4+22101.1j,+1.71814e-05-7.30423e-06j,+0+0j,+1.7224e-05-7.26506e-06j,+0+0j,+1.72029e-05-7.21206e-06j,+0+0j,+0+0j,+0+0j,+1.72124e-05-7.2321e-06j,+1.72307e-05-7.20358e-06j,+1.72055e-05-7.24835e-06j,+0+0j,+0+0j,+17198.6-21353.3j,+214169-168694j,+0+0j,+17195.4-21378.9j,+7350.69+0.700736j,+0+0j,+213989-168998j,+44235.7+22142.6j,+169574-191447j,+0+0j,+169482-191661j,+0+0j,+77631.8+55465j,+66720.6-209611j,+23423.7-209817j,+23300.2-210004j,+23159.8-210211j,+393436-270745j,+393429-271682j,+12599.9+3.04366j,+380809-272263j,+12600.6+1.34994j,+21393.3-21467.4j,+358655-252779j,+11561.3+1.3248j,-7.85216e-06+1.18667e-05j,+0+0j,+221270-416876j,+63593.9+212441j,+0+0j,+0+0j,+0+0j,+0+0j,+220137-418370j,+0+0j,+0+0j,+63776.1-230535j,+79721.5-100558j,+33766-231004j,-7.81818e-10+9.76346e-09j,+33711.4-231116j,+444.107-231580j,+247.192-232049j,+0+0j,+124.443-232311j,+0+0j,+73716.7-101141j,+0+0j,+39357.7-101494j,+18753.8-101694j,+20440.2+49.8806j,+0+0j,+20439.6+26.8907j,+0+0j,+20442.7+4.90437j,+11971.1+1.10014j,+33505.1+8.29233j,+33502.1+5.77877j,-2.51791e-06+8.55186e-06j,-2.51771e-06+8.54979e-06j,+0+0j,+29724.5+212050j,+0+0j,+0+0j,+51528.3+38.8336j,-21934.8+211838j,+26205.3+15.4616j,+0+0j,-22151.8+211640j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+248610-179390j,+701892-411373j,+393381-268841j,+285302-203121j,+29894.3+212242j
2016-02-05 16:00:00 PST,+12361.1+1.0842j,+0+0j,+781434-407551j,+0+0j,+0+0j,+0+0j,+781562-411441j,+7000.44+0.443874j,+0+0j,+774628-414029j,+0+0j,+0+0j,+328001-151306j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44074.4+22049.6j,+0+0j,+44055.8+22053.8j,+2.07864e-06-1.5816e-07j,+0+0j,+2.11164e-06-1.3585e-07j,+0+0j,+2.09925e-06-1.55589e-07j,+0+0j,+0+0j,+0+0j,+2.0857e-06-1.46576e-07j,+2.09059e-06-1.39432e-07j,+2.09359e-06-1.24792e-07j,+0+0j,+0+0j,+18965.8-21343.5j,+241742-167723j,+0+0j,+18962.6-21370.7j,+9171.08+1.09347j,+0+0j,+241536-168083j,+44121.1+22085.2j,+197208-190532j,+0+0j,+197100-190779j,+0+0j,+77414.5+55309.8j,+94657.6-208612j,+38506.4-208837j,+38384.6-209025j,+38241.9-209241j,+446459-268631j,+446448-269716j,+15680.3+4.61875j,+430739-270391j,+15680.9+2.09379j,+24176.7-21464.8j,+405664-251184j,+14402+2.06015j,+1.03237e-06+8.33345e-06j,+0+0j,+258052-415120j,+73918.5+211570j,+0+0j,+0+0j,+0+0j,+0+0j,+256842-416693j,+0+0j,+0+0j,+83856.4-229392j,+96766.4-100044j,+44235.8-229876j,+7.45369e-09+2.4085e-09j,+44181.2-229987j,+421.221-230446j,+241.633-230906j,+0+0j,+121.857-231169j,+0+0j,+89335.6-100722j,+0+0j,+44173.7-101128j,+18524.2-101346j,+25483.9+65.4318j,+0+0j,+25481.6+36.184j,+0+0j,+25484.3+7.66149j,+14911.7+1.71658j,+41471.1+18.7955j,+41467.4+12.9382j,+1.99864e-05-1.25254e-05j,+1.99934e-05-1.25442e-05j,+0+0j,+32076.7+211158j,+0+0j,+0+0j,+68938.8+69.696j,-36981.8+210919j,+35007.3+27.7049j,+0+0j,-37212.3+210722j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+283353-175107j,+793640-402584j,+446375-266422j,+332495-201998j,+32250.9+211355j
2016-02-05 17:00:00 PST,+17042+2.06132j,+0+0j,+915458-394518j,+0+0j,+0+0j,+0+0j,+915608-399451j,+10000.9+0.906355j,+0+0j,+905675-402734j,+0+0j,+0+0j,+379886-144452j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43997.2+22005.6j,+0+0j,+43973.3+22012.5j,+3.16841e-06-2.49555e-06j,+0+0j,+3.14681e-06-2.46505e-06j,+0+0j,+3.1725e-06-2.40717e-06j,+0+0j,+0+0j,+0+0j,+3.18774e-06-2.38285e-06j,+3.19651e-06-2.36021e-06j,+3.20018e-06-2.36719e-06j,+0+0j,+0+0j,+22536.9-21349.7j,+282045-166109j,+0+0j,+22533.7-21380.4j,+12832.1+2.14561j,+0+0j,+281801-166574j,+44019.8+22034.5j,+237538-189080j,+0+0j,+237404-189396j,+0+0j,+77220.7+55171.4j,+135316-207115j,+59323.7-207390j,+59198.6-207590j,+59048.5-207830j,+525591-265818j,+525587-267215j,+21321.3+8.33809j,+504229-268086j,+21321.7+3.87349j,+29479.8-21489.8j,+473626-249405j,+19803.8+3.90026j,+6.01958e-06+2.13233e-05j,+0+0j,+314820-413310j,+85165.3+210405j,+0+0j,+0+0j,+0+0j,+0+0j,+313449-415036j,+0+0j,+0+0j,+112933-228236j,+124919-99406.9j,+59372.9-228758j,+8.16485e-09-7.67432e-09j,+59317.5-228868j,+390.005-229324j,+234.925-229774j,+0+0j,+118.852-230040j,+0+0j,+114425-100263j,+0+0j,+53651.4-100764j,+18145.9-101023j,+35334.7+98.8842j,+0+0j,+35327.6+56.8164j,+0+0j,+35328.2+14.7582j,+20493.2+3.26253j,+49337.4+32.3967j,+49333.6+22.2414j,-2.59099e-06+7.74824e-06j,-2.57589e-06+7.77036e-06j,+0+0j,+35434+209963j,+0+0j,+0+0j,+93015.7+127.344j,-57692.9+209669j,+47250+50.6546j,+0+0j,-57952.9+209460j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+335106-168628j,+932339-388162j,+525433-262977j,+400675-200973j,+35620.2+210170j
2016-02-05 18:00:00 PST,+20593+3.01055j,+0+0j,+998525-386101j,+0+0j,+0+0j,+0+0j,+998685-391717j,+12451.4+1.40559j,+0+0j,+986298-395454j,+0+0j,+0+0j,+411564-140233j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43942.6+21975j,+0+0j,+43915.5+21983.5j,-9.04972e-06+4.85985e-06j,+0+0j,-9.07638e-06+4.87297e-06j,+0+0j,-9.03046e-06+4.92897e-06j,+0+0j,+0+0j,+0+0j,-9.04293e-06+4.91611e-06j,-9.00168e-06+4.96591e-06j,-9.03524e-06+4.96006e-06j,+0+0j,+0+0j,+25354.1-21348.6j,+306246-165010j,+0+0j,+25350.7-21382.5j,+15703.2+3.21825j,+0+0j,+305980-165543j,+43950.7+21999.9j,+261765-188084j,+0+0j,+261617-188445j,+0+0j,+77089.4+55077.6j,+159755-206098j,+71736.4-206408j,+71610.5-206615j,+71458.3-206870j,+574511-263805j,+574512-265403j,+25452.4+11.7573j,+549016-266403j,+25452.5+5.52358j,+33493.6-21497.6j,+514240-248059j,+23875.6+5.67552j,-1.15173e-05-3.11383e-07j,+0+0j,+350029-411918j,+90567.2+209588j,+0+0j,+0+0j,+0+0j,+0+0j,+348538-413764j,+0+0j,+0+0j,+129429-227431j,+143872-98915.9j,+68094.5-227981j,+1.05865e-08+1.5021e-08j,+68038.9-228091j,+367.732-228546j,+229.165-228991j,+0+0j,+116.212-229259j,+0+0j,+130871-99912.2j,+0+0j,+60999.4-100485j,+17917.4-100782j,+42905.5+128.101j,+0+0j,+42893.8+75.2735j,+0+0j,+42892.1+21.7765j,+24694.7+4.75819j,+54171.7+42.4392j,+54167.9+29.0865j,+1.42374e-05-4.06542e-06j,+1.42797e-05-4.07894e-06j,+0+0j,+35991.4+209131j,+0+0j,+0+0j,+105944+165.693j,-70056.3+208803j,+53855.1+65.9742j,+0+0j,-70333.9+208588j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+366700-164662j,+1.01897e+06-378820j,+574304-260558j,+441405-200132j,+36183.2+209341j
2016-02-05 19:00:00 PST,+22713.6+3.66251j,+0+0j,+1.02175e+06-384039j,+0+0j,+0+0j,+0+0j,+1.02194e+06-389878j,+13851.7+1.73941j,+0+0j,+1.00818e+06-393765j,+0+0j,+0+0j,+419868-139238j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43945.2+21975.7j,+0+0j,+43917.4+21984.5j,+1.42037e-05+2.44741e-08j,+0+0j,+1.42034e-05+6.13577e-08j,+0+0j,+1.42108e-05+1.22206e-07j,+0+0j,+0+0j,+0+0j,+1.42471e-05+1.23775e-07j,+1.41916e-05+8.70203e-08j,+1.42025e-05+4.82624e-08j,+0+0j,+0+0j,+27019.7-21351.8j,+311908-164719j,+0+0j,+27016.1-21387.7j,+17383.9+3.94416j,+0+0j,+311642-165269j,+43953.4+22001.3j,+267424-187831j,+0+0j,+267275-188204j,+0+0j,+77094.2+55081.2j,+165433-205855j,+73921-206175j,+73796.2-206385j,+73644.9-206643j,+588125-263438j,+588135-265098j,+27973.2+14.1237j,+560119-266138j,+27973+6.67079j,+35919.2-21502.8j,+522883-247876j,+26316.8+6.89524j,+1.57683e-05+4.54127e-06j,+0+0j,+360537-411664j,+88735.6+209369j,+0+0j,+0+0j,+0+0j,+0+0j,+359006-413557j,+0+0j,+0+0j,+132080-227352j,+151767-98761.5j,+69834.4-227908j,-2.61436e-09+4.25283e-09j,+69779.2-228018j,+359.702-228475j,+226.333-228921j,+0+0j,+114.94-229190j,+0+0j,+137338-99822.6j,+0+0j,+65423.7-100427j,+17851.4-100750j,+47392.1+146.849j,+0+0j,+47377.9+87.1016j,+0+0j,+47374.7+26.5627j,+27215.7+5.78423j,+53961.4+42.0095j,+53957.7+28.7967j,+1.14094e-05-5.567e-06j,+1.14313e-05-5.54902e-06j,+0+0j,+34368.7+208917j,+0+0j,+0+0j,+106505+167.621j,-72240.2+208591j,+54206+66.8391j,+0+0j,-72520.9+208376j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+374986-163756j,+1.04429e+06-376425j,+587895-260067j,+450105-200030j,+34561.6+209126j
2016-02-05 20:00:00 PST,+22313.5+3.53446j,+0+0j,+1.01062e+06-385171j,+0+0j,+0+0j,+0+0j,+1.01082e+06-390924j,+13451.6+1.6402j,+0+0j,+997459-394753j,+0+0j,+0+0j,+415643-139778j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43955.9+21981.5j,+0+0j,+43928.5+21990j,+5.46528e-06-2.6428e-06j,+0+0j,+5.42853e-06-2.65731e-06j,+0+0j,+5.45822e-06-2.608e-06j,+0+0j,+0+0j,+0+0j,+5.44549e-06-2.60588e-06j,+5.48582e-06-2.5639e-06j,+5.47523e-06-2.55613e-06j,+0+0j,+0+0j,+26635.3-21353.7j,+308611-164887j,+0+0j,+26631.7-21389.2j,+16993.7+3.768j,+0+0j,+308348-165428j,+43966.4+22007.8j,+264121-187986j,+0+0j,+263974-188354j,+0+0j,+77118.7+55098.6j,+162097-206014j,+72123.5-206330j,+71998.8-206538j,+71847.8-206795j,+581645-263753j,+581656-265387j,+27613.1+13.7694j,+554001-266411j,+27612.9+6.49899j,+35485.3-21503.6j,+517224-248101j,+25876.6+6.66481j,-1.91649e-05+2.40083e-05j,+0+0j,+356097-411901j,+87528.9+209501j,+0+0j,+0+0j,+0+0j,+0+0j,+354583-413779j,+0+0j,+0+0j,+129889-227489j,+149491-98836.4j,+68817.3-228042j,-1.23581e-08+7.18947e-09j,+68762.1-228152j,+362.859-228610j,+227.124-229058j,+0+0j,+115.319-229327j,+0+0j,+135469-99879.1j,+0+0j,+64528.3-100474j,+17878.4-100792j,+46470.5+142.921j,+0+0j,+46456.9+84.5719j,+0+0j,+46454.2+25.5557j,+26765.5+5.5906j,+52770.2+39.4341j,+52766.6+27.0499j,+2.04686e-06+1.09038e-06j,+2.06546e-06+1.10311e-06j,+0+0j,+34354.9+209052j,+0+0j,+0+0j,+104700+161.88j,-70449.6+208731j,+53273.7+64.5294j,+0+0j,-70727.8+208517j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+370773-164263j,+1.03275e+06-377674j,+581420-260435j,+444441-200175j,+34546.8+209260j
2016-02-05 21:00:00 PST,+20472.9+2.97446j,+0+0j,+943377-392394j,+0+0j,+0+0j,+0+0j,+943610-397643j,+12251.3+1.3596j,+0+0j,+931475-401136j,+0+0j,+0+0j,+389537-143388j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44025.8+22019.2j,+0+0j,+44001.1+22026.4j,+2.18422e-06-2.96768e-06j,+0+0j,+2.16455e-06-2.93526e-06j,+0+0j,+2.1483e-06-2.95163e-06j,+0+0j,+0+0j,+0+0j,+2.18352e-06-2.9322e-06j,+2.19498e-06-2.92947e-06j,+2.19522e-06-2.91776e-06j,+0+0j,+0+0j,+25224.5-21362.8j,+287995-165802j,+0+0j,+25221.1-21396.5j,+15543.1+3.14622j,+0+0j,+287755-166288j,+44053.5+22051.4j,+243463-188833j,+0+0j,+243331-189163j,+0+0j,+77283.6+55216.4j,+141218-206898j,+60777.7-207185j,+60653.7-207390j,+60504.8-207636j,+541841-265736j,+541856-267218j,+25412.4+11.702j,+516412-268144j,+25412.4+5.49805j,+33407.4-21507j,+481861-249557j,+23755.5+5.60796j,+7.55297e-07+5.60814e-06j,+0+0j,+328458-413358j,+79852.1+210211j,+0+0j,+0+0j,+0+0j,+0+0j,+327039-415146j,+0+0j,+0+0j,+114926-228372j,+136612-99273.9j,+61098.9-228900j,+1.28907e-08+3.52416e-09j,+61044.3-229011j,+380.214-229470j,+231.274-229924j,+0+0j,+117.271-230193j,+0+0j,+123832-100218j,+0+0j,+60810.8-100759j,+18051.9-101059j,+42583.2+126.715j,+0+0j,+42572.9+74.0197j,+0+0j,+42571.9+21.389j,+24574.6+4.69267j,+46824.8+27.7062j,+46821.5+19.0692j,+1.57702e-05-8.70832e-06j,+1.57805e-05-8.70184e-06j,+0+0j,+32629.6+209782j,+0+0j,+0+0j,+91662.2+123.792j,-59145.7+209496j,+46678.7+49.3891j,+0+0j,-59408.8+209288j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+344733-167690j,+963620-385563j,+541643-262727j,+409018-201158j,+32817.9+209987j
