# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-06-03 00:00:00 PDT,+6930.34+0.341848j,-0+0j,+716319+50408.3j,+0+0j,+0+0j,+0+0j,+716097+47533.1j,+3550.11+0.115557j,-0+0j,+712391+45613.9j,+0+0j,-0+0j,+296051+9480j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43138.2+21612.6j,+0+0j,+43147.6+21599.2j,+1.84424e-06+1.19927e-05j,-0+0j,+1.82888e-06+1.20094e-05j,+0+0j,+1.82586e-06+1.20613e-05j,+0+0j,+0+0j,+0+0j,+1.85189e-06+1.20696e-05j,+1.85558e-06+1.21317e-05j,+1.84371e-06+1.2117e-05j,+0+0j,+0+0j,+25944.7+9893.91j,+213244-31863.8j,-0+0j,+25948.5+9878.02j,+4940.32+0.325786j,-0+0j,+213089-32079.1j,+42949.7+21498.9j,+169986-53794.6j,-0+0j,+169916-53897.9j,+0+0j,+75167.6+53703.6j,+57675.9-132635j,+25804.6-132705j,+25745.4-132760j,+25678.9-132826j,+415594+32056.4j,+415468+31420.2j,+9109.73+1.68976j,+406269+31017.7j,+9110.32+0.727154j,+29135.5+9866.29j,+376616+19586.4j,+8130.67+0.679399j,-1.0639e-05+1.93781e-05j,-0+0j,+221910-177322j,+37791.4+133467j,+0+0j,+0+0j,+0+0j,-0+0j,+221467-177990j,+0+0j,+0+0j,+48650.8-218812j,+87250.8-34638.8j,+26256.2-219245j,-1.46069e-08-3.58823e-09j,+26202.3-219350j,+448.989-219786j,+244.26-220225j,-0+0j,+122.804-220467j,+0+0j,+83556.6-35038.1j,-0+0j,+56842.1-35277.5j,+42714-35406.1j,+14078.6+28.1095j,-0+0j,+14078.8+14.8401j,-0+0j,+14081.4+2.49138j,+8430.57+0.578274j,+22798.5-0.316123j,+22796.8-0.0602851j,-2.32522e-06+9.33513e-06j,-2.32112e-06+9.32422e-06j,-0+0j,+14860+133379j,+0+0j,+0+0j,+39913.9+24.2434j,-25095.2+133325j,+20199.5+9.59467j,-0+0j,-25193+133289j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+252576-13879.7j,+723636+53992j,+415794+33313.7j,+259795-43047.7j,+14920.1+133423j
2016-06-03 11:00:00 PDT,+5740.23+0.233454j,+0+0j,+502004-431154j,+0+0j,+0+0j,+0+0j,+502118-433782j,+2100.04+0.0398119j,+0+0j,+500089-435532j,+0+0j,+0+0j,+218282-164615j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44399.9+22224j,+0+0j,+44392.8+22222.4j,-1.72574e-05+1.41573e-05j,+0+0j,-1.72494e-05+1.42182e-05j,+0+0j,-1.72688e-05+1.42248e-05j,+0+0j,+0+0j,+0+0j,-1.72532e-05+1.42279e-05j,-1.72592e-05+1.42257e-05j,-1.72652e-05+1.42353e-05j,+0+0j,+0+0j,+13602.7-21384.4j,+153772-170658j,+0+0j,+13599.3-21407.2j,+3640.17+0.170791j,+0+0j,+153641-170866j,+44524.6+22287.2j,+108986-193363j,+0+0j,+108921-193525j,+0+0j,+78178+55855.1j,+5381.33-211787j,-9538.5-211979j,-9673.13-212173j,-9812.49-212370j,+281728-274837j,+281715-275537j,+8259.68+1.37673j,+273439-275971j,+8260.26+0.577745j,+16814-21484.1j,+256074-256010j,+6860.46+0.463959j,-1.82646e-05+1.98718e-05j,+0+0j,+144049-420889j,+37758.7+214513j,+0+0j,+0+0j,+0+0j,+0+0j,+143019-422276j,+0+0j,+0+0j,+18755.3-233273j,+46670.7-101660j,+12362.6-233741j,+3.11915e-09+1.02513e-08j,+12306-233858j,+494.945-234349j,+259.022-234842j,+0+0j,+130.104-235106j,+0+0j,+44190.9-102091j,+0+0j,+30593.2-102360j,+19233.9-102533j,+11197+24.7159j,+0+0j,+11198.2+12.5728j,+0+0j,+11200.9+1.51383j,+7140.38+0.38637j,+14634.7-3.41041j,+14633.3-2.24906j,+3.20059e-06+8.00529e-06j,+3.22237e-06+8.02379e-06j,+0+0j,+22766+214151j,+0+0j,+0+0j,+11601.9+1.93443j,+11005.3+213966j,+5840.75+0.760491j,+0+0j,+10805.7+213754j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+173644-188019j,+507594-427809j,+281743-273428j,+182136-205475j,+22928.9+214331j
2016-06-03 12:00:00 PDT,+6590.3+0.307754j,+0+0j,+514542-430364j,+0+0j,+0+0j,+0+0j,+514659-433023j,+3250.09+0.0953805j,+0+0j,+511481-434792j,+0+0j,+0+0j,+222506-164199j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44381.1+22214.1j,+0+0j,+44373.4+22212.8j,-5.48216e-06+1.14739e-05j,+0+0j,-5.49313e-06+1.15126e-05j,+0+0j,-5.50184e-06+1.1529e-05j,+0+0j,+0+0j,+0+0j,-5.50663e-06+1.15079e-05j,-5.49408e-06+1.15357e-05j,-5.5102e-06+1.15485e-05j,+0+0j,+0+0j,+14586.6-21379.9j,+156606-170508j,+0+0j,+14583.3-21403.3j,+4630.27+0.27647j,+0+0j,+156475-170720j,+44504.4+22277.1j,+111840-193211j,+0+0j,+111775-193375j,+0+0j,+78140.7+55828.4j,+8284.78-211616j,-7339.2-211808j,-7472.45-212000j,-7610.71-212197j,+288898-274552j,+288885-275260j,+8769.7+1.53841j,+280098-275699j,+8770.29+0.651595j,+17697.5-21479.3j,+261842-255761j,+7750.58+0.592508j,-9.14156e-06+1.97191e-05j,+0+0j,+149429-420520j,+38198.5+214323j,+0+0j,+0+0j,+0+0j,+0+0j,+148393-421915j,+0+0j,+0+0j,+19995.5-233049j,+50862.8-101547j,+13174.5-233515j,-6.63504e-09-1.40332e-08j,+13118.3-233631j,+489.613-234119j,+257.25-234611j,+0+0j,+129.238-234874j,+0+0j,+47230.9-101997j,+0+0j,+32682.4-102275j,+19203.1-102456j,+13316.8+30.0838j,+0+0j,+13318.1+15.449j,+0+0j,+13321.2+2.08695j,+8040.48+0.490469j,+16155.4-3.13727j,+16153.8-2.0621j,-7.67087e-06+2.56514e-06j,-7.65901e-06+2.58337e-06j,+0+0j,+21685.4+213963j,+0+0j,+0+0j,+12732.3+2.3261j,+8796.03+213781j,+6390.9+0.911203j,+0+0j,+8597.06+213572j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+177882-187608j,+520981-426973j,+288910-273126j,+187959-205275j,+21848.6+214141j
2016-06-03 13:00:00 PDT,+7560.4+0.405099j,+0+0j,+543763-428236j,+0+0j,+0+0j,+0+0j,+543885-430999j,+4600.19+0.191161j,+0+0j,+539358-432837j,+0+0j,+0+0j,+233461-162979j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44343.8+22194.1j,+0+0j,+44334.8+22193.5j,+3.72807e-06-7.33997e-07j,+0+0j,+3.75684e-06-6.91979e-07j,+0+0j,+3.75122e-06-6.41976e-07j,+0+0j,+0+0j,+0+0j,+3.74643e-06-6.50403e-07j,+3.71947e-06-6.83644e-07j,+3.71881e-06-6.61977e-07j,+0+0j,+0+0j,+15719.2-21374.1j,+164987-170197j,+0+0j,+15715.9-21398.4j,+5780.43+0.431299j,+0+0j,+164852-170421j,+44460.9+22255.3j,+120256-192903j,+0+0j,+120188-193073j,+0+0j,+78059.5+55770.4j,+16814.3-211266j,-2045.08-211458j,-2176.68-211649j,-2314.94-211846j,+305816-273973j,+305803-274713j,+9319.72+1.72341j,+296466-275171j,+9320.33+0.736412j,+18688.6-21475.8j,+277194-255299j,+8760.75+0.757715j,+1.65313e-06-1.35546e-05j,+0+0j,+161597-419876j,+41477.6+213968j,+0+0j,+0+0j,+0+0j,+0+0j,+160549-421285j,+0+0j,+0+0j,+25734.6-232616j,+57430.7-101359j,+16022.7-233078j,+4.07509e-09+1.80762e-09j,+15967.2-233193j,+480.785-233676j,+255.057-234162j,+0+0j,+128.161-234425j,+0+0j,+52445.5-101838j,+0+0j,+35045.8-102131j,+19126.2-102321j,+15757+36.504j,+0+0j,+15758.2+18.9793j,+0+0j,+15761.6+2.86376j,+9060.62+0.624121j,+19306.9-2.20554j,+19305-1.42023j,-9.43088e-06+9.52535e-06j,-9.42026e-06+9.50265e-06j,+0+0j,+21811.6+213606j,+0+0j,+0+0j,+18154.7+4.73999j,+3503.52+213424j,+9121.83+1.85919j,+0+0j,+3302.44+213219j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+188853-186413j,+551167-424708j,+305822-272481j,+203416-204932j,+21976.4+213786j
2016-06-03 14:00:00 PDT,+8860.55+0.556587j,+0+0j,+595251-424236j,+0+0j,+0+0j,+0+0j,+595375-427195j,+6500.38+0.381985j,+0+0j,+588943-429162j,+0+0j,+0+0j,+253173-160699j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44276+22157.8j,+0+0j,+44264.6+22158.3j,+7.82976e-08+1.15367e-05j,+0+0j,+9.37426e-08+1.16151e-05j,+0+0j,+7.12279e-08+1.1577e-05j,+0+0j,+0+0j,+0+0j,+8.02869e-08+1.16213e-05j,+9.42376e-08+1.16264e-05j,+5.89553e-08+1.15966e-05j,+0+0j,+0+0j,+17278.3-21363.7j,+180407-169637j,+0+0j,+17275.2-21389.3j,+7370.69+0.702495j,+0+0j,+180261-169885j,+44380.6+22215.2j,+135735-192351j,+0+0j,+135661-192533j,+0+0j,+77908.7+55662.8j,+32501.2-210638j,+7434.72-210832j,+7305.62-211022j,+7166.73-211221j,+335671-272878j,+335656-273678j,+9979.75+1.96044j,+325657-274174j,+9980.38+0.845462j,+19995.1-21469.8j,+305025-254430j,+10101+1.00891j,+1.5553e-05-7.73007e-06j,+0+0j,+182928-418727j,+48122.7+213352j,+0+0j,+0+0j,+0+0j,+0+0j,+181854-420161j,+0+0j,+0+0j,+36930.7-231837j,+67807-101034j,+21414.4-232295j,+1.35217e-08+1.1324e-08j,+21359.8-232408j,+466.071-232880j,+251.698-233357j,+0+0j,+126.499-233618j,+0+0j,+60914.8-101563j,+0+0j,+38232.6-101880j,+18991.9-102082j,+19077.8+45.6997j,+0+0j,+19078.6+24.175j,+0+0j,+19082.2+4.12176j,+10410.8+0.827028j,+24719.8+0.578757j,+24717.3+0.487852j,-6.80309e-07+6.55618e-06j,-6.85998e-07+6.55409e-06j,+0+0j,+23041.9+212984j,+0+0j,+0+0j,+28861.9+12.027j,-5966.5+212799j,+14524.7+4.72702j,+0+0j,-6172.67+212599j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+208583-184180j,+603955-420454j,+335664-271261j,+231416-204294j,+23208.9+213166j
2016-06-03 15:00:00 PDT,+10920.8+0.846124j,+0+0j,+712034-414047j,+0+0j,+0+0j,+0+0j,+712125-417523j,+8600.66+0.669784j,+0+0j,+703563-419834j,+0+0j,+0+0j,+298854-155015j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44122.3+22075.8j,+0+0j,+44105.9+22078.9j,+8.54306e-06+5.17606e-06j,+0+0j,+8.5109e-06+5.17996e-06j,+0+0j,+8.47046e-06+5.17967e-06j,+0+0j,+0+0j,+0+0j,+8.50488e-06+5.19055e-06j,+8.50678e-06+5.1863e-06j,+8.49976e-06+5.21958e-06j,+0+0j,+0+0j,+19238.1-21341.7j,+217111-168376j,+0+0j,+19235-21369j,+9401.13+1.14743j,+0+0j,+216933-168686j,+44192.8+22121.1j,+172561-191122j,+0+0j,+172468-191340j,+0+0j,+77554.5+55409.7j,+69804-209251j,+29100.2-209457j,+28974.5-209645j,+28832.4-209852j,+404514-270051j,+404490-271011j,+11799.9+2.69232j,+392661-271608j,+11800.5+1.18522j,+22178.9-21457.5j,+369685-252197j,+12361.5+1.51642j,+6.20108e-06+1.29306e-05j,+0+0j,+230341-416115j,+65580.6+212077j,+0+0j,+0+0j,+0+0j,+0+0j,+229191-417623j,+0+0j,+0+0j,+64573.2-230070j,+88100.6-100322j,+35135.1-230531j,-3.1028e-09+1.29568e-09j,+35081-230641j,+436.153-231096j,+245.21-231556j,+0+0j,+123.352-231815j,+0+0j,+79086.7-100957j,+0+0j,+42695.2-101330j,+18690.3-101546j,+23840.9+59.9153j,+0+0j,+23840.1+32.6136j,+0+0j,+23843.5+6.43126j,+12721.2+1.24502j,+37778.7+13.5353j,+37774.8+9.31729j,+4.06709e-06-3.14529e-06j,+4.07299e-06-3.12192e-06j,+0+0j,+27435.1+211682j,+0+0j,+0+0j,+54893.2+43.7922j,-27587.8+211471j,+27637+17.2257j,+0+0j,-27810.2+211275j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+254263-178643j,+722834-409607j,+404485-268098j,+296377-202674j,+27607.3+211873j
2016-06-03 16:00:00 PDT,+13491.3+1.29162j,+0+0j,+829957-402799j,+0+0j,+0+0j,+0+0j,+830040-407127j,+10751+1.04714j,+0+0j,+819314-410005j,+0+0j,+0+0j,+345331-148890j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44040.1+22029.5j,+0+0j,+44018.5+22035.1j,+1.25737e-05-2.97095e-06j,+0+0j,+1.25951e-05-2.92253e-06j,+0+0j,+1.25884e-05-2.89103e-06j,+0+0j,+0+0j,+0+0j,+1.25987e-05-2.85491e-06j,+1.25527e-05-2.90636e-06j,+1.25789e-05-2.88291e-06j,+0+0j,+0+0j,+21435-21346.9j,+253997-166992j,+0+0j,+21431.9-21376.4j,+11681.8+1.77576j,+0+0j,+253782-167390j,+44086.5+22067.9j,+209482-189863j,+0+0j,+209365-190136j,+0+0j,+77351.7+55264.9j,+107058-207920j,+49088.9-208164j,+48958.5-208361j,+48806.4-208590j,+473728-267683j,+473703-268901j,+14470.1+3.96401j,+459197-269660j,+14470.8+1.78346j,+24976.7-21482.9j,+433239-250708j,+15252.3+2.31132j,+9.63533e-06-1.56212e-06j,+0+0j,+280138-414580j,+79415.1+211055j,+0+0j,+0+0j,+0+0j,+0+0j,+278871-416190j,+0+0j,+0+0j,+93234.1-228973j,+109720-99827.2j,+49289.8-229457j,+2.54365e-09+1.03556e-08j,+49234.8-229565j,+411.766-230011j,+241.692-230456j,+0+0j,+121.756-230716j,+0+0j,+98518.6-100585j,+0+0j,+48039.7-101024j,+18346.8-101258j,+29526.8+77.746j,+0+0j,+29523+43.5687j,+0+0j,+29525.3+9.90137j,+15691.9+1.90494j,+45444.4+25.2049j,+45440.4+17.3223j,+2.06646e-06-2.28465e-06j,+2.06243e-06-2.27784e-06j,+0+0j,+33580.8+210627j,+0+0j,+0+0j,+80914.3+95.5979j,-47455.7+210361j,+40807.2+37.6918j,+0+0j,-47706.6+210152j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+300633-172800j,+843333-397258j,+473647-265204j,+360143-201852j,+33764.6+210830j
2016-06-03 17:00:00 PDT,+14741.5+1.54256j,+0+0j,+898033-395761j,+0+0j,+0+0j,+0+0j,+898089-400567j,+11501.2+1.19912j,+0+0j,+886590-403764j,+0+0j,+0+0j,+372312-145207j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43971.3+21992.1j,+0+0j,+43946.9+21999.3j,+4.49346e-06-8.82061e-06j,+0+0j,+4.51672e-06-8.76805e-06j,+0+0j,+4.53651e-06-8.74446e-06j,+0+0j,+0+0j,+0+0j,+4.53411e-06-8.72553e-06j,+4.54063e-06-8.71927e-06j,+4.54043e-06-8.69575e-06j,+0+0j,+0+0j,+22339.6-21342.3j,+275712-166126j,+0+0j,+22336.5-21372.8j,+12632.1+2.08027j,+0+0j,+275473-166578j,+43999.4+22024.3j,+231235-189062j,+0+0j,+231103-189369j,+0+0j,+77186.6+55147j,+129045-207069j,+60914-207337j,+60782.1-207539j,+60626.2-207780j,+513956-265885j,+513927-267249j,+16020.4+4.81825j,+497864-268099j,+16021+2.18821j,+26377.4-21486.4j,+470375-249420j,+16702.7+2.77569j,-2.08869e-05+1.34398e-05j,+0+0j,+308187-413306j,+88499.4+210395j,+0+0j,+0+0j,+0+0j,+0+0j,+306839-414985j,+0+0j,+0+0j,+110022-228124j,+121238-99463.6j,+57621.4-228630j,+7.39664e-10+1.98515e-08j,+57565.6-228738j,+396.283-229180j,+238.777-229617j,+0+0j,+120.396-229877j,+0+0j,+109260-100295j,+0+0j,+50458.2-100774j,+18159.9-101016j,+32130.6+86.5973j,+0+0j,+32124.9+49.2106j,+0+0j,+32126.4+11.8013j,+17192.3+2.29588j,+51109.3+35.8645j,+51105.1+24.5991j,+8.42201e-06+4.76725e-06j,+8.45792e-06+4.80207e-06j,+0+0j,+36990.7+209943j,+0+0j,+0+0j,+96103.5+135.295j,-59227.3+209638j,+48492.7+53.3855j,+0+0j,-59493.7+209421j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+327549-169283j,+912690-389607j,+513847-263107j,+397374-201025j,+37179.3+210152j
2016-06-03 18:00:00 PDT,+15691.7+1.74789j,+0+0j,+915243-394130j,+0+0j,+0+0j,+0+0j,+915313-399070j,+11751.2+1.25189j,+0+0j,+903571-402356j,+0+0j,+0+0j,+378975-144361j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43964.4+21988.2j,+0+0j,+43939.5+21995.6j,-2.08201e-05+1.42115e-05j,+0+0j,-2.08393e-05+1.42094e-05j,+0+0j,-2.08054e-05+1.42314e-05j,+0+0j,+0+0j,+0+0j,-2.08201e-05+1.42082e-05j,-2.08436e-05+1.41816e-05j,-2.08499e-05+1.4192e-05j,+0+0j,+0+0j,+22878.3-21343.6j,+280855-165936j,+0+0j,+22875.1-21374.7j,+13182.2+2.26595j,+0+0j,+280612-166401j,+43989.2+22019.2j,+236380-188893j,+0+0j,+236245-189209j,+0+0j,+77166.7+55132.8j,+134227-206896j,+62957.9-207172j,+62826.7-207374j,+62671.2-207618j,+524285-265530j,+524260-266934j,+17470.6+5.6876j,+506746-267809j,+17471.2+2.60244j,+27516-21488.9j,+478090-249188j,+17853.1+3.17172j,-1.92171e-05+2.80037e-05j,+0+0j,+315405-413064j,+89012.6+210252j,+0+0j,+0+0j,+0+0j,+0+0j,+314033-414770j,+0+0j,+0+0j,+113331-227992j,+125192-99370.4j,+59437-228505j,+1.4518e-09-1.35107e-08j,+59381.2-228612j,+391.448-229056j,+237.223-229494j,+0+0j,+119.716-229755j,+0+0j,+112953-100229j,+0+0j,+52215.4-100724j,+18113.8-100974j,+33932.6+93.0657j,+0+0j,+33926.1+53.2094j,+0+0j,+33927.2+13.2392j,+18392.6+2.6298j,+51759.9+37.2124j,+51755.7+25.5187j,-2.71983e-06+1.03832e-06j,-2.6791e-06+1.04994e-06j,+0+0j,+36852.2+209800j,+0+0j,+0+0j,+98009+140.879j,-61269.6+209490j,+49504.9+55.6593j,+0+0j,-61538.2+209273j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+334195-168492j,+930844-387791j,+524162-262675j,+405125-200874j,+37041.6+210009j
2016-06-03 19:00:00 PDT,+16992+2.04996j,+0+0j,+956924-389828j,+0+0j,+0+0j,+0+0j,+956982-395052j,+12051.3+1.31717j,+0+0j,+944929-398528j,+0+0j,+0+0j,+395379-142165j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43923.6+21966.3j,+0+0j,+43897.3+21974.4j,+1.26995e-06-4.45528e-06j,+0+0j,+1.26603e-06-4.41065e-06j,+0+0j,+1.312e-06-4.41503e-06j,+0+0j,+0+0j,+0+0j,+1.26668e-06-4.42435e-06j,+1.27087e-06-4.45201e-06j,+1.26275e-06-4.41276e-06j,+0+0j,+0+0j,+23585.2-21338.6j,+294008-165415j,+0+0j,+23582-21370.4j,+13912.5+2.52678j,+0+0j,+293749-165913j,+43936.5+21992.8j,+249555-188412j,+0+0j,+249411-188749j,+0+0j,+77066.2+55061.1j,+147536-206392j,+69380.6-206683j,+69250.3-206887j,+69094.5-207136j,+549203-264348j,+549177-265837j,+19490.9+7.02365j,+529638-266767j,+19491.4+3.24138j,+29072.1-21486j,+499338-248298j,+19433.7+3.76191j,-5.47007e-06+9.83825e-06j,+0+0j,+332221-412177j,+93425.2+209841j,+0+0j,+0+0j,+0+0j,+0+0j,+330795-413937j,+0+0j,+0+0j,+122688-227457j,+132770-99108.8j,+64238.9-227987j,-5.76843e-09-9.58433e-09j,+64182.8-228095j,+380.299-228540j,+234.151-228976j,+0+0j,+118.312-229238j,+0+0j,+120209-100021j,+0+0j,+54560.3-100547j,+18013.2-100808j,+36376.2+102.223j,+0+0j,+36368.1+59.0215j,+0+0j,+36368.4+15.3544j,+20043.1+3.13122j,+55283.3+44.8695j,+55278.9+30.7237j,+9.15185e-06-3.06187e-07j,+9.14966e-06-2.80629e-07j,+0+0j,+37739+209376j,+0+0j,+0+0j,+105311+163.093j,-67678.7+209046j,+53253.7+64.5293j,+0+0j,-67954.6+208828j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+350560-166408j,+973850-383117j,+549061-261318j,+426416-200255j,+37929.8+209588j
2016-06-03 20:00:00 PDT,+18102.3+2.32615j,+0+0j,+940211-392116j,+0+0j,+0+0j,+0+0j,+940333-397258j,+12301.4+1.37171j,+0+0j,+928074-400680j,+0+0j,+0+0j,+388406-143325j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43970.4+21990.8j,+0+0j,+43945+21998.3j,-6.69757e-07+8.12376e-06j,+0+0j,-6.90368e-07+8.12491e-06j,+0+0j,-6.48958e-07+8.20557e-06j,+0+0j,+0+0j,+0+0j,-6.81283e-07+8.16496e-06j,-6.87203e-07+8.14802e-06j,-7.10408e-07+8.16201e-06j,+0+0j,+0+0j,+24215.4-21347.7j,+287827-165698j,+0+0j,+24212.1-21380.3j,+14532.7+2.75395j,+0+0j,+287580-166180j,+43992.5+22020.8j,+243343-188692j,+0+0j,+243206-189020j,+0+0j,+77171.2+55136j,+141206-206707j,+64328.3-206992j,+64200.4-207195j,+64047.7-207441j,+539419-265193j,+539407-266652j,+21221.3+8.26649j,+518145-267563j,+21221.7+3.839j,+30434.8-21492.9j,+486538-249002j,+20784.2+4.29848j,-2.0731e-05+3.29881e-06j,+0+0j,+325934-412817j,+86977.9+210067j,+0+0j,+0+0j,+0+0j,+0+0j,+324527-414572j,+0+0j,+0+0j,+116611-227925j,+132470-99226.7j,+61415.4-228448j,-1.86855e-08-1.05277e-08j,+61360.2-228557j,+382.635-229006j,+233.548-229449j,+0+0j,+118.126-229713j,+0+0j,+119657-100139j,+0+0j,+56686.7-100663j,+18056.4-100937j,+38457.9+110.185j,+0+0j,+38449.4+63.7832j,+0+0j,+38449.4+17.2189j,+21453.5+3.58111j,+51579.6+36.8859j,+51575.5+25.2927j,-4.54674e-07-6.58314e-06j,-4.33239e-07-6.57303e-06j,+0+0j,+34998.6+209619j,+0+0j,+0+0j,+97548.1+139.948j,-62660.2+209314j,+49444.8+55.5251j,+0+0j,-62928.8+209102j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+343609-167554j,+958188-385477j,+539264-262227j,+413640-200744j,+35188+209827j
2016-06-03 21:00:00 PDT,+15061.6+1.60936j,+0+0j,+831255-403042j,+0+0j,+0+0j,+0+0j,+831439-407463j,+9900.88+0.887431j,+0+0j,+821632-410404j,+0+0j,+0+0j,+346608-148845j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44094.1+22057.1j,+0+0j,+44073.1+22062.4j,+1.44999e-05-7.15976e-06j,+0+0j,+1.44791e-05-7.14663e-06j,+0+0j,+1.45003e-05-7.11979e-06j,+0+0j,+0+0j,+0+0j,+1.45596e-05-7.0846e-06j,+1.45487e-05-7.0755e-06j,+1.4575e-05-7.02694e-06j,+0+0j,+0+0j,+21659.7-21365.1j,+254843-167116j,+0+0j,+21656.6-21394.8j,+11911.8+1.8441j,+0+0j,+254631-167519j,+44144.1+22096.7j,+210276-190024j,+0+0j,+210162-190300j,+0+0j,+77457.3+55340.3j,+107755-208125j,+45352.6-208373j,+45225.4-208573j,+45076.1-208803j,+474913-268268j,+474914-269506j,+17940.7+5.96884j,+456948-270277j,+17941.2+2.7378j,+27064.8-21501.4j,+428928-251299j,+17342.9+2.9841j,+1.58353e-05+1.13805e-05j,+0+0j,+282096-415222j,+73209.1+211248j,+0+0j,+0+0j,+0+0j,+0+0j,+280819-416854j,+0+0j,+0+0j,+93460.4-229427j,+111403-99935.3j,+49478.1-229921j,-2.57731e-08-3.3386e-08j,+49423.3-230031j,+411.22-230487j,+240.546-230942j,+0+0j,+121.438-231207j,+0+0j,+101042-100702j,+0+0j,+50317.2-101149j,+18340-101394j,+31809.2+85.8008j,+0+0j,+31804.6+48.4487j,+0+0j,+31806.5+11.744j,+17912.4+2.47847j,+39328.6+15.5817j,+39325.9+10.8175j,+2.19451e-06-4.5078e-06j,+2.1608e-06-4.52811e-06j,+0+0j,+33492.6+210836j,+0+0j,+0+0j,+77115.9+87.0767j,-43747.3+210578j,+39124.1+34.5789j,+0+0j,-43993.7+210371j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+301888-172822j,+846098-397350j,+474786-265752j,+355881-202317j,+33674.7+211037j
