# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:41 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-01-01 00:00:00 PST,+10890.8+0.844317j,-0+0j,+784418+55443.7j,+0+0j,+0+0j,+0+0j,+784169+52081.2j,+6150.34+0.346909j,-0+0j,+777837+49834.9j,+0+0j,-0+0j,+321554+12206.7j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43108.1+21595.2j,+0+0j,+43115.2+21582.9j,+2.07812e-05-1.34989e-05j,-0+0j,+2.08245e-05-1.34636e-05j,+0+0j,+2.08281e-05-1.34548e-05j,+0+0j,+0+0j,+0+0j,+2.08194e-05-1.35203e-05j,+2.08164e-05-1.35005e-05j,+2.07978e-05-1.35372e-05j,+0+0j,+0+0j,+29083.3+9860.57j,+232274-31327.2j,-0+0j,+29086.6+9840.6j,+8070.86+0.870352j,-0+0j,+232104-31581.2j,+42910.7+21479.4j,+189026-53317.1j,-0+0j,+188947-53445.3j,+0+0j,+75093+53650.4j,+76736.2-132078j,+34539.2-132161j,+34479.7-132219j,+34411.8-132291j,+455449+32853.7j,+455312+32097.3j,+13830.1+3.71311j,+441378+31615.7j,+13830.7+1.67654j,+33709.4+9827.77j,+407031+19990.8j,+12691.6+1.6567j,+1.11801e-05+1.22727e-05j,-0+0j,+251251-176718j,+38705.3+132967j,+0+0j,+0+0j,+0+0j,-0+0j,+250739-177485j,+0+0j,+0+0j,+60222.4-218279j,+104793-34438.6j,+32462-218719j,+3.085e-09+1.37444e-08j,+32409.1-218824j,+428.924-219259j,+238.119-219696j,-0+0j,+120.054-219941j,+0+0j,+98460.9-34947j,-0+0j,+65207.2-35242.8j,+42709.5-35408.5j,+22441.8+49.7834j,-0+0j,+22440.7+27.411j,-0+0j,+22443.5+6.28651j,+13141.4+1.40999j,+25109.7+1.21495j,+25107.9+1.00626j,+8.39366e-06+2.69188e-06j,+8.39397e-06+2.68169e-06j,-0+0j,+13459.6+132879j,+0+0j,+0+0j,+47223.7+34.1523j,-33802.7+132819j,+24043.4+13.6161j,-0+0j,-33909.9+132785j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+278040-11381.6j,+795763+59700.7j,+455658+34347.4j,+290093-42789.1j,+13522+132923j
2016-01-01 11:00:00 PST,+10240.7+0.743895j,+0+0j,+699306-415255j,+0+0j,+0+0j,+0+0j,+699442-418688j,+6400.37+0.370752j,+0+0j,+693117-420971j,+0+0j,+0+0j,+295858-155530j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44155.9+22093.5j,+0+0j,+44140.4+22096.1j,+1.67029e-05-1.23127e-05j,+0+0j,+1.66912e-05-1.23185e-05j,+0+0j,+1.66545e-05-1.2315e-05j,+0+0j,+0+0j,+0+0j,+1.66924e-05-1.22931e-05j,+1.66827e-05-1.22903e-05j,+1.66656e-05-1.2278e-05j,+0+0j,+0+0j,+17764-21351.5j,+216102-168566j,+0+0j,+17760.8-21377.5j,+7920.8+0.813853j,+0+0j,+215922-168874j,+44225.7+22137.6j,+171516-191322j,+0+0j,+171424-191538j,+0+0j,+77613.4+55451.8j,+68689.5-209478j,+24577-209685j,+24453.9-209872j,+24313.4-210080j,+397148-270622j,+397140-271567j,+12479.9+2.98989j,+384640-272155j,+12480.6+1.32457j,+21668.6-21466.6j,+362202-252691j,+11841.4+1.39007j,-4.45609e-06+1.65261e-05j,+0+0j,+224362-416711j,+64063.9+212312j,+0+0j,+0+0j,+0+0j,+0+0j,+223223-418209j,+0+0j,+0+0j,+65082-230428j,+81536.2-100507j,+34041.3-230896j,+1.12243e-09-1.04038e-08j,+33987-231007j,+441.177-231469j,+246.552-231935j,+0+0j,+124.101-232197j,+0+0j,+74729.1-101100j,+0+0j,+40339.4-101457j,+18734.9-101661j,+21440.5+52.8114j,+0+0j,+21439.8+28.5677j,+0+0j,+21443+5.33869j,+12241.1+1.15094j,+33875.4+8.707j,+33872.3+6.06474j,+1.23128e-05-3.10773e-06j,+1.23472e-05-3.10609e-06j,+0+0j,+29823.9+211921j,+0+0j,+0+0j,+52780.3+40.7984j,-23086.5+211708j,+26876.1+16.269j,+0+0j,-23304.4+211510j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+251248-179168j,+709377-410884j,+397090-268700j,+288868-203068j,+29994+212113j
2016-01-01 12:00:00 PST,+9960.69+0.703714j,+0+0j,+691797-415875j,+0+0j,+0+0j,+0+0j,+691935-419289j,+6200.34+0.347883j,+0+0j,+685813-421560j,+0+0j,+0+0j,+292999-155859j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44169.1+22100.3j,+0+0j,+44153.8+22102.8j,+8.19571e-06+2.91038e-06j,+0+0j,+8.19985e-06+2.95398e-06j,+0+0j,+8.2098e-06+2.99616e-06j,+0+0j,+0+0j,+0+0j,+8.22663e-06+3.03248e-06j,+8.19944e-06+3.04334e-06j,+8.22875e-06+3.04248e-06j,+0+0j,+0+0j,+17537.1-21354.8j,+213846-168652j,+0+0j,+17534-21380.6j,+7690.76+0.767003j,+0+0j,+213668-168956j,+44241.5+22145.5j,+169248-191410j,+0+0j,+169157-191624j,+0+0j,+77643.1+55473j,+66386.3-209577j,+23319.1-209784j,+23194.9-209972j,+23053.7-210180j,+392708-270854j,+392701-271794j,+12159.9+2.84586j,+380522-272378j,+12160.6+1.25713j,+21351.5-21470.3j,+358411-252899j,+11521.3+1.31543j,-3.23062e-06+1.57509e-05j,+0+0j,+221401-416962j,+63218.6+212416j,+0+0j,+0+0j,+0+0j,+0+0j,+220268-418454j,+0+0j,+0+0j,+63634.7-230580j,+79997.4-100575j,+33304.8-231048j,-2.78794e-08-6.9207e-09j,+33250.3-231159j,+443.983-231622j,+247.487-232088j,+0+0j,+124.55-232350j,+0+0j,+73392.4-101159j,+0+0j,+39753.8-101511j,+18749.8-101713j,+20840.2+50.9662j,+0+0j,+20839.7+27.495j,+0+0j,+20842.8+5.04275j,+11911.1+1.08893j,+32914.7+7.63878j,+32911.7+5.34011j,-4.97394e-06+4.56107e-06j,-4.96441e-06+4.54532e-06j,+0+0j,+29938.1+212025j,+0+0j,+0+0j,+51628.5+39.0106j,-21822.4+211813j,+26285.3+15.5529j,+0+0j,-22040.4+211614j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+248385-179490j,+701583-411528j,+392652-268943j,+285056-203237j,+30108.6+212217j
2016-01-01 13:00:00 PST,+10000.7+0.709386j,+0+0j,+688452-416161j,+0+0j,+0+0j,+0+0j,+688592-419542j,+6000.32+0.325807j,+0+0j,+682670-421791j,+0+0j,+0+0j,+291620-156027j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44169.6+22100.8j,+0+0j,+44154.6+22103.2j,+6.93374e-06-1.2132e-06j,+0+0j,+6.93693e-06-1.1639e-06j,+0+0j,+6.92637e-06-1.14585e-06j,+0+0j,+0+0j,+0+0j,+6.97184e-06-1.08068e-06j,+6.9462e-06-1.07766e-06j,+6.97131e-06-1.07721e-06j,+0+0j,+0+0j,+17450.6-21353.5j,+212735-168705j,+0+0j,+17447.4-21379.3j,+7600.74+0.74914j,+0+0j,+212557-169006j,+44242+22145.7j,+168138-191456j,+0+0j,+168048-191669j,+0+0j,+77644.1+55473.7j,+65269.9-209625j,+22668.8-209830j,+22545.3-210017j,+22405.2-210224j,+390946-270865j,+390939-271796j,+12399.9+2.95291j,+378519-272373j,+12400.6+1.30734j,+21435.6-21467.4j,+356329-252877j,+11601.3+1.33387j,+2.3007e-05+1.17205e-05j,+0+0j,+219883-416946j,+62654.6+212447j,+0+0j,+0+0j,+0+0j,+0+0j,+218752-418437j,+0+0j,+0+0j,+62543.3-230586j,+79550.1-100572j,+32954.8-231053j,+4.47961e-09-1.12246e-08j,+32900.4-231165j,+444.279-231629j,+247.193-232097j,+0+0j,+124.423-232359j,+0+0j,+73145.4-101155j,+0+0j,+39726.7-101506j,+18762.7-101709j,+20800.2+50.9193j,+0+0j,+20799.6+27.4592j,+0+0j,+20802.8+5.04396j,+12001.1+1.10542j,+32924.7+7.65893j,+32921.7+5.34753j,+8.46014e-06-5.03561e-06j,+8.45459e-06-5.03883e-06j,+0+0j,+29365.9+212057j,+0+0j,+0+0j,+50416.7+37.1972j,-21182.5+211848j,+25664.6+14.8271j,+0+0j,-21398.7+211650j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+247012-179650j,+698278-411855j,+390891-268976j,+282970-203196j,+29535.5+212248j
2016-01-01 14:00:00 PST,+10130.7+0.727936j,+0+0j,+687937-416216j,+0+0j,+0+0j,+0+0j,+688081-419599j,+5950.32+0.320383j,+0+0j,+682212-421850j,+0+0j,+0+0j,+291364-156053j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44173.7+22103j,+0+0j,+44158.7+22105.3j,+7.69538e-06+1.51754e-06j,+0+0j,+7.69641e-06+1.51899e-06j,+0+0j,+7.70332e-06+1.54586e-06j,+0+0j,+0+0j,+0+0j,+7.69752e-06+1.55731e-06j,+7.71467e-06+1.56238e-06j,+7.68796e-06+1.5436e-06j,+0+0j,+0+0j,+17481-21354.5j,+212463-168724j,+0+0j,+17477.8-21380.3j,+7630.75+0.754994j,+0+0j,+212286-169025j,+44246.5+22148j,+167862-191477j,+0+0j,+167772-191690j,+0+0j,+77652.5+55479.8j,+64984.9-209650j,+22399-209855j,+22275.5-210043j,+22135.5-210249j,+390748-270902j,+390741-271833j,+12669.9+3.07516j,+378052-272410j,+12670.6+1.36479j,+21606-21468.3j,+355694-252911j,+11771.4+1.37314j,+1.082e-05-3.34219e-06j,+0+0j,+219740-416991j,+62162.6+212470j,+0+0j,+0+0j,+0+0j,+0+0j,+218610-418483j,+0+0j,+0+0j,+62193-230621j,+79752.2-100579j,+32915-231089j,+8.51997e-09+9.25771e-09j,+32860.6-231200j,+444.414-231665j,+247.1-232134j,+0+0j,+124.397-232397j,+0+0j,+73397-101163j,+0+0j,+39927.9-101515j,+18763.8-101718j,+21000.2+51.523j,+0+0j,+20999.7+27.8036j,+0+0j,+21002.9+5.15288j,+12181.1+1.1387j,+32694.6+7.41346j,+32691.6+5.17957j,-1.02877e-05+9.99095e-06j,-1.0296e-05+9.98823e-06j,+0+0j,+29104+212081j,+0+0j,+0+0j,+49885.9+36.413j,-20913.9+211872j,+25394.3+14.5143j,+0+0j,-21129.9+211675j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+246755-179679j,+697889-411904j,+390693-269012j,+282335-203220j,+29273.7+212272j
2016-01-01 15:00:00 PST,+11070.9+0.869376j,+0+0j,+711377-414212j,+0+0j,+0+0j,+0+0j,+711528-417727j,+6450.37+0.376555j,+0+0j,+705161-420065j,+0+0j,+0+0j,+300374-154941j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44155.9+22093.2j,+0+0j,+44140.1+22096j,+1.20318e-06+1.01524e-05j,+0+0j,+1.17566e-06+1.01556e-05j,+0+0j,+1.16447e-06+1.01871e-05j,+0+0j,+0+0j,+0+0j,+1.15243e-06+1.0179e-05j,+1.12988e-06+1.01631e-05j,+1.14785e-06+1.01793e-05j,+0+0j,+0+0j,+18147.3-21353.5j,+219446-168487j,+0+0j,+18144.2-21379.9j,+8310.88+0.896031j,+0+0j,+219263-168801j,+44223.7+22136.6j,+174857-191256j,+0+0j,+174764-191477j,+0+0j,+77609+55448.8j,+72045.9-209411j,+25976.9-209621j,+25854.2-209809j,+25713.9-210018j,+404685-270433j,+404680-271402j,+13890.1+3.66112j,+390769-272005j,+13890.7+1.64073j,+22691.6-21469.1j,+367295-252572j,+12871.6+1.64251j,-1.53943e-06+9.97546e-06j,+0+0j,+229576-416599j,+63966.8+212256j,+0+0j,+0+0j,+0+0j,+0+0j,+228425-418113j,+0+0j,+0+0j,+66990.4-230373j,+84874.6-100451j,+35518.6-230844j,-1.55446e-09+7.33525e-09j,+35464.3-230956j,+438.098-231420j,+245.372-231887j,+0+0j,+123.612-232150j,+0+0j,+78012-101063j,+0+0j,+41789.4-101430j,+18703.5-101641j,+22921.3+57.3426j,+0+0j,+22920.3+31.2155j,+0+0j,+22923.4+6.15175j,+13321.3+1.36365j,+34315.7+9.2143j,+34312.6+6.40948j,+1.24289e-05-1.62482e-05j,+1.24477e-05-1.62734e-05j,+0+0j,+29285.4+211864j,+0+0j,+0+0j,+53641.6+42.1361j,-24485.7+211652j,+27306.6+16.7966j,+0+0j,-24704.6+211455j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+255757-178614j,+722266-409724j,+404620-268463j,+293993-202985j,+29456.2+212056j
2016-01-01 16:00:00 PST,+14001.4+1.39125j,+0+0j,+818212-404357j,+0+0j,+0+0j,+0+0j,+818338-408469j,+8400.63+0.639401j,+0+0j,+809997-411205j,+0+0j,+0+0j,+341892-149632j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44042.8+22032.3j,+0+0j,+44022.7+22037.2j,-1.67816e-05+1.63e-05j,+0+0j,-1.67351e-05+1.63475e-05j,+0+0j,-1.67771e-05+1.63549e-05j,+0+0j,+0+0j,+0+0j,-1.67619e-05+1.63681e-05j,-1.67657e-05+1.63871e-05j,-1.67372e-05+1.64014e-05j,+0+0j,+0+0j,+20414.7-21339.8j,+252334-167271j,+0+0j,+20411.6-21368.3j,+10641.5+1.47351j,+0+0j,+252119-167654j,+44082.7+22066j,+207822-190109j,+0+0j,+207709-190371j,+0+0j,+77342+55258j,+105378-208165j,+44095.4-208399j,+43974.5-208588j,+43831.6-208808j,+467919-267819j,+467908-268969j,+17360.6+5.6148j,+450515-269686j,+17361.1+2.56791j,+25994.5-21464j,+423563-250594j,+16242.6+2.62239j,+4.19924e-06+4.08166e-06j,+0+0j,+273433-414418j,+76472.6+211170j,+0+0j,+0+0j,+0+0j,+0+0j,+272183-416031j,+0+0j,+0+0j,+90821-228969j,+105302-99813.8j,+47753.6-229460j,-5.09312e-09+5.36306e-10j,+47699.3-229570j,+410.114-230026j,+238.565-230483j,+0+0j,+120.417-230746j,+0+0j,+96454-100545j,+0+0j,+47724.2-100978j,+18430.3-101212j,+29126.7+77.4372j,+0+0j,+29123.2+43.3881j,+0+0j,+29125.5+9.96647j,+16802.2+2.18427j,+44153.3+23.0989j,+44149.4+15.8657j,+8.9631e-06-6.25329e-06j,+8.9883e-06-6.26061e-06j,+0+0j,+31946+210753j,+0+0j,+0+0j,+74390.3+81.3264j,-42560+210506j,+37811.9+32.3674j,+0+0j,-42795.9+210309j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+297227-173512j,+832074-399090j,+467822-265477j,+350466-201595j,+32122+210950j
2016-01-01 17:00:00 PST,+19682.7+2.75035j,+0+0j,+975698-388623j,+0+0j,+0+0j,+0+0j,+975837-393992j,+12001.3+1.30591j,+0+0j,+963888-397566j,+0+0j,+0+0j,+402686-141516j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43944.8+21977j,+0+0j,+43918.6+21985.1j,-1.78339e-05+1.60706e-05j,+0+0j,-1.78544e-05+1.60749e-05j,+0+0j,-1.78682e-05+1.60964e-05j,+0+0j,+0+0j,+0+0j,-1.7872e-05+1.60844e-05j,-1.78649e-05+1.60934e-05j,-1.79191e-05+1.60592e-05j,+0+0j,+0+0j,+24732.8-21342.8j,+299485-165300j,+0+0j,+24729.4-21376j,+15062.9+2.9608j,+0+0j,+299226-165811j,+43955.5+22002.3j,+255012-188332j,+0+0j,+254868-188678j,+0+0j,+77099.2+55084.7j,+152963-206340j,+68461.7-206637j,+68337.3-206840j,+68186.8-207089j,+560961-264251j,+560956-265777j,+24242.1+10.6994j,+536670-266731j,+24242.2+5.01182j,+32443.9-21487.4j,+502983-248274j,+22805.1+5.17872j,+1.53087e-05+5.06093e-06j,+0+0j,+339869-412080j,+89468.7+209745j,+0+0j,+0+0j,+0+0j,+0+0j,+338416-413891j,+0+0j,+0+0j,+124401-227529j,+138666-99001.2j,+65315.8-228069j,+2.20568e-09-1.372e-08j,+65260.6-228179j,+372.143-228633j,+229.917-229079j,+0+0j,+116.511-229345j,+0+0j,+126132-99959.5j,+0+0j,+59229.2-100512j,+17991.9-100800j,+41062.3+120.914j,+0+0j,+41052+70.6438j,+0+0j,+41051+19.9153j,+23584.3+4.33694j,+53871.7+41.8028j,+53867.6+28.6307j,-1.57912e-05+8.44496e-06j,-1.57643e-05+8.45931e-06j,+0+0j,+35198.5+209292j,+0+0j,+0+0j,+101901+153.292j,-66807.1+208977j,+51810.2+61.048j,+0+0j,-67078.2+208766j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+357857-165855j,+995259-381673j,+560778-261150j,+430110-200206j,+35387.7+209500j
2016-01-01 18:00:00 PST,+23233.8+3.8326j,+0+0j,+1.04226e+06-381828j,+0+0j,+0+0j,+0+0j,+1.04244e+06-387824j,+14451.9+1.89386j,+0+0j,+1.02806e+06-391816j,+0+0j,+0+0j,+427827-138161j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43921.8+21963j,+0+0j,+43893.1+21972.3j,+5.80973e-06+2.95236e-06j,+0+0j,+5.79485e-06+2.969e-06j,+0+0j,+5.78326e-06+2.99793e-06j,+0+0j,+0+0j,+0+0j,+5.77134e-06+2.96507e-06j,+5.77915e-06+2.98179e-06j,+5.81132e-06+3.00912e-06j,+0+0j,+0+0j,+27558.7-21347.7j,+318196-164401j,+0+0j,+27555-21384.3j,+17934.1+4.20044j,+0+0j,+317923-164969j,+43925+21987j,+273728-187534j,+0+0j,+273573-187919j,+0+0j,+77040.6+55042.8j,+171805-205548j,+77421.7-205878j,+77296.6-206088j,+77144.5-206351j,+600017-262808j,+600025-264516j,+28373.3+14.5261j,+571605-265586j,+28373.1+6.86569j,+36467.3-21500.9j,+533772-247414j,+26877.1+7.19581j,-5.48483e-06+1.34345e-05j,+0+0j,+368939-411188j,+91193.8+209122j,+0+0j,+0+0j,+0+0j,+0+0j,+367376-413110j,+0+0j,+0+0j,+136694-227066j,+155610-98622.2j,+71970.2-227629j,-5.80679e-09+2.28603e-10j,+71914.8-227740j,+354.047-228195j,+225.079-228638j,+0+0j,+114.328-228907j,+0+0j,+140568-99714.4j,+0+0j,+66616.8-100334j,+17800.8-100663j,+48634.6+152.216j,+0+0j,+48619.2+90.6158j,+0+0j,+48615.5+27.9481j,+27786+6.03739j,+55763.1+46.0551j,+55759.3+31.5496j,+5.10274e-06+7.18946e-06j,+5.12314e-06+7.19316e-06j,+0+0j,+35023.2+208663j,+0+0j,+0+0j,+110649+181.105j,-75726.3+208324j,+56321.3+72.2294j,+0+0j,-76012.2+208107j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+382922-162734j,+1.06535e+06-374009j,+599779-259342j,+461000-199726j,+35217.2+208873j
2016-01-01 19:00:00 PST,+23643.9+3.96896j,+0+0j,+1.03968e+06-382242j,+0+0j,+0+0j,+0+0j,+1.03988e+06-388231j,+14601.9+1.93317j,+0+0j,+1.02536e+06-392217j,+0+0j,+0+0j,+426604-138367j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43932.5+21968.6j,+0+0j,+43903.9+21977.7j,+1.46875e-05+5.57707e-06j,+0+0j,+1.47041e-05+5.61768e-06j,+0+0j,+1.47043e-05+5.65025e-06j,+0+0j,+0+0j,+0+0j,+1.4751e-05+5.65594e-06j,+1.47284e-05+5.62143e-06j,+1.47246e-05+5.62076e-06j,+0+0j,+0+0j,+27818.9-21350.5j,+316952-164462j,+0+0j,+27815.1-21387.4j,+18194.3+4.32206j,+0+0j,+316682-165027j,+43937.9+21993.5j,+272477-187596j,+0+0j,+272325-187979j,+0+0j,+77065+55060.3j,+170532-205615j,+76440-205944j,+76315.4-206154j,+76164.2-206416j,+598566-262984j,+598577-264688j,+28963.5+15.1168j,+569569-265756j,+28963.2+7.15286j,+36957.9-21503.1j,+531257-247565j,+27367.4+7.45905j,+6.90938e-06-3.04596e-06j,+0+0j,+368184-411318j,+89461.3+209167j,+0+0j,+0+0j,+0+0j,+0+0j,+366623-413241j,+0+0j,+0+0j,+135309-227167j,+156228-98635.7j,+71488.9-227728j,+2.91332e-09+1.52431e-08j,+71433.7-227838j,+354.131-228295j,+224.738-228740j,+0+0j,+114.194-229009j,+0+0j,+141033-99733.9j,+0+0j,+67421-100356j,+17803.4-100691j,+49435.6+155.745j,+0+0j,+49419.9+92.8067j,+0+0j,+49416+28.8895j,+28296.2+6.25904j,+54862.2+44.0243j,+54858.5+30.1679j,+1.39068e-05-6.97748e-06j,+1.39176e-05-6.98346e-06j,+0+0j,+34192.4+208713j,+0+0j,+0+0j,+108843+175.215j,-74752.2+208380j,+55419+69.9045j,+0+0j,-75036.5+208165j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+381705-162940j,+1.06316e+06-374422j,+598325-259527j,+458503-199826j,+34386+208922j
2016-01-01 20:00:00 PST,+22403.5+3.56315j,+0+0j,+1.01525e+06-384676j,+0+0j,+0+0j,+0+0j,+1.01544e+06-390460j,+13601.7+1.67712j,+0+0j,+1.00193e+06-394311j,+0+0j,+0+0j,+417424-139536j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43949.3+21977.9j,+0+0j,+43921.7+21986.6j,+8.86729e-07+2.74356e-06j,+0+0j,+8.91494e-07+2.78077e-06j,+0+0j,+8.7726e-07+2.79598e-06j,+0+0j,+0+0j,+0+0j,+8.91092e-07+2.82345e-06j,+8.93777e-07+2.83141e-06j,+8.53873e-07+2.84165e-06j,+0+0j,+0+0j,+26752.2-21352.7j,+310018-164816j,+0+0j,+26748.7-21388.3j,+17113.8+3.82208j,+0+0j,+309754-165361j,+43958.5+22003.8j,+265533-187919j,+0+0j,+265384-188289j,+0+0j,+77104+55088.1j,+163528-205942j,+72993-206260j,+72868.2-206468j,+72717-206726j,+584324-263601j,+584334-265245j,+27643.1+13.8004j,+556648-266275j,+27642.9+6.51393j,+35572-21503j,+519773-247984j,+25966.6+6.71233j,-1.06886e-05+1.90874e-05j,+0+0j,+357974-411779j,+88196.3+209441j,+0+0j,+0+0j,+0+0j,+0+0j,+356452-413663j,+0+0j,+0+0j,+130930-227413j,+150343-98802.4j,+69306.3-227967j,-1.39998e-08+4.89664e-09j,+69251.1-228077j,+361.545-228535j,+226.839-228981j,+0+0j,+115.175-229250j,+0+0j,+136169-99851.9j,+0+0j,+64756.3-100450j,+17865.8-100770j,+46710.9+143.943j,+0+0j,+46697.2+85.2405j,+0+0j,+46694.3+25.8094j,+26855.6+5.63025j,+53290.7+40.5515j,+53287.1+27.8093j,+1.08777e-05-8.99337e-06j,+1.09057e-05-9.0035e-06j,+0+0j,+34501.4+208991j,+0+0j,+0+0j,+105713+165.062j,-71315.5+208667j,+53784.9+65.7919j,+0+0j,-71594.9+208452j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+372548-164033j,+1.03748e+06-377138j,+584098-260263j,+446992-200095j,+34693.5+209200j
2016-01-01 21:00:00 PST,+20753+3.05656j,+0+0j,+950696-391649j,+0+0j,+0+0j,+0+0j,+950928-396950j,+12451.4+1.4045j,+0+0j,+938590-400477j,+0+0j,+0+0j,+392328-143016j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44017.8+22014.9j,+0+0j,+43992.8+22022.2j,+1.18018e-05-3.01513e-06j,+0+0j,+1.1816e-05-2.99339e-06j,+0+0j,+1.18278e-05-2.99825e-06j,+0+0j,+0+0j,+0+0j,+1.18234e-05-2.96893e-06j,+1.18348e-05-2.96264e-06j,+1.18275e-05-2.97037e-06j,+0+0j,+0+0j,+25450.4-21361.5j,+290149-165703j,+0+0j,+25446.9-21395.5j,+15773.2+3.24075j,+0+0j,+289907-166194j,+44043.9+22046.6j,+245623-188740j,+0+0j,+245490-189075j,+0+0j,+77265.5+55203.4j,+143403-206800j,+61945.5-207091j,+61821.6-207296j,+61672.7-207543j,+546159-265528j,+546175-267025j,+25732.5+11.9918j,+520409-267961j,+25732.5+5.63824j,+33723-21506.2j,+485527-249402j,+24075.7+5.76128j,-5.62933e-06+7.82485e-06j,+0+0j,+331506-413190j,+80470.1+210127j,+0+0j,+0+0j,+0+0j,+0+0j,+330077-414988j,+0+0j,+0+0j,+116396-228274j,+138212-99221j,+61877-228803j,-2.48492e-08-2.60927e-08j,+61822.4-228914j,+378.07-229374j,+230.68-229827j,+0+0j,+116.992-230096j,+0+0j,+125227-100177j,+0+0j,+61393.5-100725j,+18033.2-101028j,+43184.1+129.178j,+0+0j,+43173.4+75.5893j,+0+0j,+43172.2+22.0009j,+24904.8+4.82198j,+47405.3+28.7721j,+47402+19.7942j,+1.06698e-05-8.56905e-06j,+1.06919e-05-8.54837e-06j,+0+0j,+32666.8+209697j,+0+0j,+0+0j,+92865.4+127.102j,-60310.9+209408j,+47290+50.7085j,+0+0j,-60575.3+209200j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+347520-167336j,+971224-384749j,+545958-262489j,+412695-201049j,+32855.4+209902j
