# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:42 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-03-04 00:00:00 PST,+10080.7+0.723329j,-0+0j,+764679+53846.6j,+0+0j,+0+0j,+0+0j,+764449+50627.3j,+5600.28+0.28759j,-0+0j,+758682+48477j,+0+0j,-0+0j,+314039+11357.1j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43123.4+21603.6j,+0+0j,+43131.3+21591j,-2.33831e-06+4.58956e-06j,-0+0j,-2.36423e-06+4.61489e-06j,+0+0j,-2.34671e-06+4.64097e-06j,+0+0j,+0+0j,+0+0j,-2.33046e-06+4.66142e-06j,-2.30658e-06+4.69847e-06j,-2.29814e-06+4.72682e-06j,+0+0j,+0+0j,+28432.9+9870.88j,+226490-31477.5j,-0+0j,+28436.3+9851.8j,+7420.73+0.735454j,-0+0j,+226326-31719.3j,+42929.9+21489j,+183233-53452.3j,-0+0j,+183158-53572.7j,+0+0j,+75129.3+53676.4j,+70920.8-132248j,+31542.5-132327j,+31483.4-132384j,+31416.3-132454j,+443849+32553.9j,+443718+31833.6j,+12880+3.24214j,+430740+31375.6j,+12880.6+1.45375j,+32777.4+9839.55j,+397364+19811.8j,+11761.4+1.4222j,+2.56974e-06+2.30694e-06j,-0+0j,+242934-176941j,+37406.4+133115j,+0+0j,+0+0j,+0+0j,-0+0j,+242443-177680j,+0+0j,+0+0j,+56355.2-218489j,+100401-34498.6j,+30427.6-218927j,+2.02841e-09-1.32647e-08j,+30374.6-219032j,+434.256-219467j,+239.58-219906j,-0+0j,+120.722-220151j,+0+0j,+94629-34978.7j,-0+0j,+63490.4-35259.5j,+42715.4-35417.3j,+20720.8+45.0194j,-0+0j,+20720.1+24.5758j,-0+0j,+20723+5.36272j,+12181.2+1.21004j,+23859+0.352976j,+23857.3+0.410294j,+3.36508e-06-4.66495e-06j,+3.35337e-06-4.66591e-06j,-0+0j,+13411.8+133028j,+0+0j,+0+0j,+44189.5+29.8764j,-30817.6+132971j,+22491.8+11.9066j,-0+0j,-30921.3+132937j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+270537-12165.7j,+775182+57912.6j,+444052+33976.7j,+280462-42914j,+13473.7+133072j
2016-03-04 11:00:00 PST,+8560.51+0.519782j,+0+0j,+670283-417497j,+0+0j,+0+0j,+0+0j,+670402-420762j,+5200.24+0.244719j,+0+0j,+665270-422935j,+0+0j,+0+0j,+284982-156778j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44170.9+22102j,+0+0j,+44156.4+22104.1j,-4.42769e-06+1.00851e-05j,+0+0j,-4.42535e-06+1.00836e-05j,+0+0j,-4.45597e-06+1.01165e-05j,+0+0j,+0+0j,+0+0j,-4.44762e-06+1.01142e-05j,-4.45763e-06+1.01348e-05j,-4.48777e-06+1.01294e-05j,+0+0j,+0+0j,+16401-21351.2j,+208028-168872j,+0+0j,+16397.8-21376.1j,+6540.55+0.554669j,+0+0j,+207852-169163j,+44244.5+22147j,+163432-191604j,+0+0j,+163343-191810j,+0+0j,+77649.3+55477.4j,+60541.3-209774j,+20721.7-209976j,+20597.3-210163j,+20456.6-210367j,+380165-271089j,+380153-271987j,+10559.8+2.18384j,+369574-272545j,+10560.4+0.948158j,+19766.3-21463.9j,+349070-253005j,+9920.96+0.975397j,-5.53598e-06+2.51901e-05j,+0+0j,+211783-417130j,+63451.4+212588j,+0+0j,+0+0j,+0+0j,+0+0j,+210670-418599j,+0+0j,+0+0j,+60030.3-230677j,+73913.8-100665j,+31312.3-231142j,+1.77298e-08+1.23298e-08j,+31257.5-231253j,+450.2-231716j,+249.263-232183j,+0+0j,+125.338-232444j,+0+0j,+68317.2-101217j,+0+0j,+36812.4-101553j,+18810.4-101743j,+17839.1+42.3453j,+0+0j,+17839+22.5633j,+0+0j,+17842.1+3.70259j,+10260.8+0.807467j,+32794.7+7.51078j,+32791.7+5.24351j,+1.26278e-05-4.46952e-06j,+1.26266e-05-4.44846e-06j,+0+0j,+30294+212197j,+0+0j,+0+0j,+49395.2+35.6644j,-19233.8+211986j,+25114+14.1951j,+0+0j,-19448.9+211787j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+240381-180354j,+678682-413354j,+380122-269263j,+275657-203277j,+30462.9+212388j
2016-03-04 12:00:00 PST,+8440.5+0.505305j,+0+0j,+665820-417853j,+0+0j,+0+0j,+0+0j,+665939-421090j,+5000.22+0.226251j,+0+0j,+661007-423244j,+0+0j,+0+0j,+283235-156980j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44173.8+22103.7j,+0+0j,+44159.6+22105.7j,-2.0457e-06+4.25782e-06j,+0+0j,-2.00453e-06+4.2755e-06j,+0+0j,-1.96449e-06+4.34443e-06j,+0+0j,+0+0j,+0+0j,-1.9777e-06+4.37277e-06j,-1.94101e-06+4.43562e-06j,-1.9867e-06+4.37447e-06j,+0+0j,+0+0j,+16244.2-21351j,+206666-168928j,+0+0j,+16241-21375.8j,+6380.52+0.527815j,+0+0j,+206491-169216j,+44248.1+22148.8j,+162068-191656j,+0+0j,+161980-191860j,+0+0j,+77656.1+55482.3j,+59165.7-209829j,+19996.8-210030j,+19872.6-210216j,+19732.3-210420j,+377649-271152j,+377637-272042j,+10519.8+2.16831j,+367098-272595j,+10520.4+0.940973j,+19649.8-21462.8j,+346716-253040j,+9800.94+0.951905j,+7.10239e-06-5.53215e-06j,+0+0j,+209854-417182j,+63019.8+212634j,+0+0j,+0+0j,+0+0j,+0+0j,+208744-418647j,+0+0j,+0+0j,+58970.6-230716j,+73025.3-100682j,+30873.5-231180j,+6.3152e-11+1.87192e-08j,+30818.7-231292j,+451.291-231756j,+249.412-232223j,+0+0j,+125.412-232484j,+0+0j,+67629.6-101230j,+0+0j,+36505.2-101564j,+18823.3-101753j,+17519+41.4697j,+0+0j,+17519+22.0624j,+0+0j,+17522+3.58017j,+10140.8+0.788528j,+32614.6+7.32177j,+32611.5+5.11151j,+1.1539e-05-1.84963e-06j,+1.15762e-05-1.82983e-06j,+0+0j,+30043.4+212244j,+0+0j,+0+0j,+48423.8+34.2643j,-18513.3+212035j,+24613.5+13.6332j,+0+0j,-18727.5+211836j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+238637-180548j,+674099-413747j,+377608-269344j,+273293-203291j,+30211.8+212435j
2016-03-04 13:00:00 PST,+8320.48+0.491035j,+0+0j,+661460-418190j,+0+0j,+0+0j,+0+0j,+661579-421399j,+4800.21+0.20851j,+0+0j,+656847-423535j,+0+0j,+0+0j,+281514-157174j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44176.2+22105.1j,+0+0j,+44162.2+22107j,-7.06932e-06-2.57008e-06j,+0+0j,-7.06931e-06-2.55107e-06j,+0+0j,-7.07349e-06-2.52031e-06j,+0+0j,+0+0j,+0+0j,-7.05952e-06-2.51174e-06j,-7.05788e-06-2.50255e-06j,-7.08532e-06-2.49976e-06j,+0+0j,+0+0j,+16087.3-21350.7j,+205314-168984j,+0+0j,+16084.1-21375.3j,+6220.5+0.501636j,+0+0j,+205140-169270j,+44251+22150.2j,+160715-191708j,+0+0j,+160627-191910j,+0+0j,+77661.6+55486.2j,+57802.3-209883j,+19324.1-210083j,+19200-210269j,+19060.1-210472j,+375210-271205j,+375198-272087j,+10479.8+2.15287j,+364698-272634j,+10480.4+0.933831j,+19533.1-21461.5j,+344439-253064j,+9680.92+0.92872j,+1.85731e-05+4.8932e-07j,+0+0j,+207974-417222j,+62615.9+212679j,+0+0j,+0+0j,+0+0j,+0+0j,+206867-418685j,+0+0j,+0+0j,+57910.8-230748j,+72186.5-100696j,+30464.7-231212j,+1.0969e-09-3.15604e-09j,+30409.8-231324j,+452.334-231789j,+249.537-232257j,+0+0j,+125.475-232518j,+0+0j,+66991.6-101241j,+0+0j,+36197.6-101573j,+18835.9-101761j,+17198.9+40.5998j,+0+0j,+17198.9+21.5659j,+0+0j,+17201.9+3.45996j,+10020.8+0.769839j,+32484.6+7.18774j,+32481.5+5.01654j,-2.26707e-06-3.19663e-06j,-2.25335e-06-3.18912e-06j,+0+0j,+29770.5+212290j,+0+0j,+0+0j,+47482.5+32.9292j,-17845.1+212082j,+24122.9+13.094j,+0+0j,-18058.3+211883j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+236918-180733j,+669619-414121j,+375171-269414j,+271006-203296j,+29938.4+212481j
2016-03-04 14:00:00 PST,+8420.5+0.502922j,+0+0j,+667259-417633j,+0+0j,+0+0j,+0+0j,+667377-420870j,+4700.2+0.199924j,+0+0j,+662745-423025j,+0+0j,+0+0j,+283817-156858j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44170+22101.8j,+0+0j,+44155.8+22103.8j,+1.50875e-07+9.50611e-06j,+0+0j,+1.46555e-07+9.54843e-06j,+0+0j,+1.61402e-07+9.54377e-06j,+0+0j,+0+0j,+0+0j,+1.21949e-07+9.52725e-06j,+1.3027e-07+9.53108e-06j,+1.25194e-07+9.51156e-06j,+0+0j,+0+0j,+16073.9-21350.1j,+207197-168939j,+0+0j,+16070.7-21374.8j,+6210.49+0.500107j,+0+0j,+207021-169228j,+44242.8+22146.1j,+162602-191665j,+0+0j,+162513-191869j,+0+0j,+77645.9+55475j,+59710.3-209834j,+20366.3-210034j,+20242.3-210220j,+20102.2-210424j,+378801-271058j,+378789-271949j,+10739.8+2.25413j,+368028-272502j,+10740.4+0.980847j,+19669.4-21461.2j,+347624-252948j,+9820.94+0.955921j,-1.42823e-05+2.56997e-05j,+0+0j,+210296-417108j,+63487.5+212637j,+0+0j,+0+0j,+0+0j,+0+0j,+209186-418575j,+0+0j,+0+0j,+59321.6-230671j,+73123.3-100665j,+31304.1-231136j,+9.84231e-09-7.67263e-09j,+31249.2-231248j,+451.144-231713j,+249.237-232181j,+0+0j,+125.345-232442j,+0+0j,+68027.5-101214j,+0+0j,+36302.9-101550j,+18821-101737j,+17319+40.9471j,+0+0j,+17319+21.7792j,+0+0j,+17322+3.52215j,+10170.8+0.793354j,+33165+7.91838j,+33161.9+5.51375j,-3.84103e-06+1.20133e-05j,-3.83523e-06+1.20266e-05j,+0+0j,+29961.2+212246j,+0+0j,+0+0j,+48714.2+34.6526j,-18885.2+212037j,+24733.6+13.7693j,+0+0j,-19099.2+211837j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+239220-180426j,+675518-413528j,+378761-269249j,+274206-203209j,+30129.4+212437j
2016-03-04 15:00:00 PST,+8890.55+0.560788j,+0+0j,+711979-413455j,+0+0j,+0+0j,+0+0j,+712077-416899j,+4950.22+0.221896j,+0+0j,+707179-419190j,+0+0j,+0+0j,+301566-154536j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44109.6+22069.7j,+0+0j,+44093.5+22072.6j,+4.74281e-06-7.63072e-06j,+0+0j,+4.7765e-06-7.57393e-06j,+0+0j,+4.75635e-06-7.5725e-06j,+0+0j,+0+0j,+0+0j,+4.79944e-06-7.56209e-06j,+4.80371e-06-7.57185e-06j,+4.80335e-06-7.57945e-06j,+0+0j,+0+0j,+16387.2-21341.7j,+221698-168463j,+0+0j,+16383.9-21366.6j,+6550.55+0.557248j,+0+0j,+221506-168778j,+44167.5+22108.5j,+177147-191205j,+0+0j,+177048-191425j,+0+0j,+77503.6+55373.4j,+74441.5-209314j,+28890.8-209522j,+28767.5-209707j,+28625.7-209914j,+405435-269880j,+405417-270835j,+11349.8+2.50343j,+394042-271429j,+11350.5+1.09661j,+20190.3-21456.4j,+373047-252011j,+10371.1+1.06749j,-7.33221e-07+2.25849e-05j,+0+0j,+228278-416091j,+70981.1+212181j,+0+0j,+0+0j,+0+0j,+0+0j,+227136-417588j,+0+0j,+0+0j,+70605.3-229975j,+80020.3-100401j,+37026.1-230447j,+9.25727e-10-1.29822e-08j,+36971-230557j,+440.646-231017j,+247.135-231479j,+0+0j,+124.333-231740j,+0+0j,+74667.5-100985j,+0+0j,+37149.4-101341j,+18706.6-101530j,+18279.8+43.6672j,+0+0j,+18279.3+23.435j,+0+0j,+18282.2+3.9369j,+10740.9+0.887585j,+38408.9+14.3545j,+38405.2+9.89842j,-1.20741e-06+3.64311e-06j,-1.21717e-06+3.64897e-06j,+0+0j,+32208.1+211775j,+0+0j,+0+0j,+59471+51.6855j,-27388.3+211550j,+30130.2+20.4866j,+0+0j,-27609.4+211351j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+256958-178169j,+720727-409094j,+405387-267934j,+299723-202530j,+32378.4+211970j
2016-03-04 16:00:00 PST,+10670.8+0.807915j,+0+0j,+782234-406852j,+0+0j,+0+0j,+0+0j,+782340-410807j,+6050.33+0.331534j,+0+0j,+776343-413439j,+0+0j,+0+0j,+329204-150878j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44071.6+22047.7j,+0+0j,+44052.6+22052.1j,-9.3232e-06+1.15314e-05j,+0+0j,-9.33258e-06+1.1555e-05j,+0+0j,-9.38342e-06+1.15887e-05j,+0+0j,+0+0j,+0+0j,-9.37773e-06+1.15758e-05j,-9.40146e-06+1.15968e-05j,-9.40159e-06+1.15638e-05j,+0+0j,+0+0j,+17707.4-21348.6j,+243494-167696j,+0+0j,+17704.3-21374.6j,+7920.8+0.815672j,+0+0j,+243280-168064j,+44116.2+22082.8j,+198951-190518j,+0+0j,+198838-190771j,+0+0j,+77404.8+55302.8j,+96421.1-208593j,+40430.3-208823j,+40303.9-209014j,+40156.1-209235j,+446940-268595j,+446924-269705j,+13530+3.48811j,+433364-270395j,+13530.7+1.55854j,+22195.1-21475.4j,+410260-251244j,+12431.5+1.53443j,+2.63571e-05-1.00983e-05j,+0+0j,+258230-415325j,+78296.8+211639j,+0+0j,+0+0j,+0+0j,+0+0j,+257022-416882j,+0+0j,+0+0j,+87387.6-229413j,+93476.9-100137j,+45657.7-229901j,+3.06128e-09-3.05155e-09j,+45602-230011j,+426.629-230467j,+245.035-230923j,+0+0j,+123.426-231185j,+0+0j,+87004.5-100792j,+0+0j,+40666.7-101187j,+18500.5-101387j,+22002.5+54.2966j,+0+0j,+22000.6+29.7445j,+0+0j,+22003.2+5.70835j,+12871.3+1.2784j,+42331.7+20.0597j,+42328+13.8227j,+2.2806e-05-3.61727e-06j,+2.27959e-05-3.60586e-06j,+0+0j,+35586.1+211215j,+0+0j,+0+0j,+74319.8+80.8116j,-38855.7+210959j,+37631.6+32.0142j,+0+0j,-39093.2+210753j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+284528-174686j,+792751-401827j,+446859-266335j,+337066-202129j,+35763.9+211418j
2016-03-04 17:00:00 PST,+14421.5+1.47576j,+0+0j,+865027-399135j,+0+0j,+0+0j,+0+0j,+865179-403750j,+8300.62+0.624055j,+0+0j,+856954-406821j,+0+0j,+0+0j,+360989-146773j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44042.5+22030j,+0+0j,+44020.2+22036j,+2.90251e-06+5.05768e-06j,+0+0j,+2.88027e-06+5.03426e-06j,+0+0j,+2.89651e-06+5.04945e-06j,+0+0j,+0+0j,+0+0j,+2.90239e-06+5.06112e-06j,+2.89939e-06+5.05709e-06j,+2.84045e-06+5.06875e-06j,+0+0j,+0+0j,+20502.7-21357.3j,+267695-166739j,+0+0j,+20499.5-21385.9j,+10771.5+1.50992j,+0+0j,+267462-167170j,+44075.4+22062.3j,+223154-189669j,+0+0j,+223028-189963j,+0+0j,+77325.8+55246.4j,+120788-207732j,+52104.6-207992j,+51977.2-208191j,+51825.8-208426j,+495793-267100j,+495788-268404j,+18180.7+6.12918j,+477577-269216j,+18181.3+2.81397j,+26486.1-21495.8j,+450060-250375j,+16782.8+2.79753j,-8.35458e-06+9.06729e-07j,+0+0j,+294064-414412j,+82328.9+210964j,+0+0j,+0+0j,+0+0j,+0+0j,+292757-416068j,+0+0j,+0+0j,+104181-228854j,+112784-99768.8j,+54650.6-229364j,-8.80989e-09+2.57815e-09j,+54594.8-229474j,+406.342-229930j,+240.122-230383j,+0+0j,+121.265-230647j,+0+0j,+104021-100540j,+0+0j,+48242.6-100997j,+18266.2-101229j,+29809+79.0902j,+0+0j,+29804.2+44.6656j,+0+0j,+29805.8+10.493j,+17372.3+2.3368j,+45263.6+24.871j,+45260.3+17.1381j,+1.65096e-06+3.00696e-06j,+1.63775e-06+2.96369e-06j,+0+0j,+36672.5+210528j,+0+0j,+0+0j,+87029.7+111.124j,-50475.3+210244j,+44143.5+44.1209j,+0+0j,-50729+210032j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+316233-170825j,+879260-393219j,+495656-264448j,+377025-201673j,+36857.3+210736j
2016-03-04 18:00:00 PST,+17602.2+2.19931j,+0+0j,+946545-391104j,+0+0j,+0+0j,+0+0j,+946680-396289j,+10401+0.980571j,+0+0j,+936335-399741j,+0+0j,+0+0j,+392038-142717j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43968+21989.6j,+0+0j,+43942.7+21997.2j,+2.89908e-06+3.69419e-06j,+0+0j,+2.89495e-06+3.75009e-06j,+0+0j,+2.89959e-06+3.79165e-06j,+0+0j,+0+0j,+0+0j,+2.91264e-06+3.81684e-06j,+2.94231e-06+3.8555e-06j,+2.90438e-06+3.82372e-06j,+0+0j,+0+0j,+22974.2-21349.2j,+291720-165700j,+0+0j,+22970.9-21380.3j,+13292.3+2.30407j,+0+0j,+291464-166192j,+43982.9+22016.1j,+247226-188707j,+0+0j,+247085-189040j,+0+0j,+77150.9+55121.5j,+145107-206723j,+64965.9-207012j,+64839-207215j,+64686.5-207462j,+544061-264961j,+544054-266436j,+21961.5+8.83215j,+522052-267357j,+21961.8+4.11117j,+30094.6-21493.5j,+490770-248817j,+20444.1+4.15884j,+3.08792e-06+1.0892e-05j,+0+0j,+327641-412765j,+89472.5+210118j,+0+0j,+0+0j,+0+0j,+0+0j,+326229-414527j,+0+0j,+0+0j,+120343-227870j,+130451-99245.2j,+63250.8-228405j,+1.3057e-09+7.43535e-09j,+63194.9-228515j,+383.595-228969j,+233.89-229416j,+0+0j,+118.374-229682j,+0+0j,+119543-100139j,+0+0j,+54762-100661j,+18053.5-100924j,+36536.8+103.208j,+0+0j,+36528.7+59.6402j,+0+0j,+36528.8+15.7937j,+21153.4+3.48219j,+52280.1+38.3268j,+52276.1+26.281j,+7.62869e-06+2.42872e-07j,+7.62966e-06+2.21716e-07j,+0+0j,+36792.2+209664j,+0+0j,+0+0j,+99985.3+147.197j,-63301.7+209349j,+50737.7+58.4829j,+0+0j,-63570.3+209135j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+347221-166980j,+964003-384422j,+543892-261962j,+417855-200613j,+36981.6+209874j
2016-03-04 19:00:00 PST,+20312.9+2.92904j,+0+0j,+984344-387631j,+0+0j,+0+0j,+0+0j,+984514-393144j,+12251.3+1.36058j,+0+0j,+972335-396813j,+0+0j,+0+0j,+405951-140996j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43958.5+21983.6j,+0+0j,+43931.9+21991.8j,+6.60685e-06+1.71599e-06j,+0+0j,+6.62046e-06+1.77087e-06j,+0+0j,+6.63681e-06+1.836e-06j,+0+0j,+0+0j,+0+0j,+6.60772e-06+1.806e-06j,+6.59585e-06+1.82083e-06j,+6.56501e-06+1.80778e-06j,+0+0j,+0+0j,+25131.3-21351.2j,+301700-165214j,+0+0j,+25127.9-21384.8j,+15473.1+3.1233j,+0+0j,+301440-165735j,+43970.6+22009.9j,+257210-188274j,+0+0j,+257065-188627j,+0+0j,+77127.3+55104.8j,+155152-206294j,+69323.2-206599j,+69197.5-206805j,+69045.7-207058j,+566180-264239j,+566183-265807j,+25132.3+11.4686j,+541009-266787j,+25132.4+5.38413j,+33181.3-21499j,+506578-248383j,+23555.4+5.52236j,-8.43406e-06+1.42768e-05j,+0+0j,+344344-412238j,+88611.6+209744j,+0+0j,+0+0j,+0+0j,+0+0j,+342873-414066j,+0+0j,+0+0j,+126015-227628j,+141562-99004.7j,+66496.9-228172j,+2.54892e-09+6.91014e-09j,+66441.4-228282j,+371.36-228738j,+229.959-229185j,+0+0j,+116.592-229452j,+0+0j,+128768-99983.6j,+0+0j,+60430.7-100547j,+17950.5-100841j,+42304.3+125.637j,+0+0j,+42293.1+73.6464j,+0+0j,+42291.7+21.1576j,+24364.6+4.62754j,+52810.4+39.4884j,+52806.6+27.0788j,-8.54041e-06+7.30306e-06j,-8.54091e-06+7.28434e-06j,+0+0j,+35398.5+209293j,+0+0j,+0+0j,+102944+156.318j,-67652+208974j,+52321.4+62.2265j,+0+0j,-67926.4+208759j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+361103-165386j,+1.0045e+06-380481j,+565980-261056j,+433740-200348j,+35589.5+209502j
2016-03-04 20:00:00 PST,+20933.1+3.11005j,+0+0j,+965950-390003j,+0+0j,+0+0j,+0+0j,+966167-395415j,+12751.5+1.47328j,+0+0j,+953518-399016j,+0+0j,+0+0j,+398330-142198j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43998.9+22004.7j,+0+0j,+43973.2+22012.4j,+1.48078e-06-3.47404e-06j,+0+0j,+1.50158e-06-3.42926e-06j,+0+0j,+1.53625e-06-3.3834e-06j,+0+0j,+0+0j,+0+0j,+1.50942e-06-3.42894e-06j,+1.50328e-06-3.41645e-06j,+1.47361e-06-3.42539e-06j,+0+0j,+0+0j,+25681.9-21358.5j,+295019-165477j,+0+0j,+25678.5-21392.8j,+16013.3+3.34183j,+0+0j,+294771-165981j,+44020.6+22034.9j,+250505-188528j,+0+0j,+250367-188871j,+0+0j,+77221.6+55172j,+148340-206578j,+64808.2-206875j,+64683.8-207081j,+64533.9-207331j,+555060-265060j,+555073-266591j,+25792.5+12.0504j,+529245-267549j,+25792.5+5.66631j,+33893.5-21505.1j,+494158-249058j,+24255.8+5.85016j,+1.07115e-06+2.3056e-05j,+0+0j,+337574-412846j,+83013.3+209952j,+0+0j,+0+0j,+0+0j,+0+0j,+336125-414661j,+0+0j,+0+0j,+120141-228052j,+140585-99128.6j,+63594.9-228586j,-1.2198e-08-1.19586e-08j,+63540.1-228697j,+374.468-229155j,+230.075-229605j,+0+0j,+116.688-229874j,+0+0j,+127293-100102j,+0+0j,+61836.8-100659j,+17995-100963j,+43665.2+131.101j,+0+0j,+43653.9+76.884j,+0+0j,+43652.5+22.4778j,+25084.8+4.89689j,+49196.9+32.1514j,+49193.5+22.094j,+4.98197e-06+4.00664e-06j,+5.0161e-06+4.02326e-06j,+0+0j,+33416+209515j,+0+0j,+0+0j,+96465.4+137.232j,-63159.7+209217j,+49114+54.7394j,+0+0j,-63428.1+209006j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+353505-166556j,+986676-382962j,+554854-261950j,+421331-200827j,+33605.9+209722j
2016-03-04 21:00:00 PST,+19312.6+2.64611j,+0+0j,+892018-397772j,+0+0j,+0+0j,+0+0j,+892281-402677j,+11651.2+1.22888j,+0+0j,+880770-405940j,+0+0j,+0+0j,+369603-146102j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44087.2+22052j,+0+0j,+44064.5+22058.1j,-1.5974e-05+1.00592e-05j,+0+0j,-1.59932e-05+1.00239e-05j,+0+0j,-1.59945e-05+1.00446e-05j,+0+0j,+0+0j,+0+0j,-1.60134e-05+1.00743e-05j,-1.60345e-05+1.00631e-05j,-1.60158e-05+1.01064e-05j,+0+0j,+0+0j,+24425.8-21371j,+272013-166455j,+0+0j,+24422.5-21403.7j,+14712.8+2.81446j,+0+0j,+271792-166901j,+44130+22089.7j,+227442-189444j,+0+0j,+227321-189749j,+0+0j,+77428.2+55319.6j,+125005-207552j,+51633-207822j,+51509.2-208025j,+51361.8-208264j,+511140-267278j,+511162-268653j,+23892+10.37j,+487246-269511j,+23892.2+4.85451j,+32081.2-21511.6j,+454130-250724j,+22394.9+4.97666j,-2.2379e-05+3.07885e-05j,+0+0j,+308082-414536j,+72508.5+210749j,+0+0j,+0+0j,+0+0j,+0+0j,+306726-416263j,+0+0j,+0+0j,+103448-229113j,+127532-99610.3j,+55087.5-229624j,-1.44701e-08+3.44614e-09j,+55033.4-229735j,+392.993-230196j,+234.362-230655j,+0+0j,+118.725-230924j,+0+0j,+115377-100488j,+0+0j,+58578.8-100993j,+18186.3-101282j,+40218.9+117.173j,+0+0j,+40210.5+67.8097j,+0+0j,+40210.5+18.9987j,+23164.1+4.15488j,+40569.4+17.4076j,+40566.8+12.0702j,+4.26055e-06-1.09226e-06j,+4.26721e-06-1.1231e-06j,+0+0j,+31546.4+210338j,+0+0j,+0+0j,+81456.3+97.6161j,-50030+210075j,+41538.5+39.0058j,+0+0j,-50282.4+209870j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+324839-170279j,+911056-391393j,+510956-264487j,+381222-201971j,+31731.5+210539j
