case,month,profile,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
bc,may,peak,4.78,4.78,4.78,4.78,5.05,4.85,6.02,12.6,13.38,13.72,13.95,13.33,14.28,14.48,14.75,14.96,9.77,7.55,7.53,8.33,7.88,5.05,4.78,4.78
bc,may,week,4.55,4.55,4.55,4.55,4.2,4.43,5.43,11.01,11.1,11.18,11.24,10.76,11.42,11.54,11.68,11.81,7.42,5.72,5.64,6.95,7.14,4.8,4.55,4.55
bc,may,weekend,4.23,4.23,4.23,4.23,3.51,3.35,3.34,4.16,4.17,4.18,4.18,3.35,3.34,3.34,3.36,3.36,2.94,1.93,2.02,4.04,4.23,4.23,4.23,4.23
bc,november,peak,5.56,5.63,5.62,5.87,5.84,7.05,7.05,11.9,11.91,11.91,12.05,12.16,12.23,12.34,12.35,12.31,13.54,9.81,8.15,8.15,7.6,7.6,5.05,4.78
bc,november,week,4.54,4.54,4.54,4.54,4.57,5.02,6.34,6.01,10.91,10.91,10.91,10.87,10.53,11.01,10.99,10.97,11.25,8.88,7.6,7.53,7.1,6.76,4.75,4.54
bc,november,weekend,4.23,4.23,4.23,4.23,4.23,4.58,4.86,3.19,3.6,3.6,3.6,3.4,2.99,3.0,3.0,2.99,3.79,4.73,4.23,4.29,4.3,4.33,4.33,4.34
bc,october,peak,4.78,4.78,4.78,4.78,5.05,7.07,7.0,11.93,11.96,12.18,12.55,12.24,13.19,13.38,13.57,13.54,8.64,8.32,8.16,7.6,7.6,5.05,4.78,4.78
bc,october,week,4.54,4.54,4.54,4.54,4.79,6.61,5.9,10.91,10.91,10.94,11.02,10.56,11.22,11.34,11.39,11.38,7.06,7.08,7.6,7.1,7.1,4.79,4.54,4.54
bc,october,weekend,4.23,4.23,4.23,4.23,4.23,5.49,3.69,3.91,3.91,3.91,3.92,3.2,3.22,3.23,3.22,3.2,2.91,3.72,4.23,4.23,4.23,4.23,4.23,4.23
bc,september,peak,4.78,4.78,4.78,4.78,5.05,7.92,6.38,13.57,13.85,14.31,14.95,14.43,15.44,15.29,15.32,15.47,10.24,8.3,9.26,8.43,8.16,5.05,4.78,4.78
bc,september,week,4.52,4.52,4.52,4.52,4.77,5.9,5.39,11.07,11.33,11.55,11.87,11.31,12.11,12.21,12.27,12.43,7.88,6.05,7.57,7.22,7.15,4.77,4.52,4.52
bc,september,weekend,4.23,4.23,4.23,4.23,4.23,5.1,3.5,4.46,4.54,4.68,4.84,3.98,4.06,4.13,4.14,4.23,3.7,2.17,3.96,4.23,4.23,4.23,4.23,4.23
bci,april,peak,4.78,4.78,4.78,4.78,5.05,6.33,5.48,10.9,10.34,10.05,9.87,8.97,9.97,10.28,10.74,11.07,6.77,5.54,7.54,7.62,7.6,5.05,4.78,4.78
bci,april,week,4.54,4.54,4.54,4.54,4.8,5.34,5.18,10.13,9.4,8.79,8.5,7.78,8.53,8.79,9.16,9.66,5.92,4.97,6.57,7.22,7.22,4.8,4.54,4.54
bci,april,weekend,4.23,4.23,4.23,4.23,4.23,4.14,2.96,2.98,2.23,1.61,1.3,0.28,0.36,0.6,0.83,1.29,1.6,1.25,2.95,4.23,4.23,4.23,4.23,4.23
bci,august,peak,4.78,4.78,4.78,4.78,5.05,6.81,6.25,12.93,12.86,12.62,12.82,12.3,12.97,14.09,14.31,15.24,10.56,9.0,10.0,9.73,9.32,5.05,4.78,4.78
bci,august,week,4.57,4.57,4.57,4.57,4.83,5.17,5.29,10.94,10.67,10.41,10.32,9.82,10.82,11.37,11.87,12.64,8.47,7.32,7.58,8.28,8.03,4.83,4.57,4.57
bci,august,weekend,4.23,4.23,4.23,4.23,4.23,3.83,2.93,3.02,2.41,1.9,1.57,0.57,0.77,1.08,1.47,2.2,2.55,1.53,2.3,4.13,4.23,4.23,4.23,4.23
bci,december,peak,6.16,6.32,6.24,6.29,6.24,6.42,7.05,6.92,10.66,10.28,9.82,9.86,9.76,9.93,9.65,10.34,13.45,9.81,8.15,8.15,7.6,7.6,5.05,4.78
bci,december,week,4.59,4.58,4.59,4.6,4.65,4.97,6.64,6.1,9.66,9.27,8.69,8.58,8.49,8.56,8.34,9.17,12.21,9.08,7.59,7.59,7.09,7.09,4.78,4.54
bci,december,weekend,4.34,4.42,4.48,4.56,4.61,4.65,5.96,4.47,3.2,2.76,2.18,2.02,1.56,1.11,0.88,1.72,4.85,5.42,4.48,4.51,4.58,4.68,4.67,4.68
bci,february,peak,4.96,5.02,4.96,5.02,5.02,5.29,7.06,5.79,10.3,9.56,9.25,9.1,8.44,9.26,9.32,10.04,10.95,9.4,8.15,8.15,7.6,7.6,5.05,4.78
bci,february,week,4.53,4.53,4.54,4.54,4.54,4.81,6.43,5.04,9.2,8.47,8.1,7.78,7.27,7.79,8.07,8.49,9.45,8.1,7.55,7.55,7.05,7.05,4.76,4.51
bci,february,weekend,4.23,4.23,4.23,4.23,4.23,4.23,5.38,3.02,2.58,1.82,1.46,1.12,0.27,0.25,0.53,0.97,1.96,4.22,4.23,4.25,4.27,4.26,4.28,4.3
bci,january,peak,5.58,5.85,5.68,6.0,5.85,6.31,7.05,6.97,10.6,10.29,9.96,9.9,9.46,9.83,9.99,10.02,12.87,9.81,8.15,8.15,7.6,7.6,5.05,4.78
bci,january,week,4.55,4.55,4.59,4.65,4.69,4.98,6.6,6.32,9.6,9.3,8.96,8.79,8.33,8.61,8.78,8.86,11.12,9.09,7.6,7.6,7.1,7.1,4.79,4.54
bci,january,weekend,4.31,4.3,4.31,4.3,4.37,4.39,5.66,4.32,2.77,2.34,2.01,1.86,1.16,0.87,1.03,1.13,3.52,5.19,4.31,4.34,4.33,4.35,4.34,4.36
bci,july,peak,4.78,4.78,4.78,4.78,4.67,6.63,7.3,13.49,14.13,14.06,13.89,13.21,14.67,15.41,15.95,16.96,12.26,10.6,10.15,10.82,10.62,5.05,4.78,4.78
bci,july,week,4.52,4.52,4.52,4.52,4.06,4.92,5.33,10.94,10.74,10.42,10.44,9.82,10.88,11.34,11.8,12.51,8.54,7.16,7.02,7.67,8.14,4.77,4.52,4.52
bci,july,weekend,4.23,4.23,4.23,4.23,3.54,3.65,3.11,3.44,3.0,2.5,2.07,1.03,1.21,1.49,1.87,2.78,3.13,1.77,2.19,3.57,4.26,4.23,4.23,4.23
bci,june,peak,4.78,4.78,4.78,4.78,3.9,5.39,6.05,12.59,12.47,12.26,12.15,11.52,12.0,13.1,13.6,13.9,9.39,7.96,7.92,8.57,8.8,5.05,4.78,4.78
bci,june,week,4.56,4.56,4.56,4.56,3.72,4.66,5.21,10.65,10.23,9.91,9.8,9.11,9.96,10.54,10.95,11.7,7.53,6.28,6.4,6.98,7.64,4.82,4.56,4.56
bci,june,weekend,4.23,4.23,4.23,4.23,3.08,3.38,2.85,2.81,2.15,1.58,1.34,0.38,0.38,0.66,1.1,1.79,2.09,1.4,1.77,3.29,4.23,4.23,4.23,4.23
bci,march,peak,4.78,4.78,4.78,4.78,5.05,7.08,6.54,11.01,10.22,9.47,9.26,9.3,9.56,9.76,10.65,11.26,11.27,8.34,8.18,8.15,7.6,7.6,5.05,4.78
bci,march,week,4.57,4.57,4.57,4.57,4.74,5.97,5.64,8.38,9.65,8.9,8.55,8.1,8.15,8.69,9.06,9.54,7.21,6.04,7.65,7.44,7.27,5.61,4.65,4.57
bci,march,weekend,4.23,4.23,4.23,4.23,4.23,4.93,3.84,2.85,2.43,1.68,1.33,0.81,0.25,0.59,0.93,1.4,1.8,2.4,4.13,4.23,4.23,4.23,4.23,4.23
bci,may,peak,4.78,4.78,4.78,4.78,5.05,4.74,5.47,11.21,11.18,11.08,10.8,9.99,11.18,11.49,12.21,12.99,8.53,6.95,7.53,8.33,7.88,5.05,4.78,4.78
bci,may,week,4.55,4.55,4.55,4.55,4.2,4.33,4.89,9.62,8.9,8.53,8.09,7.42,8.32,8.55,9.14,9.84,6.18,5.12,5.64,6.95,7.14,4.8,4.55,4.55
bci,may,weekend,4.23,4.23,4.23,4.23,3.51,3.24,2.79,2.77,1.97,1.53,1.03,0.0,0.24,0.35,0.82,1.39,1.71,1.32,2.02,4.04,4.23,4.23,4.23,4.23
bci,november,peak,5.56,5.63,5.62,5.87,5.84,7.05,7.05,11.3,10.48,9.96,9.68,9.46,9.24,9.8,9.88,10.54,13.42,9.81,8.15,8.15,7.6,7.6,5.05,4.78
bci,november,week,4.54,4.54,4.54,4.54,4.57,5.02,6.34,5.41,9.48,8.96,8.55,8.17,7.54,8.46,8.52,9.2,11.13,8.88,7.6,7.53,7.1,6.76,4.75,4.54
bci,november,weekend,4.23,4.23,4.23,4.23,4.23,4.58,4.86,2.59,2.18,1.66,1.24,0.7,0.01,0.45,0.52,1.21,3.67,4.73,4.23,4.29,4.3,4.33,4.33,4.34
bci,october,peak,4.78,4.78,4.78,4.78,5.05,7.07,6.85,10.71,10.03,9.54,9.66,9.25,10.23,10.6,11.28,11.97,7.98,8.31,8.16,7.6,7.6,5.05,4.78,4.78
bci,october,week,4.54,4.54,4.54,4.54,4.79,6.61,5.74,9.69,8.98,8.3,8.13,7.57,8.25,8.55,9.1,9.81,6.4,7.06,7.6,7.1,7.1,4.79,4.54,4.54
bci,october,weekend,4.23,4.23,4.23,4.23,4.23,5.49,3.54,2.7,1.98,1.27,1.03,0.21,0.26,0.45,0.93,1.64,2.25,3.7,4.23,4.23,4.23,4.23,4.23,4.23
bci,september,peak,4.78,4.78,4.78,4.78,5.05,7.92,6.08,12.38,11.75,11.7,12.04,11.37,12.65,12.72,13.13,13.66,9.06,8.15,9.26,8.43,8.16,5.05,4.78,4.78
bci,september,week,4.52,4.52,4.52,4.52,4.77,5.9,5.08,9.88,9.23,8.94,8.95,8.25,9.33,9.64,10.08,10.62,6.69,5.89,7.57,7.22,7.15,4.77,4.52,4.52
bci,september,weekend,4.23,4.23,4.23,4.23,4.23,5.1,3.19,3.27,2.44,2.06,1.93,0.92,1.27,1.57,1.94,2.43,2.51,2.01,3.96,4.23,4.23,4.23,4.23,4.23
