,node,active_power_from,active_power_to,reactive_power_from,reactive_power_to,month,hour_of_day,day_of_month,daytype,timezone,line
24,WECClink50-57,0.94678169,-0.94629647,-0.67055897,0.66685796,january,4,1,weekday,,WECClink50-57
30,WECClink50-57,0.96805302,-0.96755394,-0.66836636,0.66480524,january,5,1,weekday,,WECClink50-57
36,WECClink50-57,1.0283307,-1.0277905,-0.66201566,0.65886868,january,6,1,weekday,,WECClink50-57
42,WECClink50-57,1.1200792,-1.1194716,-0.65172599,0.64925908,january,7,1,weekday,,WECClink50-57
48,WECClink50-57,1.0779236,-1.0773476,-0.65704778,0.65426278,january,8,1,weekday,,WECClink50-57
54,WECClink50-57,0.57318405,-0.57288995,-0.70298762,0.69734864,january,9,1,weekday,,WECClink50-57
60,WECClink50-57,0.25604236,-0.25583612,-0.71798316,0.7114414000000001,january,10,1,weekday,,WECClink50-57
66,WECClink50-57,-0.036386944,0.036571901000000004,-0.72248212,0.71570354,january,11,1,weekday,,WECClink50-57
72,WECClink50-57,-0.14224926,0.14244049,-0.72187842,0.71515351,january,12,1,weekday,,WECClink50-57
78,WECClink50-57,-0.12275668,0.12294616,-0.72200977,0.71526913,january,13,1,weekday,,WECClink50-57
84,WECClink50-57,-0.091045809,0.09123303,-0.72222003,0.71545949,january,14,1,weekday,,WECClink50-57
90,WECClink50-57,0.10072036,-0.10053259,-0.72131662,0.71457766,january,15,1,weekday,,WECClink50-57
96,WECClink50-57,0.4297072,-0.42946134,-0.71091107,0.70477906,january,16,1,weekday,,WECClink50-57
102,WECClink50-57,1.113142,-1.1125395,-0.65301892,0.65050037,january,17,1,weekday,,WECClink50-57
108,WECClink50-57,1.3823571000000001,-1.3815233999999998,-0.61720579,0.61701518,january,18,1,weekday,,WECClink50-57
114,WECClink50-57,1.4544618999999999,-1.4535572,-0.60643856,0.60696154,january,19,1,weekday,,WECClink50-57
120,WECClink50-57,1.4449426,-1.4440475,-0.60790024,0.60832684,january,20,1,weekday,,WECClink50-57
126,WECClink50-57,1.4142941,-1.4134295000000001,-0.61245092,0.61257145,january,21,1,weekday,,WECClink50-57
132,WECClink50-57,1.3284993999999999,-1.3277163,-0.62487566,0.62417687,january,22,1,weekday,,WECClink50-57
138,WECClink50-57,1.1970239,-1.1963552,-0.6423349,0.64048429,january,23,1,weekday,,WECClink50-57
144,WECClink50-57,1.0825048000000002,-1.0819256000000002,-0.65609411,0.65334167,january,0,3,weekend,,WECClink50-57
150,WECClink50-57,1.0071024,-1.006577,-0.66430298,0.66100726,january,1,3,weekend,,WECClink50-57
156,WECClink50-57,0.9764843000000001,-0.97597965,-0.66748228,0.66397747,january,2,3,weekend,,WECClink50-57
162,WECClink50-57,0.96664379,-0.96614568,-0.66845732,0.66488661,january,3,3,weekend,,WECClink50-57
168,WECClink50-57,0.96483943,-0.96434249,-0.66864262,0.66505993,january,4,3,weekend,,WECClink50-57
174,WECClink50-57,0.98633082,-0.98581961,-0.66640526,0.6629666999999999,january,5,3,weekend,,WECClink50-57
180,WECClink50-57,1.0484879999999999,-1.0479336,-0.65973507,0.656732,january,6,3,weekend,,WECClink50-57
186,WECClink50-57,1.1445147,-1.1438882,-0.6486884,0.64641214,january,7,3,weekend,,WECClink50-57
192,WECClink50-57,1.0947945,-1.0942059,-0.65506361,0.65240483,january,8,3,weekend,,WECClink50-57
198,WECClink50-57,0.56531002,-0.5650189999999999,-0.70333633,0.69766605,january,9,3,weekend,,WECClink50-57
204,WECClink50-57,0.24457415,-0.24436991,-0.71814658,0.71158399,january,10,3,weekend,,WECClink50-57
210,WECClink50-57,-0.05061849400000001,0.050803777,-0.72229982,0.71552338,january,11,3,weekend,,WECClink50-57
216,WECClink50-57,-0.15714203,0.15733464,-0.7215052,0.71479288,january,12,3,weekend,,WECClink50-57
222,WECClink50-57,-0.13572506,0.13591555,-0.72168219,0.71495062,january,13,3,weekend,,WECClink50-57
228,WECClink50-57,-0.11000906,0.11019744,-0.72189236,0.71514193,january,14,3,weekend,,WECClink50-57
234,WECClink50-57,0.07963427299999999,-0.07944785,-0.72142882,0.71467476,january,15,3,weekend,,WECClink50-57
240,WECClink50-57,0.41050494,-0.41026456,-0.71167321,0.70548514,january,16,3,weekend,,WECClink50-57
246,WECClink50-57,1.0978776000000001,-1.0972867,-0.65478284,0.65214775,january,17,3,weekend,,WECClink50-57
252,WECClink50-57,1.4121138,-1.4112513,-0.61276077,0.61285976,january,18,3,weekend,,WECClink50-57
258,WECClink50-57,1.4951328000000002,-1.4941864,-0.60000969,0.60095175,january,19,3,weekend,,WECClink50-57
264,WECClink50-57,1.4850832,-1.4841472,-0.60160016,0.60243747,january,20,3,weekend,,WECClink50-57
270,WECClink50-57,1.4546973,-1.4537924,-0.60624844,0.60677326,january,21,3,weekend,,WECClink50-57
276,WECClink50-57,1.3639765,-1.3631603,-0.61975605,0.61938923,january,22,3,weekend,,WECClink50-57
282,WECClink50-57,1.2281063,-1.2274117,-0.63835323,0.63676359,january,23,3,weekend,,WECClink50-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.7245265000000001,0.72498673,0.34109178,-0.36094286,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71507442,0.71552567,0.34283687,-0.36282719,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71263401,0.71308298,0.34333833,-0.36336465,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.7116869,0.71213498,0.34352765,-0.36356783,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.72011147,0.72056756,0.34214863,-0.36206657,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.7403483000000001,0.74082394,0.33840142,-0.35801703,january,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.77224954,0.77275726,0.33240137,-0.35152311,january,7,1,weekday,,WECClink54-57
48,WECClink54-57,-0.74516696,0.74564702,0.33626909,-0.35580086,january,8,1,weekday,,WECClink54-57
54,WECClink54-57,-0.49881099,0.49908753,0.36733916,-0.38995124,january,9,1,weekday,,WECClink54-57
60,WECClink54-57,-0.34996804,0.35016135,0.37904287,-0.40293782,january,10,1,weekday,,WECClink54-57
66,WECClink54-57,-0.20884601,0.2089869,0.38482272,-0.40954202,january,11,1,weekday,,WECClink54-57
72,WECClink54-57,-0.15466079,0.15478829,0.38563946,-0.41057494,january,12,1,weekday,,WECClink54-57
78,WECClink54-57,-0.16361008,0.1637395,0.38549067,-0.41039403,january,13,1,weekday,,WECClink54-57
84,WECClink54-57,-0.17785169,0.17798439,0.38523872,-0.41008764,january,14,1,weekday,,WECClink54-57
90,WECClink54-57,-0.27066969,0.27083027,0.38262742,-0.40703073,january,15,1,weekday,,WECClink54-57
96,WECClink54-57,-0.42760461,0.42783755,0.37331237,-0.39659044,january,16,1,weekday,,WECClink54-57
102,WECClink54-57,-0.74521543,0.74569511,0.33479527,-0.35431574,january,17,1,weekday,,WECClink54-57
108,WECClink54-57,-0.85159511,0.85218871,0.31433914,-0.33212186,january,18,1,weekday,,WECClink54-57
114,WECClink54-57,-0.87580647,0.87642826,0.30873542,-0.32608336,january,19,1,weekday,,WECClink54-57
120,WECClink54-57,-0.87356563,0.8741848,0.30939476,-0.32678470000000004,january,20,1,weekday,,WECClink54-57
126,WECClink54-57,-0.86410387,0.86471196,0.3116948,-0.32925675,january,21,1,weekday,,WECClink54-57
132,WECClink54-57,-0.83633078,0.83690714,0.31812315,-0.33617629,january,22,1,weekday,,WECClink54-57
138,WECClink54-57,-0.79316564,0.79369497,0.32748326,-0.34626384,january,23,1,weekday,,WECClink54-57
144,WECClink54-57,-0.75547512,0.75596565,0.33513794,-0.35451914,january,0,3,weekend,,WECClink54-57
150,WECClink54-57,-0.73231944,0.73278721,0.33977998,-0.35951596,january,1,3,weekend,,WECClink54-57
156,WECClink54-57,-0.72291551,0.72337427,0.34162094,-0.36149755,january,2,3,weekend,,WECClink54-57
162,WECClink54-57,-0.72130911,0.7217664,0.34210992,-0.3620116,january,3,3,weekend,,WECClink54-57
168,WECClink54-57,-0.72075514,0.7212119,0.34221748,-0.36212736,january,4,3,weekend,,WECClink54-57
174,WECClink54-57,-0.72881613,0.72928064,0.34083915,-0.36063026,january,5,3,weekend,,WECClink54-57
180,WECClink54-57,-0.74950548,0.74999024,0.33693357,-0.35641152,january,6,3,weekend,,WECClink54-57
186,WECClink54-57,-0.78386708,0.78438692,0.33045693,-0.34939619,january,7,3,weekend,,WECClink54-57
192,WECClink54-57,-0.75275503,0.75324268,0.33502272,-0.35443961,january,8,3,weekend,,WECClink54-57
198,WECClink54-57,-0.49746538,0.49774106,0.36756602,-0.3901928,january,9,3,weekend,,WECClink54-57
204,WECClink54-57,-0.3469322,0.34712413,0.37927311,-0.40319083,january,10,3,weekend,,WECClink54-57
210,WECClink54-57,-0.20505109,0.20519095,0.38495862,-0.40969606,january,11,3,weekend,,WECClink54-57
216,WECClink54-57,-0.14911736,0.14924369,0.38568724,-0.41064251,january,12,3,weekend,,WECClink54-57
222,WECClink54-57,-0.15930475,0.15943321,0.38553993,-0.41045972,january,13,3,weekend,,WECClink54-57
228,WECClink54-57,-0.17199499,0.17212632,0.38537062,-0.41024351,january,14,3,weekend,,WECClink54-57
234,WECClink54-57,-0.26432014,0.2644785,0.38297769,-0.40741806,january,15,3,weekend,,WECClink54-57
240,WECClink54-57,-0.42218774,0.42241769999999995,0.37389379,-0.39722018,january,16,3,weekend,,WECClink54-57
246,WECClink54-57,-0.74097093,0.74144645,0.33570259999999996,-0.35528881,january,17,3,weekend,,WECClink54-57
252,WECClink54-57,-0.86136,0.86196485,0.31203911,-0.32964792,january,18,3,weekend,,WECClink54-57
258,WECClink54-57,-0.88910136,0.889739,0.30548097,-0.32258392,january,19,3,weekend,,WECClink54-57
264,WECClink54-57,-0.88667323,0.88730797,0.30619741,-0.32334655,january,20,3,weekend,,WECClink54-57
270,WECClink54-57,-0.87737247,0.87799613,0.30851608,-0.32583732,january,21,3,weekend,,WECClink54-57
276,WECClink54-57,-0.84818465,0.8487744,0.31542691,-0.33327314,january,22,3,weekend,,WECClink54-57
282,WECClink54-57,-0.80281999,0.80335958,0.32535865,-0.34397968,january,23,3,weekend,,WECClink54-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.7245265000000001,0.72498673,0.34109178,-0.36094286,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71507442,0.71552567,0.34283687,-0.36282719,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71263401,0.71308298,0.34333833,-0.36336465,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.7116869,0.71213498,0.34352765,-0.36356783,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.72011147,0.72056756,0.34214863,-0.36206657,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.7403483000000001,0.74082394,0.33840142,-0.35801703,january,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.77224954,0.77275726,0.33240137,-0.35152311,january,7,1,weekday,,WECClink54-57
