,node,voltage_magnitude,voltage_angle,active_power,reactive_power,month,hour_of_day,day_of_month,daytype,timezone
120,WECCbus157,1.0256558,-0.85878901,3.3460966,-0.24036493,january,20,1,weekday,
126,WECCbus157,1.0260451,-0.85396377,3.3082377999999997,-0.24266618,january,21,1,weekday,
132,WECCbus157,1.0270972,-0.84064096,3.2041972000000003,-0.24874887,january,22,1,weekday,
138,WECCbus157,1.0286222,-0.82021878,3.0449522,-0.25635285,january,23,1,weekday,
144,WECCbus157,1.0298838,-0.80226949,2.9047702999999996,-0.26155014,january,0,3,weekend,
150,WECCbus157,1.0306773,-0.79037311,2.811761,-0.26414893,january,1,3,weekend,
156,WECCbus157,1.030979,-0.78568659,2.7755303,-0.26497926,january,2,3,weekend,
162,WECCbus157,1.0310711,-0.78423425,2.764422,-0.26521721,january,3,3,weekend,
168,WECCbus157,1.0310898000000002,-0.78394338,2.7621331000000002,-0.2652676,january,4,3,weekend,
174,WECCbus157,1.0308685,-0.78736861,2.7889547,-0.26464228,january,5,3,weekend,
180,WECCbus157,1.0302248,-0.79713415,2.86515,-0.26261423,january,6,3,weekend,
186,WECCbus157,1.0291076,-0.81318746,2.9930347999999998,-0.25828764,january,7,3,weekend,
192,WECCbus157,1.0292887,-0.8096826,2.9774167,-0.258388,january,8,3,weekend,
198,WECCbus157,1.0335222,-0.73899842,2.4634158,-0.26624047,january,9,3,weekend,
204,WECCbus157,1.0356291,-0.69556743,2.1486243,-0.26205854,january,10,3,weekend,
210,WECCbus157,1.0371944,-0.65659194,1.8718255000000001,-0.25252792,january,11,3,weekend,
216,WECCbus157,1.0376854,-0.64265262,1.7739843000000002,-0.24794143,january,12,3,weekend,
222,WECCbus157,1.0376111,-0.6449369,1.7882363000000001,-0.24872472,january,13,3,weekend,
228,WECCbus157,1.0374972,-0.64823183,1.8111356,-0.24983151,january,14,3,weekend,
234,WECCbus157,1.0365857,-0.67281617,1.9835747,-0.25711828,january,15,3,weekend,
240,WECCbus157,1.0346962,-0.71619118,2.2918943,-0.26505129,january,16,3,weekend,
246,WECCbus157,1.0295698,-0.80640448,2.9420856,-0.26000957,january,17,3,weekend,
252,WECCbus157,1.0261323,-0.8529940999999999,3.2990517,-0.24324829999999997,january,18,3,weekend,
258,WECCbus157,1.0250226999999998,-0.86643029,3.4054800000000003,-0.23625805,january,19,3,weekend,
264,WECCbus157,1.0251333,-0.86507452,3.395393,-0.23696838,january,20,3,weekend,
270,WECCbus157,1.02554,-0.86016252,3.3564991,-0.23950592,january,21,3,weekend,
276,WECCbus157,1.0266708,-0.84609723,3.2466675,-0.24631313,january,22,3,weekend,
282,WECCbus157,1.0282946,-0.82477231,3.0797211,-0.25486653,january,23,3,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,january,0,1,weekday,
6,WECCbus54,1.0157425,-1.7283721,2.4019726,-0.14055491,january,1,1,weekday,
12,WECCbus54,1.0160075000000002,-1.7240830000000003,2.3699898,-0.1419373,january,2,1,weekday,
18,WECCbus54,1.0160874,-1.7227871,2.3611597,-0.14230014,january,3,1,weekday,
24,WECCbus54,1.0161166,-1.7223651999999998,2.3578316000000004,-0.14244366,january,4,1,weekday,
30,WECCbus54,1.0159183,-1.7255167000000002,2.3845441000000003,-0.14127422,january,5,1,weekday,
36,WECCbus54,1.0153557,-1.7344656000000003,2.4524614,-0.13817433,january,6,1,weekday,
42,WECCbus54,1.0144749,-1.7484056000000001,2.5580814999999997,-0.13274561,january,7,1,weekday,
48,WECCbus54,1.0149222,-1.7429563999999997,2.4828843999999997,-0.13715692,january,8,1,weekday,
54,WECCbus54,1.0194524999999999,-1.6696813999999998,1.7491613999999998,-0.15907026,january,9,1,weekday,
60,WECCbus54,1.0217565999999998,-1.6230347,1.3000543,-0.15488208,january,10,1,weekday,
66,WECCbus54,1.0235284,-1.579669,0.87714813,-0.13923983,january,11,1,weekday,
72,WECCbus54,1.024087,-1.5638615,0.71732474,-0.13053999,january,12,1,weekday,
78,WECCbus54,1.0239855,-1.5666214,0.74459012,-0.13213439,january,13,1,weekday,
84,WECCbus54,1.0238208,-1.5713061000000001,0.78823001,-0.13467538,january,14,1,weekday,
90,WECCbus54,1.0227368000000001,-1.5996138,1.0662954,-0.14768852,january,15,1,weekday,
96,WECCbus54,1.020541,-1.6479636999999998,1.5379127000000001,-0.15870967,january,16,1,weekday,
102,WECCbus54,1.0145961,-1.7469903000000002,2.4976192000000004,-0.13662073,january,17,1,weekday,
108,WECCbus54,1.0117829,-1.7864508000000001,2.8347037999999998,-0.11448552,january,18,1,weekday,
114,WECCbus54,1.0109921,-1.7971872,2.9157349,-0.10798157,january,19,1,weekday,
120,WECCbus54,1.0110963,-1.7958526000000001,2.9070644,-0.10869656,january,20,1,weekday,
126,WECCbus54,1.0114306999999998,-1.791349,2.8743828,-0.11129551,january,21,1,weekday,
132,WECCbus54,1.0123555,-1.778759,2.7801158999999998,-0.11848704,january,22,1,weekday,
138,WECCbus54,1.0137154000000002,-1.7593991000000002,2.6342742,-0.12823884,january,23,1,weekday,
144,WECCbus54,1.0148457,-1.7424428,2.506961,-0.13550317,january,0,3,weekend,
150,WECCbus54,1.0155565999999998,-1.7312521,2.4266315,-0.13937841,january,1,3,weekend,
156,WECCbus54,1.0158397,-1.7267384999999997,2.3939937000000002,-0.14083528,january,2,3,weekend,
162,WECCbus54,1.0159272,-1.7253201,2.3865187999999997,-0.14111823,january,3,3,weekend,
168,WECCbus54,1.0159437,-1.7250503000000001,2.3845963,-0.14120284,january,4,3,weekend,
174,WECCbus54,1.0157432,-1.7282733000000001,2.4106139,-0.14003144,january,5,3,weekend,
180,WECCbus54,1.0151588,-1.7375144,2.4802574,-0.13672405,january,6,3,weekend,
186,WECCbus54,1.0142248999999999,-1.7520405,2.5928736,-0.13062699,january,7,3,weekend,
192,WECCbus54,1.0147549,-1.7455526999999997,2.505973,-0.1358865,january,8,3,weekend,
198,WECCbus54,1.0195075,-1.6685294999999998,1.7430312,-0.15888031,january,9,3,weekend,
204,WECCbus54,1.0218246,-1.6212512,1.2888245,-0.15433837,january,10,3,weekend,
210,WECCbus54,1.023599,-1.5775783,0.86310609,-0.13818442,january,11,3,weekend,
216,WECCbus54,1.0241557,-1.5616917,0.6992605,-0.12916262,january,12,3,weekend,
222,WECCbus54,1.0240451,-1.5647408999999999,0.72997355,-0.13096010000000002,january,13,3,weekend,
228,WECCbus54,1.0239121999999998,-1.5685475,0.76780023,-0.13313077,january,14,3,weekend,
234,WECCbus54,1.0228556,-1.5965935,1.0439440999999998,-0.14646574,january,15,3,weekend,
240,WECCbus54,1.020673,-1.6452537,1.5183722,-0.15823924,january,16,3,weekend,
246,WECCbus54,1.0147433000000001,-1.7448878,2.4822813999999997,-0.13734027,january,17,3,weekend,
252,WECCbus54,1.0114573,-1.7908422999999998,2.8676703,-0.11181727,january,18,3,weekend,
258,WECCbus54,1.0105341,-1.8031475,2.9606665,-0.10405576,january,19,3,weekend,
264,WECCbus54,1.010646,-1.8017404,2.9513825000000002,-0.10485821,january,20,3,weekend,
270,WECCbus54,1.0109823,-1.7972495,2.919165,-0.1075422,january,21,3,weekend,
276,WECCbus54,1.0119737,-1.7839578,2.819891,-0.11543934,january,22,3,weekend,
282,WECCbus54,1.0134001,-1.7639046999999999,2.6676014,-0.12612986,january,23,3,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,january,0,1,weekday,
6,WECCbus57,1.0127163000000001,-1.7209011000000003,2.1723485,-0.18041335,january,1,1,weekday,
12,WECCbus57,1.0129569,-1.7167086999999999,2.1367443,-0.18203945,january,2,1,weekday,
18,WECCbus57,1.0130299999999999,-1.7154378000000001,2.1249256,-0.18258270000000001,january,3,1,weekday,
24,WECCbus57,1.0130567,-1.7150256000000001,2.1208305,-0.18277688,january,4,1,weekday,
30,WECCbus57,1.0128784,-1.7180915,2.1442607999999996,-0.18175038,january,5,1,weekday,
36,WECCbus57,1.0123681999999998,-1.7268333999999999,2.2179166,-0.17820111,january,6,1,weekday,
42,WECCbus57,1.0115712,-1.7404463,2.3277514,-0.17235161,january,7,1,weekday,
48,WECCbus57,1.011959,-1.7352712,2.3022327000000002,-0.17358836,january,8,1,weekday,
54,WECCbus57,1.0159965,-1.6644768,1.8384884999999997,-0.19003602,january,9,1,weekday,
60,WECCbus57,1.0180773,-1.6193108,1.5334791,-0.19224564,january,10,1,weekday,
66,WECCbus57,1.0196922,-1.5773393999999998,1.2588427,-0.18815655,january,11,1,weekday,
72,WECCbus57,1.0202048000000001,-1.5620653999999998,1.1653443,-0.18534908,january,12,1,weekday,
78,WECCbus57,1.020111,-1.5647372,1.18462,-0.18587515,january,13,1,weekday,
84,WECCbus57,1.0199585999999998,-1.5692817,1.2166123,-0.18675963,january,14,1,weekday,
90,WECCbus57,1.0189655999999998,-1.5966742,1.3964149,-0.1905888,january,15,1,weekday,
96,WECCbus57,1.0169739,-1.6434687,1.7083827,-0.19154448,january,16,1,weekday,
102,WECCbus57,1.0116469000000001,-1.7393009,2.3687925,-0.1691841,january,17,1,weekday,
108,WECCbus57,1.0091191,-1.7776672999999998,2.6648264,-0.14808662,january,18,1,weekday,
114,WECCbus57,1.0084030000000002,-1.7881512,2.7525396,-0.14052954,january,19,1,weekday,
120,WECCbus57,1.0084989,-1.7868404999999998,2.7390512000000005,-0.14179238,january,20,1,weekday,
126,WECCbus57,1.0088031,-1.7824360000000001,2.7001075,-0.14513854,january,21,1,weekday,
132,WECCbus57,1.0096424000000002,-1.7701354,2.5936212000000003,-0.15397218,january,22,1,weekday,
138,WECCbus57,1.0108761999999998,-1.7512226999999998,2.4314569,-0.16568977,january,23,1,weekday,
144,WECCbus57,1.0119018,-1.7346544999999998,2.2902125,-0.17435787,january,0,3,weekend,
150,WECCbus57,1.0125494000000002,-1.7237017,2.1937881,-0.17939789,january,1,3,weekend,
156,WECCbus57,1.0128072,-1.7192845,2.1546175,-0.18126414,january,2,3,weekend,
162,WECCbus57,1.0128886000000001,-1.7178830000000003,2.1391885,-0.18202184,january,3,3,weekend,
168,WECCbus57,1.0129037,-1.7176189,2.1368793,-0.18213052,january,4,3,weekend,
174,WECCbus57,1.0127229,-1.7207598000000002,2.1614516,-0.18101687,january,5,3,weekend,
180,WECCbus57,1.0121929,-1.729789,2.2377466,-0.17722456,january,6,3,weekend,
186,WECCbus57,1.0113495000000001,-1.7439628,2.350722,-0.17103324,january,7,3,weekend,
192,WECCbus57,1.0118098,-1.7377903000000001,2.3189731,-0.17267159,january,8,3,weekend,
198,WECCbus57,1.0160483,-1.6633386000000003,1.8262155,-0.19019022,january,9,3,weekend,
204,WECCbus57,1.0181409,-1.6175576,1.5177131000000001,-0.19205014,january,10,3,weekend,
210,WECCbus57,1.0197589,-1.5752861999999999,1.2392864,-0.18754404,january,11,3,weekend,
216,WECCbus57,1.0202692,-1.5599501,1.1480042,-0.18456313,january,12,3,weekend,
222,WECCbus57,1.0201672,-1.5628991,1.1684776000000001,-0.18516849,january,13,3,weekend,
228,WECCbus57,1.0200448,-1.5665809,1.1921438,-0.18589257,january,14,3,weekend,
234,WECCbus57,1.0190765,-1.5937168,1.3689376,-0.1900662,january,15,3,weekend,
240,WECCbus57,1.0170964,-1.6408129,1.6827092000000001,-0.19170763,january,16,3,weekend,
246,WECCbus57,1.0117819,-1.7372421999999998,2.3483992000000002,-0.1704661,january,17,3,weekend,
252,WECCbus57,1.008824,-1.781957,2.7014811,-0.14491951,january,18,3,weekend,
258,WECCbus57,1.0079878,-1.7939721999999998,2.8026988999999998,-0.13579944,january,19,3,weekend,
264,WECCbus57,1.0080907,-1.792591,2.7885899,-0.13717385,january,20,3,weekend,
270,WECCbus57,1.0083966999999998,-1.7881977999999998,2.7498357,-0.14065774,january,21,3,weekend,
276,WECCbus57,1.0092966,-1.775211,2.63692,-0.15042511,january,22,3,weekend,
282,WECCbus57,1.0105894,-1.7556283,2.4709144,-0.16297805,january,23,3,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,february,0,5,weekday,
6,WECCbus157,1.0309263000000002,-0.78646281,2.7822709,-0.26482466,february,1,5,weekday,
12,WECCbus157,1.0312135,-0.78194325,2.7473604,-0.26555733,february,2,5,weekday,
18,WECCbus157,1.0313084000000001,-0.78045737,2.7356122000000003,-0.26580252,february,3,5,weekday,
24,WECCbus157,1.0313248,-0.78013534,2.7338928,-0.26580167,february,4,5,weekday,
30,WECCbus157,1.0311236,-0.78331419,2.7585298,-0.26529394,february,5,5,weekday,
36,WECCbus157,1.0304924000000002,-0.79299608,2.8344577,-0.26342859999999996,february,6,5,weekday,
42,WECCbus157,1.0295473,-0.80649227,2.9461333,-0.25980201,february,7,5,weekday,
48,WECCbus157,1.0305985,-0.79016678,2.8281471000000002,-0.26297434,february,8,5,weekday,
54,WECCbus157,1.0336052,-0.73756119,2.4524839,-0.26642072,february,9,5,weekday,
60,WECCbus157,1.0359030999999999,-0.68933119,2.1050619999999998,-0.26111225,february,10,5,weekday,
66,WECCbus157,1.036508,-0.67482446,2.0001297,-0.25790343,february,11,5,weekday,
72,WECCbus157,1.0371801999999999,-0.65723582,1.876555,-0.25307299,february,12,5,weekday,
78,WECCbus157,1.037045,-0.66095516,1.9017096000000002,-0.25417861,february,13,5,weekday,
84,WECCbus157,1.0371456000000001,-0.65823803,1.8828532999999998,-0.25339223,february,14,5,weekday,
90,WECCbus157,1.0364014000000001,-0.67754261,2.0187195,-0.25859651,february,15,5,weekday,
96,WECCbus157,1.0345772,-0.71868778,2.3112783,-0.26549268,february,16,5,weekday,
102,WECCbus157,1.0317292,-0.77138457,2.6950261,-0.2652677,february,17,5,weekday,
108,WECCbus157,1.0271848,-0.83985038,3.1933147999999996,-0.24942638,february,18,5,weekday,
114,WECCbus157,1.0259181999999998,-0.85556561,3.3203451,-0.24191342,february,19,5,weekday,
120,WECCbus157,1.0257379999999998,-0.85775107,3.33819,-0.24082898,february,20,5,weekday,
126,WECCbus157,1.0259747,-0.85475519,3.3153669999999997,-0.24217059,february,21,5,weekday,
132,WECCbus157,1.0270982,-0.84061452,3.2040995999999997,-0.2487364,february,22,5,weekday,
138,WECCbus157,1.0286499,-0.81976283,3.0422562,-0.25642170000000003,february,23,5,weekday,
144,WECCbus157,1.0299129999999999,-0.80179558,2.9016043,-0.26162236,february,0,6,weekend,
150,WECCbus157,1.0307312,-0.7895205,2.8054516,-0.2642897,february,1,6,weekend,
156,WECCbus157,1.0310433,-0.7847109999999999,2.7676003,-0.26517187,february,2,6,weekend,
162,WECCbus157,1.0311359,-0.78318324,2.7567049999999997,-0.26536416,february,3,6,weekend,
168,WECCbus157,1.0311578000000001,-0.78283962,2.7540283,-0.26542065,february,4,6,weekend,
174,WECCbus157,1.030935,-0.78627559,2.7812713,-0.26478848,february,5,6,weekend,
180,WECCbus157,1.0302594999999999,-0.79649149,2.8617246,-0.26264693,february,6,6,weekend,
186,WECCbus157,1.029234,-0.81086452,2.9815932999999997,-0.25844679,february,7,6,weekend,
192,WECCbus157,1.0303911000000001,-0.79328267,2.8526142000000005,-0.26227954,february,8,6,weekend,
198,WECCbus157,1.0336353999999999,-0.73688816,2.4476921000000003,-0.26623218,february,9,6,weekend,
204,WECCbus157,1.0359483,-0.68813296,2.0964752,-0.26065785,february,10,6,weekend,
210,WECCbus157,1.0365506,-0.67356628,1.9913063999999998,-0.25733273,february,11,6,weekend,
216,WECCbus157,1.0372086999999999,-0.65619375,1.8698587,-0.25246645,february,12,6,weekend,
222,WECCbus157,1.0370615,-0.66022488,1.8975697,-0.25366855,february,13,6,weekend,
228,WECCbus157,1.0371838,-0.65691059,1.874168,-0.25266963,february,14,6,weekend,
234,WECCbus157,1.0364424,-0.67625165,2.0107167,-0.25799488,february,15,6,weekend,
240,WECCbus157,1.0346027,-0.71789549,2.307553,-0.26515109,february,16,6,weekend,
246,WECCbus157,1.0317129,-0.77140572,2.6977311,-0.26501347,february,17,6,weekend,
252,WECCbus157,1.0267594,-0.84533847,3.2357647999999997,-0.24703971,february,18,6,weekend,
258,WECCbus157,1.0253306,-0.86276361,3.3759648999999996,-0.23820998,february,19,6,weekend,
264,WECCbus157,1.0251610999999998,-0.86484411,3.3921582999999997,-0.23720585,february,20,6,weekend,
270,WECCbus157,1.0254189,-0.86164418,3.3679193,-0.23874435,february,21,6,weekend,
276,WECCbus157,1.0266136000000001,-0.84687717,3.2520755,-0.24602089,february,22,6,weekend,
282,WECCbus157,1.0282753,-0.82503788,3.0817331,-0.25477311,february,23,6,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,february,0,5,weekday,
6,WECCbus54,1.0158224,-1.7272378000000002,2.3832543999999998,-0.14153202,february,1,5,weekday,
12,WECCbus54,1.0160935,-1.7228743999999998,2.3507724999999997,-0.142897,february,2,5,weekday,
18,WECCbus54,1.0161753,-1.7215126,2.3415069,-0.14326307,february,3,5,weekday,
24,WECCbus54,1.0162105,-1.7210083999999999,2.3386372000000004,-0.14336609,february,4,5,weekday,
30,WECCbus54,1.0160211,-1.7240659999999999,2.3637278999999998,-0.14231282,february,5,5,weekday,
36,WECCbus54,1.0154579,-1.7331296999999999,2.4327786,-0.13925746,february,6,5,weekday,
42,WECCbus54,1.0147874,-1.7442552,2.5158923,-0.13518252,february,7,5,weekday,
48,WECCbus54,1.0160323,-1.7261428,2.3138454,-0.14537274,february,8,5,weekday,
54,WECCbus54,1.0195893,-1.6670596000000002,1.7225432,-0.15920914,february,9,5,weekday,
60,WECCbus54,1.0221523000000001,-1.6140286,1.2123355,-0.15257936,february,10,5,weekday,
66,WECCbus54,1.0228058,-1.5982584,1.062798,-0.14739714,february,11,5,weekday,
72,WECCbus54,1.0235822,-1.5782178999999998,0.86283819,-0.13853779,february,12,5,weekday,
78,WECCbus54,1.0234115,-1.5827073999999999,0.90990923,-0.14079468,february,13,5,weekday,
84,WECCbus54,1.0235309000000001,-1.5795636999999998,0.88104594,-0.13935963,february,14,5,weekday,
90,WECCbus54,1.0226714,-1.6015035,1.0994294,-0.14868905,february,15,5,weekday,
96,WECCbus54,1.0205648,-1.6476747999999999,1.5526195,-0.15857639,february,16,5,weekday,
102,WECCbus54,1.0174204,-1.7046997,2.0854771,-0.15367408,february,17,5,weekday,
108,WECCbus54,1.0122778000000001,-1.7792731,2.7933592999999997,-0.11745105,february,18,5,weekday,
114,WECCbus54,1.0113048,-1.7929781000000002,2.8893842,-0.11010332,february,19,5,weekday,
120,WECCbus54,1.0111722,-1.7948343999999998,2.9025196,-0.10904154,february,20,5,weekday,
126,WECCbus54,1.0114003,-1.7918509999999999,2.8781812,-0.11099317,february,21,5,weekday,
132,WECCbus54,1.0123625,-1.7786964,2.7771936000000004,-0.11873009,february,22,5,weekday,
138,WECCbus54,1.0137714,-1.7587213,2.6231603999999997,-0.12899845,february,23,5,weekday,
144,WECCbus54,1.0148937,-1.7418278000000003,2.4948837999999998,-0.13622961,february,0,6,weekend,
150,WECCbus54,1.0156222,-1.7303244999999998,2.4114602,-0.14019968,february,1,6,weekend,
156,WECCbus54,1.0158966,-1.7258657,2.3795604999999997,-0.14158047,february,2,6,weekend,
162,WECCbus54,1.0160084999999999,-1.7241581999999998,2.3668788,-0.14212392,february,3,6,weekend,
168,WECCbus54,1.0160291,-1.7238299,2.3638775,-0.14226037,february,4,6,weekend,
174,WECCbus54,1.0158374,-1.7269713,2.3880876,-0.14122488,february,5,6,weekend,
180,WECCbus54,1.0152453000000001,-1.7364477999999999,2.4597819,-0.13792047,february,6,6,weekend,
186,WECCbus54,1.0145465,-1.7480488999999997,2.5449235,-0.13358751,february,7,6,weekend,
192,WECCbus54,1.0158497,-1.7290645,2.3394823,-0.14425079999999998,february,8,6,weekend,
198,WECCbus54,1.0196235,-1.6663305,1.7205321,-0.15899746,february,9,6,weekend,
204,WECCbus54,1.0222033000000001,-1.6127277,1.2034457,-0.15208477,february,10,6,weekend,
210,WECCbus54,1.0228575999999998,-1.5968453,1.0524708,-0.14674268,february,11,6,weekend,
216,WECCbus54,1.0236266,-1.5768902,0.85026078,-0.13767659,february,12,6,weekend,
222,WECCbus54,1.0234484000000001,-1.5816351,0.89816779,-0.14003687,february,13,6,weekend,
228,WECCbus54,1.0235866,-1.5779011,0.86313245,-0.13824784,february,14,6,weekend,
234,WECCbus54,1.0227401,-1.5997593,1.0784409,-0.14776941,february,15,6,weekend,
240,WECCbus54,1.0206386,-1.64628,1.5320963,-0.15834931,february,16,6,weekend,
246,WECCbus54,1.0174742,-1.7040359,2.0700665000000003,-0.15408196,february,17,6,weekend,
252,WECCbus54,1.0118909,-1.7845508999999997,2.8282896,-0.11478631,february,18,6,weekend,
258,WECCbus54,1.0107709,-1.7999321,2.9402892999999994,-0.10577162,february,19,6,weekend,
264,WECCbus54,1.0106186,-1.8019139,2.9566491000000004,-0.10436844,february,20,6,weekend,
270,WECCbus54,1.0108706,-1.7986924,2.9308802000000003,-0.10654775,february,21,6,weekend,
276,WECCbus54,1.0119018,-1.7848712,2.8264972000000004,-0.1149386,february,22,6,weekend,
282,WECCbus54,1.0133818,-1.7641689999999999,2.6688652999999998,-0.12605493,february,23,6,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,february,0,5,weekday,
6,WECCbus57,1.0127825000000001,-1.7198404999999999,2.1730019,-0.18025988,february,1,5,weekday,
12,WECCbus57,1.0130289000000001,-1.7155745999999998,2.1361275,-0.1819498,february,2,5,weekday,
18,WECCbus57,1.0131038,-1.7142394,2.1241127,-0.18249298,february,3,5,weekday,
24,WECCbus57,1.0131367,-1.7137413000000001,2.1177603,-0.18280066,february,4,5,weekday,
30,WECCbus57,1.0129659,-1.7167194,2.1409905,-0.18179057,february,5,5,weekday,
36,WECCbus57,1.0124554000000001,-1.7255715,2.2143083,-0.17829796,february,6,5,weekday,
42,WECCbus57,1.0118495,-1.7364369,2.2971869,-0.17408132,february,7,5,weekday,
48,WECCbus57,1.0129416,-1.7190394,2.2025856,-0.17838585,february,8,5,weekday,
54,WECCbus57,1.0161185,-1.661946,1.8238368000000003,-0.19024688,february,9,5,weekday,
60,WECCbus57,1.0184363,-1.6105948,1.4765582,-0.19185891,february,10,5,weekday,
66,WECCbus57,1.0190323000000001,-1.595313,1.3735473999999999,-0.19061169,february,11,5,weekday,
72,WECCbus57,1.0197415,-1.5759356000000002,1.2498348999999997,-0.18793932,february,12,5,weekday,
78,WECCbus57,1.0195857,-1.5802669,1.2761993999999999,-0.18862386,february,13,5,weekday,
84,WECCbus57,1.0196957,-1.577215,1.2538818,-0.18816465,february,14,5,weekday,
90,WECCbus57,1.0189112,-1.5984311000000002,1.3897883999999998,-0.19097529,february,15,5,weekday,
96,WECCbus57,1.0170037,-1.6431036,1.684866,-0.19221165,february,16,5,weekday,
102,WECCbus57,1.0141708,-1.6983849999999998,2.0770511000000003,-0.1833013,february,17,5,weekday,
108,WECCbus57,1.0095764,-1.7705988999999998,2.5954045,-0.15377435,february,18,5,weekday,
114,WECCbus57,1.0086906999999998,-1.7840146000000001,2.7115581000000004,-0.14417653,february,19,5,weekday,
120,WECCbus57,1.0085704,-1.7858307,2.7268511,-0.14288783,february,20,5,weekday,
126,WECCbus57,1.0087760000000001,-1.782925,2.702834,-0.14491875,february,21,5,weekday,
132,WECCbus57,1.009647,-1.7700859,2.5955249,-0.15380102,february,22,5,weekday,
138,WECCbus57,1.0109231,-1.750588,2.4308322,-0.16567733,february,23,5,weekday,
144,WECCbus57,1.0119406,-1.7340883999999999,2.2921787,-0.17416607,february,0,6,weekend,
150,WECCbus57,1.0126037,-1.7228339,2.1942636,-0.17927809,february,1,6,weekend,
156,WECCbus57,1.0128537,-1.7184694999999999,2.1562327999999997,-0.18108155,february,2,6,weekend,
162,WECCbus57,1.0129556999999998,-1.7167988999999997,2.1403981,-0.18182848,february,3,6,weekend,
168,WECCbus57,1.0129741,-1.7164806000000001,2.1382477000000004,-0.18192035,february,4,6,weekend,
174,WECCbus57,1.0128006,-1.7195470000000002,2.1628732999999998,-0.1807979,february,5,6,weekend,
180,WECCbus57,1.0122638000000002,-1.728804,2.239632,-0.17700146,february,6,6,weekend,
186,WECCbus57,1.0116319,-1.7401396,2.3261218999999995,-0.17242711,february,7,6,weekend,
192,WECCbus57,1.0127781,-1.7218769,2.222598,-0.17741809,february,8,6,weekend,
198,WECCbus57,1.0161519,-1.6612164,1.8137113,-0.19037482,february,9,6,weekend,
204,WECCbus57,1.018484,-1.6093178999999997,1.4644075,-0.19162081,february,10,6,weekend,
210,WECCbus57,1.0190808,-1.5939290000000002,1.3609122999999999,-0.1902391,february,11,6,weekend,
216,WECCbus57,1.0197827,-1.5746481,1.2404246,-0.18743755,february,12,6,weekend,
222,WECCbus57,1.0196193999999998,-1.5792341,1.2697235,-0.18816825,february,13,6,weekend,
228,WECCbus57,1.0197466,-1.5756132999999999,1.2445653,-0.18756855,february,14,6,weekend,
234,WECCbus57,1.0189728999999998,-1.5967607,1.3816803999999998,-0.19049164,february,15,6,weekend,
240,WECCbus57,1.017068,-1.6417846,1.680869,-0.19192933,february,16,6,weekend,
246,WECCbus57,1.0142149999999999,-1.6977825,2.0789027,-0.18303371,february,17,6,weekend,
252,WECCbus57,1.0092216999999999,-1.7757778999999998,2.645568,-0.14960931,february,18,6,weekend,
258,WECCbus57,1.0082050999999999,-1.7908146,2.7728641,-0.13853982,february,19,6,weekend,
264,WECCbus57,1.0080681999999999,-1.7927433000000002,2.7881351000000003,-0.1372013,february,20,6,weekend,
270,WECCbus57,1.0082959999999999,-1.7896032,2.7613689999999997,-0.13960720000000001,february,21,6,weekend,
276,WECCbus57,1.0092308,-1.7761054,2.6459615000000003,-0.14966372,february,22,6,weekend,
