,node,active_power_from,active_power_to,reactive_power_from,reactive_power_to,month,hour_of_day,day_of_month,daytype,timezone,line
24,WECClink50-57,0.94678169,-0.94629647,-0.67055897,0.66685796,january,4,1,weekday,,WECClink50-57
30,WECClink50-57,0.96805302,-0.96755394,-0.66836636,0.66480524,january,5,1,weekday,,WECClink50-57
36,WECClink50-57,1.0283307,-1.0277905,-0.66201566,0.65886868,january,6,1,weekday,,WECClink50-57
42,WECClink50-57,1.1200792,-1.1194716,-0.65172599,0.64925908,january,7,1,weekday,,WECClink50-57
48,WECClink50-57,1.1375065,-1.1368854,-0.64965113,0.64732004,january,8,1,weekday,,WECClink50-57
54,WECClink50-57,1.025452,-1.0249141,-0.66203426,0.65886573,january,9,1,weekday,,WECClink50-57
60,WECClink50-57,0.9122498,-0.91178664,-0.67348848,0.66956498,january,10,1,weekday,,WECClink50-57
66,WECClink50-57,0.83110141,-0.83068634,-0.68083098,0.67642125,january,11,1,weekday,,WECClink50-57
72,WECClink50-57,0.81261007,-0.81220533,-0.68239492,0.67788073,january,12,1,weekday,,WECClink50-57
78,WECClink50-57,0.81392228,-0.81351679,-0.68233297,0.67782633,january,13,1,weekday,,WECClink50-57
84,WECClink50-57,0.82007411,-0.81966519,-0.68185008,0.67737813,january,14,1,weekday,,WECClink50-57
90,WECClink50-57,0.85890378,-0.85847269,-0.67852289,0.67427515,january,15,1,weekday,,WECClink50-57
96,WECClink50-57,0.94629931,-0.9458145,-0.67039637,0.6666914,january,16,1,weekday,,WECClink50-57
102,WECClink50-57,1.1853586,-1.1846995,-0.64376922,0.64182238,january,17,1,weekday,,WECClink50-57
108,WECClink50-57,1.3823571000000001,-1.3815233999999998,-0.61720579,0.61701518,january,18,1,weekday,,WECClink50-57
114,WECClink50-57,1.4544618999999999,-1.4535572,-0.60643856,0.60696154,january,19,1,weekday,,WECClink50-57
120,WECClink50-57,1.4449426,-1.4440475,-0.60790024,0.60832684,january,20,1,weekday,,WECClink50-57
126,WECClink50-57,1.4142941,-1.4134295000000001,-0.61245092,0.61257145,january,21,1,weekday,,WECClink50-57
132,WECClink50-57,1.3284993999999999,-1.3277163,-0.62487566,0.62417687,january,22,1,weekday,,WECClink50-57
138,WECClink50-57,1.1970239,-1.1963552,-0.6423349,0.64048429,january,23,1,weekday,,WECClink50-57
144,WECClink50-57,1.0825048000000002,-1.0819256000000002,-0.65609411,0.65334167,january,0,3,weekend,,WECClink50-57
150,WECClink50-57,1.0071024,-1.006577,-0.66430298,0.66100726,january,1,3,weekend,,WECClink50-57
156,WECClink50-57,0.9764843000000001,-0.97597965,-0.66748228,0.66397747,january,2,3,weekend,,WECClink50-57
162,WECClink50-57,0.96664379,-0.96614568,-0.66845732,0.66488661,january,3,3,weekend,,WECClink50-57
168,WECClink50-57,0.96483943,-0.96434249,-0.66864262,0.66505993,january,4,3,weekend,,WECClink50-57
174,WECClink50-57,0.98633082,-0.98581961,-0.66640526,0.6629666999999999,january,5,3,weekend,,WECClink50-57
180,WECClink50-57,1.0484879999999999,-1.0479336,-0.65973507,0.656732,january,6,3,weekend,,WECClink50-57
186,WECClink50-57,1.1445147,-1.1438882,-0.6486884,0.64641214,january,7,3,weekend,,WECClink50-57
192,WECClink50-57,1.1548867,-1.154252,-0.64750584,0.64531222,january,8,3,weekend,,WECClink50-57
198,WECClink50-57,1.0176173000000002,-1.0170849,-0.66277007,0.65954598,january,9,3,weekend,,WECClink50-57
204,WECClink50-57,0.90026101,-0.89980526,-0.67456235,0.6705639,january,10,3,weekend,,WECClink50-57
210,WECClink50-57,0.81701669,-0.81660951,-0.68200638,0.67751677,january,11,3,weekend,,WECClink50-57
216,WECClink50-57,0.79828326,-0.79788637,-0.68356659,0.67897302,january,12,3,weekend,,WECClink50-57
222,WECClink50-57,0.79850932,-0.79811228,-0.68359625,0.67900413,january,13,3,weekend,,WECClink50-57
228,WECClink50-57,0.80002615,-0.79962826,-0.68352225,0.67893868,january,14,3,weekend,,WECClink50-57
234,WECClink50-57,0.83855419,-0.83813485,-0.68028805,0.67592149,january,15,3,weekend,,WECClink50-57
240,WECClink50-57,0.92711797,-0.92664541,-0.67224762,0.66841893,january,16,3,weekend,,WECClink50-57
246,WECClink50-57,1.1707219,-1.1700745000000001,-0.64558718,0.64352106,january,17,3,weekend,,WECClink50-57
252,WECClink50-57,1.4121138,-1.4112513,-0.61276077,0.61285976,january,18,3,weekend,,WECClink50-57
258,WECClink50-57,1.4951328000000002,-1.4941864,-0.60000969,0.60095175,january,19,3,weekend,,WECClink50-57
264,WECClink50-57,1.4850832,-1.4841472,-0.60160016,0.60243747,january,20,3,weekend,,WECClink50-57
270,WECClink50-57,1.4546973,-1.4537924,-0.60624844,0.60677326,january,21,3,weekend,,WECClink50-57
276,WECClink50-57,1.3639765,-1.3631603,-0.61975605,0.61938923,january,22,3,weekend,,WECClink50-57
282,WECClink50-57,1.2281063,-1.2274117,-0.63835323,0.63676359,january,23,3,weekend,,WECClink50-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.7245265000000001,0.72498673,0.34109178,-0.36094286,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71507442,0.71552567,0.34283687,-0.36282719,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71263401,0.71308298,0.34333833,-0.36336465,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.7116869,0.71213498,0.34352765,-0.36356783,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.72011147,0.72056756,0.34214863,-0.36206657,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.7403483000000001,0.74082394,0.33840142,-0.35801703,january,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.77224954,0.77275726,0.33240137,-0.35152311,january,7,1,weekday,,WECClink54-57
48,WECClink54-57,-0.77833354,0.77884754,0.33121669,-0.35024181,january,8,1,weekday,,WECClink54-57
54,WECClink54-57,-0.75161376,0.75210094,0.33767339,-0.35712742,january,9,1,weekday,,WECClink54-57
60,WECClink54-57,-0.71655142,0.71700465,0.34446776,-0.36444991,january,10,1,weekday,,WECClink54-57
66,WECClink54-57,-0.69371928,0.69415143,0.34891839,-0.36923174,january,11,1,weekday,,WECClink54-57
72,WECClink54-57,-0.68855409,0.68898157,0.34989649,-0.37028320000000003,january,12,1,weekday,,WECClink54-57
78,WECClink54-57,-0.68679484,0.68722065,0.34994727,-0.37035707,january,13,1,weekday,,WECClink54-57
84,WECClink54-57,-0.68673547,0.68716114,0.34972113,-0.37013029999999997,january,14,1,weekday,,WECClink54-57
90,WECClink54-57,-0.69462251,0.69505517,0.34781359,-0.36810822,january,15,1,weekday,,WECClink54-57
96,WECClink54-57,-0.71662605,0.71707893,0.34314494,-0.3631173,january,16,1,weekday,,WECClink54-57
102,WECClink54-57,-0.78590401,0.78642558,0.3285445,-0.34743979,january,17,1,weekday,,WECClink54-57
108,WECClink54-57,-0.85159511,0.85218871,0.31433914,-0.33212186,january,18,1,weekday,,WECClink54-57
114,WECClink54-57,-0.87580647,0.87642826,0.30873542,-0.32608336,january,19,1,weekday,,WECClink54-57
120,WECClink54-57,-0.87356563,0.8741848,0.30939476,-0.32678470000000004,january,20,1,weekday,,WECClink54-57
126,WECClink54-57,-0.86410387,0.86471196,0.3116948,-0.32925675,january,21,1,weekday,,WECClink54-57
132,WECClink54-57,-0.83633078,0.83690714,0.31812315,-0.33617629,january,22,1,weekday,,WECClink54-57
138,WECClink54-57,-0.79316564,0.79369497,0.32748326,-0.34626384,january,23,1,weekday,,WECClink54-57
144,WECClink54-57,-0.75547512,0.75596565,0.33513794,-0.35451914,january,0,3,weekend,,WECClink54-57
150,WECClink54-57,-0.73231944,0.73278721,0.33977998,-0.35951596,january,1,3,weekend,,WECClink54-57
156,WECClink54-57,-0.72291551,0.72337427,0.34162094,-0.36149755,january,2,3,weekend,,WECClink54-57
162,WECClink54-57,-0.72130911,0.7217664,0.34210992,-0.3620116,january,3,3,weekend,,WECClink54-57
168,WECClink54-57,-0.72075514,0.7212119,0.34221748,-0.36212736,january,4,3,weekend,,WECClink54-57
174,WECClink54-57,-0.72881613,0.72928064,0.34083915,-0.36063026,january,5,3,weekend,,WECClink54-57
180,WECClink54-57,-0.74950548,0.74999024,0.33693357,-0.35641152,january,6,3,weekend,,WECClink54-57
186,WECClink54-57,-0.78386708,0.78438692,0.33045693,-0.34939619,january,7,3,weekend,,WECClink54-57
192,WECClink54-57,-0.78620594,0.7867281999999999,0.32986784,-0.34876833,january,8,3,weekend,,WECClink54-57
198,WECClink54-57,-0.75042298,0.750909,0.33802828,-0.35750195,january,9,3,weekend,,WECClink54-57
204,WECClink54-57,-0.71342426,0.71387455,0.34509467,-0.36512319,january,10,3,weekend,,WECClink54-57
210,WECClink54-57,-0.68916225,0.68959024,0.34968805,-0.3700657,january,11,3,weekend,,WECClink54-57
216,WECClink54-57,-0.68411807,0.68454155,0.35066352,-0.37111247,january,12,3,weekend,,WECClink54-57
222,WECClink54-57,-0.68159281,0.68201392,0.35079276,-0.37127501,january,13,3,weekend,,WECClink54-57
228,WECClink54-57,-0.68020527,0.68062506,0.35082108,-0.37132125,january,14,3,weekend,,WECClink54-57
234,WECClink54-57,-0.68882738,0.68925478,0.34890153,-0.36927862,january,15,3,weekend,,WECClink54-57
240,WECClink54-57,-0.71095121,0.71139877,0.34423262,-0.36428837,january,16,3,weekend,,WECClink54-57
246,WECClink54-57,-0.781291,0.78180776,0.32950768,-0.34847781,january,17,3,weekend,,WECClink54-57
252,WECClink54-57,-0.86136,0.86196485,0.31203911,-0.32964792,january,18,3,weekend,,WECClink54-57
258,WECClink54-57,-0.88910136,0.889739,0.30548097,-0.32258392,january,19,3,weekend,,WECClink54-57
264,WECClink54-57,-0.88667323,0.88730797,0.30619741,-0.32334655,january,20,3,weekend,,WECClink54-57
270,WECClink54-57,-0.87737247,0.87799613,0.30851608,-0.32583732,january,21,3,weekend,,WECClink54-57
276,WECClink54-57,-0.84818465,0.8487744,0.31542691,-0.33327314,january,22,3,weekend,,WECClink54-57
282,WECClink54-57,-0.80281999,0.80335958,0.32535865,-0.34397968,january,23,3,weekend,,WECClink54-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.7245265000000001,0.72498673,0.34109178,-0.36094286,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71507442,0.71552567,0.34283687,-0.36282719,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71263401,0.71308298,0.34333833,-0.36336465,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.7116869,0.71213498,0.34352765,-0.36356783,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.72011147,0.72056756,0.34214863,-0.36206657,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.7403483000000001,0.74082394,0.33840142,-0.35801703,january,6,1,weekday,,WECClink54-57
