,node,active_power_from,active_power_to,reactive_power_from,reactive_power_to,month,hour_of_day,day_of_month,daytype,timezone,line
144,WECClink156-157,2.2307417000000003,-2.2292766,-0.37017575,0.45857049,january,0,3,weekend,,WECClink156-157
150,WECClink156-157,2.1381731,-2.1368252999999995,-0.37297553,0.45429001,january,1,3,weekend,,WECClink156-157
156,WECClink156-157,2.1021095,-2.1008061000000002,-0.37386347,0.45250362,january,2,3,weekend,,WECClink156-157
162,WECClink156-157,2.0910516,-2.0897616,-0.37411166,0.45194111,january,3,3,weekend,,WECClink156-157
168,WECClink156-157,2.0887736,-2.0874864,-0.37416669,0.45182981,january,4,3,weekend,,WECClink156-157
174,WECClink156-157,2.1154723,-2.1141525000000003,-0.37349888,0.45312358,january,5,3,weekend,,WECClink156-157
180,WECClink156-157,2.1913106,-2.1898961,-0.37133837,0.45667723,january,6,3,weekend,,WECClink156-157
186,WECClink156-157,2.3185792999999997,-2.3169981,-0.36662543,0.46202368,january,7,3,weekend,,WECClink156-157
192,WECClink156-157,2.3513106,-2.3496851000000003,-0.36485688,0.46293,january,8,3,weekend,,WECClink156-157
198,WECClink156-157,2.1552164,-2.1538476,-0.37203172,0.45461595,january,9,3,weekend,,WECClink156-157
204,WECClink156-157,2.0082681,-2.0070766,-0.37522561,0.44711767,january,10,3,weekend,,WECClink156-157
210,WECClink156-157,1.9080906000000002,-1.9070124,-0.37667768,0.44173224,january,11,3,weekend,,WECClink156-157
216,WECClink156-157,1.8852015,-1.8841482,-0.37696534,0.44050939,january,12,3,weekend,,WECClink156-157
222,WECClink156-157,1.8831151000000002,-1.8820642,-0.37694913,0.44035557,january,13,3,weekend,,WECClink156-157
228,WECClink156-157,1.8851543000000002,-1.8841011000000003,-0.37689929,0.44043892,january,14,3,weekend,,WECClink156-157
234,WECClink156-157,1.9295092,-1.9284073,-0.37623654,0.44271881,january,15,3,weekend,,WECClink156-157
240,WECClink156-157,2.0354202,-2.0341971,-0.37404718,0.44784031,january,16,3,weekend,,WECClink156-157
246,WECClink156-157,2.3214424,-2.3198573,-0.36649848,0.46213127,january,17,3,weekend,,WECClink156-157
252,WECClink156-157,2.6198522,-2.6178361,-0.35090704,0.47254155,january,18,3,weekend,,WECClink156-157
258,WECClink156-157,2.7287917999999998,-2.7266046000000004,-0.34320315,0.47516446,january,19,3,weekend,,WECClink156-157
264,WECClink156-157,2.7187662999999995,-2.7165952,-0.34393507,0.47492561,january,20,3,weekend,,WECClink156-157
270,WECClink156-157,2.6800923,-2.6779826,-0.34668687,0.47397325,january,21,3,weekend,,WECClink156-157
276,WECClink156-157,2.5708762000000003,-2.5689347000000002,-0.35392878,0.47106264,january,22,3,weekend,,WECClink156-157
282,WECClink156-157,2.4048181,-2.4031182,-0.36305872,0.46562322,january,23,3,weekend,,WECClink156-157
0,WECClink157-161,-0.68542557,0.69058221,-0.32008771,0.018329072,january,0,1,weekday,,WECClink157-161
6,WECClink157-161,-0.67482697,0.67945693,-0.18857152,-0.12381522,january,1,1,weekday,,WECClink157-161
12,WECClink157-161,-0.67462176,0.67924564,-0.18603907,-0.12651502,january,2,1,weekday,,WECClink157-161
18,WECClink157-161,-0.674562,0.67918413,-0.18530157,-0.127301,january,3,1,weekday,,WECClink157-161
24,WECClink157-161,-0.67454995,0.67917173,-0.1851529,-0.12745943,january,4,1,weekday,,WECClink157-161
30,WECClink157-161,-0.67469252,0.67931848,-0.18691227,-0.12558427,january,5,1,weekday,,WECClink157-161
36,WECClink157-161,-0.67512194,0.6797609,-0.19221267,-0.11993106,january,6,1,weekday,,WECClink157-161
42,WECClink157-161,-0.67587646,0.68053987,-0.20153124,-0.10997763,january,7,1,weekday,,WECClink157-161
48,WECClink157-161,-0.67610737,0.68077868,-0.20438454,-0.10692621,january,8,1,weekday,,WECClink157-161
54,WECClink157-161,-0.6751039000000001,0.67974231,-0.19198998,-0.12016869,january,9,1,weekday,,WECClink157-161
60,WECClink157-161,-0.67428199,0.67889613,-0.181847,-0.13098112,january,10,1,weekday,,WECClink157-161
66,WECClink157-161,-0.67371629,0.67831512,-0.17487062,-0.13840527,january,11,1,weekday,,WECClink157-161
72,WECClink157-161,-0.67358699,0.67818248,-0.17327656,-0.1401002,january,12,1,weekday,,WECClink157-161
78,WECClink157-161,-0.67357637,0.67817158,-0.1731456,-0.14023943,january,13,1,weekday,,WECClink157-161
84,WECClink157-161,-0.67360536,0.67820131,-0.17350295,-0.13985952,january,14,1,weekday,,WECClink157-161
90,WECClink157-161,-0.67385014,0.67845248,-0.17652088,-0.13665002,january,15,1,weekday,,WECClink157-161
96,WECClink157-161,-0.67444787,0.67906671,-0.18389347,-0.12880134,january,16,1,weekday,,WECClink157-161
102,WECClink157-161,-0.67618782,0.68086192,-0.20537875,-0.10586255,january,17,1,weekday,,WECClink157-161
108,WECClink157-161,-0.67783049,0.68256681,-0.22569677,-0.08407843400000001,january,18,1,weekday,,WECClink157-161
114,WECClink157-161,-0.67853292,0.68329888,-0.23439525,-0.074724758,january,19,1,weekday,,WECClink157-161
120,WECClink157-161,-0.67846149,0.68322435,-0.23351046,-0.075676952,january,20,1,weekday,,WECClink157-161
126,WECClink157-161,-0.67819146,0.68294279,-0.2301661,-0.07927453,january,21,1,weekday,,WECClink157-161
132,WECClink157-161,-0.67746045,0.68218189,-0.22111683,-0.08899669199999999,january,22,1,weekday,,WECClink157-161
138,WECClink157-161,-0.67639715,0.68107863,-0.20796609,-0.10309349,january,23,1,weekday,,WECClink157-161
144,WECClink157-161,-0.6755142,0.68016562,-0.19705642,-0.11475964,january,0,3,weekend,,WECClink157-161
150,WECClink157-161,-0.67495723,0.67959112,-0.19017929,-0.12210050000000001,january,1,3,weekend,,WECClink157-161
156,WECClink157-161,-0.67474521,0.67937273,-0.18756244,-0.12489114,january,2,3,weekend,,WECClink157-161
162,WECClink157-161,-0.67468041,0.67930601,-0.18676273,-0.12574368,january,3,3,weekend,,WECClink157-161
168,WECClink157-161,-0.67466727,0.67929248,-0.18660064,-0.12591646,january,4,3,weekend,,WECClink157-161
174,WECClink157-161,-0.67482281,0.67945265,-0.18852021,-0.12386993,january,5,3,weekend,,WECClink157-161
180,WECClink157-161,-0.67527491,0.67991867,-0.19410138,-0.11791518,january,6,3,weekend,,WECClink157-161
186,WECClink157-161,-0.6760578,0.6807274,-0.20377198,-0.10758145,january,7,3,weekend,,WECClink157-161
192,WECClink157-161,-0.67625436,0.68093079,-0.2062011,-0.10498261,january,8,3,weekend,,WECClink157-161
198,WECClink157-161,-0.67504607,0.67968269,-0.19127604,-0.12093047,january,9,3,weekend,,WECClink157-161
204,WECClink157-161,-0.67419478,0.67880648,-0.18077128,-0.13212656,january,10,3,weekend,,WECClink157-161
210,WECClink157-161,-0.67365339,0.67825058,-0.17409511,-0.13922992,january,11,3,weekend,,WECClink157-161
216,WECClink157-161,-0.67353541,0.67812958,-0.17264068,-0.14077616,january,12,3,weekend,,WECClink157-161
222,WECClink157-161,-0.67352333,0.67811719,-0.17249182,-0.14093440000000002,january,13,3,weekend,,WECClink157-161
228,WECClink157-161,-0.67353336,0.67812748,-0.17261545,-0.14080299,january,14,3,weekend,,WECClink157-161
234,WECClink157-161,-0.67376166,0.67836167,-0.17542997,-0.13781039,january,15,3,weekend,,WECClink157-161
240,WECClink157-161,-0.67432555,0.67894091,-0.18238439,-0.13040881,january,16,3,weekend,,WECClink157-161
246,WECClink157-161,-0.67608136,0.68075177,-0.20406308,-0.10727008,january,17,3,weekend,,WECClink157-161
252,WECClink157-161,-0.67811236,0.68286036,-0.22918661,-0.08032772,january,18,3,weekend,,WECClink157-161
258,WECClink157-161,-0.67889979,0.68368196,-0.23894085,-0.06983014900000001,january,19,3,weekend,,WECClink157-161
264,WECClink157-161,-0.67882322,0.68360197,-0.23799205,-0.070852169,january,20,3,weekend,,WECClink157-161
270,WECClink157-161,-0.67854157,0.68330791,-0.23450244,-0.074609391,january,21,3,weekend,,WECClink157-161
276,WECClink157-161,-0.67775688,0.6824901999999999,-0.22478552,-0.08505736300000001,january,22,3,weekend,,WECClink157-161
282,WECClink157-161,-0.67662585,0.68131557,-0.21079337,-0.10006598,january,23,3,weekend,,WECClink157-161
0,WECClink42-57,0.90509683,-0.90308352,0.41169101,-0.44989797,january,0,1,weekday,,WECClink42-57
6,WECClink42-57,0.85872715,-0.85719547,0.20381145,-0.25161374,january,1,1,weekday,,WECClink42-57
12,WECClink42-57,0.85517659,-0.85365914,0.20162655,-0.24967516,january,2,1,weekday,,WECClink42-57
18,WECClink42-57,0.85409292,-0.85257978,0.20096660000000002,-0.24908996,january,3,1,weekday,,WECClink42-57
24,WECClink42-57,0.85369929,-0.85218773,0.20072157,-0.24887221,january,4,1,weekday,,WECClink42-57
30,WECClink42-57,0.85632283,-0.85480078,0.20234109,-0.25031006,january,5,1,weekday,,WECClink42-57
36,WECClink42-57,0.86374273,-0.86219074,0.20697183,-0.25442209,january,6,1,weekday,,WECClink42-57
42,WECClink42-57,0.87503571,-0.87343725,0.21423148,-0.2608762,january,7,1,weekday,,WECClink42-57
48,WECClink42-57,0.87666836,-0.87506311,0.21528414,-0.2618114,january,8,1,weekday,,WECClink42-57
54,WECClink42-57,0.86058131,-0.85904204,0.2050756,-0.25274551,january,9,1,weekday,,WECClink42-57
60,WECClink42-57,0.84540485,-0.84392585,0.19590108,-0.24461383,january,10,1,weekday,,WECClink42-57
66,WECClink42-57,0.83572355,-0.83428197,0.19035136,-0.23970997,january,11,1,weekday,,WECClink42-57
72,WECClink42-57,0.83402603,-0.83259094,0.18939751,-0.23886795,january,12,1,weekday,,WECClink42-57
78,WECClink42-57,0.83395964,-0.8325248,0.18936361,-0.23883832,january,13,1,weekday,,WECClink42-57
84,WECClink42-57,0.83420555,-0.83276979,0.18948367,-0.23894269,january,14,1,weekday,,WECClink42-57
90,WECClink42-57,0.8383166,-0.83686511,0.19178834,-0.24097611,january,15,1,weekday,,WECClink42-57
96,WECClink42-57,0.85030369,-0.84880553,0.19872938,-0.24711141,january,16,1,weekday,,WECClink42-57
102,WECClink42-57,0.88191242,-0.8802851,0.21879246,-0.2649364,january,17,1,weekday,,WECClink42-57
108,WECClink42-57,0.90133798,-0.89962652,0.23247658,-0.27715704,january,18,1,weekday,,WECClink42-57
114,WECClink42-57,0.91617049,-0.91439249,0.24336581,-0.28688836,january,19,1,weekday,,WECClink42-57
120,WECClink42-57,0.9149933000000001,-0.91322067,0.24247399,-0.28609015,january,20,1,weekday,,WECClink42-57
126,WECClink42-57,0.91122632,-0.90947075,0.23966566,-0.2835789,january,21,1,weekday,,WECClink42-57
132,WECClink42-57,0.90067988,-0.89897141,0.23192436,-0.27665747,january,22,1,weekday,,WECClink42-57
138,WECClink42-57,0.88451295,-0.88287454,0.22059516,-0.26654632,january,23,1,weekday,,WECClink42-57
144,WECClink42-57,0.8704181000000001,-0.86883878,0.21121869999999998,-0.25819552,january,0,3,weekend,,WECClink42-57
150,WECClink42-57,0.86111462,-0.85957329,0.20531555,-0.25295058,january,1,3,weekend,,WECClink42-57
156,WECClink42-57,0.85734631,-0.85582015,0.20297820000000003,-0.25087597,january,2,3,weekend,,WECClink42-57
162,WECClink42-57,0.85612804,-0.85460675,0.20223725,-0.25021928,january,3,3,weekend,,WECClink42-57
168,WECClink42-57,0.8559085,-0.85438809,0.20210274,-0.25009996,january,4,3,weekend,,WECClink42-57
174,WECClink42-57,0.85855074,-0.85701973,0.20374027,-0.2515538,january,5,3,weekend,,WECClink42-57
180,WECClink42-57,0.86620969,-0.86464761,0.20856141,-0.25583665,january,6,3,weekend,,WECClink42-57
186,WECClink42-57,0.8780475000000001,-0.87643639,0.21626716,-0.26269207,january,7,3,weekend,,WECClink42-57
192,WECClink42-57,0.87917483,-0.877559,0.21700018,-0.26334354,january,8,3,weekend,,WECClink42-57
198,WECClink42-57,0.86031634,-0.85877803,0.20500476,-0.25269056,january,9,3,weekend,,WECClink42-57
204,WECClink42-57,0.84475933,-0.84328275,0.19562102,-0.24437463,january,10,3,weekend,,WECClink42-57
210,WECClink42-57,0.83551282,-0.83407198,0.19029961,-0.2396703,january,11,3,weekend,,WECClink42-57
216,WECClink42-57,0.8337882,-0.83235395,0.18932798,-0.23881234,january,12,3,weekend,,WECClink42-57
222,WECClink42-57,0.83338763,-0.83195491,0.1891033,-0.23861401,january,13,3,weekend,,WECClink42-57
228,WECClink42-57,0.83344133,-0.83200842,0.18911887,-0.23862645,january,14,3,weekend,,WECClink42-57
234,WECClink42-57,0.83645617,-0.83501173,0.19082639999999998,-0.24013499,january,15,3,weekend,,WECClink42-57
240,WECClink42-57,0.84358757,-0.84211554,0.19495731,-0.24378948,january,16,3,weekend,,WECClink42-57
246,WECClink42-57,0.87880561,-0.87719127,0.21681544,-0.26318385,january,17,3,weekend,,WECClink42-57
252,WECClink42-57,0.91095806,-0.90920369,0.23947759,-0.28341153,january,18,3,weekend,,WECClink42-57
258,WECClink42-57,0.92114509,-0.9193442,0.24719580000000002,-0.29031928,january,19,3,weekend,,WECClink42-57
264,WECClink42-57,0.91990496,-0.9181098,0.24623945,-0.28946273,january,20,3,weekend,,WECClink42-57
270,WECClink42-57,0.91617155,-0.91439349,0.24341062,-0.28693177,january,21,3,weekend,,WECClink42-57
276,WECClink42-57,0.9050241,-0.90329634,0.23510224,-0.27949943,january,22,3,weekend,,WECClink42-57
282,WECClink42-57,0.8883209999999999,-0.88666631,0.22321443,-0.26888255,january,23,3,weekend,,WECClink42-57
0,WECClink50-57,1.4135087,-1.4127604,0.0015870004,-0.0023810819,january,0,1,weekday,,WECClink50-57
6,WECClink50-57,0.98498894,-0.98447854,-0.66673718,0.66329029,january,1,1,weekday,,WECClink50-57
12,WECClink50-57,0.95616966,-0.95567833,-0.66967353,0.66603418,january,2,1,weekday,,WECClink50-57
18,WECClink50-57,0.94737508,-0.94688945,-0.67054891,0.66685197,january,3,1,weekday,,WECClink50-57
24,WECClink50-57,0.94417908,-0.94369551,-0.67088065,0.66716298,january,4,1,weekday,,WECClink50-57
30,WECClink50-57,0.96547652,-0.96497911,-0.668694,0.665116,january,5,1,weekday,,WECClink50-57
36,WECClink50-57,1.0257155,-1.0251772,-0.66236547,0.65920025,january,6,1,weekday,,WECClink50-57
42,WECClink50-57,1.1174333,-1.1168278,-0.65210301,0.64961591,january,7,1,weekday,,WECClink50-57
48,WECClink50-57,1.1306928,-1.130077,-0.65057021,0.64818612,january,8,1,weekday,,WECClink50-57
54,WECClink50-57,1.0000749,-0.99955446,-0.66474979,0.66140424,january,9,1,weekday,,WECClink50-57
60,WECClink50-57,0.87692435,-0.87648268,-0.67678618,0.67264535,january,10,1,weekday,,WECClink50-57
66,WECClink50-57,0.79842313,-0.79802614,-0.68360074,0.67900805,january,11,1,weekday,,WECClink50-57
72,WECClink50-57,0.78466164,-0.78427203,-0.68475628,0.68008892,january,12,1,weekday,,WECClink50-57
78,WECClink50-57,0.7841243,-0.78373497,-0.68479289,0.6801225999999999,january,13,1,weekday,,WECClink50-57
84,WECClink50-57,0.78611279,-0.78572238,-0.68468008,0.68002071,january,14,1,weekday,,WECClink50-57
90,WECClink50-57,0.8194365,-0.81902792,-0.68193626,0.67746076,january,15,1,weekday,,WECClink50-57
96,WECClink50-57,0.91664265,-0.91617662,-0.67335398,0.66945923,january,16,1,weekday,,WECClink50-57
102,WECClink50-57,1.1733063,-1.1726568000000002,-0.64549129,0.64344696,january,17,1,weekday,,WECClink50-57
108,WECClink50-57,1.3313034,-1.3305178,-0.62421539,0.62354144,january,18,1,weekday,,WECClink50-57
114,WECClink50-57,1.4519918,-1.4510895000000001,-0.60688324,0.60738136,january,19,1,weekday,,WECClink50-57
120,WECClink50-57,1.4424076000000001,-1.4415149999999999,-0.60834713,0.60874838,january,20,1,weekday,,WECClink50-57
126,WECClink50-57,1.4117487,-1.4108865,-0.61289487,0.61299052,january,21,1,weekday,,WECClink50-57
132,WECClink50-57,1.3259248,-1.325144,-0.6252989000000001,0.62457658,january,22,1,weekday,,WECClink50-57
138,WECClink50-57,1.1944553,-1.1937886,-0.64272009,0.64084845,january,23,1,weekday,,WECClink50-57
144,WECClink50-57,1.0799213,-1.0793438999999998,-0.65644687,0.65367539,january,0,3,weekend,,WECClink50-57
150,WECClink50-57,1.0043758,-1.0038523000000001,-0.66465766,0.66134332,january,1,3,weekend,,WECClink50-57
156,WECClink50-57,0.97378597,-0.97328308,-0.66782493,0.66430228,january,2,3,weekend,,WECClink50-57
162,WECClink50-57,0.9639,-0.96340366,-0.66880323,0.66521456,january,3,3,weekend,,WECClink50-57
168,WECClink50-57,0.96211814,-0.96162297,-0.66898339,0.66538291,january,4,3,weekend,,WECClink50-57
174,WECClink50-57,0.98356796,-0.98305857,-0.66675985,0.66330283,january,5,3,weekend,,WECClink50-57
180,WECClink50-57,1.0457551,-1.0452026,-0.66010508,0.65708256,january,6,3,weekend,,WECClink50-57
186,WECClink50-57,1.1419168,-1.1412923000000001,-0.64906649,0.64676995,january,7,3,weekend,,WECClink50-57
192,WECClink50-57,1.1510737,-1.150442,-0.64797726,0.64575328,january,8,3,weekend,,WECClink50-57
198,WECClink50-57,0.99795069,-0.99743185,-0.66467743,0.66131608,january,9,3,weekend,,WECClink50-57
204,WECClink50-57,0.87171655,-0.87127812,-0.67695934,0.67278598,january,10,3,weekend,,WECClink50-57
210,WECClink50-57,0.79673387,-0.79633789,-0.68354156,0.6789388000000001,january,11,3,weekend,,WECClink50-57
216,WECClink50-57,0.78275199,-0.78236348,-0.68471822,0.68003978,january,12,3,weekend,,WECClink50-57
222,WECClink50-57,0.77950498,-0.77911819,-0.68498064,0.68028477,january,13,3,weekend,,WECClink50-57
228,WECClink50-57,0.77993614,-0.7795491,-0.68498866,0.68029527,january,14,3,weekend,,WECClink50-57
234,WECClink50-57,0.80438084,-0.80398071,-0.68289187,0.67833106,january,15,3,weekend,,WECClink50-57
240,WECClink50-57,0.86222143,-0.86178867,-0.67766229,0.67343162,january,16,3,weekend,,WECClink50-57
246,WECClink50-57,1.1480894,-1.1474601999999998,-0.64819064,0.64594243,january,17,3,weekend,,WECClink50-57
252,WECClink50-57,1.4095681,-1.4087081,-0.61319439,0.61326852,january,18,3,weekend,,WECClink50-57
258,WECClink50-57,1.4925057,-1.4915621000000001,-0.60049053,0.60140535,january,19,3,weekend,,WECClink50-57
264,WECClink50-57,1.4824063,-1.4814731,-0.60208338,0.60289311,january,20,3,weekend,,WECClink50-57
270,WECClink50-57,1.4520131,-1.4511108999999998,-0.60672851,0.60722631,january,21,3,weekend,,WECClink50-57
276,WECClink50-57,1.3612777,-1.3604641000000002,-0.62021035,0.61981816,january,22,3,weekend,,WECClink50-57
282,WECClink50-57,1.2254147,-1.2247223,-0.63876228,0.63714998,january,23,3,weekend,,WECClink50-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.72202002,0.72247781,0.34137925,-0.36126603,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71253593,0.71298473,0.34312306,-0.36314904,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71011643,0.71056298,0.34361851,-0.36368008,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.70913717,0.70958281,0.34381290000000003,-0.36388871,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.71758343,0.71803708,0.34243676,-0.36239047,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.73778454,0.73825763,0.33870903,-0.35836195,january,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.76965868,0.7701637,0.33273217,-0.35189331,january,7,1,weekday,,WECClink54-57
48,WECClink54-57,-0.77462335,0.77513349,0.33183851,-0.35092139,january,8,1,weekday,,WECClink54-57
54,WECClink54-57,-0.74930398,0.74978912,0.33895196,-0.35844631,january,9,1,weekday,,WECClink54-57
60,WECClink54-57,-0.71473267,0.7151846,0.34607836,-0.36609406,january,10,1,weekday,,WECClink54-57
66,WECClink54-57,-0.69160794,0.69203855,0.35038615,-0.37073494,january,11,1,weekday,,WECClink54-57
72,WECClink54-57,-0.6855014,0.6859264,0.35121977,-0.37165303,january,12,1,weekday,,WECClink54-57
78,WECClink54-57,-0.6852526,0.68567737,0.35124576,-0.37168247,january,13,1,weekday,,WECClink54-57
84,WECClink54-57,-0.68498873,0.68541325,0.35120801,-0.3716477,january,14,1,weekday,,WECClink54-57
90,WECClink54-57,-0.69391073,0.69434326,0.34947755,-0.36979066,january,15,1,weekday,,WECClink54-57
96,WECClink54-57,-0.71333957,0.71378965,0.34462212,-0.36464721,january,16,1,weekday,,WECClink54-57
102,WECClink54-57,-0.77766818,0.7781811,0.32982194,-0.34884538,january,17,1,weekday,,WECClink54-57
108,WECClink54-57,-0.85791967,0.85852121,0.31610683,-0.33380377,january,18,1,weekday,,WECClink54-57
114,WECClink54-57,-0.8733854,0.8740043,0.30911803,-0.32650806,january,19,1,weekday,,WECClink54-57
120,WECClink54-57,-0.87108584,0.87170205,0.30978174,-0.32721469,january,20,1,weekday,,WECClink54-57
126,WECClink54-57,-0.86160918,0.86221434,0.31207734,-0.32968205,january,21,1,weekday,,WECClink54-57
132,WECClink54-57,-0.83380982,0.83438332,0.31849061,-0.33658547,january,22,1,weekday,,WECClink54-57
138,WECClink54-57,-0.79064705,0.79117368,0.32781792,-0.34663792,january,23,1,weekday,,WECClink54-57
144,WECClink54-57,-0.75294325,0.7534312,0.33544699,-0.35486586,january,0,3,weekend,,WECClink54-57
150,WECClink54-57,-0.72964743,0.73011257,0.34009254,-0.35986698,january,1,3,weekend,,WECClink54-57
156,WECClink54-57,-0.72026995,0.72072613,0.34192287,-0.36183706,january,2,3,weekend,,WECClink54-57
162,WECClink54-57,-0.71861933,0.719074,0.34241509,-0.36235489,january,3,3,weekend,,WECClink54-57
168,WECClink54-57,-0.71809116,0.71854534,0.34252011,-0.3624677,january,4,3,weekend,,WECClink54-57
174,WECClink54-57,-0.72610848,0.72657033,0.34115198,-0.36098187,january,5,3,weekend,,WECClink54-57
180,WECClink54-57,-0.74682851,0.74731056,0.33725952,-0.35677692,january,6,3,weekend,,WECClink54-57
186,WECClink54-57,-0.78132313,0.78184028,0.33078811,-0.34976666,january,7,3,weekend,,WECClink54-57
192,WECClink54-57,-0.78542784,0.78594931,0.33010051,-0.34901401,january,8,3,weekend,,WECClink54-57
198,WECClink54-57,-0.75369582,0.75418547,0.33861774,-0.35804917,january,9,3,weekend,,WECClink54-57
204,WECClink54-57,-0.71822711,0.71868249,0.34594929,-0.3659182,january,10,3,weekend,,WECClink54-57
210,WECClink54-57,-0.69240545,0.69283679,0.35030445,-0.37064327,january,11,3,weekend,,WECClink54-57
216,WECClink54-57,-0.68645101,0.68687689,0.35114291,-0.37156433,january,12,3,weekend,,WECClink54-57
222,WECClink54-57,-0.685603,0.68602812,0.35131574,-0.37174912,january,13,3,weekend,,WECClink54-57
228,WECClink54-57,-0.68444509,0.68486912,0.35137339,-0.37182199,january,14,3,weekend,,WECClink54-57
234,WECClink54-57,-0.69605496,0.69648969,0.34983575,-0.37012377,january,15,3,weekend,,WECClink54-57
240,WECClink54-57,-0.72484202,0.7253041,0.34598529,-0.36586394,january,16,3,weekend,,WECClink54-57
246,WECClink54-57,-0.78496997,0.78549094,0.33018094,-0.34910246,january,17,3,weekend,,WECClink54-57
252,WECClink54-57,-0.85885139,0.85945329,0.31241609,-0.33006775,january,18,3,weekend,,WECClink54-57
258,WECClink54-57,-0.88653023,0.88716475,0.30589603,-0.32304442,january,19,3,weekend,,WECClink54-57
264,WECClink54-57,-0.88405381,0.88468538,0.3066147,-0.32381001,january,20,3,weekend,,WECClink54-57
270,WECClink54-57,-0.87474137,0.87536188,0.3089285,-0.32629559,january,21,3,weekend,,WECClink54-57
276,WECClink54-57,-0.84554104,0.84612775,0.31581988,-0.33371052,january,22,3,weekend,,WECClink54-57
282,WECClink54-57,-0.80018356,0.80072027,0.32571475,-0.34437758,january,23,3,weekend,,WECClink54-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.72202002,0.72247781,0.34137925,-0.36126603,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71253593,0.71298473,0.34312306,-0.36314904,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71011643,0.71056298,0.34361851,-0.36368008,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.70913717,0.70958281,0.34381290000000003,-0.36388871,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.71758343,0.71803708,0.34243676,-0.36239047,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.73778454,0.73825763,0.33870903,-0.35836195,january,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.76965868,0.7701637,0.33273217,-0.35189331,january,7,1,weekday,,WECClink54-57
