,node,voltage_magnitude,voltage_angle,active_power,reactive_power,month,hour_of_day,day_of_month,daytype,timezone
120,WECCbus157,1.0256558,-0.85878901,3.3460966,-0.24036493,january,20,1,weekday,
126,WECCbus157,1.0260451,-0.85396377,3.3082377999999997,-0.24266618,january,21,1,weekday,
132,WECCbus157,1.0270972,-0.84064096,3.2041972000000003,-0.24874887,january,22,1,weekday,
138,WECCbus157,1.0286222,-0.82021878,3.0449522,-0.25635285,january,23,1,weekday,
144,WECCbus157,1.0298838,-0.80226949,2.9047702999999996,-0.26155014,january,0,3,weekend,
150,WECCbus157,1.0306773,-0.79037311,2.811761,-0.26414893,january,1,3,weekend,
156,WECCbus157,1.030979,-0.78568659,2.7755303,-0.26497926,january,2,3,weekend,
162,WECCbus157,1.0310711,-0.78423425,2.764422,-0.26521721,january,3,3,weekend,
168,WECCbus157,1.0310898000000002,-0.78394338,2.7621331000000002,-0.2652676,january,4,3,weekend,
174,WECCbus157,1.0308685,-0.78736861,2.7889547,-0.26464228,january,5,3,weekend,
180,WECCbus157,1.0302248,-0.79713415,2.86515,-0.26261423,january,6,3,weekend,
186,WECCbus157,1.0291076,-0.81318746,2.9930347999999998,-0.25828764,january,7,3,weekend,
192,WECCbus157,1.0288278,-0.81664438,3.0259276,-0.25674755,january,8,3,weekend,
198,WECCbus157,1.0305525,-0.79172769,2.8288852,-0.26335375,january,9,3,weekend,
204,WECCbus157,1.0317623,-0.77258333,2.681261,-0.26636646,january,10,3,weekend,
210,WECCbus157,1.0325301,-0.75993464,2.5806583,-0.26765343,january,11,3,weekend,
216,WECCbus157,1.0326971999999999,-0.75716571,2.5576764,-0.26788259999999997,january,12,3,weekend,
222,WECCbus157,1.0327150999999999,-0.75680373,2.5555857000000004,-0.26786733,january,13,3,weekend,
228,WECCbus157,1.0327008,-0.75701443,2.5576319,-0.26782706,january,14,3,weekend,
234,WECCbus157,1.0323773,-0.76226975,2.6021658,-0.26729521,january,15,3,weekend,
240,WECCbus157,1.0315773000000001,-0.77478969,2.7085178,-0.26546596,january,16,3,weekend,
246,WECCbus157,1.0290753000000001,-0.81365369,2.9959281000000004,-0.25808513,january,17,3,weekend,
252,WECCbus157,1.0261591,-0.8526945,3.2959248,-0.24338857,january,18,3,weekend,
258,WECCbus157,1.0250226999999998,-0.86643029,3.4054800000000003,-0.23625805,january,19,3,weekend,
264,WECCbus157,1.0251333,-0.86507452,3.395393,-0.23696838,january,20,3,weekend,
270,WECCbus157,1.02554,-0.86016252,3.3564991,-0.23950592,january,21,3,weekend,
276,WECCbus157,1.0266708,-0.84609723,3.2466675,-0.24631313,january,22,3,weekend,
282,WECCbus157,1.0282946,-0.82477231,3.0797211,-0.25486653,january,23,3,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,january,0,1,weekday,
6,WECCbus54,1.0157425,-1.7283721,2.4019726,-0.14055491,january,1,1,weekday,
12,WECCbus54,1.0160075000000002,-1.7240830000000003,2.3699898,-0.1419373,january,2,1,weekday,
18,WECCbus54,1.0160874,-1.7227871,2.3611597,-0.14230014,january,3,1,weekday,
24,WECCbus54,1.0161166,-1.7223651999999998,2.3578316000000004,-0.14244366,january,4,1,weekday,
30,WECCbus54,1.0159183,-1.7255167000000002,2.3845441000000003,-0.14127422,january,5,1,weekday,
36,WECCbus54,1.0153557,-1.7344656000000003,2.4524614,-0.13817433,january,6,1,weekday,
42,WECCbus54,1.0144749,-1.7484061000000002,2.5580813,-0.13274581,january,7,1,weekday,
48,WECCbus54,1.014327,-1.7511386999999998,2.5782916,-0.13152803,january,8,1,weekday,
54,WECCbus54,1.0155125,-1.7322159,2.4765688,-0.13638512,january,9,1,weekday,
60,WECCbus54,1.0166091999999998,-1.7143723000000002,2.3558337000000003,-0.14155951,january,10,1,weekday,
66,WECCbus54,1.0172908999999999,-1.7024596,2.2735737,-0.14447901,january,11,1,weekday,
72,WECCbus54,1.0174113999999999,-1.7001636000000002,2.2546462000000003,-0.14513131,january,12,1,weekday,
78,WECCbus54,1.0174253,-1.6999296000000002,2.2516319,-0.14526057,january,13,1,weekday,
84,WECCbus54,1.0174013000000002,-1.70042,2.2542712000000003,-0.14519589,january,14,1,weekday,
90,WECCbus54,1.0171181,-1.7055293999999999,2.2874555,-0.14415011,january,15,1,weekday,
96,WECCbus54,1.0162792999999999,-1.7196025000000001,2.3696861,-0.14139868,january,16,1,weekday,
102,WECCbus54,1.0138623,-1.7568314999999999,2.6143148,-0.12948112,january,17,1,weekday,
108,WECCbus54,1.01223,-1.7813244,2.8381366000000003,-0.11384129,january,18,1,weekday,
114,WECCbus54,1.0109921,-1.7971872,2.9157349,-0.10798157,january,19,1,weekday,
120,WECCbus54,1.0110963,-1.7958526000000001,2.9070644,-0.10869656,january,20,1,weekday,
126,WECCbus54,1.0114306999999998,-1.791349,2.8743828,-0.11129551,january,21,1,weekday,
132,WECCbus54,1.0123555,-1.778759,2.7801158999999998,-0.11848704,january,22,1,weekday,
138,WECCbus54,1.0137154000000002,-1.7593991000000002,2.6342742,-0.12823884,january,23,1,weekday,
144,WECCbus54,1.0148457,-1.7424428,2.506961,-0.13550317,january,0,3,weekend,
150,WECCbus54,1.0155565999999998,-1.7312521,2.4266315,-0.13937841,january,1,3,weekend,
156,WECCbus54,1.0158397,-1.7267384999999997,2.3939937000000002,-0.14083528,january,2,3,weekend,
162,WECCbus54,1.0159272,-1.7253201,2.3865187999999997,-0.14111823,january,3,3,weekend,
168,WECCbus54,1.0159437,-1.7250503000000001,2.3845963,-0.14120284,january,4,3,weekend,
174,WECCbus54,1.0157432,-1.7282733000000001,2.4106139,-0.14003144,january,5,3,weekend,
180,WECCbus54,1.0151588,-1.7375144,2.4802574,-0.13672405,january,6,3,weekend,
186,WECCbus54,1.0142248999999999,-1.7520405,2.5928736,-0.13062699,january,7,3,weekend,
192,WECCbus54,1.0141497,-1.7537724,2.6021992000000003,-0.13005343,january,8,3,weekend,
198,WECCbus54,1.01558,-1.7310381000000001,2.4708076,-0.1365285,january,9,3,weekend,
204,WECCbus54,1.0167116,-1.7125400000000002,2.344235,-0.14192570000000002,january,10,3,weekend,
210,WECCbus54,1.0173676999999999,-1.7010782,2.2576702999999996,-0.14503204,january,11,3,weekend,
216,WECCbus54,1.01749,-1.6988087,2.2388795,-0.14565178,january,12,3,weekend,
222,WECCbus54,1.0175249,-1.6982755,2.2338763,-0.14582157,january,13,3,weekend,
228,WECCbus54,1.0175243,-1.6983603999999999,2.2316154,-0.14594419,january,14,3,weekend,
234,WECCbus54,1.0173091,-1.7024398999999997,2.2668204,-0.14472986,january,15,3,weekend,
240,WECCbus54,1.0167891,-1.7121041000000001,2.3525454,-0.14141316,january,16,3,weekend,
246,WECCbus54,1.0141729,-1.7526871,2.599786,-0.13009678,january,17,3,weekend,
252,WECCbus54,1.0114565,-1.7907688000000002,2.8676939999999997,-0.11180860000000001,january,18,3,weekend,
258,WECCbus54,1.0105341,-1.8031475,2.9606665,-0.10405576,january,19,3,weekend,
264,WECCbus54,1.010646,-1.8017404,2.9513825000000002,-0.10485821,january,20,3,weekend,
270,WECCbus54,1.0109823,-1.7972495,2.919165,-0.1075422,january,21,3,weekend,
276,WECCbus54,1.0119737,-1.7839578,2.819891,-0.11543934,january,22,3,weekend,
282,WECCbus54,1.0134001,-1.7639046999999999,2.6676014,-0.12612986,january,23,3,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,january,0,1,weekday,
6,WECCbus57,1.0127163000000001,-1.7209011000000003,2.1723485,-0.18041335,january,1,1,weekday,
12,WECCbus57,1.0129569,-1.7167086999999999,2.1367443,-0.18203945,january,2,1,weekday,
18,WECCbus57,1.0130299999999999,-1.7154378000000001,2.1249256,-0.18258270000000001,january,3,1,weekday,
24,WECCbus57,1.0130567,-1.7150256000000001,2.1208305,-0.18277688,january,4,1,weekday,
30,WECCbus57,1.0128784,-1.7180915,2.1442607999999996,-0.18175038,january,5,1,weekday,
36,WECCbus57,1.0123681999999998,-1.7268333999999999,2.2179166,-0.17820111,january,6,1,weekday,
42,WECCbus57,1.0115712,-1.7404468999999998,2.3277513,-0.17235179999999997,january,7,1,weekday,
48,WECCbus57,1.0114394,-1.7431116999999998,2.3427852000000002,-0.17151771,january,8,1,weekday,
54,WECCbus57,1.0125404,-1.7244316000000002,2.1459835,-0.1824374,january,9,1,weekday,
60,WECCbus57,1.0135427,-1.7069288,1.9817406000000002,-0.18925435,january,10,1,weekday,
66,WECCbus57,1.0141635,-1.6952547999999998,1.8792002,-0.19249768,january,11,1,weekday,
72,WECCbus57,1.0142708,-1.6930215,1.8653343999999998,-0.19279112,january,12,1,weekday,
78,WECCbus57,1.0142825999999998,-1.6927988999999999,1.8648776000000002,-0.19278498,january,13,1,weekday,
84,WECCbus57,1.0142606,-1.6932824,1.8691155,-0.19266718,january,14,1,weekday,
90,WECCbus57,1.0140015,-1.6982988,1.9144400000000001,-0.19133369,january,15,1,weekday,
96,WECCbus57,1.013226,-1.7121676,2.0598205000000003,-0.18587438,january,16,1,weekday,
102,WECCbus57,1.0110068,-1.7487224,2.416977,-0.16646185,january,17,1,weekday,
108,WECCbus57,1.0095646999999999,-1.772441,2.5553485,-0.15754648,january,18,1,weekday,
114,WECCbus57,1.0084030000000002,-1.7881512,2.7525396,-0.14052954,january,19,1,weekday,
120,WECCbus57,1.0084989,-1.7868404999999998,2.7390512000000005,-0.14179238,january,20,1,weekday,
126,WECCbus57,1.0088031,-1.7824360000000001,2.7001075,-0.14513854,january,21,1,weekday,
132,WECCbus57,1.0096424000000002,-1.7701354,2.5936212000000003,-0.15397218,january,22,1,weekday,
138,WECCbus57,1.0108761999999998,-1.7512226999999998,2.4314569,-0.16568977,january,23,1,weekday,
144,WECCbus57,1.0119018,-1.7346544999999998,2.2902125,-0.17435787,january,0,3,weekend,
150,WECCbus57,1.0125494000000002,-1.7237017,2.1937881,-0.17939789,january,1,3,weekend,
156,WECCbus57,1.0128072,-1.7192845,2.1546175,-0.18126414,january,2,3,weekend,
162,WECCbus57,1.0128886000000001,-1.7178830000000003,2.1391885,-0.18202184,january,3,3,weekend,
168,WECCbus57,1.0129037,-1.7176189,2.1368793,-0.18213052,january,4,3,weekend,
174,WECCbus57,1.0127229,-1.7207598000000002,2.1614516,-0.18101687,january,5,3,weekend,
180,WECCbus57,1.0121929,-1.729789,2.2377466,-0.17722456,january,6,3,weekend,
186,WECCbus57,1.0113495000000001,-1.7439628,2.350722,-0.17103324,january,7,3,weekend,
192,WECCbus57,1.0112816999999998,-1.7456651,2.3599238999999996,-0.17052696,january,8,3,weekend,
198,WECCbus57,1.0126035,-1.7232664,2.1335443,-0.18297529999999998,january,9,3,weekend,
204,WECCbus57,1.0136365999999999,-1.7051286,1.9653164,-0.1897804,january,10,3,weekend,
210,WECCbus57,1.0142296,-1.6939319,1.8748483,-0.19243689,january,11,3,weekend,
216,WECCbus57,1.0143388,-1.6917240000000002,1.8602631,-0.19276346,january,12,3,weekend,
222,WECCbus57,1.0143701999999999,-1.6912067,1.8558432,-0.19285912,january,13,3,weekend,
228,WECCbus57,1.0143681,-1.6913028,1.8589826,-0.19273293,january,14,3,weekend,
234,WECCbus57,1.0141773,-1.6952636000000003,1.8820961999999999,-0.19226738,january,15,3,weekend,
240,WECCbus57,1.0137179,-1.7046346999999997,1.9341171000000001,-0.19115458,january,16,3,weekend,
246,WECCbus57,1.0113035,-1.7445859000000001,2.3551787999999996,-0.17071965,january,17,3,weekend,
252,WECCbus57,1.0088233,-1.7818835,2.7015059,-0.14491089999999998,january,18,3,weekend,
258,WECCbus57,1.0079878,-1.7939721999999998,2.8026988999999998,-0.13579944,january,19,3,weekend,
264,WECCbus57,1.0080907,-1.792591,2.7885899,-0.13717385,january,20,3,weekend,
270,WECCbus57,1.0083966999999998,-1.7881977999999998,2.7498357,-0.14065774,january,21,3,weekend,
276,WECCbus57,1.0092966,-1.775211,2.63692,-0.15042511,january,22,3,weekend,
282,WECCbus57,1.0105894,-1.7556283,2.4709144,-0.16297805,january,23,3,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,february,0,5,weekday,
6,WECCbus157,1.0309263000000002,-0.78646394,2.7822827,-0.26482453,february,1,5,weekday,
12,WECCbus157,1.0312134,-0.78194431,2.7473715,-0.26555721,february,2,5,weekday,
18,WECCbus157,1.0313083,-0.78045849,2.735624,-0.26580241,february,3,5,weekday,
24,WECCbus157,1.0313246999999999,-0.78013649,2.7339048,-0.26580113,february,4,5,weekday,
30,WECCbus157,1.0311235,-0.78331532,2.7585416,-0.26529381,february,5,5,weekday,
36,WECCbus157,1.0304924000000002,-0.79299608,2.8344577,-0.26342859999999996,february,6,5,weekday,
42,WECCbus157,1.0295473,-0.80649227,2.9461333,-0.25980201,february,7,5,weekday,
48,WECCbus157,1.0295827,-0.80626968,2.9407166,-0.26013619,february,8,5,weekday,
54,WECCbus157,1.0306497,-0.79026335,2.8177577,-0.26371916,february,9,5,weekday,
60,WECCbus157,1.0318249,-0.77146883,2.6742272000000002,-0.26647815,february,10,5,weekday,
66,WECCbus157,1.0322313,-0.76474654,2.6220684,-0.26719335,february,11,5,weekday,
72,WECCbus157,1.0324591,-0.76110511,2.5910341,-0.2676261,february,12,5,weekday,
78,WECCbus157,1.0324344,-0.76145937,2.5946516,-0.26755567,february,13,5,weekday,
84,WECCbus157,1.0324553,-0.76115175,2.5915764,-0.26760296,february,14,5,weekday,
90,WECCbus157,1.0321693,-0.76584628,2.6296392999999996,-0.26712115,february,15,5,weekday,
96,WECCbus157,1.0313754000000002,-0.77905599,2.728982,-0.2657392,february,16,5,weekday,
102,WECCbus157,1.0296395,-0.80560302,2.9328592999999996,-0.26038162,february,17,5,weekday,
108,WECCbus157,1.0272027,-0.83918606,3.1934627,-0.24920258,february,18,5,weekday,
114,WECCbus157,1.0259181999999998,-0.85556561,3.3203451,-0.24191342,february,19,5,weekday,
120,WECCbus157,1.0257379999999998,-0.85775107,3.33819,-0.24082898,february,20,5,weekday,
126,WECCbus157,1.0259747,-0.85475519,3.3153669999999997,-0.24217059,february,21,5,weekday,
132,WECCbus157,1.0270981,-0.84061567,3.2041115000000002,-0.24873602,february,22,5,weekday,
138,WECCbus157,1.0286499,-0.81976283,3.0422562,-0.25642170000000003,february,23,5,weekday,
144,WECCbus157,1.0299129,-0.80179671,2.9016161,-0.26162217,february,0,6,weekend,
150,WECCbus157,1.0307312,-0.7895205,2.8054516,-0.2642897,february,1,6,weekend,
156,WECCbus157,1.0310433,-0.7847109999999999,2.7676003,-0.26517187,february,2,6,weekend,
162,WECCbus157,1.0311359,-0.78318324,2.7567049999999997,-0.26536416,february,3,6,weekend,
168,WECCbus157,1.0311578000000001,-0.78283962,2.7540283,-0.26542065,february,4,6,weekend,
174,WECCbus157,1.030935,-0.78627559,2.7812713,-0.26478848,february,5,6,weekend,
180,WECCbus157,1.0302594999999999,-0.79649149,2.8617246,-0.26264693,february,6,6,weekend,
186,WECCbus157,1.029234,-0.81086452,2.9815932999999997,-0.25844679,february,7,6,weekend,
192,WECCbus157,1.0293803,-0.80922117,2.963064,-0.25933957,february,8,6,weekend,
198,WECCbus157,1.0306968,-0.78950625,2.8118777,-0.26378425,february,9,6,weekend,
204,WECCbus157,1.0318994000000001,-0.77020583,2.6644852,-0.26654103,february,10,6,weekend,
210,WECCbus157,1.0322959999999999,-0.76355651,2.6135089,-0.26715431,february,11,6,weekend,
216,WECCbus157,1.0324986999999999,-0.7603009,2.5858452,-0.26752433,february,12,6,weekend,
222,WECCbus157,1.0324572,-0.76088378,2.5919545,-0.26739593,february,13,6,weekend,
228,WECCbus157,1.0325293,-0.759737,2.5819222,-0.26752777,february,14,6,weekend,
234,WECCbus157,1.0322361999999998,-0.76433579,2.6223273999999996,-0.26690728,february,15,6,weekend,
240,WECCbus157,1.0314268,-0.77770879,2.724718,-0.26545232,february,16,6,weekend,
246,WECCbus157,1.0296478999999998,-0.80537821,2.9321542999999997,-0.26031229,february,17,6,weekend,
252,WECCbus157,1.0267681999999998,-0.84523735,3.2347077,-0.24708376,february,18,6,weekend,
258,WECCbus157,1.0253306,-0.86276361,3.3759648999999996,-0.23820998,february,19,6,weekend,
264,WECCbus157,1.0251610999999998,-0.86484411,3.3921582999999997,-0.23720585,february,20,6,weekend,
270,WECCbus157,1.0254189,-0.86164418,3.3679193,-0.23874435,february,21,6,weekend,
276,WECCbus157,1.0266136000000001,-0.84687717,3.2520755,-0.24602089,february,22,6,weekend,
282,WECCbus157,1.0282753,-0.82503788,3.0817331,-0.25477311,february,23,6,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,february,0,5,weekday,
6,WECCbus54,1.0158224,-1.7272381,2.3832543,-0.14153220000000002,february,1,5,weekday,
12,WECCbus54,1.0160935,-1.7228747,2.3507724999999997,-0.14289699,february,2,5,weekday,
18,WECCbus54,1.0161753,-1.7215129,2.3415069,-0.14326307,february,3,5,weekday,
24,WECCbus54,1.0162105,-1.7210087,2.338637,-0.14336627,february,4,5,weekday,
30,WECCbus54,1.0160211,-1.7240662,2.3637277,-0.14231301,february,5,5,weekday,
36,WECCbus54,1.0154579,-1.7331296999999999,2.4327786,-0.13925746,february,6,5,weekday,
42,WECCbus54,1.0147874,-1.7442552,2.5158923,-0.13518252,february,7,5,weekday,
48,WECCbus54,1.0147001,-1.7450496,2.5361161,-0.13382137,february,8,5,weekday,
54,WECCbus54,1.015686,-1.7295317,2.4494336,-0.13781538,february,9,5,weekday,
60,WECCbus54,1.0168125,-1.7110522000000001,2.3315799999999998,-0.14251274,february,10,5,weekday,
66,WECCbus54,1.0171848,-1.7046491999999998,2.2893513,-0.14398464,february,11,5,weekday,
72,WECCbus54,1.0173243,-1.7018986,2.2732521,-0.14445410000000003,february,12,5,weekday,
78,WECCbus54,1.0173229,-1.7020156000000002,2.2743113,-0.14443657,february,13,5,weekday,
84,WECCbus54,1.0173235,-1.7019061000000002,2.2754621,-0.14435344,february,14,5,weekday,
90,WECCbus54,1.0170988,-1.705966,2.3038952999999998,-0.14338317,february,15,5,weekday,
96,WECCbus54,1.016298,-1.7193218000000001,2.3841401,-0.14056705,february,16,5,weekday,
102,WECCbus54,1.0146573,-1.7451961,2.5592401000000002,-0.13225447,february,17,5,weekday,
108,WECCbus54,1.0124458,-1.7773273,2.7946598,-0.11720556,february,18,5,weekday,
114,WECCbus54,1.0113048,-1.7929781000000002,2.8893842,-0.11010332,february,19,5,weekday,
120,WECCbus54,1.0111722,-1.7948343999999998,2.9025196,-0.10904154,february,20,5,weekday,
126,WECCbus54,1.0114003,-1.7918509999999999,2.8781812,-0.11099317,february,21,5,weekday,
132,WECCbus54,1.0123625,-1.7786967,2.7771936000000004,-0.11873009,february,22,5,weekday,
138,WECCbus54,1.0137714,-1.7587213,2.6231603999999997,-0.12899845,february,23,5,weekday,
144,WECCbus54,1.0148937,-1.7418281000000002,2.4948839,-0.13622961,february,0,6,weekend,
150,WECCbus54,1.0156222,-1.7303244999999998,2.4114602,-0.14019968,february,1,6,weekend,
156,WECCbus54,1.0158966,-1.7258657,2.3795604999999997,-0.14158047,february,2,6,weekend,
162,WECCbus54,1.0160084999999999,-1.7241581999999998,2.3668788,-0.14212392,february,3,6,weekend,
168,WECCbus54,1.0160291,-1.7238299,2.3638775,-0.14226037,february,4,6,weekend,
174,WECCbus54,1.0158374,-1.7269713,2.3880876,-0.14122488,february,5,6,weekend,
180,WECCbus54,1.0152453000000001,-1.7364477999999999,2.4597819,-0.13792047,february,6,6,weekend,
186,WECCbus54,1.0145465,-1.7480488999999997,2.5449235,-0.13358751,february,7,6,weekend,
192,WECCbus54,1.0144966999999998,-1.7480328,2.5618101,-0.13233351,february,8,6,weekend,
198,WECCbus54,1.0157258,-1.7288252,2.4472704,-0.13777914,february,9,6,weekend,
204,WECCbus54,1.0168812,-1.7098427,2.3247787,-0.14267366,february,10,6,weekend,
210,WECCbus54,1.0172632,-1.7033403000000003,2.2785307,-0.14430779,february,11,6,weekend,
216,WECCbus54,1.0173926,-1.7008444999999999,2.2599551,-0.14491185,february,12,6,weekend,
222,WECCbus54,1.0173919,-1.7010004,2.2621367,-0.1448265,february,13,6,weekend,
228,WECCbus54,1.0174305000000001,-1.7001982,2.2569533,-0.14497352,february,14,6,weekend,
234,WECCbus54,1.0172726,-1.7033937,2.2827646,-0.14407383,february,15,6,weekend,
240,WECCbus54,1.0165056000000001,-1.7164598999999998,2.3643829,-0.14128554,february,16,6,weekend,
246,WECCbus54,1.0147034,-1.7446768,2.5457062,-0.13305813,february,17,6,weekend,
252,WECCbus54,1.0118905999999999,-1.7845263999999998,2.8283005,-0.11478485,february,18,6,weekend,
258,WECCbus54,1.0107709,-1.7999321,2.9402892999999994,-0.10577162,february,19,6,weekend,
264,WECCbus54,1.0106186,-1.8019139,2.9566491000000004,-0.10436844,february,20,6,weekend,
270,WECCbus54,1.0108706,-1.7986924,2.9308802000000003,-0.10654775,february,21,6,weekend,
276,WECCbus54,1.0119018,-1.7848712,2.8264972000000004,-0.1149386,february,22,6,weekend,
282,WECCbus54,1.0133818,-1.7641689999999999,2.6688652999999998,-0.12605493,february,23,6,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,february,0,5,weekday,
6,WECCbus57,1.0127825000000001,-1.7198407999999998,2.1730017000000004,-0.18026006,february,1,5,weekday,
12,WECCbus57,1.0130289000000001,-1.7155749,2.1361274,-0.18194999,february,2,5,weekday,
18,WECCbus57,1.0131038,-1.7142397,2.1241127,-0.18249298,february,3,5,weekday,
24,WECCbus57,1.0131367,-1.7137416,2.1177603,-0.18280066,february,4,5,weekday,
30,WECCbus57,1.0129659,-1.7167197,2.1409903999999997,-0.18179076,february,5,5,weekday,
36,WECCbus57,1.0124554000000001,-1.7255715,2.2143083,-0.17829796,february,6,5,weekday,
42,WECCbus57,1.0118495,-1.7364369,2.2971869,-0.17408132,february,7,5,weekday,
48,WECCbus57,1.0117785,-1.73715,2.2944435000000003,-0.17428971,february,8,5,weekday,
54,WECCbus57,1.0126929,-1.7218418000000002,2.1311687000000004,-0.18301695,february,9,5,weekday,
60,WECCbus57,1.0137277,-1.7036794999999998,1.9520476999999998,-0.19028312,february,10,5,weekday,
66,WECCbus57,1.0140683000000001,-1.6973937,1.8929029,-0.19219604,february,11,5,weekday,
72,WECCbus57,1.0141962,-1.6946873,1.8696137,-0.19284089,february,12,5,weekday,
78,WECCbus57,1.0141953000000001,-1.6947997,1.8690641,-0.19288064,february,13,5,weekday,
84,WECCbus57,1.0141968000000001,-1.6946842,1.8671313999999999,-0.19293869,february,14,5,weekday,
90,WECCbus57,1.0139928,-1.6986598999999998,1.9003444999999999,-0.19200927,february,15,5,weekday,
96,WECCbus57,1.013254,-1.7118121,2.0369435,-0.18704976,february,16,5,weekday,
102,WECCbus57,1.0117533,-1.7371918000000002,2.2765337000000003,-0.17543833,february,17,5,weekday,
108,WECCbus57,1.0097437,-1.7686151,2.5538304,-0.15726367,february,18,5,weekday,
114,WECCbus57,1.0086906999999998,-1.7840146000000001,2.7115581000000004,-0.14417653,february,19,5,weekday,
120,WECCbus57,1.0085704,-1.7858307,2.7268511,-0.14288783,february,20,5,weekday,
126,WECCbus57,1.0087760000000001,-1.782925,2.702834,-0.14491875,february,21,5,weekday,
132,WECCbus57,1.009647,-1.7700861,2.5955247999999997,-0.15380123,february,22,5,weekday,
138,WECCbus57,1.0109231,-1.750588,2.4308322,-0.16567733,february,23,5,weekday,
144,WECCbus57,1.0119406,-1.7340886999999998,2.2921786,-0.17416626,february,0,6,weekend,
150,WECCbus57,1.0126037,-1.7228339,2.1942636,-0.17927809,february,1,6,weekend,
156,WECCbus57,1.0128537,-1.7184694999999999,2.1562327999999997,-0.18108155,february,2,6,weekend,
162,WECCbus57,1.0129556999999998,-1.7167988999999997,2.1403981,-0.18182848,february,3,6,weekend,
168,WECCbus57,1.0129741,-1.7164806000000001,2.1382477000000004,-0.18192035,february,4,6,weekend,
174,WECCbus57,1.0128006,-1.7195470000000002,2.1628732999999998,-0.1807979,february,5,6,weekend,
180,WECCbus57,1.0122638000000002,-1.728804,2.239632,-0.17700146,february,6,6,weekend,
186,WECCbus57,1.0116319,-1.7401396,2.3261218999999995,-0.17242711,february,7,6,weekend,
192,WECCbus57,1.011596,-1.7400503,2.31687,-0.17302862,february,8,6,weekend,
198,WECCbus57,1.0127312,-1.7211365,2.1220392,-0.18340823,february,9,6,weekend,
204,WECCbus57,1.0137914000000001,-1.7024865000000002,1.9395978999999999,-0.19067034,february,10,6,weekend,
210,WECCbus57,1.014139,-1.6961183000000002,1.8821965,-0.19242357,february,11,6,weekend,
216,WECCbus57,1.0142554,-1.6936813000000002,1.8650826,-0.1928289,february,12,6,weekend,
222,WECCbus57,1.014256,-1.6938269,1.8629038,-0.19291714,february,13,6,weekend,
228,WECCbus57,1.014291,-1.6930403000000003,1.8571291,-0.19304838,february,14,6,weekend,
234,WECCbus57,1.0141509,-1.6961488999999998,1.8744235,-0.19271372,february,15,6,weekend,
240,WECCbus57,1.0134458,-1.7089990000000002,2.0020167,-0.18844709,february,16,6,weekend,
246,WECCbus57,1.0117892,-1.7367289000000001,2.2808192000000003,-0.17509501,february,17,6,weekend,
252,WECCbus57,1.0092214,-1.7757534,2.6455791,-0.14960810000000002,february,18,6,weekend,
258,WECCbus57,1.0082050999999999,-1.7908146,2.7728641,-0.13853982,february,19,6,weekend,
264,WECCbus57,1.0080681999999999,-1.7927433000000002,2.7881351000000003,-0.1372013,february,20,6,weekend,
270,WECCbus57,1.0082959999999999,-1.7896032,2.7613689999999997,-0.13960720000000001,february,21,6,weekend,
