,node,active_power_from,active_power_to,reactive_power_from,reactive_power_to,month,hour_of_day,day_of_month,daytype,timezone,line
144,WECClink156-157,2.2307417000000003,-2.2292766,-0.37017575,0.45857049,january,0,3,weekend,,WECClink156-157
150,WECClink156-157,2.1381731,-2.1368252999999995,-0.37297553,0.45429001,january,1,3,weekend,,WECClink156-157
156,WECClink156-157,2.1021095,-2.1008061000000002,-0.37386347,0.45250362,january,2,3,weekend,,WECClink156-157
162,WECClink156-157,2.0910516,-2.0897616,-0.37411166,0.45194111,january,3,3,weekend,,WECClink156-157
168,WECClink156-157,2.0887768,-2.0874896,-0.37416651,0.45182985,january,4,3,weekend,,WECClink156-157
174,WECClink156-157,2.1154762000000003,-2.1141563999999997,-0.37349866,0.45312365,january,5,3,weekend,,WECClink156-157
180,WECClink156-157,2.1918523999999997,-2.1904372000000003,-0.37131928,0.45669956,january,6,3,weekend,,WECClink156-157
186,WECClink156-157,2.3181463,-2.3165657000000004,-0.36664456,0.4620077,january,7,3,weekend,,WECClink156-157
192,WECClink156-157,2.3488017999999995,-2.3471797000000003,-0.36482703,0.46268941,january,8,3,weekend,,WECClink156-157
198,WECClink156-157,2.1362452999999997,-2.1349005,-0.37143756,0.45257203,january,9,3,weekend,,WECClink156-157
204,WECClink156-157,1.9810688000000003,-1.9799088,-0.37490701,0.44489004,january,10,3,weekend,,WECClink156-157
210,WECClink156-157,1.8720566000000003,-1.8710177,-0.37707298,0.43975723,january,11,3,weekend,,WECClink156-157
216,WECClink156-157,1.8623288,-1.8613003000000001,-0.37706302,0.43911325,january,12,3,weekend,,WECClink156-157
222,WECClink156-157,1.8550935000000002,-1.8540727,-0.37717893,0.43876237,january,13,3,weekend,,WECClink156-157
228,WECClink156-157,1.8534098,-1.8523909,-0.37723441,0.43871017,january,14,3,weekend,,WECClink156-157
234,WECClink156-157,1.8714558000000001,-1.8704174,-0.377229,0.43987736,january,15,3,weekend,,WECClink156-157
240,WECClink156-157,2.0151635,-2.0139643,-0.37396891,0.44632026,january,16,3,weekend,,WECClink156-157
246,WECClink156-157,2.3209638,-2.3193811,-0.36237255,0.45786163,january,17,3,weekend,,WECClink156-157
252,WECClink156-157,2.6194127999999997,-2.6174001000000002,-0.34551141,0.46694836,january,18,3,weekend,,WECClink156-157
258,WECClink156-157,2.7242227999999997,-2.7220438,-0.3417755,0.47324259,january,19,3,weekend,,WECClink156-157
264,WECClink156-157,2.717698,-2.7155286,-0.34400789,0.47489573,january,20,3,weekend,,WECClink156-157
270,WECClink156-157,2.6800923,-2.6779826,-0.34668687,0.47397325,january,21,3,weekend,,WECClink156-157
276,WECClink156-157,2.5708762000000003,-2.5689347000000002,-0.35392878,0.47106264,january,22,3,weekend,,WECClink156-157
282,WECClink156-157,2.4048181,-2.4031182,-0.36305872,0.46562322,january,23,3,weekend,,WECClink156-157
0,WECClink157-161,-0.68542557,0.69058221,-0.32008771,0.018329072,january,0,1,weekday,,WECClink157-161
6,WECClink157-161,-0.67482697,0.67945693,-0.18857152,-0.12381522,january,1,1,weekday,,WECClink157-161
12,WECClink157-161,-0.67462856,0.67925263,-0.18612289,-0.12642569,january,2,1,weekday,,WECClink157-161
18,WECClink157-161,-0.67457442,0.67919691,-0.18545486,-0.12713764,january,3,1,weekday,,WECClink157-161
24,WECClink157-161,-0.6745624,0.67918454,-0.1853065,-0.12729575,january,4,1,weekday,,WECClink157-161
30,WECClink157-161,-0.67470511,0.67933143,-0.18706754,-0.12541876,january,5,1,weekday,,WECClink157-161
36,WECClink157-161,-0.67513347,0.67977279,-0.192355,-0.11977917,january,6,1,weekday,,WECClink157-161
42,WECClink157-161,-0.675878,0.68054146,-0.20155027,-0.10995728,january,7,1,weekday,,WECClink157-161
48,WECClink157-161,-0.67607648,0.68074672,-0.20400277,-0.10733459,january,8,1,weekday,,WECClink157-161
54,WECClink157-161,-0.67494943,0.67958309,-0.19008305,-0.12220315,january,9,1,weekday,,WECClink157-161
60,WECClink157-161,-0.67410361,0.6787128000000001,-0.17964679,-0.13332366,january,10,1,weekday,,WECClink157-161
66,WECClink157-161,-0.67352564,0.67811956,-0.1725203,-0.14090413,january,11,1,weekday,,WECClink157-161
72,WECClink157-161,-0.67343298,0.67802456,-0.1713781,-0.14211809,january,12,1,weekday,,WECClink157-161
78,WECClink157-161,-0.67340689,0.67799782,-0.17105655,-0.1424598,january,13,1,weekday,,WECClink157-161
84,WECClink157-161,-0.67341577,0.67800692,-0.17116596,-0.14234353,january,14,1,weekday,,WECClink157-161
90,WECClink157-161,-0.67367253,0.67827022,-0.17433111,-0.13897897,january,15,1,weekday,,WECClink157-161
96,WECClink157-161,-0.6742821999999999,0.67889634,-0.18184955,-0.1309784,january,16,1,weekday,,WECClink157-161
102,WECClink157-161,-0.67606948,0.68073948,-0.20391632,-0.10742706,january,17,1,weekday,,WECClink157-161
108,WECClink157-161,-0.67764252,0.68237122,-0.22337010000000002,-0.086577543,january,18,1,weekday,,WECClink157-161
114,WECClink157-161,-0.67834481,0.68310266,-0.23206526,-0.07723186900000001,january,19,1,weekday,,WECClink157-161
120,WECClink157-161,-0.67845501,0.68321759,-0.23343015,-0.075763367,january,20,1,weekday,,WECClink157-161
126,WECClink157-161,-0.67818985,0.6829411,-0.23014608,-0.07929605599999999,january,21,1,weekday,,WECClink157-161
132,WECClink157-161,-0.67745889,0.68218027,-0.22109758,-0.089017351,january,22,1,weekday,,WECClink157-161
138,WECClink157-161,-0.67639715,0.68107863,-0.20796609,-0.10309349,january,23,1,weekday,,WECClink157-161
144,WECClink157-161,-0.6755142,0.68016562,-0.19705642,-0.11475964,january,0,3,weekend,,WECClink157-161
150,WECClink157-161,-0.67495723,0.67959112,-0.19017929,-0.12210050000000001,january,1,3,weekend,,WECClink157-161
156,WECClink157-161,-0.67474521,0.67937273,-0.18756244,-0.12489114,january,2,3,weekend,,WECClink157-161
162,WECClink157-161,-0.67468041,0.67930601,-0.18676273,-0.12574368,january,3,3,weekend,,WECClink157-161
168,WECClink157-161,-0.67466729,0.6792925,-0.18660086,-0.12591623,january,4,3,weekend,,WECClink157-161
174,WECClink157-161,-0.67482283,0.67945267,-0.18852048,-0.12386965,january,5,3,weekend,,WECClink157-161
180,WECClink157-161,-0.67527767,0.67992151,-0.19413539,-0.11787886,january,6,3,weekend,,WECClink157-161
186,WECClink157-161,-0.67605548,0.680725,-0.20374329,-0.10761214,january,7,3,weekend,,WECClink157-161
192,WECClink157-161,-0.67623337,0.68090907,-0.20594173,-0.10526016,january,8,3,weekend,,WECClink157-161
198,WECClink157-161,-0.67489752,0.67952961,-0.18944235,-0.12288653,january,9,3,weekend,,WECClink157-161
204,WECClink157-161,-0.67402043,0.67862735,-0.17862089,-0.13441558,january,10,3,weekend,,WECClink157-161
210,WECClink157-161,-0.67346719,0.67805964,-0.17179985,-0.14166988,january,11,3,weekend,,WECClink157-161
216,WECClink157-161,-0.67341438,0.6780055,-0.17114894,-0.14236162,january,12,3,weekend,,WECClink157-161
222,WECClink157-161,-0.67337903,0.67796926,-0.17071315,-0.14282469,january,13,3,weekend,,WECClink157-161
228,WECClink157-161,-0.67337218,0.67796225,-0.17062879,-0.14291433,january,14,3,weekend,,WECClink157-161
234,WECClink157-161,-0.67346964,0.67806214,-0.17182997,-0.14163786,january,15,3,weekend,,WECClink157-161
240,WECClink157-161,-0.67419728,0.67880905,-0.18080207,-0.13209377,january,16,3,weekend,,WECClink157-161
246,WECClink157-161,-0.67593505,0.68060045,-0.20225523,-0.10920354,january,17,3,weekend,,WECClink157-161
252,WECClink157-161,-0.67791292,0.68265263,-0.22671726,-0.082981931,january,18,3,weekend,,WECClink157-161
258,WECClink157-161,-0.6788061,0.68358409,-0.23777993,-0.071080637,january,19,3,weekend,,WECClink157-161
264,WECClink157-161,-0.67881667,0.68359512,-0.23791085,-0.070939623,january,20,3,weekend,,WECClink157-161
270,WECClink157-161,-0.67854157,0.68330791,-0.23450244,-0.07460939,january,21,3,weekend,,WECClink157-161
276,WECClink157-161,-0.67775688,0.6824901999999999,-0.22478552,-0.08505736300000001,january,22,3,weekend,,WECClink157-161
282,WECClink157-161,-0.67662585,0.68131557,-0.21079337,-0.10006598,january,23,3,weekend,,WECClink157-161
0,WECClink50-57,1.4135087,-1.4127604,0.0015870004,-0.0023810819,january,0,1,weekday,,WECClink50-57
6,WECClink50-57,0.98498894,-0.98447854,-0.66673718,0.66329029,january,1,1,weekday,,WECClink50-57
12,WECClink50-57,0.95616377,-0.95567244,-0.66968104,0.66604167,january,2,1,weekday,,WECClink50-57
18,WECClink50-57,0.94736345,-0.94687782,-0.6705621999999999,0.66686523,january,3,1,weekday,,WECClink50-57
24,WECClink50-57,0.94416751,-0.94368394,-0.67089386,0.66717616,january,4,1,weekday,,WECClink50-57
30,WECClink50-57,0.96545816,-0.96496076,-0.66870358,0.66512549,january,5,1,weekday,,WECClink50-57
36,WECClink50-57,1.0257048,-1.0251665,-0.66237691,0.65921164,january,6,1,weekday,,WECClink50-57
42,WECClink50-57,1.1174329,-1.1168273000000002,-0.65210498,0.64961788,january,7,1,weekday,,WECClink50-57
48,WECClink50-57,1.1219965,-1.1213875,-0.65150486,0.64905274,january,8,1,weekday,,WECClink50-57
54,WECClink50-57,0.93203415,-0.93155899,-0.67067171,0.6668696999999999,january,9,1,weekday,,WECClink50-57
60,WECClink50-57,0.82043964,-0.82003093,-0.68095264,0.67647888,january,10,1,weekday,,WECClink50-57
66,WECClink50-57,0.78053838,-0.78015114,-0.68468605,0.67999482,january,11,1,weekday,,WECClink50-57
72,WECClink50-57,0.76968286,-0.76930129,-0.68565855,0.68090997,january,12,1,weekday,,WECClink50-57
78,WECClink50-57,0.76916042,-0.76877913,-0.68567624,0.68092481,january,13,1,weekday,,WECClink50-57
84,WECClink50-57,0.77176702,-0.77138434,-0.68550481,0.68076733,january,14,1,weekday,,WECClink50-57
90,WECClink50-57,0.79033129,-0.78993883,-0.68389837,0.67925997,january,15,1,weekday,,WECClink50-57
96,WECClink50-57,0.84016165,-0.83974175,-0.67939085,0.67503016,january,16,1,weekday,,WECClink50-57
102,WECClink50-57,1.1622431,-1.1616024999999999,-0.64669068,0.64455641,january,17,1,weekday,,WECClink50-57
108,WECClink50-57,1.083312,-1.0827346000000002,-0.65052707,0.64775803,january,18,1,weekday,,WECClink50-57
114,WECClink50-57,1.1982161,-1.1975483,-0.63768528,0.6358265000000001,january,19,1,weekday,,WECClink50-57
120,WECClink50-57,1.4406187,-1.4397278999999998,-0.60859548,0.60897863,january,20,1,weekday,,WECClink50-57
126,WECClink50-57,1.4117488999999999,-1.4108867,-0.61289301,0.61298865,january,21,1,weekday,,WECClink50-57
132,WECClink50-57,1.3259251,-1.3251443,-0.62529707,0.62457475,january,22,1,weekday,,WECClink50-57
138,WECClink50-57,1.1944553,-1.1937886,-0.64272009,0.64084845,january,23,1,weekday,,WECClink50-57
144,WECClink50-57,1.0799213,-1.0793438999999998,-0.65644687,0.65367539,january,0,3,weekend,,WECClink50-57
150,WECClink50-57,1.0043758,-1.0038523000000001,-0.66465766,0.66134332,january,1,3,weekend,,WECClink50-57
156,WECClink50-57,0.97378597,-0.97328308,-0.66782493,0.66430228,january,2,3,weekend,,WECClink50-57
162,WECClink50-57,0.9639,-0.96340366,-0.66880323,0.66521456,january,3,3,weekend,,WECClink50-57
168,WECClink50-57,0.96211809,-0.96162292,-0.66898348,0.665383,january,4,3,weekend,,WECClink50-57
174,WECClink50-57,0.98356796,-0.98305858,-0.66675985,0.66330284,january,5,3,weekend,,WECClink50-57
180,WECClink50-57,1.0457508,-1.0451984,-0.66010695,0.6570844,january,6,3,weekend,,WECClink50-57
186,WECClink50-57,1.1419207,-1.1412962,-0.64906546,0.64676895,january,7,3,weekend,,WECClink50-57
192,WECClink50-57,1.1423649,-1.1417401000000003,-0.64893366,0.64664027,january,8,3,weekend,,WECClink50-57
198,WECClink50-57,0.92993829,-0.92946462,-0.67051809,0.66670119,january,9,3,weekend,,WECClink50-57
204,WECClink50-57,0.81383121,-0.81342635,-0.68113844,0.67662601,january,10,3,weekend,,WECClink50-57
210,WECClink50-57,0.77232435,-0.77194157,-0.68507322,0.68033702,january,11,3,weekend,,WECClink50-57
216,WECClink50-57,0.76146667,-0.76108947,-0.68607568,0.68128288,january,12,3,weekend,,WECClink50-57
222,WECClink50-57,0.75901664,-0.75864071,-0.68624967,0.68144402,january,13,3,weekend,,WECClink50-57
228,WECClink50-57,0.76023596,-0.75985939,-0.68618965,0.68139052,january,14,3,weekend,,WECClink50-57
234,WECClink50-57,0.77946187,-0.7790754,-0.68436363,0.67966491,january,15,3,weekend,,WECClink50-57
240,WECClink50-57,0.82404179,-0.8236312,-0.68038023,0.67592565,january,16,3,weekend,,WECClink50-57
246,WECClink50-57,0.95124541,-0.95075894,-0.66659831,0.66291141,january,17,3,weekend,,WECClink50-57
252,WECClink50-57,1.15375,-1.1531182,-0.64307024,0.64084907,january,18,3,weekend,,WECClink50-57
258,WECClink50-57,1.4092105,-1.4083511999999998,-0.6123159,0.61238297,january,19,3,weekend,,WECClink50-57
264,WECClink50-57,1.4824138,-1.4814805,-0.60207995,0.60288976,january,20,3,weekend,,WECClink50-57
270,WECClink50-57,1.4520131,-1.4511108999999998,-0.60672851,0.60722631,january,21,3,weekend,,WECClink50-57
276,WECClink50-57,1.3612777,-1.3604641000000002,-0.62021035,0.61981816,january,22,3,weekend,,WECClink50-57
282,WECClink50-57,1.2254147,-1.2247223,-0.63876228,0.63714998,january,23,3,weekend,,WECClink50-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.72202002,0.72247781,0.34137925,-0.36126603,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71253356,0.71298236,0.34312659999999995,-0.36315261,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71011549,0.71056204,0.34362679,-0.36368835,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.7091363,0.70958194,0.3438211,-0.36389692,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.71758008,0.71803372,0.34244359,-0.36239733,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.73778364,0.73825673,0.33871614,-0.35836906,january,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.76965887,0.77016389,0.33273331,-0.35189445,january,7,1,weekday,,WECClink54-57
48,WECClink54-57,-0.77661637,0.77712873,0.33204342,-0.35109904,january,8,1,weekday,,WECClink54-57
54,WECClink54-57,-0.76480531,0.76530739,0.3406744,-0.35995938,january,9,1,weekday,,WECClink54-57
60,WECClink54-57,-0.72758879,0.72805415,0.34750191,-0.36735135,january,10,1,weekday,,WECClink54-57
66,WECClink54-57,-0.69571528,0.69614998,0.35075078,-0.37104853,january,11,1,weekday,,WECClink54-57
72,WECClink54-57,-0.68893894,0.68936735,0.35152676,-0.37191771,january,12,1,weekday,,WECClink54-57
78,WECClink54-57,-0.68869094,0.68911911,0.35154196,-0.37193638,january,13,1,weekday,,WECClink54-57
84,WECClink54-57,-0.6882931999999999,0.68872097,0.35147398,-0.37187309,january,14,1,weekday,,WECClink54-57
90,WECClink54-57,-0.70055955,0.70099879,0.35015625,-0.37038627,january,15,1,weekday,,WECClink54-57
96,WECClink54-57,-0.73073821,0.73120649,0.34657648,-0.36637688,january,16,1,weekday,,WECClink54-57
102,WECClink54-57,-0.78022311,0.78073887,0.33003632,-0.34902487,january,17,1,weekday,,WECClink54-57
108,WECClink54-57,-0.91446363,0.91513677,0.32259117,-0.33939553,january,18,1,weekday,,WECClink54-57
114,WECClink54-57,-0.9313524999999999,0.93204589,0.31551941,-0.33198489,january,19,1,weekday,,WECClink54-57
120,WECClink54-57,-0.87149716,0.87211388,0.30982195,-0.32724864,january,20,1,weekday,,WECClink54-57
126,WECClink54-57,-0.86160888,0.86221404,0.31207637,-0.32968108,january,21,1,weekday,,WECClink54-57
132,WECClink54-57,-0.8338095999999999,0.8343831,0.31848955,-0.33658441,january,22,1,weekday,,WECClink54-57
138,WECClink54-57,-0.79064705,0.79117368,0.32781792,-0.34663792,january,23,1,weekday,,WECClink54-57
144,WECClink54-57,-0.75294325,0.7534312,0.33544699,-0.35486586,january,0,3,weekend,,WECClink54-57
150,WECClink54-57,-0.72964743,0.73011257,0.34009254,-0.35986698,january,1,3,weekend,,WECClink54-57
156,WECClink54-57,-0.72026995,0.72072613,0.34192287,-0.36183706,january,2,3,weekend,,WECClink54-57
162,WECClink54-57,-0.71861933,0.719074,0.34241509,-0.36235489,january,3,3,weekend,,WECClink54-57
168,WECClink54-57,-0.71809111,0.71854529,0.34252019,-0.36246779,january,4,3,weekend,,WECClink54-57
174,WECClink54-57,-0.72610848,0.72657034,0.34115199,-0.36098188,january,5,3,weekend,,WECClink54-57
180,WECClink54-57,-0.74682562,0.74730767,0.33725985,-0.35677729999999996,january,6,3,weekend,,WECClink54-57
186,WECClink54-57,-0.78132596,0.78184311,0.33078835,-0.34976686,january,7,3,weekend,,WECClink54-57
192,WECClink54-57,-0.78741934,0.78794306,0.33031015,-0.34919606,january,8,3,weekend,,WECClink54-57
198,WECClink54-57,-0.7691875,0.76969417,0.34035177,-0.35957249,january,9,3,weekend,,WECClink54-57
204,WECClink54-57,-0.73139915,0.73186836,0.34742238,-0.3672198,january,10,3,weekend,,WECClink54-57
210,WECClink54-57,-0.69799179,0.69842874,0.35085238,-0.37112149,january,11,3,weekend,,WECClink54-57
216,WECClink54-57,-0.69130853,0.69173926,0.35164661,-0.37200792,january,12,3,weekend,,WECClink54-57
222,WECClink54-57,-0.69028467,0.69071445,0.35178145,-0.372157,january,13,3,weekend,,WECClink54-57
228,WECClink54-57,-0.68895234,0.68938084,0.35180534,-0.37219841,january,14,3,weekend,,WECClink54-57
234,WECClink54-57,-0.70178506,0.70222554,0.35032846,-0.3705447,january,15,3,weekend,,WECClink54-57
240,WECClink54-57,-0.73353384,0.7340051,0.34695457,-0.36671928,january,16,3,weekend,,WECClink54-57
246,WECClink54-57,-0.82977462,0.83034764,0.3353583,-0.35363389,january,17,3,weekend,,WECClink54-57
252,WECClink54-57,-0.91725383,0.9179296999999998,0.31891054,-0.33564397,january,18,3,weekend,,WECClink54-57
258,WECClink54-57,-0.90561061,0.9062694,0.30784873,-0.32469865,january,19,3,weekend,,WECClink54-57
264,WECClink54-57,-0.88405519,0.88468676,0.30661212,-0.3238074,january,20,3,weekend,,WECClink54-57
270,WECClink54-57,-0.87474137,0.87536188,0.3089285,-0.32629559,january,21,3,weekend,,WECClink54-57
276,WECClink54-57,-0.84554104,0.84612775,0.31581988,-0.33371052,january,22,3,weekend,,WECClink54-57
282,WECClink54-57,-0.80018356,0.80072027,0.32571475,-0.34437758,january,23,3,weekend,,WECClink54-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.72202002,0.72247781,0.34137925,-0.36126603,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71253356,0.71298236,0.34312659999999995,-0.36315261,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71011549,0.71056204,0.34362679,-0.36368835,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.7091363,0.70958194,0.3438211,-0.36389692,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.71758008,0.71803372,0.34244359,-0.36239733,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.73778364,0.73825673,0.33871614,-0.35836906,january,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.76965887,0.77016389,0.33273331,-0.35189445,january,7,1,weekday,,WECClink54-57
48,WECClink54-57,-0.77661637,0.77712873,0.33204342,-0.35109904,january,8,1,weekday,,WECClink54-57
54,WECClink54-57,-0.76480531,0.76530739,0.3406744,-0.35995938,january,9,1,weekday,,WECClink54-57
60,WECClink54-57,-0.72758879,0.72805415,0.34750191,-0.36735135,january,10,1,weekday,,WECClink54-57
66,WECClink54-57,-0.69571528,0.69614998,0.35075078,-0.37104853,january,11,1,weekday,,WECClink54-57
72,WECClink54-57,-0.68893894,0.68936735,0.35152676,-0.37191771,january,12,1,weekday,,WECClink54-57
78,WECClink54-57,-0.68869094,0.68911911,0.35154196,-0.37193638,january,13,1,weekday,,WECClink54-57
84,WECClink54-57,-0.6882931999999999,0.68872097,0.35147398,-0.37187309,january,14,1,weekday,,WECClink54-57
90,WECClink54-57,-0.70055955,0.70099879,0.35015625,-0.37038627,january,15,1,weekday,,WECClink54-57
96,WECClink54-57,-0.73073821,0.73120649,0.34657648,-0.36637688,january,16,1,weekday,,WECClink54-57
102,WECClink54-57,-0.78022311,0.78073887,0.33003632,-0.34902487,january,17,1,weekday,,WECClink54-57
108,WECClink54-57,-0.91446363,0.91513677,0.32259117,-0.33939553,january,18,1,weekday,,WECClink54-57
114,WECClink54-57,-0.9313524999999999,0.93204589,0.31551941,-0.33198489,january,19,1,weekday,,WECClink54-57
120,WECClink54-57,-0.87149716,0.87211388,0.30982195,-0.32724864,january,20,1,weekday,,WECClink54-57
126,WECClink54-57,-0.86160888,0.86221404,0.31207637,-0.32968108,january,21,1,weekday,,WECClink54-57
132,WECClink54-57,-0.8338095999999999,0.8343831,0.31848955,-0.33658441,january,22,1,weekday,,WECClink54-57
138,WECClink54-57,-0.79064705,0.79117368,0.32781792,-0.34663792,january,23,1,weekday,,WECClink54-57
144,WECClink54-57,-0.75294325,0.7534312,0.33544699,-0.35486586,january,0,3,weekend,,WECClink54-57
150,WECClink54-57,-0.72964743,0.73011257,0.34009254,-0.35986698,january,1,3,weekend,,WECClink54-57
156,WECClink54-57,-0.72026995,0.72072613,0.34192287,-0.36183706,january,2,3,weekend,,WECClink54-57
162,WECClink54-57,-0.71861933,0.719074,0.34241509,-0.36235489,january,3,3,weekend,,WECClink54-57
168,WECClink54-57,-0.71809111,0.71854529,0.34252019,-0.36246779,january,4,3,weekend,,WECClink54-57
174,WECClink54-57,-0.72610848,0.72657034,0.34115199,-0.36098188,january,5,3,weekend,,WECClink54-57
180,WECClink54-57,-0.74682562,0.74730767,0.33725985,-0.35677729999999996,january,6,3,weekend,,WECClink54-57
186,WECClink54-57,-0.78132596,0.78184311,0.33078835,-0.34976686,january,7,3,weekend,,WECClink54-57
192,WECClink54-57,-0.78741934,0.78794306,0.33031015,-0.34919606,january,8,3,weekend,,WECClink54-57
198,WECClink54-57,-0.7691875,0.76969417,0.34035177,-0.35957249,january,9,3,weekend,,WECClink54-57
204,WECClink54-57,-0.73139915,0.73186836,0.34742238,-0.3672198,january,10,3,weekend,,WECClink54-57
210,WECClink54-57,-0.69799179,0.69842874,0.35085238,-0.37112149,january,11,3,weekend,,WECClink54-57
216,WECClink54-57,-0.69130853,0.69173926,0.35164661,-0.37200792,january,12,3,weekend,,WECClink54-57
222,WECClink54-57,-0.69028467,0.69071445,0.35178145,-0.372157,january,13,3,weekend,,WECClink54-57
228,WECClink54-57,-0.68895234,0.68938084,0.35180534,-0.37219841,january,14,3,weekend,,WECClink54-57
234,WECClink54-57,-0.70178506,0.70222554,0.35032846,-0.3705447,january,15,3,weekend,,WECClink54-57
240,WECClink54-57,-0.73353384,0.7340051,0.34695457,-0.36671928,january,16,3,weekend,,WECClink54-57
246,WECClink54-57,-0.82977462,0.83034764,0.3353583,-0.35363389,january,17,3,weekend,,WECClink54-57
252,WECClink54-57,-0.91725383,0.9179296999999998,0.31891054,-0.33564397,january,18,3,weekend,,WECClink54-57
258,WECClink54-57,-0.90561061,0.9062694,0.30784873,-0.32469865,january,19,3,weekend,,WECClink54-57
264,WECClink54-57,-0.88405519,0.88468676,0.30661212,-0.3238074,january,20,3,weekend,,WECClink54-57
270,WECClink54-57,-0.87474137,0.87536188,0.3089285,-0.32629559,january,21,3,weekend,,WECClink54-57
276,WECClink54-57,-0.84554104,0.84612775,0.31581988,-0.33371052,january,22,3,weekend,,WECClink54-57
282,WECClink54-57,-0.80018356,0.80072027,0.32571475,-0.34437758,january,23,3,weekend,,WECClink54-57
0,WECClink57-58,-2.0623549999999997,2.0671033,0.07039775599999999,-0.043924439,january,0,1,weekday,,WECClink57-58
6,WECClink57-58,-1.7758153,1.7794701000000002,0.49122959,-0.47741451,january,1,1,weekday,,WECClink57-58
12,WECClink57-58,-1.7535517,1.7571212,0.49193765,-0.4790548,january,2,1,weekday,,WECClink57-58
18,WECClink57-58,-1.7467531000000003,1.7502968,0.49214353,-0.47954295,january,3,1,weekday,,WECClink57-58
24,WECClink57-58,-1.7442852999999998,1.7478197,0.49222511,-0.47972668,january,4,1,weekday,,WECClink57-58
30,WECClink57-58,-1.760729,1.7643258000000002,0.49168925,-0.47850739,january,5,1,weekday,,WECClink57-58
36,WECClink57-58,-1.8072443999999999,1.8110213,0.49011077,-0.47495919,january,6,1,weekday,,WECClink57-58
