,node,voltage_magnitude,voltage_angle,active_power,reactive_power,month,hour_of_day,day_of_month,daytype,timezone
252,WECCbus54,1.0114899,-1.7904452000000002,2.8612841,-0.11238537,january,18,3,weekend,
258,WECCbus54,1.0105693,-1.8028164,2.9541022999999997,-0.10469021,january,19,3,weekend,
264,WECCbus54,1.0106815999999998,-1.8014028000000002,2.9446946,-0.10549149,january,20,3,weekend,
270,WECCbus54,1.0110178,-1.7969108,2.9124485,-0.10816448,january,21,3,weekend,
276,WECCbus54,1.0120082000000001,-1.7836163,2.8131401,-0.11601583,january,22,3,weekend,
282,WECCbus54,1.0134326999999999,-1.7635624,2.6608661,-0.12662362,january,23,3,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,january,0,1,weekday,
6,WECCbus57,1.0127398,-1.7205990000000002,2.1725338,-0.18037409,january,1,1,weekday,
12,WECCbus57,1.0129805,-1.7164019,2.1369233,-0.18199489,january,2,1,weekday,
18,WECCbus57,1.0130533000000002,-1.7151333999999998,2.1251037,-0.18253896,january,3,1,weekday,
24,WECCbus57,1.0130801999999999,-1.7147172999999998,2.1210102,-0.18273208,january,4,1,weekday,
30,WECCbus57,1.012902,-1.7177866999999998,2.1444475,-0.18171056,january,5,1,weekday,
36,WECCbus57,1.0123927,-1.7265247,2.2181039,-0.17815955,january,6,1,weekday,
42,WECCbus57,1.0115968000000002,-1.7401356,2.3279379000000002,-0.17230837,january,7,1,weekday,
48,WECCbus57,1.0114819,-1.7425999,2.3431017000000005,-0.17145136,january,8,1,weekday,
54,WECCbus57,1.0126035,-1.7236417000000002,2.1464562999999997,-0.18232687,january,9,1,weekday,
60,WECCbus57,1.0136164,-1.7059631000000002,1.9823085999999999,-0.18911617,january,10,1,weekday,
66,WECCbus57,1.0142325,-1.6943175,1.8797442,-0.19236131,january,11,1,weekday,
72,WECCbus57,1.0143384,-1.6920964,1.865866,-0.19265412,january,12,1,weekday,
78,WECCbus57,1.0143422,-1.6919810000000002,1.8653436999999997,-0.1926619,january,13,1,weekday,
84,WECCbus57,1.0143286,-1.6923511999999998,1.8696491999999998,-0.19252862,january,14,1,weekday,
90,WECCbus57,1.0140721,-1.6973476000000003,1.9149964,-0.19119741,january,15,1,weekday,
96,WECCbus57,1.0133016,-1.7111843999999998,2.0604009,-0.18573444,january,16,1,weekday,
102,WECCbus57,1.0110975,-1.7476552,2.4176342999999996,-0.16631989,january,17,1,weekday,
108,WECCbus57,1.0096116,-1.7719247999999999,2.5556798,-0.15748347,january,18,1,weekday,
114,WECCbus57,1.0084299,-1.7878642,2.7527299,-0.14049832,january,19,1,weekday,
120,WECCbus57,1.0085264,-1.7865456000000002,2.739236,-0.14175413,january,20,1,weekday,
126,WECCbus57,1.0088305,-1.7821397,2.7003015,-0.14510497,january,21,1,weekday,
132,WECCbus57,1.0096691999999998,-1.7698346999999999,2.5938096,-0.15393354,january,22,1,weekday,
138,WECCbus57,1.0109017,-1.7509211999999998,2.4316471,-0.16565267,january,23,1,weekday,
144,WECCbus57,1.0119264000000001,-1.7343499,2.2903971000000003,-0.17431678,january,0,3,weekend,
150,WECCbus57,1.0125746,-1.7233796000000001,2.1939802999999998,-0.17935315,january,1,3,weekend,
156,WECCbus57,1.0128319,-1.7189653999999999,2.154809,-0.18122063,january,2,3,weekend,
162,WECCbus57,1.0129137,-1.7175582999999999,2.1393823,-0.18197697,january,3,3,weekend,
168,WECCbus57,1.0129285,-1.7172968999999998,2.1370638,-0.18208188,january,4,3,weekend,
174,WECCbus57,1.0127484,-1.7204331000000002,2.1616459,-0.18097119,january,5,3,weekend,
180,WECCbus57,1.0122187,-1.7294667000000001,2.2379385,-0.17717905,january,6,3,weekend,
186,WECCbus57,1.0113749,-1.7436575,2.3509062000000003,-0.17099118,january,7,3,weekend,
192,WECCbus57,1.0112951,-1.7455049999999999,2.3600227000000005,-0.17050595,january,8,3,weekend,
198,WECCbus57,1.0126128,-1.7231488000000001,2.1336122000000004,-0.18295777,january,9,3,weekend,
204,WECCbus57,1.013649,-1.7049631999999997,1.9654111,-0.18975565,january,10,3,weekend,
210,WECCbus57,1.0142393,-1.6937973999999998,1.8749235,-0.19241613,january,11,3,weekend,
216,WECCbus57,1.0143472,-1.6916061999999998,1.8603237000000001,-0.19274261,january,12,3,weekend,
222,WECCbus57,1.0143723,-1.6911772,1.8558626,-0.19285615,january,13,3,weekend,
228,WECCbus57,1.0143703000000002,-1.6912717000000002,1.8590028000000003,-0.19272935,january,14,3,weekend,
234,WECCbus57,1.014181,-1.6952113000000002,1.8821238999999998,-0.19225866,january,15,3,weekend,
240,WECCbus57,1.0137242,-1.7045505,1.9341650000000001,-0.19114174,january,16,3,weekend,
246,WECCbus57,1.0113155999999999,-1.7444411,2.3552722999999998,-0.17070287,january,17,3,weekend,
252,WECCbus57,1.0088508,-1.7815853,2.7017007,-0.14487687,january,18,3,weekend,
258,WECCbus57,1.0080168,-1.7936674,2.8028949,-0.13576236,january,19,3,weekend,
264,WECCbus57,1.0081200000000001,-1.7922801,2.7887880000000003,-0.13713494,january,20,3,weekend,
270,WECCbus57,1.0084259,-1.7878858,2.7500426,-0.14062424,january,21,3,weekend,
276,WECCbus57,1.009325,-1.7748962,2.637121,-0.15038688,january,22,3,weekend,
282,WECCbus57,1.0106163000000001,-1.7553126000000001,2.4711092,-0.16293665,january,23,3,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,february,0,5,weekday,
6,WECCbus157,1.0309287,-0.78636232,2.7823016,-0.26478928,february,1,5,weekday,
12,WECCbus157,1.0312158,-0.78184281,2.7473907000000004,-0.26552208,february,2,5,weekday,
18,WECCbus157,1.0313108,-0.78035582,2.7356436,-0.26576689,february,3,5,weekday,
24,WECCbus157,1.0313272,-0.78003388,2.7339236000000002,-0.26576561,february,4,5,weekday,
30,WECCbus157,1.031126,-0.78321175,2.7585603,-0.26525783,february,5,5,weekday,
36,WECCbus157,1.0304949,-0.79289314,2.8344779,-0.26339317,february,6,5,weekday,
42,WECCbus157,1.0295495000000001,-0.8064038,2.9461512,-0.25977159,february,7,5,weekday,
48,WECCbus157,1.0295870999999999,-0.8060991,2.9407514,-0.26007781,february,8,5,weekday,
54,WECCbus157,1.0306563,-0.7899944000000001,2.817809,-0.26362611,february,9,5,weekday,
60,WECCbus157,1.0318326,-0.77114119,2.674286,-0.26636427,february,10,5,weekday,
66,WECCbus157,1.0322388,-0.76442172,2.6221255,-0.2670796,february,11,5,weekday,
72,WECCbus157,1.0324665000000002,-0.76078542,2.5910897,-0.26751420000000004,february,12,5,weekday,
78,WECCbus157,1.0324408999999999,-0.76117592,2.5947007,-0.26745651,february,13,5,weekday,
84,WECCbus157,1.0324626000000001,-0.7608315999999999,2.591632,-0.26749107,february,14,5,weekday,
90,WECCbus157,1.0321769,-0.76552081,2.6296969,-0.2670077,february,15,5,weekday,
96,WECCbus157,1.0313834000000002,-0.77872089,2.729044,-0.26562309,february,16,5,weekday,
102,WECCbus157,1.0296482,-0.80525979,2.9329285,-0.26026411,february,17,5,weekday,
108,WECCbus157,1.0272068,-0.83903146,3.1934981,-0.24915078,february,18,5,weekday,
114,WECCbus157,1.0259208,-0.85547254,3.3203676,-0.24188271,february,19,5,weekday,
120,WECCbus157,1.0257406,-0.85765672,3.3382117999999994,-0.24079734,february,20,5,weekday,
126,WECCbus157,1.0259774,-0.85465941,3.3153892,-0.2421386,february,21,5,weekday,
132,WECCbus157,1.0271006999999999,-0.84051859,3.2041333,-0.24870354,february,22,5,weekday,
138,WECCbus157,1.0286525,-0.81966422,3.0422767000000004,-0.25638806,february,23,5,weekday,
144,WECCbus157,1.0299154000000001,-0.80169736,2.9016365,-0.26158815,february,0,6,weekend,
150,WECCbus157,1.0307338,-0.78941422,2.8054718,-0.26425315,february,1,6,weekend,
156,WECCbus157,1.0310459,-0.78460386,2.7676203,-0.26513464,february,2,6,weekend,
162,WECCbus157,1.0311385,-0.78307582,2.7567251,-0.26532696,february,3,6,weekend,
168,WECCbus157,1.0311603999999999,-0.78273117,2.7540486,-0.26538306,february,4,6,weekend,
174,WECCbus157,1.0309376000000001,-0.78616729,2.7812914,-0.2647508,february,5,6,weekend,
180,WECCbus157,1.0302622,-0.79638252,2.8617453999999998,-0.26260938,february,6,6,weekend,
186,WECCbus157,1.0292360999999999,-0.81078198,2.98161,-0.25841874,february,7,6,weekend,
192,WECCbus157,1.0293815999999998,-0.80916959,2.9630742000000003,-0.25932186,february,8,6,weekend,
198,WECCbus157,1.0306977,-0.7894668,2.8118846,-0.26377045,february,9,6,weekend,
204,WECCbus157,1.0319008,-0.77014716,2.6644959,-0.26652059999999994,february,10,6,weekend,
210,WECCbus157,1.0322973,-0.76350196,2.6135177000000005,-0.26713518,february,11,6,weekend,
216,WECCbus157,1.0324997999999999,-0.76025219,2.5858529999999997,-0.26750723,february,12,6,weekend,
222,WECCbus157,1.0324575999999999,-0.76086847,2.5919564999999998,-0.26739036,february,13,6,weekend,
228,WECCbus157,1.0325296,-0.75972281,2.5819240000000003,-0.26752261,february,14,6,weekend,
234,WECCbus157,1.0322366,-0.76431695,2.6223313999999998,-0.26690089,february,15,6,weekend,
240,WECCbus157,1.0314275,-0.77767898,2.7247236,-0.26544184,february,16,6,weekend,
246,WECCbus157,1.0296486999999999,-0.80534852,2.9321601000000004,-0.26030203,february,17,6,weekend,
252,WECCbus157,1.0267704,-0.84515627,3.2347252999999996,-0.24705622,february,18,6,weekend,
258,WECCbus157,1.0253334,-0.86266278,3.3759886,-0.23817649999999999,february,19,6,weekend,
264,WECCbus157,1.025164,-0.86474196,3.3921826,-0.23717189,february,20,6,weekend,
270,WECCbus157,1.0254218000000002,-0.86154073,3.367944,-0.23871005,february,21,6,weekend,
276,WECCbus157,1.0266164,-0.84677299,3.2520999,-0.24598614,february,22,6,weekend,
282,WECCbus157,1.0282780999999999,-0.82493202,3.0817551,-0.25473684,february,23,6,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,february,0,5,weekday,
6,WECCbus54,1.0158498,-1.7269182,2.3770037,-0.14186709,february,1,5,weekday,
12,WECCbus54,1.0161206,-1.7225552,2.3445331,-0.14322054,february,2,5,weekday,
18,WECCbus54,1.0162026,-1.7211898,2.3351981,-0.14358596,february,3,5,weekday,
24,WECCbus54,1.0162378,-1.7206861,2.332337,-0.14368793,february,4,5,weekday,
30,WECCbus54,1.0160489,-1.7237405,2.3573629,-0.14265404,february,5,5,weekday,
36,WECCbus54,1.0154864,-1.732805,2.4264179,-0.13962808,february,6,5,weekday,
42,WECCbus54,1.0148126,-1.7439756999999998,2.5104081000000003,-0.13553035,february,7,5,weekday,
48,WECCbus54,1.0147492,-1.7445103,2.5255324,-0.13451091,february,8,5,weekday,
54,WECCbus54,1.0157607,-1.728684,2.4328357999999994,-0.13882409,february,9,5,weekday,
60,WECCbus54,1.0168991,-1.7100232,2.3114839,-0.14357526,february,10,5,weekday,
66,WECCbus54,1.0172688,-1.7036303,2.2694794999999996,-0.14496428,february,11,5,weekday,
72,WECCbus54,1.0174064,-1.7008961999999999,2.2537144000000002,-0.14539099,february,12,5,weekday,
78,WECCbus54,1.0173955,-1.701127,2.2569976,-0.1452622,february,13,5,weekday,
84,WECCbus54,1.0174056999999999,-1.7009022,2.2558951,-0.14529501,february,14,5,weekday,
90,WECCbus54,1.0171835,-1.7049448,2.2839713,-0.14438436,february,15,5,weekday,
96,WECCbus54,1.0163886999999998,-1.7182674999999998,2.3635252999999996,-0.14173492,february,16,5,weekday,
102,WECCbus54,1.0147578000000002,-1.7441103,2.5378974,-0.1337484,february,17,5,weekday,
108,WECCbus54,1.0124952,-1.7768346999999998,2.7849187,-0.11803339999999998,february,18,5,weekday,
114,WECCbus54,1.0113356,-1.7926806,2.8834912,-0.11063787,february,19,5,weekday,
120,WECCbus54,1.0112036,-1.7945330000000002,2.8965498,-0.10959134,february,20,5,weekday,
126,WECCbus54,1.0114318000000002,-1.7915452,2.8721273999999997,-0.11154000000000001,february,21,5,weekday,
132,WECCbus54,1.0123932,-1.7783876,2.771099,-0.11923029,february,22,5,weekday,
138,WECCbus54,1.0138007,-1.7584088,2.6170183,-0.12942977,february,23,5,weekday,
144,WECCbus54,1.0149217,-1.7415142,2.488736,-0.13660638,february,0,6,weekend,
150,WECCbus54,1.0156512,-1.7299897000000002,2.4049167999999996,-0.14056552,february,1,6,weekend,
156,WECCbus54,1.0159254999999998,-1.7255284,2.3729728,-0.14193671,february,2,6,weekend,
162,WECCbus54,1.0160374,-1.7238200000000001,2.3602665000000003,-0.14247625,february,3,6,weekend,
168,WECCbus54,1.0160581,-1.7234886000000003,2.3572059,-0.14260895,february,4,6,weekend,
174,WECCbus54,1.0158668,-1.7266304,2.3814186,-0.1415908,february,5,6,weekend,
180,WECCbus54,1.0152755999999998,-1.7361041000000001,2.4530517000000005,-0.13832258,february,6,6,weekend,
186,WECCbus54,1.0145703000000001,-1.7477880000000001,2.5397974999999997,-0.13391942,february,7,6,weekend,
192,WECCbus54,1.0145116,-1.7478699,2.5586167,-0.13254151,february,8,6,weekend,
198,WECCbus54,1.0157366,-1.7287011000000003,2.444843,-0.13791993,february,9,6,weekend,
204,WECCbus54,1.0168965,-1.7096585,2.3211892999999995,-0.14284842,february,10,6,weekend,
210,WECCbus54,1.017277,-1.7031695,2.2752046000000004,-0.14445474,february,11,6,weekend,
216,WECCbus54,1.0174048,-1.7006919999999999,2.2569912999999997,-0.14504059,february,12,6,weekend,
222,WECCbus54,1.0173957,-1.7009526000000001,2.2612083999999997,-0.14486531,february,13,6,weekend,
228,WECCbus54,1.0174341,-1.7001539,2.2560922000000003,-0.14500959,february,14,6,weekend,
234,WECCbus54,1.0172775,-1.7033343999999997,2.2816023,-0.14412808,february,15,6,weekend,
240,WECCbus54,1.0165134,-1.7163662,2.3625583999999997,-0.14137532,february,16,6,weekend,
246,WECCbus54,1.014712,-1.7445828999999997,2.5438612999999997,-0.13317725,february,17,6,weekend,
252,WECCbus54,1.0119168,-1.7842681,2.8231956,-0.11522701,february,18,6,weekend,
258,WECCbus54,1.010805,-1.7996096000000001,2.933894,-0.10637809999999999,february,19,6,weekend,
264,WECCbus54,1.0106532,-1.8015869999999998,2.9501676,-0.10498697,february,20,6,weekend,
270,WECCbus54,1.0109054,-1.7983615000000002,2.9243232000000003,-0.10716264,february,21,6,weekend,
276,WECCbus54,1.0119354999999999,-1.7845388,2.8199226000000004,-0.11550514,february,22,6,weekend,
282,WECCbus54,1.0134138000000001,-1.7638331999999999,2.6622546000000002,-0.12654601,february,23,6,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,february,0,5,weekday,
6,WECCbus57,1.0128053,-1.7195454,2.1731759999999998,-0.18021827,february,1,5,weekday,
12,WECCbus57,1.0130514000000002,-1.7152798999999999,2.136302,-0.18190867,february,2,5,weekday,
18,WECCbus57,1.0131264000000002,-1.7139414000000002,2.1242886000000003,-0.18245093,february,3,5,weekday,
24,WECCbus57,1.0131593,-1.7134436000000002,2.1179360000000003,-0.18275887,february,4,5,weekday,
30,WECCbus57,1.012989,-1.7164188000000002,2.1411672000000004,-0.18174775,february,5,5,weekday,
36,WECCbus57,1.0124791,-1.7252718999999996,2.2144922,-0.17825885,february,6,5,weekday,
42,WECCbus57,1.0118704,-1.7361790000000001,2.2973463,-0.17404805,february,7,5,weekday,
48,WECCbus57,1.0118190999999999,-1.7366523999999997,2.2947474999999997,-0.17422363,february,8,5,weekday,
54,WECCbus57,1.0127548000000002,-1.7210593,2.1316308,-0.1829046,february,9,5,weekday,
60,WECCbus57,1.0137995000000002,-1.7027291000000002,1.9526025000000002,-0.19014544,february,10,5,weekday,
66,WECCbus57,1.014138,-1.6964525000000001,1.8934478,-0.19205805,february,11,5,weekday,
72,WECCbus57,1.0142643,-1.6937613,1.8701452,-0.19270327,february,12,5,weekday,
78,WECCbus57,1.0142556,-1.6939788,1.869531,-0.19275627,february,13,5,weekday,
84,WECCbus57,1.014265,-1.6937567999999998,1.8676636000000002,-0.19280065,february,14,5,weekday,
90,WECCbus57,1.014063,-1.6977165,1.9008898999999997,-0.19187037,february,15,5,weekday,
96,WECCbus57,1.0133291,-1.7108386000000002,2.0375126,-0.18690802,february,16,5,weekday,
102,WECCbus57,1.0118363000000001,-1.7361900000000001,2.2771472000000004,-0.17530379999999998,february,17,5,weekday,
108,WECCbus57,1.0097844999999999,-1.768161,2.5541234,-0.15720969,february,18,5,weekday,
114,WECCbus57,1.0087161,-1.7837405,2.711736,-0.14414449999999998,february,19,5,weekday,
120,WECCbus57,1.0085963,-1.7855531000000002,2.7270302,-0.14285456,february,20,5,weekday,
126,WECCbus57,1.008802,-1.7826432,2.7030147,-0.14488454,february,21,5,weekday,
132,WECCbus57,1.0096723,-1.7698011999999999,2.5956994,-0.1537623,february,22,5,weekday,
138,WECCbus57,1.0109474,-1.7502997999999999,2.4310093999999998,-0.16563927,february,23,5,weekday,
144,WECCbus57,1.0119639,-1.733799,2.2923495,-0.17412460000000002,february,0,6,weekend,
150,WECCbus57,1.0126278,-1.7225247,2.1944427,-0.17923237,february,1,6,weekend,
156,WECCbus57,1.0128776,-1.718158,2.1564132000000003,-0.18103568,february,2,6,weekend,
162,WECCbus57,1.0129796999999998,-1.7164867,2.1405873,-0.18178705,february,3,6,weekend,
168,WECCbus57,1.0129982,-1.7161654999999998,2.1384379,-0.18187812,february,4,6,weekend,
174,WECCbus57,1.012825,-1.7192322,2.1630632999999997,-0.18075549,february,5,6,weekend,
180,WECCbus57,1.012289,-1.7284868000000002,2.2398219,-0.17695748,february,6,6,weekend,
186,WECCbus57,1.0116516,-1.7398988999999998,2.3262747999999998,-0.17239811,february,7,6,weekend,
192,WECCbus57,1.0116083,-1.7398999,2.3169570999999998,-0.17300615,february,8,6,weekend,
198,WECCbus57,1.0127402,-1.7210218999999998,2.1221062,-0.18339129999999998,february,9,6,weekend,
204,WECCbus57,1.0138040000000001,-1.7023164000000002,1.9396944,-0.1906445,february,10,6,weekend,
210,WECCbus57,1.0141505,-1.6959606,1.8822888,-0.19240115,february,11,6,weekend,
216,WECCbus57,1.0142655999999999,-1.6935403999999998,1.8651604,-0.19280646,february,12,6,weekend,
222,WECCbus57,1.0142591,-1.6937827,1.8629286,-0.19291037,february,13,6,weekend,
228,WECCbus57,1.0142939,-1.6929994,1.8571526999999999,-0.19304245,february,14,6,weekend,
234,WECCbus57,1.014155,-1.6960941000000003,1.8744607,-0.19270871,february,15,6,weekend,
240,WECCbus57,1.0134523000000002,-1.7089125,2.0020653000000004,-0.18843347,february,16,6,weekend,
246,WECCbus57,1.0117962999999999,-1.7366423,2.2808752999999995,-0.17508531,february,17,6,weekend,
252,WECCbus57,1.0092430000000001,-1.7755153000000001,2.6457287,-0.14957754,february,18,6,weekend,
258,WECCbus57,1.0082332,-1.7905176,2.7730577999999997,-0.13850524,february,19,6,weekend,
