,node,active_power_from,active_power_to,reactive_power_from,reactive_power_to,month,hour_of_day,day_of_month,daytype,timezone,line
24,WECClink50-57,0.94678169,-0.94629647,-0.67055897,0.66685796,january,4,1,weekday,,WECClink50-57
30,WECClink50-57,0.96805302,-0.96755394,-0.66836636,0.66480524,january,5,1,weekday,,WECClink50-57
36,WECClink50-57,1.0283307,-1.0277905,-0.66201566,0.65886868,january,6,1,weekday,,WECClink50-57
42,WECClink50-57,1.1200792,-1.1194716,-0.65172599,0.64925908,january,7,1,weekday,,WECClink50-57
48,WECClink50-57,1.1523315,-1.1516988000000001,-0.64791704,0.64570345,january,8,1,weekday,,WECClink50-57
54,WECClink50-57,1.1387724,-1.1381504,-0.64951936,0.64719837,january,9,1,weekday,,WECClink50-57
60,WECClink50-57,1.0767082000000001,-1.0761332000000001,-0.65680271,0.6540073000000001,january,10,1,weekday,,WECClink50-57
66,WECClink50-57,1.0487824,-1.0482277,-0.660007,0.6570073000000001,january,11,1,weekday,,WECClink50-57
72,WECClink50-57,1.0537981,-1.0532398,-0.65949482,0.65653163,january,12,1,weekday,,WECClink50-57
78,WECClink50-57,1.04915,-1.0485950000000002,-0.66003152,0.65703475,january,13,1,weekday,,WECClink50-57
84,WECClink50-57,1.0486808,-1.0481261,-0.6600889,0.65708876,january,14,1,weekday,,WECClink50-57
90,WECClink50-57,1.0498555,-1.0493,-0.65994248,0.65695077,january,15,1,weekday,,WECClink50-57
96,WECClink50-57,1.0759683999999998,-1.0753939,-0.65700601,0.65420561,january,16,1,weekday,,WECClink50-57
102,WECClink50-57,1.2035897,-1.2029155,-0.64153075,0.63973483,january,17,1,weekday,,WECClink50-57
108,WECClink50-57,1.3823571000000001,-1.3815233999999998,-0.61720579,0.61701518,january,18,1,weekday,,WECClink50-57
114,WECClink50-57,1.4544618999999999,-1.4535572,-0.60643856,0.60696154,january,19,1,weekday,,WECClink50-57
120,WECClink50-57,1.4449426,-1.4440475,-0.60790024,0.60832684,january,20,1,weekday,,WECClink50-57
126,WECClink50-57,1.4142941,-1.4134295000000001,-0.61245092,0.61257145,january,21,1,weekday,,WECClink50-57
132,WECClink50-57,1.3284993999999999,-1.3277163,-0.62487566,0.62417687,january,22,1,weekday,,WECClink50-57
138,WECClink50-57,1.1970239,-1.1963552,-0.6423349,0.64048429,january,23,1,weekday,,WECClink50-57
144,WECClink50-57,1.0825048000000002,-1.0819256000000002,-0.65609411,0.65334167,january,0,3,weekend,,WECClink50-57
150,WECClink50-57,1.0071024,-1.006577,-0.66430298,0.66100726,january,1,3,weekend,,WECClink50-57
156,WECClink50-57,0.9764843000000001,-0.97597965,-0.66748228,0.66397747,january,2,3,weekend,,WECClink50-57
162,WECClink50-57,0.96664379,-0.96614568,-0.66845732,0.66488661,january,3,3,weekend,,WECClink50-57
168,WECClink50-57,0.96483943,-0.96434249,-0.66864262,0.66505993,january,4,3,weekend,,WECClink50-57
174,WECClink50-57,0.98633082,-0.98581961,-0.66640526,0.6629666999999999,january,5,3,weekend,,WECClink50-57
180,WECClink50-57,1.0484879999999999,-1.0479336,-0.65973507,0.656732,january,6,3,weekend,,WECClink50-57
186,WECClink50-57,1.1445147,-1.1438882,-0.6486884,0.64641214,january,7,3,weekend,,WECClink50-57
192,WECClink50-57,1.169151,-1.1685048999999998,-0.64580478,0.64372594,january,8,3,weekend,,WECClink50-57
198,WECClink50-57,1.130525,-1.1299093999999998,-0.65041458,0.64802859,january,9,3,weekend,,WECClink50-57
204,WECClink50-57,1.0646263,-1.0640602,-0.65813602,0.65525129,january,10,3,weekend,,WECClink50-57
210,WECClink50-57,1.0341401,-1.0335958,-0.66160466,0.65849983,january,11,3,weekend,,WECClink50-57
216,WECClink50-57,1.0392734000000001,-1.0387254000000001,-0.66109621,0.65802826,january,12,3,weekend,,WECClink50-57
222,WECClink50-57,1.0337907,-1.0332466,-0.66170805,0.658601,january,13,3,weekend,,WECClink50-57
228,WECClink50-57,1.0283959,-1.0278556,-0.66231503,0.65916974,january,14,3,weekend,,WECClink50-57
234,WECClink50-57,1.0293371,-1.0287960999999999,-0.66217191,0.65903313,january,15,3,weekend,,WECClink50-57
240,WECClink50-57,1.0566254,-1.056065,-0.65915976,0.65621705,january,16,3,weekend,,WECClink50-57
246,WECClink50-57,1.1881003,-1.1874388999999999,-0.64347953,0.6415554,january,17,3,weekend,,WECClink50-57
252,WECClink50-57,1.4121138,-1.4112513,-0.61276077,0.61285976,january,18,3,weekend,,WECClink50-57
258,WECClink50-57,1.4951328000000002,-1.4941864,-0.60000969,0.60095175,january,19,3,weekend,,WECClink50-57
264,WECClink50-57,1.4850832,-1.4841472,-0.60160016,0.60243747,january,20,3,weekend,,WECClink50-57
270,WECClink50-57,1.4546973,-1.4537924,-0.60624844,0.60677326,january,21,3,weekend,,WECClink50-57
276,WECClink50-57,1.3639765,-1.3631603,-0.61975605,0.61938923,january,22,3,weekend,,WECClink50-57
282,WECClink50-57,1.2281063,-1.2274117,-0.63835323,0.63676359,january,23,3,weekend,,WECClink50-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.7245265000000001,0.72498673,0.34109178,-0.36094286,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71507442,0.71552567,0.34283687,-0.36282719,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71263401,0.71308298,0.34333833,-0.36336465,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.7116869,0.71213498,0.34352765,-0.36356783,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.72011147,0.72056756,0.34214863,-0.36206657,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.7403483000000001,0.74082394,0.33840142,-0.35801703,january,6,1,weekday,,WECClink54-57
42,WECClink54-57,-0.77224954,0.77275726,0.33240137,-0.35152311,january,7,1,weekday,,WECClink54-57
48,WECClink54-57,-0.78141451,0.78193165,0.33037192,-0.34934585,january,8,1,weekday,,WECClink54-57
54,WECClink54-57,-0.77520799,0.77571863,0.33137994,-0.35045164,january,9,1,weekday,,WECClink54-57
60,WECClink54-57,-0.75101127,0.75149727,0.33573087,-0.35517866,january,10,1,weekday,,WECClink54-57
66,WECClink54-57,-0.73957311,0.74004774,0.33767722,-0.35729804,january,11,1,weekday,,WECClink54-57
72,WECClink54-57,-0.73902002,0.73949404,0.3375199,-0.35714716,january,12,1,weekday,,WECClink54-57
78,WECClink54-57,-0.73631301,0.73678434,0.33789509,-0.35756231,january,13,1,weekday,,WECClink54-57
84,WECClink54-57,-0.7349635,0.73543347,0.33800369,-0.35769025,january,14,1,weekday,,WECClink54-57
90,WECClink54-57,-0.73447046,0.73493992,0.33798144,-0.35767468,january,15,1,weekday,,WECClink54-57
96,WECClink54-57,-0.74352376,0.74400209,0.33629429,-0.35585054,january,16,1,weekday,,WECClink54-57
102,WECClink54-57,-0.78962167,0.79014708,0.32749169,-0.34632427,january,17,1,weekday,,WECClink54-57
108,WECClink54-57,-0.85159511,0.85218871,0.31433914,-0.33212186,january,18,1,weekday,,WECClink54-57
114,WECClink54-57,-0.87580647,0.87642826,0.30873542,-0.32608336,january,19,1,weekday,,WECClink54-57
120,WECClink54-57,-0.87356563,0.8741848,0.30939476,-0.32678470000000004,january,20,1,weekday,,WECClink54-57
126,WECClink54-57,-0.86410387,0.86471196,0.3116948,-0.32925675,january,21,1,weekday,,WECClink54-57
132,WECClink54-57,-0.83633078,0.83690714,0.31812315,-0.33617629,january,22,1,weekday,,WECClink54-57
138,WECClink54-57,-0.79316564,0.79369497,0.32748326,-0.34626384,january,23,1,weekday,,WECClink54-57
144,WECClink54-57,-0.75547512,0.75596565,0.33513794,-0.35451914,january,0,3,weekend,,WECClink54-57
150,WECClink54-57,-0.73231944,0.73278721,0.33977998,-0.35951596,january,1,3,weekend,,WECClink54-57
156,WECClink54-57,-0.72291551,0.72337427,0.34162094,-0.36149755,january,2,3,weekend,,WECClink54-57
162,WECClink54-57,-0.72130911,0.7217664,0.34210992,-0.3620116,january,3,3,weekend,,WECClink54-57
168,WECClink54-57,-0.72075514,0.7212119,0.34221748,-0.36212736,january,4,3,weekend,,WECClink54-57
174,WECClink54-57,-0.72881613,0.72928064,0.34083915,-0.36063026,january,5,3,weekend,,WECClink54-57
180,WECClink54-57,-0.74950548,0.74999024,0.33693357,-0.35641152,january,6,3,weekend,,WECClink54-57
186,WECClink54-57,-0.78386708,0.78438692,0.33045693,-0.34939619,january,7,3,weekend,,WECClink54-57
192,WECClink54-57,-0.78947381,0.78999946,0.32902133,-0.34786740000000005,january,8,3,weekend,,WECClink54-57
198,WECClink54-57,-0.77410075,0.77461029,0.33176459,-0.35085559,january,9,3,weekend,,WECClink54-57
204,WECClink54-57,-0.74787896,0.74836187,0.33642193,-0.35591878,january,10,3,weekend,,WECClink54-57
210,WECClink54-57,-0.73509962,0.73556989,0.33856127,-0.35825015,january,11,3,weekend,,WECClink54-57
216,WECClink54-57,-0.73451818,0.73498781,0.33840531,-0.35810098,january,12,3,weekend,,WECClink54-57
222,WECClink54-57,-0.73098717,0.73145331,0.33886337,-0.35861063,january,13,3,weekend,,WECClink54-57
228,WECClink54-57,-0.72836424,0.72882783,0.33926248,-0.35904827,january,14,3,weekend,,WECClink54-57
234,WECClink54-57,-0.72866522,0.72912908,0.33918664,-0.35896795,january,15,3,weekend,,WECClink54-57
240,WECClink54-57,-0.73785046,0.73832325,0.33745838,-0.35710166,january,16,3,weekend,,WECClink54-57
246,WECClink54-57,-0.78519622,0.785717,0.32848358,-0.34738884,january,17,3,weekend,,WECClink54-57
252,WECClink54-57,-0.86136,0.86196485,0.31203911,-0.32964792,january,18,3,weekend,,WECClink54-57
258,WECClink54-57,-0.88910136,0.889739,0.30548097,-0.32258392,january,19,3,weekend,,WECClink54-57
264,WECClink54-57,-0.88667323,0.88730797,0.30619741,-0.32334655,january,20,3,weekend,,WECClink54-57
270,WECClink54-57,-0.87737247,0.87799613,0.30851608,-0.32583732,january,21,3,weekend,,WECClink54-57
276,WECClink54-57,-0.84818465,0.8487744,0.31542691,-0.33327314,january,22,3,weekend,,WECClink54-57
282,WECClink54-57,-0.80281999,0.80335958,0.32535865,-0.34397968,january,23,3,weekend,,WECClink54-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,january,0,1,weekday,,WECClink54-57
6,WECClink54-57,-0.7245265000000001,0.72498673,0.34109178,-0.36094286,january,1,1,weekday,,WECClink54-57
12,WECClink54-57,-0.71507442,0.71552567,0.34283687,-0.36282719,january,2,1,weekday,,WECClink54-57
18,WECClink54-57,-0.71263401,0.71308298,0.34333833,-0.36336465,january,3,1,weekday,,WECClink54-57
24,WECClink54-57,-0.7116869,0.71213498,0.34352765,-0.36356783,january,4,1,weekday,,WECClink54-57
30,WECClink54-57,-0.72011147,0.72056756,0.34214863,-0.36206657,january,5,1,weekday,,WECClink54-57
36,WECClink54-57,-0.7403483000000001,0.74082394,0.33840142,-0.35801703,january,6,1,weekday,,WECClink54-57
