,node,voltage_magnitude,voltage_angle,active_power,reactive_power,month,hour_of_day,day_of_month,daytype,timezone
120,WECCbus157,1.0256558,-0.85878901,3.3460966,-0.24036493,january,20,1,weekday,
126,WECCbus157,1.0260451,-0.85396377,3.3082377999999997,-0.24266618,january,21,1,weekday,
132,WECCbus157,1.0270972,-0.84064096,3.2041972000000003,-0.24874887,january,22,1,weekday,
138,WECCbus157,1.0286222,-0.82021878,3.0449522,-0.25635285,january,23,1,weekday,
144,WECCbus157,1.0298838,-0.80226949,2.9047702999999996,-0.26155014,january,0,3,weekend,
150,WECCbus157,1.0306773,-0.79037311,2.811761,-0.26414893,january,1,3,weekend,
156,WECCbus157,1.030979,-0.78568659,2.7755303,-0.26497926,january,2,3,weekend,
162,WECCbus157,1.0310711,-0.78423425,2.764422,-0.26521721,january,3,3,weekend,
168,WECCbus157,1.0310898000000002,-0.78394338,2.7621331000000002,-0.2652676,january,4,3,weekend,
174,WECCbus157,1.0308685,-0.78736861,2.7889547,-0.26464228,january,5,3,weekend,
180,WECCbus157,1.0302248,-0.79713415,2.86515,-0.26261423,january,6,3,weekend,
186,WECCbus157,1.0291076,-0.81318746,2.9930347999999998,-0.25828764,january,7,3,weekend,
192,WECCbus157,1.028824,-0.81675548,3.0260962000000005,-0.25677425,january,8,3,weekend,
198,WECCbus157,1.0305254000000001,-0.79257432,2.8301164,-0.26357966,january,9,3,weekend,
204,WECCbus157,1.0317244,-0.77382308,2.6830702,-0.26671679,january,10,3,weekend,
210,WECCbus157,1.0325031,-0.76082984,2.5821176,-0.26791264,january,11,3,weekend,
216,WECCbus157,1.0326764000000002,-0.7578545999999999,2.5588756,-0.26808181,january,12,3,weekend,
222,WECCbus157,1.0326953,-0.75758146,2.555975,-0.26812309,january,13,3,weekend,
228,WECCbus157,1.0326795,-0.75784269,2.5581077000000003,-0.26809740000000004,january,14,3,weekend,
234,WECCbus157,1.0323401,-0.7636848,2.6030585,-0.26775015,january,15,3,weekend,
240,WECCbus157,1.0315056999999999,-0.77745356,2.7100058,-0.26631106,january,16,3,weekend,
246,WECCbus157,1.0290283000000002,-0.81479759,2.99923,-0.25827231,january,17,3,weekend,
252,WECCbus157,1.0261323,-0.8529940999999999,3.2990517,-0.24324829999999997,january,18,3,weekend,
258,WECCbus157,1.0250226999999998,-0.86643029,3.4054800000000003,-0.23625805,january,19,3,weekend,
264,WECCbus157,1.0251333,-0.86507452,3.395393,-0.23696838,january,20,3,weekend,
270,WECCbus157,1.02554,-0.86016252,3.3564991,-0.23950592,january,21,3,weekend,
276,WECCbus157,1.0266708,-0.84609723,3.2466675,-0.24631313,january,22,3,weekend,
282,WECCbus157,1.0282946,-0.82477231,3.0797211,-0.25486653,january,23,3,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,january,0,1,weekday,
6,WECCbus54,1.0157425,-1.7283721,2.4019726,-0.14055491,january,1,1,weekday,
12,WECCbus54,1.0160075000000002,-1.7240830000000003,2.3699898,-0.1419373,january,2,1,weekday,
18,WECCbus54,1.0160874,-1.7227871,2.3611597,-0.14230014,january,3,1,weekday,
24,WECCbus54,1.0161166,-1.7223651999999998,2.3578316000000004,-0.14244366,january,4,1,weekday,
30,WECCbus54,1.0159183,-1.7255167000000002,2.3845441000000003,-0.14127422,january,5,1,weekday,
36,WECCbus54,1.0153557,-1.7344656000000003,2.4524614,-0.13817433,january,6,1,weekday,
42,WECCbus54,1.0144749,-1.7484056000000001,2.5580814999999997,-0.13274561,january,7,1,weekday,
48,WECCbus54,1.0143045,-1.7513368999999999,2.5781397999999998,-0.13155516,january,8,1,weekday,
54,WECCbus54,1.0153561,-1.7343264999999999,2.4752699000000002,-0.13668839,january,9,1,weekday,
60,WECCbus54,1.0163925999999999,-1.7174561000000002,2.3539877000000002,-0.14201934,january,10,1,weekday,
66,WECCbus54,1.0171005,-1.7053017,2.2719167000000002,-0.14491629,january,11,1,weekday,
72,WECCbus54,1.0172577,-1.7024953999999999,2.2532952999999996,-0.14549105,january,12,1,weekday,
78,WECCbus54,1.0172504,-1.7025686000000002,2.2501022999999996,-0.14566915,january,13,1,weekday,
84,WECCbus54,1.0172013,-1.7034159,2.2525188,-0.14565381,january,14,1,weekday,
90,WECCbus54,1.0168728999999999,-1.7091058999999997,2.2853368,-0.1446906,january,15,1,weekday,
96,WECCbus54,1.0161056999999998,-1.7220206999999998,2.3682194,-0.14175362,january,16,1,weekday,
102,WECCbus54,1.0138361999999999,-1.7572186,2.6140833999999997,-0.12953264,january,17,1,weekday,
108,WECCbus54,1.0117829,-1.7864508000000001,2.8347037999999998,-0.11448552,january,18,1,weekday,
114,WECCbus54,1.0109921,-1.7971872,2.9157349,-0.10798157,january,19,1,weekday,
120,WECCbus54,1.0110963,-1.7958526000000001,2.9070644,-0.10869656,january,20,1,weekday,
126,WECCbus54,1.0114306999999998,-1.791349,2.8743828,-0.11129551,january,21,1,weekday,
132,WECCbus54,1.0123555,-1.778759,2.7801158999999998,-0.11848704,january,22,1,weekday,
138,WECCbus54,1.0137154000000002,-1.7593991000000002,2.6342742,-0.12823884,january,23,1,weekday,
144,WECCbus54,1.0148457,-1.7424428,2.506961,-0.13550317,january,0,3,weekend,
150,WECCbus54,1.0155565999999998,-1.7312521,2.4266315,-0.13937841,january,1,3,weekend,
156,WECCbus54,1.0158397,-1.7267384999999997,2.3939937000000002,-0.14083528,january,2,3,weekend,
162,WECCbus54,1.0159272,-1.7253201,2.3865187999999997,-0.14111823,january,3,3,weekend,
168,WECCbus54,1.0159437,-1.7250503000000001,2.3845963,-0.14120284,january,4,3,weekend,
174,WECCbus54,1.0157432,-1.7282733000000001,2.4106139,-0.14003144,january,5,3,weekend,
180,WECCbus54,1.0151588,-1.7375144,2.4802574,-0.13672405,january,6,3,weekend,
186,WECCbus54,1.0142248999999999,-1.7520405,2.5928736,-0.13062699,january,7,3,weekend,
192,WECCbus54,1.0141280000000001,-1.7540483,2.6020296000000003,-0.13009411,january,8,3,weekend,
198,WECCbus54,1.0154244000000001,-1.7331488000000002,2.4695166,-0.13683566,january,9,3,weekend,
204,WECCbus54,1.0164966,-1.7156232,2.3423960999999998,-0.14238845,january,10,3,weekend,
210,WECCbus54,1.0172212,-1.7032638999999998,2.2563862,-0.14536471,january,11,3,weekend,
216,WECCbus54,1.0173795,-1.7004714,2.2379130000000003,-0.14590922,january,12,3,weekend,
222,WECCbus54,1.0173822,-1.700392,2.2326367,-0.14614860000000002,january,13,3,weekend,
228,WECCbus54,1.0173733,-1.7005991999999999,2.2303034,-0.1462899,january,14,3,weekend,
234,WECCbus54,1.0170487,-1.7062465,2.2645709,-0.14531062,january,15,3,weekend,
240,WECCbus54,1.0162784,-1.7193243999999999,2.3482042,-0.14248988,january,16,3,weekend,
246,WECCbus54,1.0139825999999998,-1.7551368999999999,2.5982367,-0.13043004,january,17,3,weekend,
252,WECCbus54,1.0114573,-1.7908422999999998,2.8676703,-0.11181727,january,18,3,weekend,
258,WECCbus54,1.0105341,-1.8031475,2.9606665,-0.10405576,january,19,3,weekend,
264,WECCbus54,1.010646,-1.8017404,2.9513825000000002,-0.10485821,january,20,3,weekend,
270,WECCbus54,1.0109823,-1.7972495,2.919165,-0.10754221,january,21,3,weekend,
276,WECCbus54,1.0119737,-1.7839578,2.819891,-0.11543934,january,22,3,weekend,
282,WECCbus54,1.0134001,-1.7639046999999999,2.6676014,-0.12612986,january,23,3,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,january,0,1,weekday,
6,WECCbus57,1.0127163000000001,-1.7209011000000003,2.1723485,-0.18041335,january,1,1,weekday,
12,WECCbus57,1.0129569,-1.7167086999999999,2.1367443,-0.18203945,january,2,1,weekday,
18,WECCbus57,1.0130299999999999,-1.7154378000000001,2.1249256,-0.18258270000000001,january,3,1,weekday,
24,WECCbus57,1.0130567,-1.7150256000000001,2.1208305,-0.18277688,january,4,1,weekday,
30,WECCbus57,1.0128784,-1.7180915,2.1442607999999996,-0.18175038,january,5,1,weekday,
36,WECCbus57,1.0123681999999998,-1.7268333999999999,2.2179166,-0.17820111,january,6,1,weekday,
42,WECCbus57,1.0115712,-1.7404463,2.3277514,-0.17235161,january,7,1,weekday,
48,WECCbus57,1.0114171,-1.7433151000000002,2.3485549999999997,-0.17111703,january,8,1,weekday,
54,WECCbus57,1.0123849,-1.7265826000000002,2.1898855,-0.17998404,january,9,1,weekday,
60,WECCbus57,1.0133278000000001,-1.7100714,2.0456145,-0.18634654,january,10,1,weekday,
66,WECCbus57,1.0139747,-1.6981506000000002,1.9374806,-0.19027107,january,11,1,weekday,
72,WECCbus57,1.0141184,-1.6953971,1.9127517,-0.19104305,january,12,1,weekday,
78,WECCbus57,1.0141091999999998,-1.6954875,1.9187653999999998,-0.19078601,january,13,1,weekday,
84,WECCbus57,1.0140622,-1.6963348999999999,1.9305541000000002,-0.19035511,january,14,1,weekday,
90,WECCbus57,1.0137583000000001,-1.7019435,1.9883986,-0.18828822,january,15,1,weekday,
96,WECCbus57,1.0130535,-1.7146321,2.1100053,-0.18335763,january,16,1,weekday,
102,WECCbus57,1.0109807,-1.7491158,2.4239224999999998,-0.16595706,january,17,1,weekday,
108,WECCbus57,1.0091191,-1.7776672999999998,2.6648264,-0.14808662,january,18,1,weekday,
114,WECCbus57,1.0084030000000002,-1.7881512,2.7525396,-0.14052954,january,19,1,weekday,
120,WECCbus57,1.0084989,-1.7868404999999998,2.7390512000000005,-0.14179238,january,20,1,weekday,
126,WECCbus57,1.0088031,-1.7824360000000001,2.7001075,-0.14513854,january,21,1,weekday,
132,WECCbus57,1.0096424000000002,-1.7701354,2.5936212000000003,-0.15397218,january,22,1,weekday,
138,WECCbus57,1.0108761999999998,-1.7512226999999998,2.4314569,-0.16568977,january,23,1,weekday,
144,WECCbus57,1.0119018,-1.7346544999999998,2.2902125,-0.17435787,january,0,3,weekend,
150,WECCbus57,1.0125494000000002,-1.7237017,2.1937881,-0.17939789,january,1,3,weekend,
156,WECCbus57,1.0128072,-1.7192845,2.1546175,-0.18126414,january,2,3,weekend,
162,WECCbus57,1.0128886000000001,-1.7178830000000003,2.1391885,-0.18202184,january,3,3,weekend,
168,WECCbus57,1.0129037,-1.7176189,2.1368793,-0.18213052,january,4,3,weekend,
174,WECCbus57,1.0127229,-1.7207598000000002,2.1614516,-0.18101687,january,5,3,weekend,
180,WECCbus57,1.0121929,-1.729789,2.2377466,-0.17722456,january,6,3,weekend,
186,WECCbus57,1.0113495000000001,-1.7439628,2.350722,-0.17103324,january,7,3,weekend,
192,WECCbus57,1.0112602,-1.7459460999999998,2.3656776,-0.17013382,january,8,3,weekend,
198,WECCbus57,1.0124488999999999,-1.7254174,2.1774228,-0.18057278,january,9,3,weekend,
204,WECCbus57,1.0134232,-1.7082706000000003,2.0291466000000002,-0.18696573,january,10,3,weekend,
210,WECCbus57,1.0140844,-1.6961591,1.9198921000000002,-0.19076203,january,11,3,weekend,
216,WECCbus57,1.0142294,-1.6934182,1.8944593,-0.19153793,january,12,3,weekend,
222,WECCbus57,1.0142287,-1.6933638,1.8999468999999998,-0.19127207,january,13,3,weekend,
228,WECCbus57,1.0142185,-1.6935846,1.9056063,-0.19104848,january,14,3,weekend,
234,WECCbus57,1.0139190999999999,-1.6991433,1.9614156000000003,-0.18918928,january,15,3,weekend,
240,WECCbus57,1.0132112,-1.7119939,2.0850187,-0.18441051,january,16,3,weekend,
246,WECCbus57,1.0111141,-1.7470819,2.4054692,-0.16720617,january,17,3,weekend,
252,WECCbus57,1.008824,-1.781957,2.7014811,-0.14491951,january,18,3,weekend,
258,WECCbus57,1.0079878,-1.7939721999999998,2.8026988999999998,-0.13579944,january,19,3,weekend,
264,WECCbus57,1.0080907,-1.792591,2.7885899,-0.13717385,january,20,3,weekend,
270,WECCbus57,1.0083966999999998,-1.7881977999999998,2.7498357,-0.14065774,january,21,3,weekend,
276,WECCbus57,1.0092966,-1.775211,2.63692,-0.15042511,january,22,3,weekend,
282,WECCbus57,1.0105894,-1.7556283,2.4709144,-0.16297805,january,23,3,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,february,0,5,weekday,
6,WECCbus157,1.0309263000000002,-0.78646281,2.7822709,-0.26482466,february,1,5,weekday,
12,WECCbus157,1.0312135,-0.78194325,2.7473604,-0.26555733,february,2,5,weekday,
18,WECCbus157,1.0313084000000001,-0.78045737,2.7356122000000003,-0.26580252,february,3,5,weekday,
24,WECCbus157,1.0313248,-0.78013534,2.7338928,-0.26580167,february,4,5,weekday,
30,WECCbus157,1.0311236,-0.78331419,2.7585298,-0.26529394,february,5,5,weekday,
36,WECCbus157,1.0304924000000002,-0.79299608,2.8344577,-0.26342859999999996,february,6,5,weekday,
42,WECCbus157,1.0295473,-0.80649227,2.9461333,-0.25980201,february,7,5,weekday,
48,WECCbus157,1.0295855999999999,-0.80637843,2.9395477000000003,-0.26023727,february,8,5,weekday,
54,WECCbus157,1.0306225,-0.79111027,2.8189911,-0.2639415,february,9,5,weekday,
60,WECCbus157,1.0317846,-0.7727869,2.6761562999999997,-0.26684516,february,10,5,weekday,
66,WECCbus157,1.0321879,-0.76619255,2.6241928,-0.26760503,february,11,5,weekday,
72,WECCbus157,1.032418,-0.7624084,2.5935417999999997,-0.2679797,february,12,5,weekday,
78,WECCbus157,1.0323912,-0.76286947,2.5970452999999996,-0.26795036,february,13,5,weekday,
84,WECCbus157,1.0324141,-0.76246499,2.5940472999999997,-0.26796163,february,14,5,weekday,
90,WECCbus157,1.0321267,-0.76726448,2.631709,-0.26752376,february,15,5,weekday,
96,WECCbus157,1.0313451,-0.7800274,2.7303995999999997,-0.2660034,february,16,5,weekday,
102,WECCbus157,1.0296123,-0.80626662,2.9348419999999997,-0.26048675,february,17,5,weekday,
108,WECCbus157,1.0271848,-0.83985038,3.1933147999999996,-0.24942638,february,18,5,weekday,
114,WECCbus157,1.0259181999999998,-0.85556561,3.3203451,-0.24191342,february,19,5,weekday,
120,WECCbus157,1.0257379999999998,-0.85775107,3.33819,-0.24082898,february,20,5,weekday,
126,WECCbus157,1.0259747,-0.85475519,3.3153669999999997,-0.24217059,february,21,5,weekday,
132,WECCbus157,1.0270982,-0.84061452,3.2040995999999997,-0.2487364,february,22,5,weekday,
138,WECCbus157,1.0286499,-0.81976283,3.0422562,-0.25642170000000003,february,23,5,weekday,
144,WECCbus157,1.0299129999999999,-0.80179558,2.9016043,-0.26162236,february,0,6,weekend,
150,WECCbus157,1.0307312,-0.7895205,2.8054516,-0.2642897,february,1,6,weekend,
156,WECCbus157,1.0310433,-0.7847109999999999,2.7676003,-0.26517187,february,2,6,weekend,
162,WECCbus157,1.0311359,-0.78318324,2.7567049999999997,-0.26536416,february,3,6,weekend,
168,WECCbus157,1.0311578000000001,-0.78283962,2.7540283,-0.26542065,february,4,6,weekend,
174,WECCbus157,1.030935,-0.78627559,2.7812713,-0.26478848,february,5,6,weekend,
180,WECCbus157,1.0302594999999999,-0.79649149,2.8617246,-0.26264693,february,6,6,weekend,
186,WECCbus157,1.029234,-0.81086452,2.9815932999999997,-0.25844679,february,7,6,weekend,
192,WECCbus157,1.0293718,-0.8094743000000001,2.9634297999999997,-0.2594029,february,8,6,weekend,
198,WECCbus157,1.0306697,-0.7903541999999999,2.8131212000000003,-0.26401124,february,9,6,weekend,
204,WECCbus157,1.0318595,-0.77152384,2.666413,-0.26691584,february,10,6,weekend,
210,WECCbus157,1.0322536,-0.76498505,2.6155862,-0.26757039,february,11,6,weekend,
216,WECCbus157,1.0324645000000001,-0.76144781,2.5876174,-0.26785855,february,12,6,weekend,
222,WECCbus157,1.0324238000000001,-0.76214221,2.5928515,-0.26779746,february,13,6,weekend,
228,WECCbus157,1.0324985999999998,-0.76088958,2.5828029999999997,-0.26789448,february,14,6,weekend,
234,WECCbus157,1.0321928,-0.76595023,2.6235169999999997,-0.267418,february,15,6,weekend,
240,WECCbus157,1.0313807,-0.77923347,2.7266869,-0.26588691,february,16,6,weekend,
246,WECCbus157,1.0296148999999999,-0.80611913,2.9349664,-0.26040579,february,17,6,weekend,
252,WECCbus157,1.0267594,-0.84533847,3.2357647999999997,-0.24703971,february,18,6,weekend,
258,WECCbus157,1.0253306,-0.86276361,3.3759648999999996,-0.23820998,february,19,6,weekend,
264,WECCbus157,1.0251610999999998,-0.86484411,3.3921582999999997,-0.23720585,february,20,6,weekend,
270,WECCbus157,1.0254189,-0.86164418,3.3679193,-0.23874435,february,21,6,weekend,
276,WECCbus157,1.0266136000000001,-0.84687717,3.2520755,-0.24602089,february,22,6,weekend,
282,WECCbus157,1.0282753,-0.82503788,3.0817331,-0.25477311,february,23,6,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,february,0,5,weekday,
6,WECCbus54,1.0158224,-1.7272378000000002,2.3832543999999998,-0.14153202,february,1,5,weekday,
12,WECCbus54,1.0160935,-1.7228743999999998,2.3507724999999997,-0.142897,february,2,5,weekday,
18,WECCbus54,1.0161753,-1.7215126,2.3415069,-0.14326307,february,3,5,weekday,
24,WECCbus54,1.0162105,-1.7210083999999999,2.3386372000000004,-0.14336609,february,4,5,weekday,
30,WECCbus54,1.0160211,-1.7240659999999999,2.3637278999999998,-0.14231282,february,5,5,weekday,
36,WECCbus54,1.0154579,-1.7331296999999999,2.4327786,-0.13925746,february,6,5,weekday,
42,WECCbus54,1.0147874,-1.7442552,2.5158923,-0.13518252,february,7,5,weekday,
48,WECCbus54,1.0146503,-1.7456528000000002,2.5357217,-0.13390362,february,8,5,weekday,
54,WECCbus54,1.0155305000000001,-1.7316426999999999,2.4481409,-0.13812141,february,9,5,weekday,
60,WECCbus54,1.0165848,-1.7143283999999999,2.3296329,-0.14300671,february,10,5,weekday,
66,WECCbus54,1.0169403000000001,-1.7082389,2.2872373,-0.14453181,february,11,5,weekday,
72,WECCbus54,1.0171174,-1.7049862,2.2714494999999997,-0.14492842,february,12,5,weekday,
78,WECCbus54,1.0170929,-1.7054354999999999,2.2723128,-0.14496245,february,13,5,weekday,
84,WECCbus54,1.0171142,-1.7050311000000002,2.2736369,-0.14483310000000002,february,14,5,weekday,
90,WECCbus54,1.0168579,-1.7094908,2.3018077,-0.1439147,february,15,5,weekday,
96,WECCbus54,1.0161254000000002,-1.72174,2.3826837000000003,-0.14092584,february,16,5,weekday,
102,WECCbus54,1.0145514000000002,-1.7465993999999998,2.558369,-0.13245109,february,17,5,weekday,
108,WECCbus54,1.0122778000000001,-1.7792731,2.7933592999999997,-0.11745105,february,18,5,weekday,
114,WECCbus54,1.0113048,-1.7929781000000002,2.8893842,-0.11010332,february,19,5,weekday,
120,WECCbus54,1.0111722,-1.7948343999999998,2.9025196,-0.10904154,february,20,5,weekday,
126,WECCbus54,1.0114003,-1.7918509999999999,2.8781812,-0.11099317,february,21,5,weekday,
132,WECCbus54,1.0123625,-1.7786964,2.7771936000000004,-0.11873009,february,22,5,weekday,
138,WECCbus54,1.0137714,-1.7587213,2.6231603999999997,-0.12899845,february,23,5,weekday,
144,WECCbus54,1.0148937,-1.7418278000000003,2.4948837999999998,-0.13622961,february,0,6,weekend,
150,WECCbus54,1.0156222,-1.7303244999999998,2.4114602,-0.14019968,february,1,6,weekend,
156,WECCbus54,1.0158966,-1.7258657,2.3795604999999997,-0.14158047,february,2,6,weekend,
162,WECCbus54,1.0160084999999999,-1.7241581999999998,2.3668788,-0.14212392,february,3,6,weekend,
168,WECCbus54,1.0160291,-1.7238299,2.3638775,-0.14226037,february,4,6,weekend,
174,WECCbus54,1.0158374,-1.7269713,2.3880876,-0.14122488,february,5,6,weekend,
180,WECCbus54,1.0152453000000001,-1.7364477999999999,2.4597819,-0.13792047,february,6,6,weekend,
186,WECCbus54,1.0145465,-1.7480488999999997,2.5449235,-0.13358751,february,7,6,weekend,
192,WECCbus54,1.0144474,-1.7486656999999999,2.5614054,-0.13241854,february,8,6,weekend,
198,WECCbus54,1.0155709000000002,-1.7309362000000001,2.4459776,-0.13808492,february,9,6,weekend,
204,WECCbus54,1.0166547,-1.7131182,2.3228311,-0.14316653,february,10,6,weekend,
210,WECCbus54,1.0170226999999998,-1.7068908999999999,2.2764391,-0.14484781,february,11,6,weekend,
216,WECCbus54,1.0172032,-1.7036686,2.2582999,-0.14534398,february,12,6,weekend,
222,WECCbus54,1.0171641,-1.7043591,2.2601612999999996,-0.14534148,february,13,6,weekend,
228,WECCbus54,1.0172236,-1.7032595000000001,2.2551508,-0.14544128,february,14,6,weekend,
234,WECCbus54,1.0169787000000001,-1.7076936000000003,2.2802287,-0.14473141,february,15,6,weekend,
240,WECCbus54,1.016232,-1.7203166,2.3620579,-0.14185593,february,16,6,weekend,
246,WECCbus54,1.0145983,-1.7460935000000002,2.5448343999999996,-0.13325747,february,17,6,weekend,
252,WECCbus54,1.0118909,-1.7845508999999997,2.8282896,-0.11478631,february,18,6,weekend,
258,WECCbus54,1.0107709,-1.7999321,2.9402892999999994,-0.10577162,february,19,6,weekend,
264,WECCbus54,1.0106186,-1.8019139,2.9566491000000004,-0.10436844,february,20,6,weekend,
270,WECCbus54,1.0108706,-1.7986924,2.9308802000000003,-0.10654775,february,21,6,weekend,
276,WECCbus54,1.0119018,-1.7848712,2.8264972000000004,-0.1149386,february,22,6,weekend,
282,WECCbus54,1.0133818,-1.7641689999999999,2.6688652999999998,-0.12605493,february,23,6,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,february,0,5,weekday,
6,WECCbus57,1.0127825000000001,-1.7198404999999999,2.1730019,-0.18025988,february,1,5,weekday,
12,WECCbus57,1.0130289000000001,-1.7155745999999998,2.1361275,-0.1819498,february,2,5,weekday,
18,WECCbus57,1.0131038,-1.7142394,2.1241127,-0.18249298,february,3,5,weekday,
24,WECCbus57,1.0131367,-1.7137413000000001,2.1177603,-0.18280066,february,4,5,weekday,
30,WECCbus57,1.0129659,-1.7167194,2.1409905,-0.18179057,february,5,5,weekday,
36,WECCbus57,1.0124554000000001,-1.7255715,2.2143083,-0.17829796,february,6,5,weekday,
42,WECCbus57,1.0118495,-1.7364369,2.2971869,-0.17408132,february,7,5,weekday,
48,WECCbus57,1.0117289,-1.7377654999999999,2.3078074,-0.17342251,february,8,5,weekday,
54,WECCbus57,1.0125384,-1.7239931,2.1750564999999997,-0.18061077,february,9,5,weekday,
60,WECCbus57,1.0135017,-1.7070181,2.0198525000000003,-0.18732353,february,10,5,weekday,
66,WECCbus57,1.0138258,-1.7010517,1.9670815,-0.18924529,february,11,5,weekday,
72,WECCbus57,1.0139911,-1.6978332999999999,1.933027,-0.19043775,february,12,5,weekday,
78,WECCbus57,1.0139672,-1.6982845000000002,1.9394948,-0.19020527,february,13,5,weekday,
84,WECCbus57,1.0139892,-1.6978683,1.9313413000000001,-0.19051833,february,14,5,weekday,
90,WECCbus57,1.0137539,-1.7022517,1.9732145,-0.18907369,february,15,5,weekday,
96,WECCbus57,1.0130826,-1.7142764,2.0870959,-0.18460607,february,16,5,weekday,
102,WECCbus57,1.0116479,-1.7386214,2.3052289,-0.17359419,february,17,5,weekday,
108,WECCbus57,1.0095764,-1.7705988999999998,2.5954045,-0.15377435,february,18,5,weekday,
114,WECCbus57,1.0086906999999998,-1.7840146000000001,2.7115581000000004,-0.14417653,february,19,5,weekday,
120,WECCbus57,1.0085704,-1.7858307,2.7268511,-0.14288783,february,20,5,weekday,
126,WECCbus57,1.0087760000000001,-1.782925,2.702834,-0.14491875,february,21,5,weekday,
132,WECCbus57,1.009647,-1.7700859,2.5955249,-0.15380102,february,22,5,weekday,
138,WECCbus57,1.0109231,-1.750588,2.4308322,-0.16567733,february,23,5,weekday,
144,WECCbus57,1.0119406,-1.7340883999999999,2.2921787,-0.17416607,february,0,6,weekend,
150,WECCbus57,1.0126037,-1.7228339,2.1942636,-0.1792781,february,1,6,weekend,
156,WECCbus57,1.0128537,-1.7184694999999999,2.1562327999999997,-0.18108155,february,2,6,weekend,
162,WECCbus57,1.0129556999999998,-1.7167988999999997,2.1403981,-0.18182848,february,3,6,weekend,
168,WECCbus57,1.0129741,-1.7164806000000001,2.1382477000000004,-0.18192035,february,4,6,weekend,
174,WECCbus57,1.0128006,-1.7195470000000002,2.1628732999999998,-0.1807979,february,5,6,weekend,
180,WECCbus57,1.0122638000000002,-1.728804,2.239632,-0.17700146,february,6,6,weekend,
186,WECCbus57,1.0116319,-1.7401396,2.3261218999999995,-0.17242711,february,7,6,weekend,
192,WECCbus57,1.0115469000000001,-1.7406953,2.3300943,-0.17215553,february,8,6,weekend,
198,WECCbus57,1.0125773,-1.7232878,2.1659086,-0.18104259,february,9,6,weekend,
204,WECCbus57,1.0135667,-1.7058243999999998,2.0073659,-0.18779079,february,10,6,weekend,
210,WECCbus57,1.0139004999999999,-1.6997366000000003,1.9555536,-0.18958939,february,11,6,weekend,
216,WECCbus57,1.0140676,-1.6965591,1.9233324,-0.19067116,february,12,6,weekend,
222,WECCbus57,1.0140301,-1.6972499,1.9327907,-0.19030971,february,13,6,weekend,
228,WECCbus57,1.0140859,-1.6961601999999998,1.9207883999999997,-0.19070924,february,14,6,weekend,
234,WECCbus57,1.0138595,-1.7005311,1.963917,-0.18925007,february,15,6,weekend,
240,WECCbus57,1.0131743,-1.7129294999999998,2.0821045,-0.18468694,february,16,6,weekend,
246,WECCbus57,1.0116846,-1.7381718999999998,2.3093744,-0.17326783,february,17,6,weekend,
252,WECCbus57,1.0092216999999999,-1.7757778999999998,2.645568,-0.14960931,february,18,6,weekend,
258,WECCbus57,1.0082050999999999,-1.7908146,2.7728641,-0.13853982,february,19,6,weekend,
264,WECCbus57,1.0080681999999999,-1.7927433000000002,2.7881351000000003,-0.1372013,february,20,6,weekend,
