# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-08-05 00:00:00 PDT,+6690.31+0.318577j,-0+0j,+713754+50290.6j,+0+0j,+0+0j,+0+0j,+713534+47433.6j,+3150.09+0.0909812j,-0+0j,+710231+45526.8j,+0+0j,-0+0j,+295216+9424.53j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43139.5+21613.3j,+0+0j,+43149+21599.8j,-7.33808e-06+4.48285e-06j,-0+0j,-7.3042e-06+4.52584e-06j,+0+0j,-7.28347e-06+4.57e-06j,+0+0j,+0+0j,+0+0j,-7.2813e-06+4.54069e-06j,-7.31025e-06+4.52661e-06j,-7.27722e-06+4.57997e-06j,+0+0j,+0+0j,+25624.3+9894.89j,+212747-31901.2j,-0+0j,+25628+9879.39j,+4620.28+0.284932j,-0+0j,+212592-32115.6j,+42950.4+21499.2j,+169487-53830.5j,-0+0j,+169417-53933.2j,+0+0j,+75168.7+53704.5j,+57177.6-132673j,+25476.5-132742j,+25417.4-132797j,+25351-132863j,+414272+32046.7j,+414146+31414.5j,+9029.73+1.66219j,+405028+31014.5j,+9030.32+0.714424j,+28895+9867.79j,+375619+19590j,+7890.63+0.639855j,+2.03947e-05-8.38207e-06j,-0+0j,+220690-177347j,+38017.6+133504j,+0+0j,+0+0j,+0+0j,-0+0j,+220251-178012j,+0+0j,+0+0j,+48473.1-218832j,+86218.1-34649.6j,+26228.1-219265j,+7.60128e-09+1.5697e-08j,+26174.1-219370j,+450.126-219807j,+244.576-220247j,-0+0j,+122.962-220489j,+0+0j,+82925.6-35042.8j,-0+0j,+56201.8-35279.9j,+42714-35405.8j,+13438.5+26.6223j,-0+0j,+13438.8+14.0147j,-0+0j,+13441.3+2.28861j,+8190.54+0.545736j,+22818.5-0.304566j,+22816.8-0.0530239j,+4.98827e-06-5.51706e-06j,+4.96961e-06-5.5448e-06j,-0+0j,+15066.6+133416j,+0+0j,+0+0j,+39793.8+24.0879j,-24768.5+133361j,+20129.4+9.52783j,-0+0j,-24865.8+133326j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+251742-13929j,+720827+53847.8j,+414472+33295.9j,+258801-43040.8j,+15126.4+133460j
2016-08-05 11:00:00 PDT,+8060.45+0.461025j,+0+0j,+708598-413700j,+0+0j,+0+0j,+0+0j,+708651-417089j,+5700.29+0.294344j,+0+0j,+702972-419344j,+0+0j,+0+0j,+299764-154777j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44084.2+22056.7j,+0+0j,+44067.8+22059.8j,+1.29154e-05-1.07951e-06j,+0+0j,+1.29369e-05-1.05796e-06j,+0+0j,+1.29251e-05-1.03389e-06j,+0+0j,+0+0j,+0+0j,+1.29271e-05-1.03907e-06j,+1.29225e-05-1.04968e-06j,+1.29502e-05-1.04169e-06j,+0+0j,+0+0j,+16427-21334.4j,+220304-168409j,+0+0j,+16423.8-21359.3j,+6590.56+0.564397j,+0+0j,+220113-168721j,+44142.1+22095.7j,+175780-191131j,+0+0j,+175681-191349j,+0+0j,+77457.7+55340.6j,+73121.3-209217j,+30350.5-209422j,+30225.4-209606j,+30082.2-209812j,+402970-269708j,+402941-270651j,+9259.72+1.71347j,+393652-271238j,+9260.33+0.73038j,+19038.5-21449.1j,+373801-251827j,+9220.83+0.844385j,-1.44729e-05+9.32707e-06j,+0+0j,+226067-415847j,+73932.6+212083j,+0+0j,+0+0j,+0+0j,+0+0j,+224933-417330j,+0+0j,+0+0j,+69685.2-229785j,+78762.9-100364j,+36266.2-230251j,-1.01071e-08+1.90949e-08j,+36211.2-230360j,+441.445-230814j,+247.976-231270j,+0+0j,+124.592-231528j,+0+0j,+72664-100943j,+0+0j,+36108.8-101293j,+18707.3-101478j,+17239.3+40.6231j,+0+0j,+17239+21.6783j,+0+0j,+17241.9+3.41003j,+9510.69+0.696309j,+41501.8+18.8272j,+41497.4+12.914j,+1.1191e-05-1.81155e-06j,+1.11705e-05-1.84193e-06j,+0+0j,+32064.7+211669j,+0+0j,+0+0j,+60773.2+53.8805j,-28833.7+211442j,+30691+21.274j,+0+0j,-29056.8+211243j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+255171-178370j,+716563-409421j,+402942-267787j,+300466-202386j,+32236.5+211865j
2016-08-05 12:00:00 PDT,+8840.55+0.554682j,+0+0j,+727326-412210j,+0+0j,+0+0j,+0+0j,+727359-415658j,+7000.44+0.444115j,+0+0j,+720363-417952j,+0+0j,+0+0j,+306454-154021j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44051+22039.2j,+0+0j,+44033.8+22042.8j,+5.46955e-06+5.25973e-06j,+0+0j,+5.46329e-06+5.29132e-06j,+0+0j,+5.45576e-06+5.33636e-06j,+0+0j,+0+0j,+0+0j,+5.47029e-06+5.28262e-06j,+5.44537e-06+5.31367e-06j,+5.46038e-06+5.35075e-06j,+0+0j,+0+0j,+17457.6-21326.4j,+225207-168150j,+0+0j,+17454.5-21352.2j,+7630.75+0.757262j,+0+0j,+225012-168470j,+44104.9+22077.1j,+180713-190871j,+0+0j,+180612-191093j,+0+0j,+77388.7+55291.3j,+78140.1-208927j,+33927.8-209133j,+33803.7-209316j,+33661.1-209522j,+413637-269154j,+413603-270115j,+9519.73+1.80548j,+404051-270713j,+9520.34+0.772559j,+19808.5-21441.3j,+383399-251349j,+10001+0.994245j,-8.16952e-06+1.68492e-05j,+0+0j,+233821-415239j,+75807.1+211793j,+0+0j,+0+0j,+0+0j,+0+0j,+232671-416737j,+0+0j,+0+0j,+72637.2-229412j,+83637.6-100192j,+37766.7-229876j,-1.78225e-09-1.2226e-08j,+37712.1-229985j,+434.18-230434j,+245.855-230886j,+0+0j,+123.529-231143j,+0+0j,+76232.6-100799j,+0+0j,+38145-101162j,+18662.5-101355j,+19319.8+46.5422j,+0+0j,+19319.2+25.0428j,+0+0j,+19322.3+4.23072j,+10290.8+0.816662j,+43964.1+22.7754j,+43959.2+15.5847j,-7.38528e-07+1.6761e-06j,-7.25353e-07+1.67476e-06j,+0+0j,+31477.9+211376j,+0+0j,+0+0j,+63768.6+59.3713j,-32412.4+211147j,+32183.1+23.4245j,+0+0j,-32637.2+210951j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+261870-177628j,+736099-407851j,+413613-267196j,+310110-202016j,+31649.7+211572j
2016-08-05 13:00:00 PDT,+10170.7+0.734274j,+0+0j,+752216-410271j,+0+0j,+0+0j,+0+0j,+752235-413849j,+8950.72+0.726281j,+0+0j,+743274-416227j,+0+0j,+0+0j,+315288-153025j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44023.4+22024.2j,+0+0j,+44005+22028.4j,+1.65374e-05-6.13226e-06j,+0+0j,+1.65315e-05-6.10869e-06j,+0+0j,+1.65412e-05-6.06621e-06j,+0+0j,+0+0j,+0+0j,+1.6566e-05-6.03079e-06j,+1.65608e-05-6.05549e-06j,+1.6559e-05-6.02256e-06j,+0+0j,+0+0j,+19073.2-21321.5j,+231450-167805j,+0+0j,+19070.1-21348.7j,+9261.1+1.11625j,+0+0j,+231253-168138j,+44074.9+22062.1j,+186982-190539j,+0+0j,+186879-190769j,+0+0j,+77333.4+55251.9j,+84487.9-208572j,+38137.7-208783j,+38013.7-208966j,+37870.7-209174j,+427686-268610j,+427648-269608j,+10189.8+2.05049j,+417422-270230j,+10190.4+0.885622j,+21162.6-21438.7j,+395379-250940j,+11371.3+1.28629j,-7.5086e-06+1.21064e-05j,+0+0j,+244659-414680j,+76985.1+211456j,+0+0j,+0+0j,+0+0j,+0+0j,+243485-416201j,+0+0j,+0+0j,+76337.5-229074j,+90867-100008j,+39654.9-229538j,+1.52918e-08+1.13639e-08j,+39601-229645j,+425.28-230090j,+243.434-230537j,+0+0j,+122.338-230794j,+0+0j,+81501.6-100657j,+0+0j,+41480-101038j,+18595.3-101246j,+22721+56.585j,+0+0j,+22719.9+30.8261j,+0+0j,+22723.1+5.78199j,+11671+1.05226j,+45895.8+26.0991j,+45890.7+17.8389j,-1.07826e-05+1.51154e-05j,-1.07714e-05+1.5096e-05j,+0+0j,+30722.4+211037j,+0+0j,+0+0j,+67215.2+66.0234j,-36611.9+210805j,+33915.7+26.0437j,+0+0j,-36840.7+210610j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+270703-176669j,+762346-405736j,+427661-266576j,+322148-201731j,+30895.6+211232j
2016-08-05 14:00:00 PDT,+12161+1.05002j,+0+0j,+801041-406059j,+0+0j,+0+0j,+0+0j,+801037-409913j,+11201.1+1.13798j,+0+0j,+789802-412476j,+0+0j,+0+0j,+333525-150809j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43974.8+21997.7j,+0+0j,+43954.3+22003j,+9.83627e-06+4.48683e-06j,+0+0j,+9.81842e-06+4.49131e-06j,+0+0j,+9.8624e-06+4.55776e-06j,+0+0j,+0+0j,+0+0j,+9.85751e-06+4.56878e-06j,+9.85769e-06+4.58568e-06j,+9.84487e-06+4.60594e-06j,+0+0j,+0+0j,+21124.9-21314.5j,+245196-167186j,+0+0j,+21121.8-21343.8j,+11341.7+1.67635j,+0+0j,+244989-167548j,+44017.7+22033.5j,+200765-189951j,+0+0j,+200655-190200j,+0+0j,+77226.1+55175.3j,+98423.9-207944j,+46215.8-208166j,+46091.9-208351j,+45947.6-208564j,+455925-267490j,+455882-268570j,+11759.9+2.68476j,+444080-269243j,+11760.5+1.18058j,+23281.8-21436.5j,+419837-250109j,+13521.8+1.82099j,-1.57173e-05+1.27675e-05j,+0+0j,+265335-413682j,+80810.3+210895j,+0+0j,+0+0j,+0+0j,+0+0j,+264111-415252j,+0+0j,+0+0j,+85550.1-228458j,+102502-99690.1j,+44338.5-228927j,+2.89948e-09+8.66512e-09j,+44285-229033j,+410.372-229471j,+239.587-229912j,+0+0j,+120.492-230168j,+0+0j,+90866.6-100411j,+0+0j,+46076.6-100825j,+18467.3-101054j,+27443.9+71.5124j,+0+0j,+27441.4+39.6635j,+0+0j,+27444.5+8.40985j,+13861.5+1.48897j,+49709.4+33.2274j,+49703.8+22.6815j,+6.52497e-07+2.22167e-06j,+6.41714e-07+2.22383e-06j,+0+0j,+30730.3+210468j,+0+0j,+0+0j,+75281.9+83.0162j,-44665.5+210223j,+38002.3+32.7665j,+0+0j,-44902.7+210028j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+288920-174544j,+813203-401153j,+455894-265288j,+346697-201161j,+30906+210664j
2016-08-05 15:00:00 PDT,+14671.5+1.5291j,+0+0j,+902031-396134j,+0+0j,+0+0j,+0+0j,+901943-400600j,+13251.6+1.59464j,+0+0j,+888593-403569j,+0+0j,+0+0j,+372586-145630j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43859.7+21935.8j,+0+0j,+43835.1+21943.3j,+5.55339e-06-7.19695e-07j,+0+0j,+5.54652e-06-6.57531e-07j,+0+0j,+5.56518e-06-6.56011e-07j,+0+0j,+0+0j,+0+0j,+5.59562e-06-6.44776e-07j,+5.64358e-06-6.19513e-07j,+5.62314e-06-6.27234e-07j,+0+0j,+0+0j,+23265.3-21298.9j,+276079-165916j,+0+0j,+23262.1-21330.4j,+13542.4+2.39738j,+0+0j,+275840-166349j,+43876.1+21962.6j,+231725-188754j,+0+0j,+231593-189047j,+0+0j,+76958.8+54984.2j,+129740-206659j,+63958.6-206910j,+63833.1-207098j,+63684.2-207326j,+515489-264717j,+515427-265984j,+14410.1+3.95233j,+500957-266774j,+14410.8+1.77621j,+26046.9-21429.7j,+473743-248004j,+16352.6+2.67047j,+2.78869e-07+3.85781e-06j,+0+0j,+306722-411478j,+93314.6+209831j,+0+0j,+0+0j,+0+0j,+0+0j,+305385-413153j,+0+0j,+0+0j,+108101-227058j,+121699-99052.8j,+55918.2-227551j,-3.65689e-08-2.8654e-08j,+55864.2-227656j,+383.844-228087j,+233.396-228516j,+0+0j,+117.551-228771j,+0+0j,+107973-99899.4j,+0+0j,+51344.1-100380j,+18206-100630j,+32969.8+90.5112j,+0+0j,+32964.5+51.4276j,+0+0j,+32966.5+12.2477j,+16772.2+2.19466j,+59489.5+55.044j,+59482.8+37.4911j,+2.39823e-06-9.38901e-06j,+2.39736e-06-9.38198e-06j,+0+0j,+33445.4+209368j,+0+0j,+0+0j,+95682.9+134.711j,-62337.9+209075j,+48282.5+53.1577j,+0+0j,-62596.8+208876j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+327907-169576j,+916815-390441j,+515446-262133j,+400723-199701j,+33626.4+209569j
2016-08-05 16:00:00 PDT,+17842.2+2.26127j,+0+0j,+994146-386227j,+0+0j,+0+0j,+0+0j,+994092-391614j,+14802+1.98919j,+0+0j,+979204-395199j,+0+0j,+0+0j,+408640-140534j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43841.1+21922.9j,+0+0j,+43812.8+21932.1j,-1.10186e-05+1.08709e-05j,+0+0j,-1.10385e-05+1.0906e-05j,+0+0j,-1.10131e-05+1.08976e-05j,+0+0j,+0+0j,+0+0j,-1.10217e-05+1.09033e-05j,-1.10191e-05+1.09107e-05j,-1.10466e-05+1.09002e-05j,+0+0j,+0+0j,+25417.2-21316.8j,+304026-164741j,+0+0j,+25413.8-21350.8j,+15763.2+3.25053j,+0+0j,+303758-165261j,+43844.6+21946.8j,+259648-187739j,+0+0j,+259496-188091j,+0+0j,+76896+54939.4j,+157825-205659j,+77605.2-205959j,+77473.3-206162j,+77315.9-206415j,+570049-262883j,+569997-264425j,+18640.8+6.4597j,+551294-265388j,+18641.3+2.97033j,+29701.2-21466.2j,+520259-247064j,+20084+4.02685j,+7.39149e-06-4.68079e-06j,+0+0j,+346745-410754j,+99768.3+209181j,+0+0j,+0+0j,+0+0j,+0+0j,+345269-412552j,+0+0j,+0+0j,+129114-226586j,+141002-98723.5j,+67033.6-227118j,-8.64853e-10-7.80579e-09j,+66977.9-227223j,+366.427-227657j,+230.721-228081j,+0+0j,+116.493-228340j,+0+0j,+125671-99702.7j,+0+0j,+57475.1-100254j,+17923.1-100531j,+39379.3+113.621j,+0+0j,+39369.7+66.1084j,+0+0j,+39369.5+17.7139j,+20643.3+3.33454j,+62201.5+61.8664j,+62195.7+42.2183j,+2.01901e-05-9.23891e-06j,+2.01709e-05-9.27013e-06j,+0+0j,+37162.4+208696j,+0+0j,+0+0j,+112936+187.99j,-75872.2+208347j,+57043.3+74.2825j,+0+0j,-76158.2+208128j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+363812-164814j,+1.01207e+06-379309j,+569935-259746j,+447345-199347j,+37354.8+208907j
2016-08-05 17:00:00 PDT,+18312.4+2.38186j,+0+0j,+1.01507e+06-383627j,+0+0j,+0+0j,+0+0j,+1.01504e+06-389257j,+14251.8+1.84377j,+0+0j,+1.00072e+06-393005j,+0+0j,+0+0j,+417293-139170j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43842.9+21923.1j,+0+0j,+43813.9+21932.7j,+8.00419e-06-1.94941e-06j,+0+0j,+8.01636e-06-1.90365e-06j,+0+0j,+8.05115e-06-1.84302e-06j,+0+0j,+0+0j,+0+0j,+8.0382e-06-1.87653e-06j,+8.04082e-06-1.87751e-06j,+8.01931e-06-1.87257e-06j,+0+0j,+0+0j,+25308.9-21325j,+311038-164513j,+0+0j,+25305.5-21358.9j,+15673.2+3.21357j,+0+0j,+310760-165057j,+43841.8+21945.5j,+266643-187557j,+0+0j,+266485-187925j,+0+0j,+76889.2+54934.6j,+164852-205485j,+80549.9-205800j,+80416.6-206008j,+80257.1-206268j,+582933-262448j,+582888-264063j,+19931+7.34449j,+562895-265072j,+19931.5+3.39456j,+30351.4-21478.5j,+531172-246860j,+20754.2+4.29884j,+3.71296e-07+1.53976e-06j,+0+0j,+355863-410692j,+101551+209111j,+0+0j,+0+0j,+0+0j,+0+0j,+354353-412522j,+0+0j,+0+0j,+134879-226529j,+144425-98683.7j,+70287.3-227076j,-2.33681e-08-1.87156e-08j,+70230.7-227182j,+364.168-227619j,+230.664-228045j,+0+0j,+116.564-228305j,+0+0j,+129632-99685.5j,+0+0j,+57928.8-100253j,+17854.3-100531j,+39901.2+115.51j,+0+0j,+39890.7+67.4711j,+0+0j,+39889.9+18.3408j,+21363.5+3.57276j,+62331.2+62.1632j,+62325.9+42.455j,-1.41552e-05+2.23647e-06j,-1.41611e-05+2.21667e-06j,+0+0j,+38808.8+208620j,+0+0j,+0+0j,+117501+203.501j,-78791.1+208253j,+59349.4+80.4156j,+0+0j,-79083.4+208027j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+372419-163545j,+1.03343e+06-376390j,+582793-259162j,+458286-199287j,+39003.9+208834j
2016-08-05 18:00:00 PDT,+18132.3+2.33485j,+0+0j,+997579-385512j,+0+0j,+0+0j,+0+0j,+997599-391035j,+13151.5+1.56944j,+0+0j,+984416-394710j,+0+0j,+0+0j,+410867-140045j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43877+21941.2j,+0+0j,+43848.9+21950.2j,-3.26096e-07+6.93433e-06j,+0+0j,-3.0169e-07+7.00729e-06j,+0+0j,-2.8282e-07+7.04261e-06j,+0+0j,+0+0j,+0+0j,-2.94052e-07+7.08756e-06j,-2.97606e-07+7.07468e-06j,-3.16376e-07+7.03609e-06j,+0+0j,+0+0j,+24648.5-21332.8j,+306102-164837j,+0+0j,+24645.2-21365.9j,+15002.9+2.94205j,+0+0j,+305830-165368j,+43880+21964.5j,+261679-187873j,+0+0j,+261526-188233j,+0+0j,+76960+54985.2j,+159805-205824j,+76573.1-206132j,+76441.3-206338j,+76283.6-206595j,+573129-263116j,+573095-264697j,+20551.2+7.78521j,+552488-265685j,+20551.6+3.60657j,+30303-21484.1j,+520863-247388j,+20694.2+4.27045j,+3.42022e-05-2.05394e-05j,+0+0j,+348786-411261j,+98355.5+209389j,+0+0j,+0+0j,+0+0j,+0+0j,+347302-413073j,+0+0j,+0+0j,+131225-226890j,+140938-98835.2j,+68661.5-227434j,-2.33767e-08+6.50794e-09j,+68605-227541j,+369.48-227984j,+231.591-228415j,+0+0j,+117.087-228677j,+0+0j,+127253-99809.2j,+0+0j,+57053.2-100366j,+17900.5-100639j,+38980+112.064j,+0+0j,+38970.1+65.2791j,+0+0j,+38969.6+17.6293j,+21333.5+3.55708j,+59598+55.1383j,+59593.1+37.6922j,-2.74965e-06-6.99835e-07j,-2.74569e-06-7.18086e-07j,+0+0j,+38349.4+208909j,+0+0j,+0+0j,+113086+188.368j,-74838.3+208555j,+57163.5+74.5017j,+0+0j,-75124.5+208333j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+366008-164393j,+1.0157e+06-378409j,+572979-259900j,+447980-199646j,+38543.1+209122j
2016-08-05 19:00:00 PDT,+19022.5+2.57004j,+0+0j,+1.02271e+06-382845j,+0+0j,+0+0j,+0+0j,+1.02272e+06-388549j,+13301.6+1.60583j,+0+0j,+1.00938e+06-392346j,+0+0j,+0+0j,+420725-138715j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43853.4+21928.6j,+0+0j,+43824.6+21938j,+1.06115e-06+3.7454e-06j,+0+0j,+1.05245e-06+3.78007e-06j,+0+0j,+1.03686e-06+3.78837e-06j,+0+0j,+0+0j,+0+0j,+1.05487e-06+3.82795e-06j,+1.04679e-06+3.81164e-06j,+1.06271e-06+3.83405e-06j,+0+0j,+0+0j,+25105.8-21329.4j,+313998-164512j,+0+0j,+25102.4-21363j,+15473.1+3.1314j,+0+0j,+313716-165064j,+43849.3+21949.2j,+269587-187575j,+0+0j,+269427-187949j,+0+0j,+76901.3+54943.3j,+167788-205516j,+80273.5-205835j,+80142.3-206042j,+79984.7-206303j,+588214-262369j,+588178-264005j,+21981.5+8.86904j,+566137-265028j,+21981.8+4.12774j,+31380.1-21481.5j,+533377-246826j,+21784.7+4.73518j,+1.07023e-05-2.23151e-06j,+0+0j,+358812-410711j,+100816+209140j,+0+0j,+0+0j,+0+0j,+0+0j,+357292-412561j,+0+0j,+0+0j,+136660-226574j,+145588-98669.8j,+71476.5-227129j,+1.96502e-09+1.65054e-09j,+71419.8-227237j,+362.555-227681j,+229.547-228112j,+0+0j,+116.158-228374j,+0+0j,+131738-99679.8j,+0+0j,+58639.9-100257j,+17842.8-100538j,+40622.7+118.671j,+0+0j,+40611.7+69.5256j,+0+0j,+40610.5+19.2603j,+22473.9+3.95383j,+61780.4+60.7347j,+61775.3+41.4874j,-6.59289e-06-4.38283e-06j,-6.61087e-06-4.41297e-06j,+0+0j,+38626.1+208652j,+0+0j,+0+0j,+117060+202.18j,-78531.5+208286j,+59219+80.0445j,+0+0j,-78822.2+208062j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+375838-163139j,+1.04174e+06-375500j,+588052-259043j,+460507-199252j,+38820.6+208866j
2016-08-05 20:00:00 PDT,+19382.6+2.66726j,+0+0j,+976120-388423j,+0+0j,+0+0j,+0+0j,+976232-393835j,+13101.5+1.55647j,+0+0j,+963161-397437j,+0+0j,+0+0j,+402207-141478j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43937.7+21973j,+0+0j,+43911+21981.3j,+1.66501e-05-9.97387e-06j,+0+0j,+1.66588e-05-9.90487e-06j,+0+0j,+1.66448e-05-9.88952e-06j,+0+0j,+0+0j,+0+0j,+1.66657e-05-9.89113e-06j,+1.66661e-05-9.90844e-06j,+1.66506e-05-9.89034e-06j,+0+0j,+0+0j,+25183-21344.6j,+298599-165222j,+0+0j,+25179.6-21378.3j,+15523.1+3.14493j,+0+0j,+298342-165733j,+43951.6+22000.4j,+254134-188254j,+0+0j,+253991-188601j,+0+0j,+77093.9+55080.8j,+152109-206251j,+70016.3-206550j,+69888.3-206755j,+69734.8-207007j,+560674-264216j,+560661-265757j,+22781.7+9.48694j,+537833-266719j,+22782+4.42662j,+31890.9-21492.9j,+504696-248300j,+22264.9+4.93649j,+8.9795e-06-8.24598e-06j,+0+0j,+340701-412099j,+90360.1+209697j,+0+0j,+0+0j,+0+0j,+0+0j,+339244-413904j,+0+0j,+0+0j,+124065-227496j,+139893-98998.8j,+65297.9-228031j,+1.12867e-08+1.28847e-08j,+65242.5-228140j,+372.974-228589j,+231.025-229030j,+0+0j,+116.957-229294j,+0+0j,+126258-99966.6j,+0+0j,+59276.8-100519j,+17960.4-100807j,+41141.9+120.7j,+0+0j,+41131.7+70.4715j,+0+0j,+41130.8+19.7592j,+22984.1+4.11925j,+54572.5+43.3147j,+54568.2+29.6612j,-3.77612e-06-1.66127e-06j,-3.74458e-06-1.62808e-06j,+0+0j,+35384.1+209239j,+0+0j,+0+0j,+103606+158.13j,-68328.5+208918j,+52531.9+62.767j,+0+0j,-68604.6+208703j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+357377-165808j,+995401-381421j,+560504-261086j,+431842-200276j,+35575.6+209448j
2016-08-05 21:00:00 PDT,+15071.6+1.61164j,+0+0j,+842968-401747j,+0+0j,+0+0j,+0+0j,+843145-406237j,+9650.83+0.843321j,+0+0j,+833583-409223j,+0+0j,+0+0j,+351381-148154j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44077.3+22048.2j,+0+0j,+44055.8+22053.8j,+9.08302e-06+1.00409e-06j,+0+0j,+9.11524e-06+1.04397e-06j,+0+0j,+9.07018e-06+1.04737e-06j,+0+0j,+0+0j,+0+0j,+9.08327e-06+1.01789e-06j,+9.05899e-06+9.86558e-07j,+9.04395e-06+9.38154e-07j,+0+0j,+0+0j,+21521.6-21363.3j,+258862-166989j,+0+0j,+21518.4-21393j,+11781.8+1.80484j,+0+0j,+258645-167401j,+44122.5+22085.9j,+214306-189904j,+0+0j,+214188-190186j,+0+0j,+77416.2+55311j,+111839-207990j,+47618.4-208242j,+47491.2-208441j,+47341.4-208673j,+482073-267893j,+482072-269153j,+18170.7+6.11866j,+463875-269937j,+18171.3+2.80929j,+27106.1-21500.3j,+435789-251003j,+17393+3.00249j,-2.75742e-05+1.21451e-05j,+0+0j,+286671-414942j,+75497.2+211143j,+0+0j,+0+0j,+0+0j,+0+0j,+285383-416585j,+0+0j,+0+0j,+96694.9-229236j,+112796-99866.6j,+51197.7-229734j,+1.02071e-08-1.43441e-09j,+51142.7-229844j,+408.912-230299j,+240.109-230754j,+0+0j,+121.239-231018j,+0+0j,+102683-100642j,+0+0j,+50165.8-101095j,+18308.2-101339j,+31689.5+85.4303j,+0+0j,+31684.7+48.2986j,+0+0j,+31686.5+11.7008j,+17972.5+2.49721j,+40849.8+17.7911j,+40847+12.3233j,+1.94945e-05-8.18866e-06j,+1.9497e-05-8.18296e-06j,+0+0j,+34258.7+210725j,+0+0j,+0+0j,+80142.8+94.0702j,-46006.2+210460j,+40636.8+37.3319j,+0+0j,-46254.9+210252j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+306653-172155j,+857827-395972j,+481943-265331j,+362761-202104j,+34441.3+210928j
