# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-09-02 00:00:00 PDT,+6960.34+0.344833j,-0+0j,+715520+50223.9j,+0+0j,+0+0j,+0+0j,+715284+47354.2j,+3600.12+0.118849j,-0+0j,+711519+45438.7j,+0+0j,-0+0j,+295400+9300.84j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43132.7+21610j,+0+0j,+43142.2+21596.5j,-1.00202e-06+5.17691e-06j,-0+0j,-1.03835e-06+5.20588e-06j,+0+0j,-1.01481e-06+5.25911e-06j,+0+0j,+0+0j,+0+0j,-1.02857e-06+5.25785e-06j,-9.94487e-07+5.28871e-06j,-1.01339e-06+5.30323e-06j,+0+0j,+0+0j,+25983.2+9893.73j,+212838-31874j,-0+0j,+25987+9877.8j,+4980.33+0.331127j,-0+0j,+212683-32088.4j,+42944+21496j,+169585-53800.2j,-0+0j,+169516-53903j,+0+0j,+75157.2+53696.2j,+57289.1-132631j,+25957.9-132700j,+25898.5-132756j,+25832-132821j,+415355+32065.5j,+415227+31428.8j,+9119.73+1.69334j,+406017+31026j,+9120.32+0.728895j,+29163.3+9865.48j,+376336+19596.2j,+8160.68+0.684561j,+2.8526e-06+2.72551e-06j,-0+0j,+220398-177297j,+39031.6+133459j,+0+0j,+0+0j,+0+0j,-0+0j,+219959-177962j,+0+0j,+0+0j,+47569.2-218780j,+86835.4-34634.2j,+25715.9-219212j,-1.02036e-09-1.80113e-08j,+25662.1-219317j,+449.284-219753j,+244.144-220192j,-0+0j,+122.746-220434j,+0+0j,+83092.2-35031.5j,-0+0j,+56918.3-35269.4j,+42710.4-35398.5j,+14158.5+28.3006j,-0+0j,+14158.8+14.9375j,-0+0j,+14161.4+2.51762j,+8460.57+0.582473j,+25270.2+1.33924j,+25268+1.05568j,-8.96205e-07+1.52701e-05j,-9.14952e-07+1.52385e-05j,-0+0j,+13627+133369j,+0+0j,+0+0j,+38832.7+22.9586j,-25247.9+133316j,+19659+9.08986j,-0+0j,-25345.7+133281j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+251934-14051.8j,+722886+53803.3j,+415562+33324j,+259523-43031.7j,+13688.5+133413j
2016-09-02 11:00:00 PDT,+6390.29+0.289201j,+0+0j,+480070-433065j,+0+0j,+0+0j,+0+0j,+480205-435695j,+2650.06+0.0633365j,+0+0j,+477641-437446j,+0+0j,+0+0j,+209767-165579j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44473.8+22261.8j,+0+0j,+44467.4+22259.8j,+1.11684e-05+6.43512e-06j,+0+0j,+1.11848e-05+6.46537e-06j,+0+0j,+1.1181e-05+6.4908e-06j,+0+0j,+0+0j,+0+0j,+1.11936e-05+6.48483e-06j,+1.11905e-05+6.48201e-06j,+1.11857e-05+6.49937e-06j,+0+0j,+0+0j,+14196.1-21401j,+145922-170855j,+0+0j,+14192.8-21424.1j,+4220.23+0.229147j,+0+0j,+145800-171058j,+44612.8+22331.4j,+101066-193593j,+0+0j,+101005-193754j,+0+0j,+78343.4+55973.2j,-2735.16-212099j,-15676.7-212297j,-15814.5-212495j,-15955.5-212696j,+267835-275769j,+267828-276462j,+8929.7+1.58705j,+258885-276891j,+8930.3+0.674127j,+17559.5-21502.5j,+240799-256881j,+7590.56+0.566847j,-8.06223e-06-5.87982e-07j,+0+0j,+138448-421907j,+27984.1+214862j,+0+0j,+0+0j,+0+0j,+0+0j,+137417-423294j,+0+0j,+0+0j,+13517.8-233980j,+46147-101879j,+9777.38-234452j,-2.41776e-08-9.11997e-09j,+9720.57-234570j,+499.676-235066j,+260.222-235565j,+0+0j,+130.746-235830j,+0+0j,+43115.7-102307j,+0+0j,+32087-102573j,+19287.6-102753j,+12636.8+28.261j,+0+0j,+12638.1+14.4292j,+0+0j,+12641.1+1.90242j,+7890.46+0.470469j,+4541-2.21991j,+4540.69-1.47598j,-6.26196e-06-1.24437e-06j,-6.24053e-06-1.22448e-06j,+0+0j,+23084.9+214505j,+0+0j,+0+0j,+5760.48+0.482036j,+17159.9+214319j,+2950.19+0.193455j,+0+0j,+16959.9+214102j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+165085-189002j,+486290-429706j,+267845-274379j,+166749-206192j,+23245+214682j
2016-09-02 12:00:00 PDT,+7110.35+0.358086j,+0+0j,+505760-431156j,+0+0j,+0+0j,+0+0j,+505912-433886j,+3850.13+0.133721j,+0+0j,+502156-435702j,+0+0j,+0+0j,+219697-164406j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44447.1+22247.1j,+0+0j,+44439.3+22245.8j,-9.95622e-06+1.97728e-05j,+0+0j,-9.96681e-06+1.98074e-05j,+0+0j,-9.99212e-06+1.97953e-05j,+0+0j,+0+0j,+0+0j,-9.97512e-06+1.98567e-05j,-9.99563e-06+1.98349e-05j,-1.00074e-05+1.98517e-05j,+0+0j,+0+0j,+15141-21397.8j,+153452-170587j,+0+0j,+15137.7-21421.6j,+5180.34+0.345517j,+0+0j,+153327-170801j,+44581.3+22315.6j,+108620-193332j,+0+0j,+108556-193499j,+0+0j,+78284.3+55931.1j,+4906.4-211807j,-11135.2-212004j,-11271.6-212202j,-11413.1-212404j,+282435-275346j,+282430-276068j,+9169.71+1.66805j,+273248-276514j,+9170.32+0.71114j,+18263.2-21502.4j,+254441-256562j,+8310.67+0.679887j,-1.96603e-05+1.52089e-05j,+0+0j,+150165-421430j,+29996.5+214570j,+0+0j,+0+0j,+0+0j,+0+0j,+149124-422826j,+0+0j,+0+0j,+19469-233649j,+52032.1-101736j,+12657.5-234117j,+1.96646e-08+1.36927e-08j,+12601.3-234234j,+492.208-234724j,+258.721-235217j,+0+0j,+129.994-235482j,+0+0j,+47798.7-102188j,+0+0j,+33939.5-102466j,+19219.9-102652j,+14557+33.1766j,+0+0j,+14558.2+17.1159j,+0+0j,+14561.4+2.46426j,+8610.55+0.561164j,+5221.13-2.46751j,+5220.82-1.63611j,+5.20503e-06-2.35214e-06j,+5.23189e-06-2.35832e-06j,+0+0j,+24417+214213j,+0+0j,+0+0j,+11631.9+1.95263j,+12623.8+214027j,+5900.76+0.774779j,+0+0j,+12421.6+213812j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+175025-187851j,+512677-427666j,+282433-273896j,+180484-205965j,+24577.3+214391j
2016-09-02 13:00:00 PDT,+7840.43+0.435479j,+0+0j,+534316-428978j,+0+0j,+0+0j,+0+0j,+534480-431810j,+4800.21+0.207945j,+0+0j,+529779-433693j,+0+0j,+0+0j,+230672-163132j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44409.5+22227j,+0+0j,+44400.5+22226.3j,-1.23571e-05+4.40675e-06j,+0+0j,-1.23932e-05+4.44192e-06j,+0+0j,-1.23738e-05+4.4545e-06j,+0+0j,+0+0j,+0+0j,-1.23445e-05+4.48757e-06j,-1.2362e-05+4.46245e-06j,-1.2388e-05+4.46201e-06j,+0+0j,+0+0j,+15953.4-21392.4j,+162037-170300j,+0+0j,+15950.2-21416.8j,+6010.46+0.465577j,+0+0j,+161906-170525j,+44536.7+22293.3j,+117238-193047j,+0+0j,+117172-193219j,+0+0j,+78200.5+55871.2j,+13642.4-211477j,-5904.26-211674j,-6038.77-211871j,-6180.17-212073j,+299087-274767j,+299084-275519j,+9639.73+1.83192j,+289433-275985j,+9640.35+0.786451j,+19014.3-21499.2j,+269852-256097j,+9080.8+0.812458j,-9.97734e-06+2.17195e-05j,+0+0j,+162106-420800j,+33565.6+214236j,+0+0j,+0+0j,+0+0j,+0+0j,+161054-422209j,+0+0j,+0+0j,+25750.6-233218j,+57831.2-101558j,+15777.4-233682j,-1.87576e-08-4.72529e-09j,+15721.7-233798j,+484.136-234283j,+256.838-234771j,+0+0j,+129.071-235035j,+0+0j,+52644.8-102036j,+0+0j,+35664.6-102327j,+19144.5-102519j,+16357.3+37.9794j,+0+0j,+16358.3+19.7912j,+0+0j,+16361.7+3.07646j,+9390.66+0.668812j,+8061.91-3.23518j,+8061.43-2.13624j,+1.70916e-05-6.36996e-06j,+1.71087e-05-6.34827e-06j,+0+0j,+25144.9+213879j,+0+0j,+0+0j,+17594.4+4.46474j,+7393.1+213692j,+8901.74+1.76597j,+0+0j,+7189.05+213481j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+186016-186600j,+541948-425355j,+299075-273252j,+196004-205617j,+25306.3+214058j
2016-09-02 14:00:00 PDT,+8780.54+0.546408j,+0+0j,+595208-423958j,+0+0j,+0+0j,+0+0j,+595380-426998j,+6100.33+0.336176j,+0+0j,+589381-429020j,+0+0j,+0+0j,+254555-160247j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44318.1+22178.5j,+0+0j,+44306.4+22179.2j,-8.50106e-06+5.27029e-06j,+0+0j,-8.50146e-06+5.29669e-06j,+0+0j,-8.50707e-06+5.31383e-06j,+0+0j,+0+0j,+0+0j,-8.48761e-06+5.34133e-06j,-8.47907e-06+5.34129e-06j,-8.47281e-06+5.35559e-06j,+0+0j,+0+0j,+17028.2-21376.9j,+181222-169671j,+0+0j,+17025-21402.3j,+7120.65+0.654991j,+0+0j,+181077-169924j,+44426.3+22238j,+136505-192417j,+0+0j,+136432-192604j,+0+0j,+77992.8+55722.8j,+33184.6-210747j,+5731.48-210945j,+5601.36-211138j,+5460.27-211342j,+334795-273306j,+334792-274122j,+10179.8+2.03225j,+324600-274628j,+10180.4+0.878544j,+19956.5-21487.7j,+304015-254887j,+10061+0.999514j,+7.72464e-06+1.28752e-05j,+0+0j,+187084-419285j,+42930.6+213511j,+0+0j,+0+0j,+0+0j,+0+0j,+186003-420722j,+0+0j,+0+0j,+40429.2-232189j,+68419.4-101158j,+22938.5-232649j,+4.0636e-08+1.62515e-08j,+22883.5-232762j,+467.457-233235j,+253.112-233713j,+0+0j,+127.225-233975j,+0+0j,+61926.1-101686j,+0+0j,+37873.2-102003j,+18991.9-102202j,+18718.2+44.572j,+0+0j,+18718.8+23.5892j,+0+0j,+18722.2+3.98829j,+10380.8+0.821122j,+14854.2-3.41639j,+14853.4-2.21005j,+8.4496e-06+1.68947e-07j,+8.45182e-06+1.60801e-07j,+0+0j,+27718.8+213150j,+0+0j,+0+0j,+31814.4+14.6223j,-4242.71+212957j,+16055.7+5.7669j,+0+0j,-4451.34+212752j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+209927-183761j,+603763-420072j,+334763-271654j,+230376-204700j,+27881.4+213333j
2016-09-02 15:00:00 PDT,+10730.8+0.816632j,+0+0j,+704706-414343j,+0+0j,+0+0j,+0+0j,+704869-417866j,+7750.54+0.543465j,+0+0j,+697207-420209j,+0+0j,+0+0j,+297600-154853j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44175.3+22102.3j,+0+0j,+44158.9+22105.4j,+1.98739e-05-3.11054e-06j,+0+0j,+1.99019e-05-3.04597e-06j,+0+0j,+1.99161e-05-2.99323e-06j,+0+0j,+0+0j,+0+0j,+1.99123e-05-2.98893e-06j,+1.99345e-05-2.94923e-06j,+1.99101e-05-2.95724e-06j,+0+0j,+0+0j,+18702.8-21356.7j,+215868-168514j,+0+0j,+18699.7-21383.5j,+8861+1.01808j,+0+0j,+215691-168825j,+44250.5+22150j,+171265-191291j,+0+0j,+171173-191510j,+0+0j,+77660.8+55485.7j,+68391.3-209471j,+25797.8-209681j,+25672.1-209872j,+25529.3-210082j,+399517-270649j,+399511-271613j,+12189.9+2.85872j,+387302-272213j,+12190.6+1.26297j,+22076.1-21475.8j,+364453-252776j,+12251.5+1.48708j,+5.91461e-06+5.37856e-06j,+0+0j,+231761-416822j,+58905.8+212329j,+0+0j,+0+0j,+0+0j,+0+0j,+230607-418332j,+0+0j,+0+0j,+66683.9-230529j,+87323.6-100489j,+36071.7-230995j,+5.14785e-09-1.94809e-08j,+36017-231106j,+439.309-231565j,+246.847-232027j,+0+0j,+124.208-232289j,+0+0j,+79159.3-101115j,+0+0j,+41916.9-101487j,+18711.6-101698j,+23041.1+57.3808j,+0+0j,+23040.1+31.1967j,+0+0j,+23043.3+6.05992j,+12631.2+1.22513j,+26449.8+1.72705j,+26448.2+1.36108j,+1.80511e-05-1.79827e-06j,+1.80685e-05-1.78527e-06j,+0+0j,+32095.3+211951j,+0+0j,+0+0j,+56245.3+45.9473j,-24280.7+211732j,+28367.9+18.1125j,+0+0j,-24502.7+211532j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+252970-178508j,+715216-409844j,+399453-268688j,+291110-203157j,+32262.1+212142j
2016-09-02 16:00:00 PDT,+13411.3+1.27575j,+0+0j,+785793-407240j,+0+0j,+0+0j,+0+0j,+785959-411370j,+9550.81+0.825496j,+0+0j,+776493-414118j,+0+0j,+0+0j,+328610-151097j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44130.9+22077.1j,+0+0j,+44111.4+22081.6j,+7.39396e-06-8.95554e-06j,+0+0j,+7.39917e-06-8.89842e-06j,+0+0j,+7.40642e-06-8.84788e-06j,+0+0j,+0+0j,+0+0j,+7.39951e-06-8.84681e-06j,+7.42322e-06-8.80067e-06j,+7.36313e-06-8.82336e-06j,+0+0j,+0+0j,+20781.6-21365.2j,+240416-167612j,+0+0j,+20778.5-21394j,+11001.6+1.5714j,+0+0j,+240218-167983j,+44192.7+22121.1j,+195828-190480j,+0+0j,+195722-190736j,+0+0j,+77550.3+55406.8j,+93162.7-208616j,+38902.8-208851j,+38773.5-209049j,+38624-209274j,+447766-269273j,+447760-270424j,+15350.3+4.42645j,+432386-271141j,+15350.9+2.00322j,+25087.3-21498.4j,+406414-252020j,+15332.3+2.33035j,+2.05619e-05-7.24246e-06j,+0+0j,+263609-416003j,+69117.2+211666j,+0+0j,+0+0j,+0+0j,+0+0j,+262381-417584j,+0+0j,+0+0j,+83269.4-229924j,+102941-100181j,+44378.8-230404j,+2.80387e-09-5.50236e-09j,+44324-230514j,+423.228-230969j,+243.898-231426j,+0+0j,+122.94-231688j,+0+0j,+92950.1-100895j,+0+0j,+47355.1-101312j,+18463.3-101544j,+28725.8+75.1098j,+0+0j,+28722.7+41.8567j,+0+0j,+28725.2+9.4643j,+15811.9+1.92629j,+36176.4+11.3803j,+36173.8+7.94517j,+1.74743e-05+1.93522e-07j,+1.74602e-05+1.95591e-07j,+0+0j,+32555.9+211261j,+0+0j,+0+0j,+69730+70.922j,-37303.8+211017j,+35277.7+28.0662j,+0+0j,-37544.5+210810j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+283918-174961j,+798993-401934j,+447669-266933j,+333253-202809j,+32736+211460j
2016-09-02 17:00:00 PDT,+15671.7+1.74304j,+0+0j,+892658-396667j,+0+0j,+0+0j,+0+0j,+892772-401476j,+11451.2+1.18818j,+0+0j,+881362-404675j,+0+0j,+0+0j,+370346-145621j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44006.8+22010.5j,+0+0j,+43982.9+22017.3j,-6.42198e-06+3.90258e-06j,+0+0j,-6.41608e-06+3.94051e-06j,+0+0j,-6.39844e-06+3.96874e-06j,+0+0j,+0+0j,+0+0j,-6.42577e-06+3.931e-06j,-6.42279e-06+3.97017e-06j,-6.40642e-06+3.95708e-06j,+0+0j,+0+0j,+22725.6-21349.9j,+273872-166244j,+0+0j,+22722.4-21380.8j,+13012.2+2.2055j,+0+0j,+273638-166692j,+44039.6+22044.4j,+229366-189192j,+0+0j,+229237-189498j,+0+0j,+77260.9+55200.1j,+127093-207233j,+57804.5-207501j,+57674.9-207703j,+57521.2-207943j,+510782-266375j,+510767-267735j,+17690.6+5.82042j,+493041-268583j,+17691.2+2.66613j,+27555.6-21493.5j,+464401-249863j,+17873.1+3.17555j,+2.36008e-05-8.10307e-06j,+0+0j,+306680-413732j,+84060.8+210520j,+0+0j,+0+0j,+0+0j,+0+0j,+305334-415418j,+0+0j,+0+0j,+108014-228444j,+121669-99539.2j,+56528.7-228951j,-2.52452e-09-1.73757e-08j,+56473.4-229059j,+396.598-229505j,+238.135-229948j,+0+0j,+120.191-230210j,+0+0j,+109737-100373j,+0+0j,+52083.2-100854j,+18182.2-101105j,+33732.1+92.3739j,+0+0j,+33725.9+52.6826j,+0+0j,+33727.1+13.0975j,+18422.6+2.63323j,+47575.7+29.0122j,+47572.2+19.9578j,+4.42921e-07+4.48724e-06j,+4.32589e-07+4.45256e-06j,+0+0j,+36088+210082j,+0+0j,+0+0j,+92112.8+124.425j,-56141.2+209787j,+46618.6+49.2729j,+0+0j,-56403.2+209574j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+325581-169715j,+908191-390488j,+510651-263609j,+391408-201357j,+36275.4+210289j
2016-09-02 18:00:00 PDT,+17262.1+2.11553j,+0+0j,+953990-390247j,+0+0j,+0+0j,+0+0j,+954067-395454j,+11701.2+1.2416j,+0+0j,+942380-398920j,+0+0j,+0+0j,+394335-142363j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43935.2+21972.4j,+0+0j,+43909.1+21980.3j,-2.37988e-06+8.51072e-06j,+0+0j,-2.35196e-06+8.57794e-06j,+0+0j,-2.32734e-06+8.55614e-06j,+0+0j,+0+0j,+0+0j,-2.40159e-06+8.51045e-06j,-2.40311e-06+8.51798e-06j,-2.43276e-06+8.48054e-06j,+0+0j,+0+0j,+23518.3-21340.8j,+293234-165492j,+0+0j,+23515-21372.6j,+13842.5+2.50072j,+0+0j,+292977-165987j,+43948.8+21999j,+248772-188490j,+0+0j,+248629-188826j,+0+0j,+77088.7+55077.1j,+146725-206479j,+68086.3-206769j,+67957.1-206973j,+67802.5-207221j,+547728-264519j,+547707-266003j,+20261.1+7.56598j,+527399-266929j,+20261.6+3.50179j,+29466.3-21487.1j,+496717-248437j,+19823.9+3.9135j,-1.20792e-08+5.98767e-06j,+0+0j,+330837-412320j,+92200+209907j,+0+0j,+0+0j,+0+0j,+0+0j,+329416-414081j,+0+0j,+0+0j,+121735-227565j,+132314-99138.6j,+63808.5-228096j,+1.46512e-08-6.77777e-09j,+63752.5-228204j,+380.871-228652j,+233.877-229091j,+0+0j,+118.233-229354j,+0+0j,+120103-100048j,+0+0j,+54853.6-100573j,+18025.8-100836j,+36656.6+103.394j,+0+0j,+36648.4+59.7336j,+0+0j,+36648.6+15.6699j,+20463.2+3.26257j,+54632.7+43.416j,+54628.3+29.7317j,+1.94083e-06-1.84605e-06j,+1.94019e-06-1.86456e-06j,+0+0j,+37165.5+209445j,+0+0j,+0+0j,+103455+157.468j,-66397.1+209121j,+52371.6+62.3833j,+0+0j,-66670.7+208905j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+349519-166610j,+971167-383548j,+547579-261501j,+423798-200345j,+37355.9+209656j
2016-09-02 19:00:00 PDT,+19332.6+2.65363j,+0+0j,+989319-386817j,+0+0j,+0+0j,+0+0j,+989423-392322j,+12751.5+1.47459j,+0+0j,+976698-395986j,+0+0j,+0+0j,+407791-140632j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43922.2+21964.8j,+0+0j,+43895+21973.3j,-1.03107e-05+1.40136e-05j,+0+0j,-1.03283e-05+1.40609e-05j,+0+0j,-1.03183e-05+1.40794e-05j,+0+0j,+0+0j,+0+0j,-1.03071e-05+1.41148e-05j,-1.03164e-05+1.40668e-05j,-1.03287e-05+1.4042e-05j,+0+0j,+0+0j,+24967.3-21342.3j,+303348-165050j,+0+0j,+24963.9-21375.7j,+15313+3.06164j,+0+0j,+303083-165574j,+43930.7+21990j,+258889-188097j,+0+0j,+258741-188452j,+0+0j,+77053.7+55052.2j,+156909-206087j,+72367.4-206392j,+72239.3-206598j,+72085.1-206853j,+568610-263766j,+568597-265335j,+22991.7+9.65968j,+545557-266316j,+22992+4.50963j,+31874.9-21491.5j,+512403-247954j,+22254.9+4.93362j,-3.41703e-06+5.13439e-06j,+0+0j,+346087-411800j,+92648.6+209581j,+0+0j,+0+0j,+0+0j,+0+0j,+344612-413619j,+0+0j,+0+0j,+128163-227302j,+141213-98929.2j,+67298.3-227845j,-4.07253e-08-3.56143e-08j,+67242.5-227954j,+370.395-228403j,+230.649-228842j,+0+0j,+116.786-229107j,+0+0j,+127924-99905.6j,+0+0j,+58970-100465j,+17933.2-100750j,+40862.3+119.67j,+0+0j,+40851.8+69.9508j,+0+0j,+40850.8+19.5635j,+22984.1+4.12275j,+55463.2+45.3158j,+55459.1+31.0349j,+9.22846e-06+1.47419e-06j,+9.21751e-06+1.45748e-06j,+0+0j,+36781.2+209118j,+0+0j,+0+0j,+107348+169.865j,-70670.5+208785j,+54426.5+67.4242j,+0+0j,-70949.7+208567j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+362940-164999j,+1.00856e+06-379704j,+568432-260577j,+439542-200041j,+36973+209329j
2016-09-02 20:00:00 PDT,+17912.2+2.2772j,+0+0j,+923496-393898j,+0+0j,+0+0j,+0+0j,+923655-398942j,+11451.2+1.18821j,+0+0j,+912274-402299j,+0+0j,+0+0j,+382273-144175j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44001.9+22007.4j,+0+0j,+43977.4+22014.5j,+4.16418e-06+9.6937e-07j,+0+0j,+4.17598e-06+9.67072e-07j,+0+0j,+4.16297e-06+9.63884e-07j,+0+0j,+0+0j,+0+0j,+4.18087e-06+9.92555e-07j,+4.21624e-06+9.76601e-07j,+4.1972e-06+9.2586e-07j,+0+0j,+0+0j,+23684.5-21354.7j,+283111-165970j,+0+0j,+23681.2-21386.7j,+13992.5+2.55098j,+0+0j,+282870-166442j,+44028.3+22038.8j,+238601-188959j,+0+0j,+238469-189279j,+0+0j,+77237.8+55183.6j,+136385-206996j,+60501.4-207275j,+60374.7-207478j,+60223.4-207722j,+529813-265813j,+529810-267241j,+21611.4+8.55645j,+508163-268132j,+21611.8+3.97884j,+30335.7-21498.2j,+476698-249496j,+20674.2+4.24976j,-1.87108e-05+2.03358e-05j,+0+0j,+319201-413348j,+83891.8+210311j,+0+0j,+0+0j,+0+0j,+0+0j,+317815-415088j,+0+0j,+0+0j,+113188-228263j,+129092-99369.3j,+59679.1-228784j,+9.88214e-09+4.55151e-09j,+59624-228893j,+387.391-229347j,+234.446-229795j,+0+0j,+118.615-230060j,+0+0j,+117137-100256j,+0+0j,+55929.5-100769j,+18100.6-101040j,+37656.9+107.229j,+0+0j,+37648.9+61.9097j,+0+0j,+37649.2+16.6024j,+21363.5+3.54582j,+48776.8+31.309j,+48773.1+21.5108j,+7.50172e-06+1.27141e-06j,+7.51846e-06+1.24245e-06j,+0+0j,+34717.4+209872j,+0+0j,+0+0j,+93456.8+128.448j,-58852.5+209577j,+47440.4+51.0503j,+0+0j,-59116+209366j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+337486-168380j,+941240-387381j,+529650-262911j,+403791-201091j,+34905.5+210079j
2016-09-02 21:00:00 PDT,+14401.5+1.4712j,+0+0j,+811018-404913j,+0+0j,+0+0j,+0+0j,+811216-409214j,+8800.69+0.700964j,+0+0j,+802522-412075j,+0+0j,+0+0j,+339136-149792j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44120+22071j,+0+0j,+44099.9+22075.8j,-4.8979e-06+1.6797e-05j,+0+0j,-4.88638e-06+1.6866e-05j,+0+0j,-4.89455e-06+1.68758e-05j,+0+0j,+0+0j,+0+0j,-4.89089e-06+1.6894e-05j,-4.91617e-06+1.68762e-05j,-4.90789e-06+1.6908e-05j,+0+0j,+0+0j,+20791.9-21369.5j,+249247-167401j,+0+0j,+20788.8-21398.4j,+11031.6+1.58054j,+0+0j,+249040-167791j,+44173.6+22111.5j,+204659-190297j,+0+0j,+204548-190565j,+0+0j,+77512.2+55379.6j,+102064-208419j,+41554.8-208662j,+41427.8-208860j,+41279.2-209088j,+463303-268812j,+463307-270014j,+17720.6+5.82601j,+445564-270762j,+17721.2+2.66975j,+26418.5-21503.6j,+418226-251710j,+16682.7+2.75949j,+5.24462e-06+5.08594e-06j,+0+0j,+273515-415707j,+71075+211510j,+0+0j,+0+0j,+0+0j,+0+0j,+272261-417320j,+0+0j,+0+0j,+89602.4-229732j,+106603-100082j,+47524.5-230223j,-1.90846e-08+1.79015e-08j,+47469.6-230334j,+417.355-230794j,+241.967-231253j,+0+0j,+122.15-231518j,+0+0j,+97351.5-100817j,+0+0j,+48610.4-101250j,+18395.4-101487j,+30047.7+79.8106j,+0+0j,+30043.8+44.8086j,+0+0j,+30045.8+10.552j,+17252.3+2.29579j,+37307.1+12.8275j,+37304.5+8.9403j,+2.75593e-06-4.09395e-06j,+2.74314e-06-4.14726e-06j,+0+0j,+33381.9+211101j,+0+0j,+0+0j,+73217.4+78.4733j,-39962+210850j,+37180.8+31.196j,+0+0j,-40204.2+210643j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+294423-173734j,+825181-399382j,+463178-266369j,+345142-202599j,+33562.7+211302j
