# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-02-05 00:00:00 PST,+10800.8+0.830397j,-0+0j,+780364+55107.4j,+0+0j,+0+0j,+0+0j,+780123+51773.9j,+6000.33+0.330173j,-0+0j,+773947+49547.1j,+0+0j,-0+0j,+320006+12034j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43113.4+21598.1j,+0+0j,+43120.7+21585.7j,-2.10775e-05+1.89457e-05j,-0+0j,-2.11237e-05+1.89513e-05j,+0+0j,-2.11117e-05+1.89803e-05j,+0+0j,+0+0j,+0+0j,-2.1125e-05+1.89467e-05j,-2.11129e-05+1.89845e-05j,-2.11809e-05+1.89565e-05j,+0+0j,+0+0j,+28963.9+9862.78j,+231059-31362.4j,-0+0j,+28967.2+9842.98j,+7950.83+0.844538j,-0+0j,+230891-31613.9j,+42917+21482.5j,+187807-53350.2j,-0+0j,+187729-53476.8j,+0+0j,+75104.6+53658.7j,+75508-132122j,+33791.8-132204j,+33732.6-132262j,+33664.9-132333j,+453120+32780.5j,+452985+32031.4j,+13800.1+3.69735j,+439083+31554.5j,+13800.7+1.66911j,+33619.7+9830.37j,+404834+19943.1j,+12601.6+1.63307j,+2.80726e-06+1.89071e-05j,-0+0j,+249582-176779j,+38188.1+133005j,+0+0j,+0+0j,+0+0j,-0+0j,+249074-177541j,+0+0j,+0+0j,+59342.8-218339j,+104012-34452j,+32053.1-218779j,-1.42824e-09-2.39418e-08j,+32000.2-218884j,+430.007-219320j,+238.35-219758j,-0+0j,+120.17-220003j,+0+0j,+97832.3-34955.4j,-0+0j,+64969.4-35248.7j,+42712.2-35413.4j,+22201.7+49.1182j,-0+0j,+22200.6+27.0112j,-0+0j,+22203.4+6.16166j,+13051.4+1.39032j,+24699.4+0.923301j,+24697.7+0.805259j,+1.79262e-05-6.2886e-06j,+1.79258e-05-6.29711e-06j,-0+0j,+13352.6+132918j,+0+0j,+0+0j,+46372.5+32.9283j,-33058.9+132859j,+23613+13.1299j,-0+0j,-33165.1+132824j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+276494-11542.2j,+791608+59327.5j,+453326+34259.8j,+287904-42822.9j,+13415+132962j
2016-02-05 11:00:00 PST,+7070.35+0.354123j,+0+0j,+507862-430941j,+0+0j,+0+0j,+0+0j,+508017-433635j,+1650.02+0.0245672j,+0+0j,+506468-435430j,+0+0j,+0+0j,+220921-164385j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44430.4+22239.5j,+0+0j,+44423.5+22237.8j,+1.30439e-05-1.2769e-07j,+0+0j,+1.3041e-05-1.01031e-07j,+0+0j,+1.30183e-05-6.1865e-08j,+0+0j,+0+0j,+0+0j,+1.30482e-05-6.13532e-08j,+1.30392e-05-4.92467e-08j,+1.30209e-05-7.60039e-08j,+0+0j,+0+0j,+13940.6-21393.8j,+155696-170681j,+0+0j,+13937.1-21416.8j,+3980.2+0.204052j,+0+0j,+155566-170894j,+44555.9+22302.9j,+110880-193410j,+0+0j,+110815-193574j,+0+0j,+78234.8+55895.6j,+7220.82-211859j,-11278.6-212054j,-11411.7-212249j,-11549.8-212449j,+285526-275063j,+285524-275778j,+10969.8+2.33103j,+274541-276221j,+10970.5+1.0183j,+18543.7-21493.6j,+255454-256256j,+8590.72+0.726952j,-9.13572e-06+8.73929e-06j,+0+0j,+147264-421186j,+33944.4+214600j,+0+0j,+0+0j,+0+0j,+0+0j,+146225-422589j,+0+0j,+0+0j,+19592.8-233500j,+49019.4-101698j,+12960.2-233974j,+1.52041e-08-1.38232e-08j,+12903.6-234092j,+492.783-234589j,+257.568-235090j,+0+0j,+129.582-235357j,+0+0j,+46986.2-102137j,+0+0j,+32666.3-102413j,+19226.1-102594j,+13277.1+30.0935j,+0+0j,+13278.3+15.4916j,+0+0j,+13281.3+2.19367j,+8970.6+0.609455j,+11223.2-3.58532j,+11222.2-2.37356j,-1.58002e-06+3.10438e-06j,-1.56858e-06+3.11944e-06j,+0+0j,+22363.6+214241j,+0+0j,+0+0j,+9471.3+1.32079j,+12733.1+214058j,+4920.53+0.539193j,+0+0j,+12535.4+213845j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+176263-187833j,+514744-427501j,+285520-273625j,+181536-205681j,+22525.4+214420j
2016-02-05 12:00:00 PST,+6730.32+0.320852j,+0+0j,+498460-431621j,+0+0j,+0+0j,+0+0j,+498608-434296j,+1350.02+0.0164425j,+0+0j,+497355-436078j,+0+0j,+0+0j,+217327-164770j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44446.1+22247.8j,+0+0j,+44439.5+22245.8j,+1.20661e-05-1.47063e-06j,+0+0j,+1.21043e-05-1.44529e-06j,+0+0j,+1.20961e-05-1.43126e-06j,+0+0j,+0+0j,+0+0j,+1.21052e-05-1.41964e-06j,+1.21301e-05-1.4007e-06j,+1.21107e-05-1.43775e-06j,+0+0j,+0+0j,+13635.5-21397.1j,+152869-170776j,+0+0j,+13632.1-21419.8j,+3670.17+0.173431j,+0+0j,+152740-170985j,+44574.6+22312.2j,+108037-193508j,+0+0j,+107973-193671j,+0+0j,+78269.9+55920.7j,+4332.37-211975j,-12872.8-212171j,-13007.5-212367j,-13146.6-212567j,+280001-275296j,+279997-276006j,+10629.8+2.19656j,+269354-276445j,+10630.4+0.955822j,+18168.6-21497.2j,+250648-256466j,+8210.66+0.66376j,+1.23708e-05+9.98872e-06j,+0+0j,+143491-421466j,+32870.6+214727j,+0+0j,+0+0j,+0+0j,+0+0j,+142455-422863j,+0+0j,+0+0j,+17727.5-233680j,+47069.1-101774j,+12044.8-234154j,-1.99006e-08-2.01544e-08j,+11988-234273j,+496.129-234772j,+258.627-235273j,+0+0j,+130.093-235540j,+0+0j,+45336.9-102204j,+0+0j,+31927.5-102475j,+19247.5-102654j,+12517.1+28.1108j,+0+0j,+12518.3+14.4108j,+0+0j,+12521.2+1.96401j,+8580.55+0.55714j,+10082.8-3.51177j,+10081.9-2.32854j,+2.07824e-05-6.53301e-06j,+2.07757e-05-6.53543e-06j,+0+0j,+22429+214368j,+0+0j,+0+0j,+7930.92+0.927366j,+14336.9+214183j,+4130.37+0.379675j,+0+0j,+14138.4+213968j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+172659-188214j,+505008-428206j,+280000-273871j,+176686-205851j,+22591+214546j
2016-02-05 13:00:00 PST,+6580.3+0.306713j,+0+0j,+492466-432023j,+0+0j,+0+0j,+0+0j,+492612-434659j,+1100.01+0.0109169j,+0+0j,+491607-436415j,+0+0j,+0+0j,+214952-165034j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44446.5+22248.3j,+0+0j,+44440.3+22246.2j,+1.23994e-05+7.14745e-07j,+0+0j,+1.23697e-05+7.23598e-07j,+0+0j,+1.23626e-05+7.64223e-07j,+0+0j,+0+0j,+0+0j,+1.23879e-05+8.2404e-07j,+1.24094e-05+8.23092e-07j,+1.24228e-05+8.34188e-07j,+0+0j,+0+0j,+13440.6-21395.2j,+151017-170834j,+0+0j,+13437.1-21417.9j,+3470.15+0.155039j,+0+0j,+150890-171040j,+44575.4+22312.6j,+106187-193559j,+0+0j,+106124-193720j,+0+0j,+78271.4+55921.8j,+2472.84-212029j,-13811.5-212224j,-13945.7-212420j,-14083.8-212619j,+276625-275309j,+276621-276008j,+10579.8+2.17742j,+266029-276440j,+10580.4+0.946933j,+18024.2-21493.6j,+247472-256443j,+8060.63+0.639776j,-4.64146e-06+2.2288e-05j,+0+0j,+140812-421464j,+32357.2+214771j,+0+0j,+0+0j,+0+0j,+0+0j,+139779-422860j,+0+0j,+0+0j,+16208.2-233695j,+45878.6-101781j,+11406.1-234170j,-6.52824e-10-8.82697e-09j,+11349.2-234289j,+497.191-234789j,+258.609-235292j,+0+0j,+130.084-235559j,+0+0j,+44396.6-102207j,+0+0j,+31547.2-102476j,+19267.2-102654j,+12117.1+27.1332j,+0+0j,+12118.3+13.8784j,+0+0j,+12121.1+1.85601j,+8430.53+0.537763j,+10042.8-3.50559j,+10041.9-2.32661j,-8.0771e-06+1.11698e-05j,-8.10829e-06+1.11309e-05j,+0+0j,+21957.4+214412j,+0+0j,+0+0j,+6530.62+0.630187j,+15265.7+214229j,+3410.26+0.258822j,+0+0j,+15068.9+214014j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+170287-188467j,+498868-428658j,+276627-273908j,+173494-205814j,+22118.5+214590j
2016-02-05 14:00:00 PST,+7110.35+0.358142j,+0+0j,+510854-430646j,+0+0j,+0+0j,+0+0j,+511010-433349j,+1450.02+0.0189729j,+0+0j,+509662-435150j,+0+0j,+0+0j,+222098-164213j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44427.1+22237.9j,+0+0j,+44420.1+22236.1j,-9.32404e-06+1.02405e-05j,+0+0j,-9.28607e-06+1.02731e-05j,+0+0j,-9.25717e-06+1.02936e-05j,+0+0j,+0+0j,+0+0j,-9.26413e-06+1.03058e-05j,-9.25414e-06+1.03242e-05j,-9.28612e-06+1.02968e-05j,+0+0j,+0+0j,+13850-21393j,+156691-170675j,+0+0j,+13846.6-21415.9j,+3890.19+0.194945j,+0+0j,+156560-170889j,+44551.1+22300.5j,+111877-193404j,+0+0j,+111812-193569j,+0+0j,+78225.3+55888.9j,+8229.19-211849j,-10685.2-212044j,-10818-212239j,-10956-212439j,+287542-274972j,+287540-275690j,+11209.8+2.4278j,+276317-276135j,+11210.5+1.06343j,+18622.9-21492.6j,+257148-256177j,+8670.73+0.74063j,-5.719e-06+1.33401e-05j,+0+0j,+148339-421115j,+34569.7+214589j,+0+0j,+0+0j,+0+0j,+0+0j,+147299-422520j,+0+0j,+0+0j,+20263.2-233455j,+49434.4-101680j,+13490.3-233929j,+9.0344e-09+2.3075e-10j,+13433.6-234048j,+492.324-234545j,+257.376-235046j,+0+0j,+129.507-235313j,+0+0j,+47601.1-102120j,+0+0j,+32621-102398j,+19220.8-102579j,+13237.2+30.0083j,+0+0j,+13238.3+15.456j,+0+0j,+13241.3+2.19689j,+9060.61+0.621878j,+11893.4-3.59709j,+11892.4-2.37965j,+2.10498e-06+8.66514e-06j,+2.09728e-06+8.6767e-06j,+0+0j,+22318.6+214230j,+0+0j,+0+0j,+10021.5+1.47299j,+12138.5+214046j,+5180.59+0.597803j,+0+0j,+11940.7+213834j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+177441-187665j,+517773-427193j,+287536-273527j,+183238-205615j,+22480.6+214409j
2016-02-05 15:00:00 PST,+8000.45+0.453543j,+0+0j,+553840-427305j,+0+0j,+0+0j,+0+0j,+554011-430165j,+2400.05+0.0520096j,+0+0j,+551720-432069j,+0+0j,+0+0j,+238930-162254j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44371.5+22208.2j,+0+0j,+44362.7+22207.4j,+7.51269e-06-6.4738e-06j,+0+0j,+7.52131e-06-6.46364e-06j,+0+0j,+7.55501e-06-6.41352e-06j,+0+0j,+0+0j,+0+0j,+7.56955e-06-6.39248e-06j,+7.58767e-06-6.37962e-06j,+7.57719e-06-6.38337e-06j,+0+0j,+0+0j,+14724-21385.4j,+170189-170253j,+0+0j,+14720.6-21409j,+4790.29+0.29602j,+0+0j,+170048-170486j,+44483.5+22266.7j,+125423-192987j,+0+0j,+125353-193161j,+0+0j,+78098+55798j,+21951.3-211367j,-2924.05-211562j,-3054.04-211756j,-3192.24-211956j,+312772-274097j,+312772-274864j,+11959.9+2.74568j,+300800-275338j,+11960.5+1.21168j,+19565.1-21488.5j,+280651-255480j,+9640.9+0.916817j,+3.58924e-06-2.01412e-06j,+0+0j,+165866-420200j,+40682.5+214110j,+0+0j,+0+0j,+0+0j,+0+0j,+164810-421623j,+0+0j,+0+0j,+30333.2-232820j,+57099.4-101429j,+18336.6-233291j,+3.05733e-09-1.27751e-08j,+18280.5-233408j,+480.954-233898j,+254.831-234392j,+0+0j,+128.272-234659j,+0+0j,+54312.6-101902j,+0+0j,+34591.1-102198j,+19110.4-102385j,+15317.6+35.4907j,+0+0j,+15318.5+18.5203j,+0+0j,+15321.7+2.88255j,+10050.8+0.767503j,+16495.3-3.07344j,+16493.9-2.00129j,+7.1197e-06-1.32081e-06j,+7.10827e-06-1.33637e-06j,+0+0j,+23828.3+213747j,+0+0j,+0+0j,+19295.4+5.43173j,+4380.23+213562j,+9882.15+2.18026j,+0+0j,+4179.28+213354j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+194291-185746j,+561630-423650j,+312750-272550j,+206894-205098j,+23992+213928j
2016-02-05 16:00:00 PST,+11250.9+0.897656j,+0+0j,+700494-414939j,+0+0j,+0+0j,+0+0j,+700676-418448j,+5150.24+0.239929j,+0+0j,+695634-420784j,+0+0j,+0+0j,+296269-155265j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44195.3+22113.8j,+0+0j,+44180.3+22116.1j,+3.94592e-06+1.2002e-05j,+0+0j,+3.94127e-06+1.20276e-05j,+0+0j,+3.93689e-06+1.2054e-05j,+0+0j,+0+0j,+0+0j,+3.95082e-06+1.20433e-05j,+3.95324e-06+1.20419e-05j,+3.93538e-06+1.20114e-05j,+0+0j,+0+0j,+17536.5-21362.4j,+216048-168737j,+0+0j,+17533.3-21388.3j,+7690.76+0.766567j,+0+0j,+215867-169047j,+44266.5+22158j,+171421-191518j,+0+0j,+171329-191735j,+0+0j,+77687.8+55505j,+68513.4-209710j,+23135.4-209920j,+23011.9-210110j,+22871.7-210319j,+399301-270825j,+399301-271791j,+15310.2+4.40136j,+383972-272390j,+15310.9+1.99169j,+23121.3-21477.1j,+360091-252926j,+13291.7+1.74978j,+2.06025e-05-1.87023e-05j,+0+0j,+225748-417122j,+60562+212554j,+0+0j,+0+0j,+0+0j,+0+0j,+224604-418638j,+0+0j,+0+0j,+64335.9-230739j,+83625.9-100570j,+35246.5-231215j,+2.01034e-08+1.40822e-08j,+35191.6-231328j,+442.857-231800j,+246.103-232275j,+0+0j,+124.1-232540j,+0+0j,+78063.8-101174j,+0+0j,+41420.2-101541j,+18734.4-101751j,+22521.2+56.1835j,+0+0j,+22520.4+30.5552j,+0+0j,+22523.4+6.07718j,+13801.4+1.46154j,+31573.7+6.24845j,+31570.9+4.39372j,+6.94754e-06+7.57327e-06j,+6.95053e-06+7.57724e-06j,+0+0j,+28622.6+212167j,+0+0j,+0+0j,+50136.2+36.7155j,-21646.3+211958j,+25484.4+14.6092j,+0+0j,-21863.5+211759j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+251638-178952j,+711523-410448j,+399231-268864j,+286752-203245j,+28792.9+212358j
2016-02-05 17:00:00 PST,+16982+2.04676j,+0+0j,+912331-394821j,+0+0j,+0+0j,+0+0j,+912484-399735j,+9900.88+0.888261j,+0+0j,+902655-403005j,+0+0j,+0+0j,+378677-144606j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44002.3+22008.3j,+0+0j,+43978.5+22015.1j,-1.98541e-06+2.28448e-06j,+0+0j,-1.94878e-06+2.33331e-06j,+0+0j,-1.96672e-06+2.32976e-06j,+0+0j,+0+0j,+0+0j,-1.91886e-06+2.35174e-06j,-1.9234e-06+2.38171e-06j,-1.88522e-06+2.36517e-06j,+0+0j,+0+0j,+22461.1-21349.6j,+281082-166152j,+0+0j,+22457.9-21380.2j,+12752.1+2.11865j,+0+0j,+280839-166614j,+44025.7+22037.5j,+236571-189121j,+0+0j,+236438-189435j,+0+0j,+77231.7+55179.3j,+134332-207162j,+58740.1-207436j,+58615-207636j,+58465.1-207876j,+523785-265905j,+523782-267296j,+21301.3+8.3221j,+502444-268164j,+21301.7+3.86586j,+29424.2-21489.4j,+471905-249471j,+19743.8+3.87619j,-1.02939e-06-4.67866e-06j,+0+0j,+313561-413385j,+84694.8+210445j,+0+0j,+0+0j,+0+0j,+0+0j,+312194-415108j,+0+0j,+0+0j,+112212-228290j,+124360-99427.9j,+59043.6-228811j,-6.53852e-09+7.67177e-09j,+58988.3-228921j,+390.901-229378j,+235.119-229829j,+0+0j,+118.95-230094j,+0+0j,+113967-100280j,+0+0j,+53503.9-100779j,+18158.6-101038j,+35174.5+98.2959j,+0+0j,+35167.5+56.4439j,+0+0j,+35168.1+14.6315j,+20433.2+3.24265j,+48977.1+31.6983j,+48973.3+21.7665j,-7.67431e-07+5.83404e-06j,-7.35562e-07+5.84839e-06j,+0+0j,+35324.2+210004j,+0+0j,+0+0j,+92323.8+125.434j,-57111.3+209711j,+46899.2+49.8955j,+0+0j,-57370.6+209502j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+333898-168776j,+929148-388489j,+523628-263076j,+398941-201020j,+35510.2+210210j
2016-02-05 18:00:00 PST,+20593+3.01055j,+0+0j,+998526-386101j,+0+0j,+0+0j,+0+0j,+998686-391716j,+12451.4+1.40559j,+0+0j,+986299-395453j,+0+0j,+0+0j,+411565-140233j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43942.6+21975j,+0+0j,+43915.5+21983.5j,-5.15123e-07-2.39961e-07j,+0+0j,-5.17732e-07-1.63271e-07j,+0+0j,-5.14582e-07-1.44e-07j,+0+0j,+0+0j,+0+0j,-5.45079e-07-1.76753e-07j,-5.53507e-07-1.82243e-07j,-5.53113e-07-1.61943e-07j,+0+0j,+0+0j,+25354.2-21348.6j,+306246-165010j,+0+0j,+25350.8-21382.5j,+15703.2+3.21825j,+0+0j,+305981-165543j,+43950.7+21999.9j,+261766-188084j,+0+0j,+261617-188445j,+0+0j,+77089.4+55077.6j,+159755-206098j,+71736.6-206408j,+71610.7-206615j,+71458.5-206870j,+574511-263804j,+574512-265403j,+25452.4+11.7573j,+549016-266403j,+25452.5+5.52358j,+33493.7-21497.5j,+514240-248058j,+23875.6+5.67552j,+1.43477e-05+5.10564e-06j,+0+0j,+350029-411918j,+90567+209588j,+0+0j,+0+0j,+0+0j,+0+0j,+348538-413764j,+0+0j,+0+0j,+129429-227431j,+143872-98915.8j,+68094.5-227981j,+1.248e-08+1.29968e-08j,+68038.9-228091j,+367.731-228546j,+229.165-228991j,+0+0j,+116.212-229258j,+0+0j,+130871-99912.1j,+0+0j,+60999.6-100485j,+17917.6-100782j,+42905.5+128.101j,+0+0j,+42893.8+75.2735j,+0+0j,+42892.1+21.7765j,+24694.7+4.75819j,+54171.7+42.4392j,+54167.9+29.0865j,+3.70104e-06-3.50727e-06j,+3.70564e-06-3.47861e-06j,+0+0j,+35991.2+209131j,+0+0j,+0+0j,+105944+165.693j,-70056.5+208803j,+53855.1+65.9742j,+0+0j,-70334.1+208588j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+366700-164662j,+1.01897e+06-378819j,+574305-260557j,+441405-200131j,+36183+209341j
2016-02-05 19:00:00 PST,+22713.6+3.66251j,+0+0j,+1.02175e+06-384039j,+0+0j,+0+0j,+0+0j,+1.02194e+06-389878j,+13851.7+1.73941j,+0+0j,+1.00818e+06-393765j,+0+0j,+0+0j,+419868-139238j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43945.2+21975.7j,+0+0j,+43917.4+21984.5j,+1.75017e-05-4.45637e-06j,+0+0j,+1.74981e-05-4.45898e-06j,+0+0j,+1.751e-05-4.42845e-06j,+0+0j,+0+0j,+0+0j,+1.75429e-05-4.37118e-06j,+1.7547e-05-4.37364e-06j,+1.7557e-05-4.38274e-06j,+0+0j,+0+0j,+27019.7-21351.8j,+311908-164719j,+0+0j,+27016.1-21387.7j,+17383.9+3.94416j,+0+0j,+311642-165269j,+43953.4+22001.3j,+267424-187831j,+0+0j,+267275-188204j,+0+0j,+77094.2+55081.2j,+165433-205855j,+73921-206175j,+73796.2-206385j,+73644.9-206643j,+588125-263438j,+588135-265098j,+27973.2+14.1237j,+560119-266138j,+27973+6.67079j,+35919.2-21502.8j,+522883-247876j,+26316.8+6.89524j,-2.1705e-05+3.11559e-05j,+0+0j,+360537-411664j,+88735.6+209369j,+0+0j,+0+0j,+0+0j,+0+0j,+359006-413557j,+0+0j,+0+0j,+132080-227352j,+151767-98761.5j,+69834.4-227908j,+2.25693e-08+1.27412e-08j,+69779.2-228018j,+359.702-228475j,+226.333-228921j,+0+0j,+114.94-229190j,+0+0j,+137338-99822.6j,+0+0j,+65423.7-100427j,+17851.4-100750j,+47392.1+146.849j,+0+0j,+47377.9+87.1016j,+0+0j,+47374.7+26.5627j,+27215.7+5.78423j,+53961.4+42.0095j,+53957.7+28.7967j,+3.16377e-06-5.21765e-06j,+3.17307e-06-5.22229e-06j,+0+0j,+34368.7+208917j,+0+0j,+0+0j,+106505+167.621j,-72240.2+208591j,+54206+66.8391j,+0+0j,-72520.9+208376j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+374986-163756j,+1.04429e+06-376425j,+587895-260067j,+450105-200030j,+34561.6+209126j
2016-02-05 20:00:00 PST,+22313.5+3.53446j,+0+0j,+1.01062e+06-385171j,+0+0j,+0+0j,+0+0j,+1.01082e+06-390924j,+13451.6+1.6402j,+0+0j,+997459-394753j,+0+0j,+0+0j,+415643-139778j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43955.9+21981.5j,+0+0j,+43928.5+21990j,+1.65717e-06+8.8946e-06j,+0+0j,+1.64901e-06+8.8801e-06j,+0+0j,+1.59988e-06+8.89192e-06j,+0+0j,+0+0j,+0+0j,+1.63615e-06+8.88606e-06j,+1.64523e-06+8.89914e-06j,+1.60062e-06+8.87533e-06j,+0+0j,+0+0j,+26635.3-21353.7j,+308611-164887j,+0+0j,+26631.7-21389.2j,+16993.7+3.768j,+0+0j,+308348-165428j,+43966.4+22007.8j,+264121-187986j,+0+0j,+263974-188354j,+0+0j,+77118.7+55098.6j,+162097-206014j,+72123.5-206330j,+71998.8-206538j,+71847.8-206795j,+581645-263753j,+581656-265387j,+27613.1+13.7694j,+554001-266411j,+27612.9+6.49899j,+35485.3-21503.6j,+517224-248101j,+25876.6+6.66481j,-1.1356e-05+2.0367e-05j,+0+0j,+356097-411901j,+87528.9+209501j,+0+0j,+0+0j,+0+0j,+0+0j,+354583-413779j,+0+0j,+0+0j,+129889-227489j,+149491-98836.4j,+68817.3-228042j,-1.1307e-09-1.81946e-09j,+68762.1-228152j,+362.859-228610j,+227.124-229058j,+0+0j,+115.319-229327j,+0+0j,+135469-99879.1j,+0+0j,+64528.3-100474j,+17878.4-100792j,+46470.5+142.921j,+0+0j,+46456.9+84.5719j,+0+0j,+46454.2+25.5558j,+26765.5+5.5906j,+52770.2+39.4341j,+52766.6+27.0499j,+7.38415e-06-6.3084e-06j,+7.39109e-06-6.27405e-06j,+0+0j,+34354.9+209052j,+0+0j,+0+0j,+104700+161.88j,-70449.6+208731j,+53273.7+64.5294j,+0+0j,-70727.8+208517j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+370773-164263j,+1.03275e+06-377674j,+581420-260435j,+444441-200175j,+34546.8+209260j
2016-02-05 21:00:00 PST,+20472.9+2.97446j,+0+0j,+943377-392394j,+0+0j,+0+0j,+0+0j,+943610-397643j,+12251.3+1.3596j,+0+0j,+931475-401136j,+0+0j,+0+0j,+389537-143388j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44025.8+22019.2j,+0+0j,+44001.1+22026.4j,-8.77265e-06+8.46879e-06j,+0+0j,-8.76401e-06+8.50042e-06j,+0+0j,-8.75779e-06+8.51025e-06j,+0+0j,+0+0j,+0+0j,-8.75517e-06+8.51025e-06j,-8.7718e-06+8.48819e-06j,-8.76786e-06+8.51708e-06j,+0+0j,+0+0j,+25224.5-21362.8j,+287995-165802j,+0+0j,+25221.1-21396.5j,+15543.1+3.14622j,+0+0j,+287755-166288j,+44053.5+22051.4j,+243463-188833j,+0+0j,+243331-189163j,+0+0j,+77283.6+55216.4j,+141218-206898j,+60777.7-207185j,+60653.7-207390j,+60504.8-207636j,+541841-265736j,+541856-267218j,+25412.4+11.702j,+516412-268144j,+25412.4+5.49805j,+33407.4-21507j,+481861-249557j,+23755.5+5.60796j,-2.12336e-06+4.35827e-07j,+0+0j,+328458-413358j,+79852.1+210211j,+0+0j,+0+0j,+0+0j,+0+0j,+327039-415146j,+0+0j,+0+0j,+114926-228372j,+136612-99273.9j,+61098.9-228900j,+2.13894e-10-2.45028e-08j,+61044.3-229011j,+380.214-229470j,+231.274-229924j,+0+0j,+117.271-230193j,+0+0j,+123832-100218j,+0+0j,+60810.8-100759j,+18051.9-101059j,+42583.2+126.715j,+0+0j,+42572.9+74.0197j,+0+0j,+42571.9+21.389j,+24574.6+4.69267j,+46824.8+27.7062j,+46821.5+19.0692j,+1.33345e-05-6.00911e-06j,+1.33433e-05-5.97116e-06j,+0+0j,+32629.6+209782j,+0+0j,+0+0j,+91662.2+123.792j,-59145.7+209496j,+46678.7+49.3891j,+0+0j,-59408.8+209288j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+344733-167690j,+963620-385563j,+541643-262727j,+409018-201158j,+32817.9+209987j
