# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-08-05 00:00:00 PDT,+6690.31+0.318577j,-0+0j,+713754+50290.6j,+0+0j,+0+0j,+0+0j,+713534+47433.6j,+3150.09+0.0909812j,-0+0j,+710231+45526.8j,+0+0j,-0+0j,+295216+9424.53j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43139.5+21613.3j,+0+0j,+43149+21599.8j,-7.33808e-06+4.48285e-06j,-0+0j,-7.3042e-06+4.52584e-06j,+0+0j,-7.28347e-06+4.57e-06j,+0+0j,+0+0j,+0+0j,-7.2813e-06+4.54069e-06j,-7.31025e-06+4.52661e-06j,-7.27722e-06+4.57997e-06j,+0+0j,+0+0j,+25624.3+9894.89j,+212747-31901.2j,-0+0j,+25628+9879.39j,+4620.28+0.284932j,-0+0j,+212592-32115.6j,+42950.4+21499.2j,+169487-53830.5j,-0+0j,+169417-53933.2j,+0+0j,+75168.7+53704.5j,+57177.6-132673j,+25476.5-132742j,+25417.4-132797j,+25351-132863j,+414272+32046.7j,+414146+31414.5j,+9029.73+1.66219j,+405028+31014.5j,+9030.32+0.714424j,+28895+9867.79j,+375619+19590j,+7890.63+0.639855j,+2.03947e-05-8.38207e-06j,-0+0j,+220690-177347j,+38017.6+133504j,+0+0j,+0+0j,+0+0j,-0+0j,+220251-178012j,+0+0j,+0+0j,+48473.1-218832j,+86218.1-34649.6j,+26228.1-219265j,+7.60128e-09+1.5697e-08j,+26174.1-219370j,+450.126-219807j,+244.576-220247j,-0+0j,+122.962-220489j,+0+0j,+82925.6-35042.8j,-0+0j,+56201.8-35279.9j,+42714-35405.8j,+13438.5+26.6223j,-0+0j,+13438.8+14.0147j,-0+0j,+13441.3+2.28861j,+8190.54+0.545736j,+22818.5-0.304566j,+22816.8-0.0530239j,+4.98827e-06-5.51706e-06j,+4.96961e-06-5.5448e-06j,-0+0j,+15066.6+133416j,+0+0j,+0+0j,+39793.8+24.0879j,-24768.5+133361j,+20129.4+9.52783j,-0+0j,-24865.8+133326j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+251742-13929j,+720827+53847.8j,+414472+33295.9j,+258801-43040.8j,+15126.4+133460j
2016-08-05 11:00:00 PDT,+5240.19+0.194565j,+0+0j,+505558-430566j,+0+0j,+0+0j,+0+0j,+505669-433189j,+1000.01+0.00902885j,+0+0j,+504740-434937j,+0+0j,+0+0j,+220071-164269j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44385.9+22217j,+0+0j,+44378.8+22215.4j,-4.6016e-07+1.19377e-06j,+0+0j,-4.29672e-07+1.24712e-06j,+0+0j,-4.5012e-07+1.25592e-06j,+0+0j,+0+0j,+0+0j,-4.67181e-07+1.21267e-06j,-5.00968e-07+1.20896e-06j,-5.21604e-07+1.17314e-06j,+0+0j,+0+0j,+12791.1-21381.5j,+155735-170686j,+0+0j,+12787.5-21403.7j,+2830.1+0.10327j,+0+0j,+155601-170896j,+44505.2+22277.5j,+110961-193383j,+0+0j,+110895-193545j,+0+0j,+78140.8+55828.5j,+7398.61-211789j,-8316-211980j,-8449.89-212172j,-8588.93-212369j,+284581-274591j,+284567-275292j,+8319.69+1.39566j,+276230-275726j,+8320.26+0.586353j,+16351.9-21480.3j,+259322-255773j,+6400.4+0.40397j,-1.89927e-05+2.19838e-05j,+0+0j,+144758-420695j,+40310.9+214513j,+0+0j,+0+0j,+0+0j,+0+0j,+143729-422083j,+0+0j,+0+0j,+20590.4-233134j,+45573.1-101629j,+13625.7-233603j,-1.81817e-08+1.88795e-08j,+13568.6-233720j,+495.499-234211j,+259.173-234706j,+0+0j,+130.201-234970j,+0+0j,+44194.3-102054j,+0+0j,+29106.8-102324j,+19227.3-102491j,+9717.28+21.1482j,+0+0j,+9718.32+10.7071j,+0+0j,+9720.7+1.18898j,+6690.33+0.339372j,+16555.6-3.0512j,+16554-2.00253j,-7.15948e-06+2.87506e-06j,-7.17329e-06+2.86186e-06j,+0+0j,+23398.7+214149j,+0+0j,+0+0j,+13462.6+2.59226j,+9779.06+213963j,+6731+1.01063j,+0+0j,+9579.65+213751j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+175438-187669j,+510645-427232j,+284596-273180j,+185401-205270j,+23561.3+214330j
2016-08-05 12:00:00 PDT,+6080.26+0.262005j,+0+0j,+528969-428899j,+0+0j,+0+0j,+0+0j,+529082-431577j,+2400.05+0.0520336j,+0+0j,+526753-433360j,+0+0j,+0+0j,+228652-163348j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44345.4+22195.7j,+0+0j,+44337.2+22194.7j,-1.44999e-05+1.1214e-05j,+0+0j,-1.44717e-05+1.12442e-05j,+0+0j,-1.44864e-05+1.12887e-05j,+0+0j,+0+0j,+0+0j,-1.44898e-05+1.12943e-05j,-1.44999e-05+1.12911e-05j,-1.45379e-05+1.12597e-05j,+0+0j,+0+0j,+13898.8-21372.8j,+162189-170412j,+0+0j,+13895.3-21395.7j,+3950.2+0.201398j,+0+0j,+162052-170629j,+44459.3+22254.5j,+117455-193102j,+0+0j,+117387-193268j,+0+0j,+78055.3+55767.4j,+14002.1-211465j,-3841.64-211656j,-3973.12-211846j,-4110.95-212041j,+298008-274014j,+297993-274732j,+8599.69+1.48513j,+289376-275177j,+8600.28+0.62704j,+17179-21471.8j,+271622-255269j,+7240.51+0.517548j,+7.22587e-06+6.99411e-06j,+0+0j,+154442-419999j,+43013.7+214168j,+0+0j,+0+0j,+0+0j,+0+0j,+153403-421396j,+0+0j,+0+0j,+24758-232682j,+51199.2-101437j,+15673.6-233147j,-1.60337e-08-1.69356e-08j,+15617.3-233263j,+487.09-233749j,+256.817-234238j,+0+0j,+129.021-234501j,+0+0j,+48418.2-101888j,+0+0j,+31289.9-102169j,+19170.6-102344j,+11957.1+26.6743j,+0+0j,+11958.2+13.6579j,+0+0j,+11961+1.71988j,+7530.43+0.430855j,+19597.1-2.09511j,+19595.1-1.34786j,+9.69782e-06-4.96345e-06j,+9.72425e-06-4.97955e-06j,+0+0j,+23061+213804j,+0+0j,+0+0j,+17614.4+4.4467j,+5293.7+213620j,+8811.71+1.73487j,+0+0j,+5094.22+213413j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+184043-186756j,+534895-425493j,+298018-272568j,+197795-204874j,+23224+213984j
2016-08-05 13:00:00 PDT,+7650.41+0.4149j,+0+0j,+569209-426035j,+0+0j,+0+0j,+0+0j,+569326-428864j,+4750.2+0.203943j,+0+0j,+564644-430745j,+0+0j,+0+0j,+243529-161728j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44296+22169.1j,+0+0j,+44285.9+22169j,+7.27196e-06-6.77244e-06j,+0+0j,+7.29419e-06-6.7548e-06j,+0+0j,+7.24247e-06-6.77655e-06j,+0+0j,+0+0j,+0+0j,+7.2616e-06-6.77088e-06j,+7.24038e-06-6.78112e-06j,+7.23597e-06-6.76908e-06j,+0+0j,+0+0j,+15824.8-21365j,+173321-169951j,+0+0j,+15821.5-21389.4j,+5900.44+0.449938j,+0+0j,+173179-170185j,+44402.9+22226.3j,+128633-192648j,+0+0j,+128561-192823j,+0+0j,+77950.2+55692.4j,+25328.8-210958j,+3289.1-211149j,+3159.63-211338j,+3021.72-211535j,+321014-273240j,+320999-274002j,+9349.72+1.73582j,+311630-274474j,+9350.33+0.741882j,+18763.1-21467.3j,+292255-254661j,+8850.76+0.774297j,-7.17297e-06+7.44893e-06j,+0+0j,+171502-419120j,+46710.3+213657j,+0+0j,+0+0j,+0+0j,+0+0j,+170445-420538j,+0+0j,+0+0j,+32171-232100j,+61030.9-101173j,+19265.7-232560j,-4.47405e-09+2.98362e-08j,+19210.4-232674j,+474.131-233152j,+253.544-233633j,+0+0j,+127.402-233895j,+0+0j,+55894.2-101669j,+0+0j,+35224-101971j,+19064.3-102161j,+15997.3+37.2009j,+0+0j,+15998.3+19.4195j,+0+0j,+16001.6+2.95159j,+9150.63+0.63802j,+23409.1-0.230276j,+23406.7-0.0716053j,-2.96334e-06+4.87542e-06j,-2.96434e-06+4.87505e-06j,+0+0j,+22943.4+213290j,+0+0j,+0+0j,+24628.6+8.72826j,-1833.38+213106j,+12353.4+3.41659j,+0+0j,-2036.07+212904j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+198939-185171j,+576705-422430j,+321015-271701j,+218567-204430j,+23108.4+213472j
2016-08-05 14:00:00 PDT,+9910.69+0.69653j,+0+0j,+637057-420764j,+0+0j,+0+0j,+0+0j,+637176-423883j,+7450.5+0.502127j,+0+0j,+629788-425956j,+0+0j,+0+0j,+269267-158756j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44218.8+22127.4j,+0+0j,+44205.7+22128.8j,-1.27086e-06+1.49122e-05j,+0+0j,-1.3009e-06+1.4936e-05j,+0+0j,-1.31414e-06+1.49424e-05j,+0+0j,+0+0j,+0+0j,-1.29509e-06+1.49403e-05j,-1.28392e-06+1.49668e-05j,-1.29283e-06+1.49541e-05j,+0+0j,+0+0j,+18224.3-21354.3j,+193154-169207j,+0+0j,+18221.2-21380.7j,+8340.89+0.900946j,+0+0j,+192998-169474j,+44311.3+22180.4j,+148531-191925j,+0+0j,+148452-192118j,+0+0j,+77778.3+55569.6j,+45471.6-210151j,+15047.7-210348j,+14921-210535j,+14782.2-210736j,+360397-271864j,+360381-272712j,+11009.8+2.35883j,+349349-273239j,+11010.5+1.03014j,+21139.4-21462.5j,+327522-253599j,+11271.2+1.25803j,+4.31861e-06+1.485e-05j,+0+0j,+199891-417721j,+53757.2+212879j,+0+0j,+0+0j,+0+0j,+0+0j,+198794-419181j,+0+0j,+0+0j,+46032.6-231174j,+75854.4-100755j,+26121.3-231631j,+2.58644e-10-1.52463e-08j,+26067.1-231743j,+454.251-232209j,+248.654-232680j,+0+0j,+125.036-232941j,+0+0j,+68004.4-101325j,+0+0j,+40488.9-101663j,+18886.7-101874j,+21438.8+52.6592j,+0+0j,+21439.1+28.2092j,+0+0j,+21442.8+5.20519j,+11611+1.03192j,+29632.9+4.4228j,+29629.9+3.10528j,+1.62925e-07+1.21645e-05j,+1.49681e-07+1.21723e-05j,+0+0j,+23762.9+212504j,+0+0j,+0+0j,+37199.8+20.0242j,-13576.8+212315j,+18717.8+7.86939j,+0+0j,-13786.7+212119j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+224689-182281j,+646818-416776j,+360383-270143j,+254041-203665j,+23931.2+212689j
2016-08-05 15:00:00 PDT,+12871.2+1.17571j,+0+0j,+771266-408829j,+0+0j,+0+0j,+0+0j,+771336-412605j,+10250.9+0.952174j,+0+0j,+761105-415115j,+0+0j,+0+0j,+321467-152218j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44054.3+22039.4j,+0+0j,+44035.6+22043.7j,+1.36892e-05-2.17698e-06j,+0+0j,+1.37185e-05-2.18565e-06j,+0+0j,+1.37135e-05-2.12849e-06j,+0+0j,+0+0j,+0+0j,+1.37598e-05-2.14556e-06j,+1.37427e-05-2.14118e-06j,+1.36835e-05-2.16889e-06j,+0+0j,+0+0j,+20944.2-21331.4j,+234738-167694j,+0+0j,+20941.1-21360.4j,+11141.6+1.61455j,+0+0j,+234544-168038j,+44110.2+22079.7j,+190241-190468j,+0+0j,+190138-190706j,+0+0j,+77398.8+55298.5j,+87695.5-208534j,+39153.6-208751j,+39029.4-208938j,+38886.7-209150j,+439387-268589j,+439357-269640j,+13810.1+3.6298j,+425511-270293j,+13810.7+1.62548j,+24332.6-21451.1j,+400288-251058j,+14552.1+2.10507j,+1.97873e-05-1.39816e-06j,+0+0j,+254694-414798j,+71902.4+211426j,+0+0j,+0+0j,+0+0j,+0+0j,+253492-416360j,+0+0j,+0+0j,+76786.6-229239j,+100465-99931.1j,+41467.5-229707j,+9.46486e-09-2.01386e-08j,+41413.8-229815j,+419.015-230265j,+240.66-230718j,+0+0j,+121.193-230977j,+0+0j,+89780.4-100640j,+0+0j,+46869.6-101051j,+18540-101286j,+28163.9+73.887j,+0+0j,+28161.7+40.961j,+0+0j,+28164.9+8.99732j,+14971.7+1.73153j,+43553.6+22.1357j,+43548.9+15.1584j,+8.60394e-06+7.12091e-07j,+8.60138e-06+6.93156e-07j,+0+0j,+27979.6+211018j,+0+0j,+0+0j,+65481.7+62.5328j,-37623.6+210793j,+32994.3+24.624j,+0+0j,-37854.4+210599j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+276862-175946j,+784052-403995j,+439346-266451j,+327108-201849j,+28154.1+211210j
2016-08-05 16:00:00 PDT,+16671.9+1.97308j,+0+0j,+907085-395417j,+0+0j,+0+0j,+0+0j,+907155-400261j,+12851.5+1.49731j,+0+0j,+894310-403483j,+0+0j,+0+0j,+374618-145110j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43971.5+21992.2j,+0+0j,+43947.1+21999.3j,+5.70447e-06-3.8643e-06j,+0+0j,+5.71305e-06-3.82305e-06j,+0+0j,+5.69393e-06-3.81166e-06j,+0+0j,+0+0j,+0+0j,+5.6719e-06-3.80537e-06j,+5.69136e-06-3.79507e-06j,+5.64793e-06-3.80672e-06j,+0+0j,+0+0j,+23910.1-21338.9j,+276518-166041j,+0+0j,+23906.9-21371.2j,+14202.6+2.62985j,+0+0j,+276284-166493j,+44001.4+22025.3j,+232049-188979j,+0+0j,+231920-189286j,+0+0j,+77190.7+55150j,+129856-206989j,+61111.7-207256j,+60982.2-207457j,+60829.2-207696j,+519381-265734j,+519353-267106j,+18250.7+6.18518j,+501057-267962j,+18251.3+2.84043j,+28588.9-21480.7j,+471347-249280j,+18913.5+3.56018j,-2.26715e-05+2.64464e-05j,+0+0j,+312199-413038j,+85495.4+210261j,+0+0j,+0+0j,+0+0j,+0+0j,+310837-414744j,+0+0j,+0+0j,+108273-228057j,+126984-99328.3j,+57419.7-228561j,-6.10938e-09-2.46121e-08j,+57364.8-228668j,+389.775-229112j,+235.529-229552j,+0+0j,+118.906-229813j,+0+0j,+113640-100205j,+0+0j,+54570.9-100705j,+18146.9-100970j,+36253.9+101.688j,+0+0j,+36247.1+58.326j,+0+0j,+36248.2+15.0567j,+19472.9+2.9475j,+51600.1+36.936j,+51595.5+25.2927j,+1.37635e-05-2.53485e-06j,+1.37503e-05-2.562e-06j,+0+0j,+33499.7+209817j,+0+0j,+0+0j,+92834.7+126.323j,-59448.2+209526j,+46869.2+49.8771j,+0+0j,-59712.4+209316j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+329870-169209j,+923680-389180j,+519272-262944j,+398380-200870j,+33687.2+210022j
2016-08-05 17:00:00 PDT,+17802.2+2.25034j,+0+0j,+975974-387879j,+0+0j,+0+0j,+0+0j,+976005-393251j,+13401.6+1.62928j,+0+0j,+962581-396827j,+0+0j,+0+0j,+402004-141259j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43901.6+21954.3j,+0+0j,+43874.4+21962.9j,+5.14431e-06+3.01349e-06j,+0+0j,+5.20201e-06+3.07164e-06j,+0+0j,+5.20005e-06+3.15853e-06j,+0+0j,+0+0j,+0+0j,+5.25731e-06+3.22472e-06j,+5.25572e-06+3.20473e-06j,+5.24629e-06+3.24774e-06j,+0+0j,+0+0j,+24653.5-21334.6j,+298663-165116j,+0+0j,+24650.1-21367.7j,+14992.9+2.93618j,+0+0j,+298402-165627j,+43912.5+21980.8j,+254229-188129j,+0+0j,+254082-188476j,+0+0j,+77022+55029.5j,+152272-206096j,+73152.2-206394j,+73020.2-206600j,+72862.9-206853j,+560181-263773j,+560148-265308j,+19761+7.21526j,+540333-266266j,+19761.5+3.33325j,+29868.1-21484.7j,+509195-247886j,+20244+4.08441j,+3.35139e-08+1.79209e-05j,+0+0j,+340380-411726j,+95111.8+209596j,+0+0j,+0+0j,+0+0j,+0+0j,+338926-413512j,+0+0j,+0+0j,+125487-227193j,+138197-98956.7j,+65963.8-227725j,-1.03617e-08-2.20782e-08j,+65907.7-227832j,+374.624-228273j,+232.806-228706j,+0+0j,+117.64-228967j,+0+0j,+124272-99911.4j,+0+0j,+56666.9-100455j,+17956.2-100728j,+38538.6+110.206j,+0+0j,+38529.4+63.9776j,+0+0j,+38529.3+17.1308j,+20853.3+3.39399j,+57575.9+50.1992j,+57571.1+34.3323j,+1.42698e-05-8.65997e-06j,+1.42735e-05-8.67902e-06j,+0+0j,+37129.6+209125j,+0+0j,+0+0j,+108451+172.928j,-71426.5+208787j,+54767.4+68.3113j,+0+0j,-71708.5+208567j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+357172-165546j,+993745-380964j,+560043-260652j,+436293-199986j,+37322.4+209337j
2016-08-05 18:00:00 PDT,+18102.3+2.32711j,+0+0j,+996151-385651j,+0+0j,+0+0j,+0+0j,+996172-391163j,+13101.5+1.5575j,+0+0j,+983041-394832j,+0+0j,+0+0j,+410307-140114j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43878.8+21942.2j,+0+0j,+43850.8+21951.2j,-6.52752e-06+1.18244e-05j,+0+0j,-6.54607e-06+1.18787e-05j,+0+0j,-6.54279e-06+1.19065e-05j,+0+0j,+0+0j,+0+0j,-6.56451e-06+1.19232e-05j,-6.5299e-06+1.19248e-05j,-6.55273e-06+1.19479e-05j,+0+0j,+0+0j,+24610.4-21332.7j,+305654-164858j,+0+0j,+24607.1-21365.7j,+14962.9+2.92624j,+0+0j,+305382-165388j,+43882.2+21965.6j,+261230-187892j,+0+0j,+261076-188251j,+0+0j,+76964.1+54988.1j,+159348-205845j,+76326.7-206152j,+76194.9-206359j,+76037.3-206616j,+572316-263153j,+572282-264732j,+20541.2+7.77762j,+551685-265717j,+20541.6+3.60296j,+30274.9-21483.7j,+520092-247416j,+20664.2+4.2579j,+1.05866e-06-3.51823e-06j,+0+0j,+348209-411290j,+98159.8+209406j,+0+0j,+0+0j,+0+0j,+0+0j,+346727-413101j,+0+0j,+0+0j,+130885-226912j,+140692-98843.7j,+68521.9-227455j,+2.46231e-08+8.16733e-09j,+68465.4-227562j,+369.897-228005j,+231.677-228436j,+0+0j,+117.131-228698j,+0+0j,+127059-99815.9j,+0+0j,+56978.8-100372j,+17906.2-100645j,+38899.8+111.756j,+0+0j,+38890.1+65.0815j,+0+0j,+38889.6+17.5599j,+21303.5+3.54673j,+59467.9+54.8138j,+59462.9+37.4713j,+2.33717e-06-4.5248e-06j,+2.35708e-06-4.55204e-06j,+0+0j,+38284+208926j,+0+0j,+0+0j,+112775+187.312j,-74592.9+208574j,+57003.1+74.0786j,+0+0j,-74878.7+208351j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+365449-164459j,+1.01424e+06-378560j,+572167-259944j,+447204-199664j,+38477.6+209139j
2016-08-05 19:00:00 PDT,+19022.5+2.57004j,+0+0j,+1.02271e+06-382845j,+0+0j,+0+0j,+0+0j,+1.02272e+06-388549j,+13301.6+1.60583j,+0+0j,+1.00938e+06-392345j,+0+0j,+0+0j,+420726-138715j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43853.4+21928.6j,+0+0j,+43824.6+21938j,+3.55029e-06-6.09766e-06j,+0+0j,+3.56447e-06-6.06912e-06j,+0+0j,+3.59357e-06-6.02102e-06j,+0+0j,+0+0j,+0+0j,+3.58686e-06-6.07204e-06j,+3.57678e-06-6.06414e-06j,+3.59596e-06-6.03451e-06j,+0+0j,+0+0j,+25105.9-21329.4j,+313998-164512j,+0+0j,+25102.5-21363j,+15473.1+3.1314j,+0+0j,+313716-165064j,+43849.3+21949.2j,+269587-187575j,+0+0j,+269428-187948j,+0+0j,+76901.3+54943.3j,+167788-205516j,+80273.6-205835j,+80142.4-206042j,+79984.8-206303j,+588214-262369j,+588179-264005j,+21981.5+8.86905j,+566137-265027j,+21981.8+4.12774j,+31380.2-21481.5j,+533377-246826j,+21784.7+4.73518j,+6.64752e-06+7.85605e-06j,+0+0j,+358813-410711j,+100816+209140j,+0+0j,+0+0j,+0+0j,+0+0j,+357292-412561j,+0+0j,+0+0j,+136660-226574j,+145588-98669.8j,+71476.5-227129j,-5.9657e-09-1.73173e-08j,+71419.8-227237j,+362.555-227681j,+229.547-228112j,+0+0j,+116.158-228374j,+0+0j,+131739-99679.8j,+0+0j,+58640-100257j,+17842.9-100538j,+40622.7+118.671j,+0+0j,+40611.7+69.5256j,+0+0j,+40610.5+19.2603j,+22473.9+3.95383j,+61780.4+60.7347j,+61775.3+41.4874j,+6.88662e-06+4.89698e-06j,+6.87835e-06+4.88062e-06j,+0+0j,+38626+208652j,+0+0j,+0+0j,+117060+202.18j,-78531.5+208286j,+59219+80.0446j,+0+0j,-78822.3+208062j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+375839-163138j,+1.04174e+06-375500j,+588052-259043j,+460507-199252j,+38820.5+208866j
2016-08-05 20:00:00 PDT,+19382.6+2.66726j,+0+0j,+976120-388423j,+0+0j,+0+0j,+0+0j,+976232-393835j,+13101.5+1.55647j,+0+0j,+963161-397437j,+0+0j,+0+0j,+402207-141478j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43937.7+21973j,+0+0j,+43911+21981.3j,-9.71369e-06+7.27237e-06j,+0+0j,-9.71839e-06+7.27109e-06j,+0+0j,-9.71161e-06+7.26782e-06j,+0+0j,+0+0j,+0+0j,-9.73411e-06+7.29528e-06j,-9.72461e-06+7.30583e-06j,-9.66565e-06+7.35473e-06j,+0+0j,+0+0j,+25183-21344.6j,+298599-165222j,+0+0j,+25179.6-21378.3j,+15523.1+3.14493j,+0+0j,+298342-165733j,+43951.6+22000.4j,+254134-188254j,+0+0j,+253991-188601j,+0+0j,+77093.9+55080.8j,+152109-206251j,+70016.3-206550j,+69888.3-206755j,+69734.8-207007j,+560674-264216j,+560661-265757j,+22781.7+9.48694j,+537833-266719j,+22782+4.42662j,+31890.9-21492.9j,+504696-248300j,+22264.9+4.93649j,-1.55075e-06+8.64201e-07j,+0+0j,+340701-412099j,+90360.1+209697j,+0+0j,+0+0j,+0+0j,+0+0j,+339244-413904j,+0+0j,+0+0j,+124065-227496j,+139893-98998.8j,+65297.9-228031j,-1.18059e-08-1.77147e-08j,+65242.5-228140j,+372.974-228589j,+231.025-229030j,+0+0j,+116.957-229294j,+0+0j,+126258-99966.6j,+0+0j,+59276.8-100519j,+17960.4-100807j,+41141.9+120.7j,+0+0j,+41131.7+70.4715j,+0+0j,+41130.8+19.7592j,+22984.1+4.11925j,+54572.5+43.3147j,+54568.2+29.6612j,+1.95685e-05-1.00637e-05j,+1.95811e-05-1.00673e-05j,+0+0j,+35384.1+209239j,+0+0j,+0+0j,+103606+158.13j,-68328.5+208918j,+52531.9+62.767j,+0+0j,-68604.6+208703j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+357377-165808j,+995401-381421j,+560504-261086j,+431842-200276j,+35575.6+209448j
2016-08-05 21:00:00 PDT,+15071.6+1.61164j,+0+0j,+842968-401747j,+0+0j,+0+0j,+0+0j,+843145-406237j,+9650.83+0.843321j,+0+0j,+833583-409223j,+0+0j,+0+0j,+351381-148154j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44077.3+22048.2j,+0+0j,+44055.8+22053.8j,-2.87864e-07+1.02918e-05j,+0+0j,-3.11071e-07+1.02518e-05j,+0+0j,-3.29465e-07+1.03053e-05j,+0+0j,+0+0j,+0+0j,-3.01892e-07+1.02926e-05j,-3.14466e-07+1.0293e-05j,-3.14043e-07+1.03172e-05j,+0+0j,+0+0j,+21521.6-21363.3j,+258862-166989j,+0+0j,+21518.4-21393j,+11781.8+1.80484j,+0+0j,+258645-167401j,+44122.5+22085.9j,+214306-189904j,+0+0j,+214188-190186j,+0+0j,+77416.2+55311j,+111839-207990j,+47618.4-208242j,+47491.2-208441j,+47341.4-208673j,+482073-267893j,+482072-269153j,+18170.7+6.11866j,+463875-269937j,+18171.3+2.80929j,+27106.1-21500.3j,+435789-251003j,+17393+3.00249j,-1.6668e-07+1.00967e-05j,+0+0j,+286671-414942j,+75497.2+211143j,+0+0j,+0+0j,+0+0j,+0+0j,+285383-416585j,+0+0j,+0+0j,+96694.9-229236j,+112796-99866.6j,+51197.7-229734j,+5.33004e-09+1.77486e-09j,+51142.7-229844j,+408.912-230299j,+240.109-230754j,+0+0j,+121.239-231018j,+0+0j,+102683-100642j,+0+0j,+50165.8-101095j,+18308.2-101339j,+31689.5+85.4303j,+0+0j,+31684.7+48.2986j,+0+0j,+31686.5+11.7008j,+17972.5+2.49721j,+40849.8+17.7911j,+40847+12.3234j,+6.51097e-06+8.37037e-06j,+6.4868e-06+8.35294e-06j,+0+0j,+34258.7+210725j,+0+0j,+0+0j,+80142.8+94.0702j,-46006.2+210460j,+40636.8+37.3319j,+0+0j,-46254.9+210252j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+306653-172155j,+857827-395972j,+481943-265331j,+362761-202104j,+34441.3+210928j
