# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-10-07 00:00:00 PDT,+7950.44+0.449893j,-0+0j,+727451+51044.5j,+0+0j,+0+0j,+0+0j,+727232+48092.3j,+4450.18+0.181578j,-0+0j,+722626+46121.2j,+0+0j,-0+0j,+300027+9826.79j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43138.3+21612.2j,+0+0j,+43147.3+21599j,+6.90858e-06-3.1807e-06j,-0+0j,+6.91973e-06-3.16887e-06j,+0+0j,+6.96316e-06-3.15755e-06j,+0+0j,+0+0j,+0+0j,+6.96689e-06-3.11306e-06j,+6.98968e-06-3.11416e-06j,+6.97607e-06-3.09187e-06j,+0+0j,+0+0j,+26877.8+9889.54j,+215959-31749.7j,-0+0j,+26881.4+9872.49j,+5870.45+0.46003j,-0+0j,+215803-31970j,+42950.1+21499.1j,+172699-53691j,-0+0j,+172628-53797.7j,+0+0j,+75168.3+53704.1j,+60378.3-132529j,+26790.8-132600j,+26732-132656j,+26665.6-132723j,+421850+32114.5j,+421725+31460.7j,+10129.8+2.06032j,+411504+31046.5j,+10130.4+0.899072j,+30279.2+9860.84j,+380692+19588.5j,+9270.87+0.883325j,-1.09798e-06+1.18813e-05j,-0+0j,+226970-177251j,+36787.1+133364j,+0+0j,+0+0j,+0+0j,-0+0j,+226516-177937j,+0+0j,+0+0j,+49913.9-218767j,+91005.6-34602.4j,+26839.8-219200j,-2.36394e-08+1.27507e-09j,+26786.3-219305j,+444.794-219740j,+242.86-220179j,-0+0j,+122.168-220422j,+0+0j,+86404.1-35024.3j,-0+0j,+59126.1-35274.2j,+42716.2-35412.6j,+16359+33.6364j,-0+0j,+16359.1+17.9566j,-0+0j,+16361.9+3.33436j,+9600.74+0.75029j,+22498.3-0.490993j,+22496.6-0.177163j,+9.96519e-06+2.79015e-07j,+9.93629e-06+2.50402e-07j,-0+0j,+14155+133278j,+0+0j,+0+0j,+40194.3+24.6421j,-26080.6+133224j,+20399.7+9.78624j,-0+0j,-26179.3+133189j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+256547-13568.7j,+735793+54741.9j,+422050+33406.6j,+263855-43059.5j,+14215.6+133322j
2016-10-07 11:00:00 PDT,+5630.22+0.224547j,+0+0j,+488806-432127j,+0+0j,+0+0j,+0+0j,+488934-434739j,+850.006+0.00651923j,+0+0j,+488168-436479j,+0+0j,+0+0j,+213829-165104j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44436.7+22243.3j,+0+0j,+44430.4+22241.3j,+5.21848e-06-5.39615e-06j,+0+0j,+5.22134e-06-5.39785e-06j,+0+0j,+5.19141e-06-5.38252e-06j,+0+0j,+0+0j,+0+0j,+5.2381e-06-5.37587e-06j,+5.23557e-06-5.39075e-06j,+5.21811e-06-5.43303e-06j,+0+0j,+0+0j,+12891.2-21392.8j,+150518-170842j,+0+0j,+12887.7-21415.1j,+2920.11+0.109807j,+0+0j,+150389-171046j,+44564.6+22307.2j,+105696-193559j,+0+0j,+105632-193719j,+0+0j,+78251.5+55907.6j,+2000.55-212020j,-13299.5-212214j,-13434.6-212409j,-13574-212608j,+274288-275272j,+274280-275965j,+9129.71+1.65499j,+265136-276394j,+9130.31+0.705274j,+16874.1-21492j,+247725-256399j,+6910.46+0.470293j,+1.87532e-06+2.61679e-05j,+0+0j,+138948-421426j,+34457.5+214767j,+0+0j,+0+0j,+0+0j,+0+0j,+137919-422813j,+0+0j,+0+0j,+16722.9-233640j,+43510.5-101796j,+11319.5-234113j,+3.05403e-08+1.66451e-08j,+11262.3-234231j,+499.416-234728j,+259.917-235228j,+0+0j,+130.635-235494j,+0+0j,+42280.8-102212j,+0+0j,+29752.6-102476j,+19272.8-102646j,+10317.2+22.6099j,+0+0j,+10318.3+11.4646j,+0+0j,+10320.8+1.35133j,+7230.39+0.39556j,+10903.1-3.57224j,+10902.2-2.3677j,+7.59392e-06-5.29222e-06j,+7.5887e-06-5.2902e-06j,+0+0j,+23197.2+214406j,+0+0j,+0+0j,+8270.98+0.998001j,+14765.3+214220j,+4250.4+0.402173j,+0+0j,+14566.9+214004j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+169167-188519j,+494271-428803j,+274296-273880j,+173729-205784j,+23358.6+214585j
2016-10-07 12:00:00 PDT,+5700.23+0.230173j,+0+0j,+490295-431971j,+0+0j,+0+0j,+0+0j,+490425-434571j,+700.004+0.00442173j,+0+0j,+489811-436305j,+0+0j,+0+0j,+214369-165033j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44430.2+22240j,+0+0j,+44423.9+22238j,-1.30676e-06+1.18012e-05j,+0+0j,-1.31907e-06+1.17981e-05j,+0+0j,-1.31096e-06+1.18514e-05j,+0+0j,+0+0j,+0+0j,-1.28851e-06+1.18321e-05j,-1.30853e-06+1.18194e-05j,-1.3203e-06+1.18295e-05j,+0+0j,+0+0j,+12842-21390.4j,+150992-170840j,+0+0j,+12838.5-21412.6j,+2870.1+0.106096j,+0+0j,+150863-171045j,+44556.3+22303.1j,+106177-193552j,+0+0j,+106114-193712j,+0+0j,+78235.9+55896.4j,+2497.84-212007j,-12986.4-212200j,-13120.5-212395j,-13258.8-212593j,+275391-275153j,+275384-275843j,+9379.72+1.74045j,+265990-276270j,+9380.33+0.744578j,+16985.2-21488.3j,+248468-256273j,+7020.48+0.485505j,+6.99468e-06-3.50265e-06j,+0+0j,+139306-421294j,+34851.9+214743j,+0+0j,+0+0j,+0+0j,+0+0j,+138277-422682j,+0+0j,+0+0j,+16851.8-233564j,+43742.1-101765j,+11548.6-234038j,-1.17323e-08-1.02529e-08j,+11491.4-234156j,+498.574-234653j,+259.406-235154j,+0+0j,+130.4-235420j,+0+0j,+42662-102182j,+0+0j,+29793.6-102447j,+19273.8-102617j,+10357.2+22.7445j,+0+0j,+10358.3+11.5405j,+0+0j,+10360.8+1.37244j,+7350.4+0.408934j,+11643.4-3.59473j,+11642.4-2.38191j,+4.20117e-06-1.08811e-05j,+4.17771e-06-1.09287e-05j,+0+0j,+22852.8+214383j,+0+0j,+0+0j,+8250.98+0.991652j,+14442+214198j,+4230.39+0.398519j,+0+0j,+14244.8+213983j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+169713-188445j,+495829-428660j,+275398-273766j,+174483-205671j,+23013.7+214562j
2016-10-07 13:00:00 PDT,+5980.25+0.253359j,+0+0j,+501397-431124j,+0+0j,+0+0j,+0+0j,+501532-433762j,+900.007+0.00731049j,+0+0j,+500720-435521j,+0+0j,+0+0j,+218655-164531j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44416.5+22232.7j,+0+0j,+44409.7+22230.9j,+1.48129e-05-1.28996e-06j,+0+0j,+1.48085e-05-1.28498e-06j,+0+0j,+1.48181e-05-1.23481e-06j,+0+0j,+0+0j,+0+0j,+1.48375e-05-1.28343e-06j,+1.48124e-05-1.27231e-06j,+1.48171e-05-1.26403e-06j,+0+0j,+0+0j,+13065.3-21388.6j,+154401-170745j,+0+0j,+13061.8-21411j,+3100.12+0.123827j,+0+0j,+154270-170954j,+44539.5+22294.7j,+109598-193458j,+0+0j,+109533-193620j,+0+0j,+78204.1+55873.8j,+5963.31-211895j,-10975.9-212088j,-11109.3-212282j,-11247.6-212480j,+282016-274930j,+282009-275632j,+9699.74+1.85302j,+272295-276067j,+9700.35+0.796451j,+17297.9-21487.3j,+254453-256093j,+7340.52+0.530956j,-4.03129e-06+1.50477e-05j,+0+0j,+143791-421062j,+36391.3+214629j,+0+0j,+0+0j,+0+0j,+0+0j,+142758-422456j,+0+0j,+0+0j,+19279-233404j,+45854-101700j,+12835.2-233877j,-7.71156e-09-1.04458e-08j,+12778.2-233995j,+495.689-234491j,+258.684-234990j,+0+0j,+130.059-235255j,+0+0j,+44573.4-102126j,+0+0j,+30364.7-102396j,+19244.9-102568j,+10957.2+24.2234j,+0+0j,+10958.3+12.3401j,+0+0j,+10960.9+1.52602j,+7680.44+0.446822j,+13003.9-3.56792j,+13002.8-2.35827j,+3.86523e-06+4.79119e-06j,+3.83922e-06+4.76762e-06j,+0+0j,+23031.2+214268j,+0+0j,+0+0j,+10441.6+1.58355j,+12431.2+214084j,+5330.62+0.633139j,+0+0j,+12233.4+213870j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+174005-187953j,+507205-427763j,+282020-273519j,+180510-205533j,+23192.7+214448j
2016-10-07 14:00:00 PDT,+6650.31+0.313411j,+0+0j,+546004-427610j,+0+0j,+0+0j,+0+0j,+546148-430400j,+1750.03+0.0276592j,+0+0j,+544491-432259j,+0+0j,+0+0j,+236226-162471j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44353.4+22199.2j,+0+0j,+44344.7+22198.4j,+5.78662e-06-4.3926e-06j,+0+0j,+5.77445e-06-4.36588e-06j,+0+0j,+5.76272e-06-4.38574e-06j,+0+0j,+0+0j,+0+0j,+5.81778e-06-4.39577e-06j,+5.80717e-06-4.40068e-06j,+5.814e-06-4.3402e-06j,+0+0j,+0+0j,+13788.5-21379.2j,+168642-170305j,+0+0j,+13785-21402.1j,+3850.19+0.191306j,+0+0j,+168499-170534j,+44462.9+22256.3j,+123894-193019j,+0+0j,+123823-193191j,+0+0j,+78059.8+55770.7j,+20453.7-211383j,-2591.42-211576j,-2721.87-211768j,-2860.48-211967j,+308213-273971j,+308207-274721j,+10149.8+2.01938j,+298043-275185j,+10150.4+0.873058j,+17979.1-21481.4j,+279479-255315j,+8050.63+0.639584j,-1.88262e-05+2.99972e-05j,+0+0j,+161788-420057j,+43562.1+214121j,+0+0j,+0+0j,+0+0j,+0+0j,+160740-421467j,+0+0j,+0+0j,+30119.7-232700j,+53233.1-101435j,+17991.6-233168j,+5.39832e-09-1.07195e-08j,+17935.2-233285j,+484.173-233772j,+256.257-234264j,+0+0j,+128.864-234529j,+0+0j,+51100.4-101891j,+0+0j,+31891-102178j,+19131-102354j,+12597.4+28.3407j,+0+0j,+12598.4+14.6137j,+0+0j,+12601.1+1.96717j,+8400.53+0.53626j,+18276.2-2.58061j,+18274.6-1.66461j,+1.3435e-05-7.15985e-06j,+1.34248e-05-7.16337e-06j,+0+0j,+24928.6+213754j,+0+0j,+0+0j,+20726.2+6.23199j,+4050.74+213567j,+10532.4+2.47818j,+0+0j,+3849.5+213359j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+191597-185927j,+552465-424059j,+308202-272458j,+205695-204952j,+25091.9+213937j
2016-10-07 15:00:00 PDT,+8880.55+0.559254j,+0+0j,+666614-417430j,+0+0j,+0+0j,+0+0j,+666760-420724j,+3600.12+0.117236j,+0+0j,+663249-422917j,+0+0j,+0+0j,+283620-156663j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44201.2+22117.9j,+0+0j,+44187.5+22119.7j,+2.37604e-06+1.65278e-06j,+0+0j,+2.37184e-06+1.6666e-06j,+0+0j,+2.34528e-06+1.65939e-06j,+0+0j,+0+0j,+0+0j,+2.35613e-06+1.67443e-06j,+2.38009e-06+1.71071e-06j,+2.36337e-06+1.72491e-06j,+0+0j,+0+0j,+15685.8-21359.2j,+206826-169088j,+0+0j,+15682.6-21383.5j,+5820.43+0.438937j,+0+0j,+206650-169378j,+44275.2+22162.4j,+162198-191833j,+0+0j,+162108-192039j,+0+0j,+77705.1+55517.3j,+59241.5-210030j,+19361.6-210234j,+19236.4-210422j,+19095.7-210627j,+379528-271240j,+379520-272146j,+12479.9+2.98649j,+367020-272708j,+12480.6+1.32345j,+20410.9-21470.8j,+345882-253157j,+10561.1+1.10454j,+7.50481e-06+4.87943e-06j,+0+0j,+210787-417478j,+61239.9+212850j,+0+0j,+0+0j,+0+0j,+0+0j,+209674-418955j,+0+0j,+0+0j,+58877.8-230930j,+74028-100734j,+32300.3-231401j,-7.54998e-10-1.53452e-08j,+32244.8-231514j,+453.64-231985j,+249.514-232460j,+0+0j,+125.629-232724j,+0+0j,+70030.1-101287j,+0+0j,+36503.5-101629j,+18821.3-101817j,+17519.2+41.5359j,+0+0j,+17519.2+22.1424j,+0+0j,+17522.1+3.71351j,+10980.9+0.923906j,+31343.7+6.01125j,+31340.8+4.22076j,+4.88244e-06+5.27661e-07j,+4.88581e-06+5.22517e-07j,+0+0j,+29533.4+212461j,+0+0j,+0+0j,+47272.1+32.524j,-17873.3+212253j,+23932.7+12.8787j,+0+0j,-18087.9+212052j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+239003-180266j,+675297-413240j,+379481-269400j,+272449-203374j,+29702.1+212653j
2016-10-07 16:00:00 PDT,+12441.1+1.09801j,+0+0j,+803266-404982j,+0+0j,+0+0j,+0+0j,+803424-409180j,+6600.39+0.394374j,+0+0j,+796910-411974j,+0+0j,+0+0j,+337102-149822j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44098.5+22060.6j,+0+0j,+44078.8+22065.3j,-3.0164e-06+1.87887e-06j,+0+0j,-3.01716e-06+1.88866e-06j,+0+0j,-3.01873e-06+1.87373e-06j,+0+0j,+0+0j,+0+0j,-3.02489e-06+1.87567e-06j,-3.02044e-06+1.87012e-06j,-3.0439e-06+1.88966e-06j,+0+0j,+0+0j,+18762.8-21361.2j,+249002-167526j,+0+0j,+18759.6-21388.2j,+8991.04+1.0504j,+0+0j,+248787-167912j,+44144.7+22097j,+204427-190399j,+0+0j,+204312-190664j,+0+0j,+77456.9+55340j,+101867-208503j,+42107-208743j,+41979.4-208939j,+41830-209165j,+459668-268557j,+459662-269736j,+16160.4+4.88632j,+443476-270469j,+16161+2.22148j,+24309-21493j,+418242-251403j,+14562.1+2.10363j,-2.89073e-06+1.06641e-05j,+0+0j,+268376-415537j,+76161.5+211607j,+0+0j,+0+0j,+0+0j,+0+0j,+267139-417129j,+0+0j,+0+0j,+90757.8-229574j,+100296-100118j,+48075.1-230069j,+9.55853e-09+2.30326e-08j,+48019.3-230180j,+422.663-230641j,+243.914-231100j,+0+0j,+123.048-231364j,+0+0j,+93259.4-100811j,+0+0j,+44004.1-101228j,+18434.1-101442j,+25404.8+64.6896j,+0+0j,+25402+35.8911j,+0+0j,+25404.3+7.66113j,+15091.7+1.75718j,+40569.9+17.3558j,+40566.8+12.0071j,-2.4211e-07+5.95122e-06j,-2.21094e-07+5.97389e-06j,+0+0j,+35206.1+211185j,+0+0j,+0+0j,+75592.5+83.5735j,-40510.9+210926j,+38302.7+33.1366j,+0+0j,-40753.1+210718j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+292391-173728j,+815499-399616j,+459559-266159j,+345094-202335j,+35386.8+211389j
2016-10-07 17:00:00 PDT,+15791.7+1.77013j,+0+0j,+923793-393050j,+0+0j,+0+0j,+0+0j,+923905-398049j,+9250.77+0.775673j,+0+0j,+914700-401377j,+0+0j,+0+0j,+383749-143678j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43972.1+21992.4j,+0+0j,+43947.5+21999.5j,+1.40949e-05-1.19279e-06j,+0+0j,+1.41263e-05-1.15228e-06j,+0+0j,+1.41073e-05-1.11736e-06j,+0+0j,+0+0j,+0+0j,+1.40987e-05-1.15904e-06j,+1.41249e-05-1.10804e-06j,+1.40886e-05-1.09965e-06j,+0+0j,+0+0j,+21577.8-21347.5j,+285800-165977j,+0+0j,+21574.6-21377.3j,+11881.8+1.84068j,+0+0j,+285546-166452j,+43988.5+22018.9j,+241304-188953j,+0+0j,+241165-189276j,+0+0j,+77161.9+55129.4j,+139153-206967j,+62570.2-207248j,+62442.2-207449j,+62288.8-207693j,+530694-265360j,+530681-266782j,+19771+7.21163j,+510870-267669j,+19771.5+3.33195j,+28018.2-21490.4j,+481699-249055j,+18353.3+3.35121j,-2.01926e-05+2.52811e-05j,+0+0j,+317799-413071j,+90215.1+210339j,+0+0j,+0+0j,+0+0j,+0+0j,+316421-414793j,+0+0j,+0+0j,+117321-228005j,+123585-99388.9j,+61490.4-228534j,-1.68521e-08-6.00892e-09j,+61434.1-228644j,+391.343-229097j,+236.571-229543j,+0+0j,+119.583-229807j,+0+0j,+113847-100233j,+0+0j,+51015.9-100730j,+18114.1-100973j,+32732.7+89.2915j,+0+0j,+32726.2+51.0782j,+0+0j,+32727+12.6768j,+18992.8+2.8043j,+51709.6+37.1104j,+51705.6+25.457j,+1.8365e-06-2.06396e-06j,+1.85566e-06-2.07424e-06j,+0+0j,+38106.6+209883j,+0+0j,+0+0j,+98901.9+143.819j,-60905.5+209568j,+50116.3+57.0418j,+0+0j,-61171.4+209353j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+338948-167866j,+939448-386638j,+530542-262466j,+408733-200762j,+38295+210094j
2016-10-07 18:00:00 PDT,+18692.4+2.48033j,+0+0j,+965814-389222j,+0+0j,+0+0j,+0+0j,+965956-394567j,+11151.1+1.12722j,+0+0j,+954862-398125j,+0+0j,+0+0j,+399192-141781j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43957.8+21983.9j,+0+0j,+43931.9+21991.8j,-1.911e-07+6.58671e-06j,+0+0j,-2.04081e-07+6.6021e-06j,+0+0j,-2.0865e-07+6.5639e-06j,+0+0j,+0+0j,+0+0j,-2.12029e-07+6.58528e-06j,-2.04129e-07+6.57295e-06j,-2.37204e-07+6.57544e-06j,+0+0j,+0+0j,+23841.5-21349.5j,+296987-165454j,+0+0j,+23838.2-21381.7j,+14172.6+2.62018j,+0+0j,+296728-165961j,+43970.3+22009.8j,+252499-188485j,+0+0j,+252355-188829j,+0+0j,+77126.9+55104.5j,+150424-206498j,+67648.6-206795j,+67521.7-206999j,+67369-207249j,+555434-264524j,+555429-266045j,+23231.8+9.8483j,+532154-266996j,+23232+4.6011j,+31331.2-21495.7j,+499601-248530j,+21694.6+4.68431j,-1.42011e-05+1.32622e-05j,+0+0j,+335968-412453j,+89986.5+209930j,+0+0j,+0+0j,+0+0j,+0+0j,+334528-414246j,+0+0j,+0+0j,+123602-227703j,+135574-99123j,+65145.4-228242j,-1.65323e-08+6.89592e-09j,+65089.5-228352j,+377.936-228807j,+232.212-229253j,+0+0j,+117.609-229520j,+0+0j,+123900-100055j,+0+0j,+57031.6-100597j,+17998.6-100871j,+38859.8+112.023j,+0+0j,+38850.4+65.1459j,+0+0j,+38849.9+17.8633j,+22443.9+3.9239j,+53191+40.2755j,+53187+27.6066j,-4.57822e-06+1.94652e-07j,-4.59985e-06+1.81209e-07j,+0+0j,+36393.5+209474j,+0+0j,+0+0j,+102262+154.067j,-65975.8+209155j,+51900.4+61.2245j,+0+0j,-66248.1+208939j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+354358-166104j,+984362-382317j,+555253-261431j,+426722-200429j,+36584+209684j
2016-10-07 19:00:00 PDT,+19752.7+2.76965j,+0+0j,+975940-388380j,+0+0j,+0+0j,+0+0j,+976105-393828j,+11851.3+1.27311j,+0+0j,+964325-397454j,+0+0j,+0+0j,+402818-141359j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43962.7+21986j,+0+0j,+43936.5+21994j,+6.3521e-06-2.47842e-06j,+0+0j,+6.35751e-06-2.47734e-06j,+0+0j,+6.3605e-06-2.48623e-06j,+0+0j,+0+0j,+0+0j,+6.37343e-06-2.46332e-06j,+6.36841e-06-2.49472e-06j,+6.39154e-06-2.48768e-06j,+0+0j,+0+0j,+24675-21352.1j,+299367-165331j,+0+0j,+24671.6-21385.2j,+15012.9+2.93988j,+0+0j,+299108-165846j,+43976+22012.6j,+254875-188381j,+0+0j,+254731-188730j,+0+0j,+77137.4+55112j,+152801-206401j,+68353.7-206702j,+68227.5-206908j,+68075.4-207160j,+561300-264420j,+561300-265969j,+24492.1+10.9079j,+536767-266937j,+24492.3+5.11302j,+32544.9-21499.3j,+502988-248505j,+22915.2+5.2256j,+1.2576e-05+6.77874e-06j,+0+0j,+340834-412388j,+88529.2+209841j,+0+0j,+0+0j,+0+0j,+0+0j,+339376-414202j,+0+0j,+0+0j,+124697-227701j,+139358-99062.8j,+65870.4-228243j,-2.13132e-08-1.76822e-08j,+65814.8-228353j,+374.241-228809j,+230.891-229256j,+0+0j,+117.022-229523j,+0+0j,+126971-100024j,+0+0j,+59246.9-100580j,+17969.4-100867j,+41102.6+120.793j,+0+0j,+41092.1+70.6041j,+0+0j,+41091.1+19.9761j,+23704.3+4.37818j,+52420.1+38.6511j,+52416.3+26.5109j,+1.18984e-05-9.94323e-06j,+1.18949e-05-9.94932e-06j,+0+0j,+35706.9+209389j,+0+0j,+0+0j,+102282+154.201j,-66682.3+209071j,+51950.5+61.3344j,+0+0j,-66955.6+208857j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+357976-165722j,+995529-381323j,+561105-261274j,+430138-200427j,+35897.6+209599j
2016-10-07 20:00:00 PDT,+18162.3+2.34085j,+0+0j,+910356-395351j,+0+0j,+0+0j,+0+0j,+910556-400333j,+10801+1.05671j,+0+0j,+899854-403648j,+0+0j,+0+0j,+377263-144880j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44034.7+22024.8j,+0+0j,+44011.1+22031.4j,+4.71762e-06+5.75423e-06j,+0+0j,+4.69824e-06+5.77197e-06j,+0+0j,+4.67456e-06+5.73015e-06j,+0+0j,+0+0j,+0+0j,+4.68896e-06+5.74912e-06j,+4.67981e-06+5.7256e-06j,+4.6899e-06+5.72579e-06j,+0+0j,+0+0j,+23452.8-21361.8j,+279066-166209j,+0+0j,+23449.5-21393.5j,+13752.4+2.46219j,+0+0j,+278830-166670j,+44065.7+22057.5j,+234530-189196j,+0+0j,+234401-189511j,+0+0j,+77307.3+55233.2j,+132232-207259j,+57022-207535j,+56896.5-207737j,+56746.6-207979j,+522463-266361j,+522470-267768j,+22601.6+9.32356j,+499837-268646j,+22601.9+4.34891j,+30755.6-21503.6j,+467989-249949j,+21084.4+4.41661j,+1.58762e-05-2.82811e-06j,+0+0j,+313995-413836j,+80409.9+210532j,+0+0j,+0+0j,+0+0j,+0+0j,+312625-415569j,+0+0j,+0+0j,+109764-228596j,+127244-99483.3j,+58211.4-229115j,-1.17606e-08-1.3816e-08j,+58156.4-229226j,+390.955-229684j,+234.779-230138j,+0+0j,+118.859-230405j,+0+0j,+115943-100357j,+0+0j,+56045.7-100864j,+18136.7-101137j,+37736.9+107.642j,+0+0j,+37729+62.1129j,+0+0j,+37729.3+16.7862j,+21813.6+3.69179j,+46284.5+26.7069j,+46281.1+18.3826j,-4.32191e-07+4.18682e-06j,-4.29334e-07+4.15975e-06j,+0+0j,+33729.3+210101j,+0+0j,+0+0j,+89005+116.493j,-55391.4+209818j,+45245.8+46.3773j,+0+0j,-55650.3+209610j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+332484-169076j,+928305-388901j,+522292-263503j,+395079-201409j,+33916.5+210307j
2016-10-07 21:00:00 PDT,+15101.6+1.61757j,+0+0j,+808925-405317j,+0+0j,+0+0j,+0+0j,+809150-409631j,+8900.71+0.716817j,+0+0j,+800375-412500j,+0+0j,+0+0j,+338150-149993j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44139.7+22081.2j,+0+0j,+44119.9+22085.9j,-4.61256e-06+4.06712e-06j,+0+0j,-4.61344e-06+4.07925e-06j,+0+0j,-4.60455e-06+4.10674e-06j,+0+0j,+0+0j,+0+0j,-4.62446e-06+4.07664e-06j,-4.61519e-06+4.10152e-06j,-4.65176e-06+4.0441e-06j,+0+0j,+0+0j,+21154.1-21374j,+248157-167459j,+0+0j,+21150.9-21403.2j,+11391.7+1.68464j,+0+0j,+247952-167847j,+44196.3+22122.9j,+203552-190363j,+0+0j,+203443-190631j,+0+0j,+77554.5+55409.8j,+100912-208503j,+40023.6-208746j,+39897.3-208945j,+39749.6-209173j,+462180-269050j,+462191-270252j,+18860.8+6.56404j,+443310-271001j,+18861.3+3.02309j,+27281.5-21507.8j,+415122-251934j,+17543+3.05004j,-6.74752e-06+1.71799e-05j,+0+0j,+273017-415931j,+68481.8+211579j,+0+0j,+0+0j,+0+0j,+0+0j,+271762-417550j,+0+0j,+0+0j,+88117.6-229906j,+107557-100114j,+46963-230399j,+2.263e-08+1.83206e-08j,+46908.3-230510j,+417.265-230972j,+241.418-231435j,+0+0j,+121.954-231701j,+0+0j,+98202.2-100855j,+0+0j,+49899-101291j,+18402.4-101535j,+31328.6+84.2565j,+0+0j,+31324.4+47.4522j,+0+0j,+31326.4+11.5099j,+18152.5+2.54016j,+35755.9+10.8692j,+35753.5+7.60613j,-5.28819e-06+5.80854e-06j,-5.29806e-06+5.80363e-06j,+0+0j,+32340.1+211175j,+0+0j,+0+0j,+70652.2+73.1172j,-38439.9+210930j,+35938.7+29.1252j,+0+0j,-38680.4+210725j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+293435-173950j,+823764-399755j,+462047-266606j,+342043-202768j,+32520.7+211375j
