# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:41 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-06-03 00:00:00 PDT,+6930.34+0.341848j,-0+0j,+716319+50408.3j,+0+0j,+0+0j,+0+0j,+716097+47533.1j,+3550.11+0.115557j,-0+0j,+712391+45613.9j,+0+0j,-0+0j,+296051+9480j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43138.2+21612.6j,+0+0j,+43147.6+21599.2j,+1.84424e-06+1.19927e-05j,-0+0j,+1.82888e-06+1.20094e-05j,+0+0j,+1.82586e-06+1.20613e-05j,+0+0j,+0+0j,+0+0j,+1.85189e-06+1.20696e-05j,+1.85558e-06+1.21317e-05j,+1.84371e-06+1.2117e-05j,+0+0j,+0+0j,+25944.7+9893.91j,+213244-31863.8j,-0+0j,+25948.5+9878.02j,+4940.32+0.325786j,-0+0j,+213089-32079.1j,+42949.7+21498.9j,+169986-53794.6j,-0+0j,+169916-53897.9j,+0+0j,+75167.6+53703.6j,+57675.9-132635j,+25804.6-132705j,+25745.4-132760j,+25678.9-132826j,+415594+32056.4j,+415468+31420.2j,+9109.73+1.68976j,+406269+31017.7j,+9110.32+0.727154j,+29135.5+9866.29j,+376616+19586.4j,+8130.67+0.679399j,-1.0639e-05+1.93781e-05j,-0+0j,+221910-177322j,+37791.4+133467j,+0+0j,+0+0j,+0+0j,-0+0j,+221467-177990j,+0+0j,+0+0j,+48650.8-218812j,+87250.8-34638.8j,+26256.2-219245j,-1.46069e-08-3.58823e-09j,+26202.3-219350j,+448.989-219786j,+244.26-220225j,-0+0j,+122.804-220467j,+0+0j,+83556.6-35038.1j,-0+0j,+56842.1-35277.5j,+42714-35406.1j,+14078.6+28.1095j,-0+0j,+14078.8+14.8401j,-0+0j,+14081.4+2.49138j,+8430.57+0.578274j,+22798.5-0.316123j,+22796.8-0.0602851j,-2.32522e-06+9.33513e-06j,-2.32112e-06+9.32422e-06j,-0+0j,+14860+133379j,+0+0j,+0+0j,+39913.9+24.2434j,-25095.2+133325j,+20199.5+9.59467j,-0+0j,-25193+133289j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+252576-13879.7j,+723636+53992j,+415794+33313.7j,+259795-43047.7j,+14920.1+133423j
2016-06-03 11:00:00 PDT,+8350.49+0.494718j,+0+0j,+690619-415617j,+0+0j,+0+0j,+0+0j,+690692-418946j,+6450.37+0.376757j,+0+0j,+684275-421160j,+0+0j,+0+0j,+292350-155832j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44119.4+22075j,+0+0j,+44103.7+22077.7j,+4.732e-06+2.19646e-06j,+0+0j,+4.7293e-06+2.18927e-06j,+0+0j,+4.70544e-06+2.19742e-06j,+0+0j,+0+0j,+0+0j,+4.71998e-06+2.19951e-06j,+4.68055e-06+2.1866e-06j,+4.68475e-06+2.16915e-06j,+0+0j,+0+0j,+16967.4-21340.5j,+213803-168567j,+0+0j,+16964.2-21365.8j,+7120.65+0.658255j,+0+0j,+213621-168869j,+44187+22118.2j,+169252-191292j,+0+0j,+169158-191503j,+0+0j,+77542.8+55401.4j,+66491.4-209413j,+26388.6-209616j,+26263-209802j,+26120.4-210007j,+391726-270359j,+391702-271280j,+9129.72+1.66774j,+382547-271853j,+9130.32+0.709512j,+19299.9-21455.2j,+362470-252388j,+9470.88+0.890023j,+4.38621e-07-3.60544e-06j,+0+0j,+219614-416394j,+69040.4+212251j,+0+0j,+0+0j,+0+0j,+0+0j,+218490-417867j,+0+0j,+0+0j,+64429.1-230164j,+77474.7-100486j,+33416.6-230626j,-1.8705e-09-2.64594e-08j,+33361.9-230735j,+444.759-231190j,+248.63-231648j,+0+0j,+124.899-231906j,+0+0j,+70626.5-101058j,+0+0j,+37072-101402j,+18750.3-101592j,+18159.2+43.1266j,+0+0j,+18159+23.0218j,+0+0j,+18162+3.73702j,+9750.72+0.730735j,+37818.7+13.5558j,+37814.8+9.34097j,-2.33284e-06-4.22117e-06j,-2.32802e-06-4.23797e-06j,+0+0j,+30856+211848j,+0+0j,+0+0j,+55604.5+45.0984j,-24877.9+211630j,+28127.6+17.8414j,+0+0j,-25098.3+211431j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+247759-179407j,+698858-411403j,+391698-268483j,+289099-202821j,+31027.1+212042j
2016-06-03 12:00:00 PDT,+9230.6+0.604572j,+0+0j,+705053-414544j,+0+0j,+0+0j,+0+0j,+705116-417925j,+7650.52+0.530148j,+0+0j,+697489-420173j,+0+0j,+0+0j,+297282-155297j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44098+22063.6j,+0+0j,+44081.6+22066.7j,+5.28277e-06-5.59379e-07j,+0+0j,+5.26648e-06-5.68996e-07j,+0+0j,+5.28301e-06-5.33703e-07j,+0+0j,+0+0j,+0+0j,+5.32044e-06-5.27027e-07j,+5.3281e-06-5.28202e-07j,+5.30564e-06-5.13872e-07j,+0+0j,+0+0j,+17990.4-21335.2j,+217197-168377j,+0+0j,+17987.2-21361.5j,+8150.85+0.862991j,+0+0j,+217014-168684j,+44163.5+22106.5j,+172668-191102j,+0+0j,+172573-191317j,+0+0j,+77499.6+55370.5j,+69962.9-209204j,+28954.4-209408j,+28829.6-209593j,+28687.5-209798j,+399989-269976j,+399962-270912j,+9649.74+1.84938j,+390284-271495j,+9650.35+0.793047j,+20212.2-21450j,+369274-252064j,+10391.1+1.07207j,-6.11001e-06+1.25457e-05j,+0+0j,+225727-415963j,+69763.2+212036j,+0+0j,+0+0j,+0+0j,+0+0j,+224590-417449j,+0+0j,+0+0j,+66070.6-229910j,+81998.2-100352j,+34428.3-230370j,-3.06097e-09-9.49643e-09j,+34374.1-230479j,+438.857-230931j,+246.735-231387j,+0+0j,+123.97-231644j,+0+0j,+73944.2-100951j,+0+0j,+39237.4-101306j,+18714.6-101506j,+20359.7+49.4728j,+0+0j,+20359.3+26.626j,+0+0j,+20362.5+4.66154j,+10680.9+0.877914j,+39580.2+16.0086j,+39576+10.9975j,-5.27434e-06+4.69606e-06j,-5.27462e-06+4.71438e-06j,+0+0j,+29817.7+211633j,+0+0j,+0+0j,+57137+47.6285j,-27446.5+211415j,+28878.6+18.8235j,+0+0j,-27667.9+211218j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+252700-178885j,+714190-410257j,+399963-268071j,+295945-202568j,+29989.1+211825j
2016-06-03 13:00:00 PDT,+9990.7+0.708298j,+0+0j,+719995-413370j,+0+0j,+0+0j,+0+0j,+720052-416827j,+8650.67+0.677946j,+0+0j,+711417-419124j,+0+0j,+0+0j,+302623-154684j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44081.9+22054.9j,+0+0j,+44064.9+22058.3j,+1.20253e-05+6.52368e-06j,+0+0j,+1.20176e-05+6.55358e-06j,+0+0j,+1.20176e-05+6.5595e-06j,+0+0j,+0+0j,+0+0j,+1.20312e-05+6.56957e-06j,+1.2014e-05+6.53579e-06j,+1.19872e-05+6.55645e-06j,+0+0j,+0+0j,+18851.5-21332.6j,+221034-168187j,+0+0j,+18848.4-21359.6j,+9021.04+1.05755j,+0+0j,+220850-168502j,+44145.7+22097.5j,+176520-190919j,+0+0j,+176424-191139j,+0+0j,+77466.4+55346.8j,+73862.8-209008j,+31507.7-209214j,+31383-209399j,+31240.8-209605j,+408560-269650j,+408532-270608j,+10129.8+2.02507j,+398372-271204j,+10130.4+0.874187j,+21002.4-21448.7j,+376550-251817j,+11191.2+1.24406j,+1.40868e-05+9.23611e-06j,+0+0j,+232122-415638j,+70669.6+211849j,+0+0j,+0+0j,+0+0j,+0+0j,+230972-417137j,+0+0j,+0+0j,+68355.3-229711j,+86166.6-100246j,+35671.9-230171j,-1.77115e-08-1.10438e-08j,+35618-230279j,+433.808-230728j,+245.335-231182j,+0+0j,+123.29-231439j,+0+0j,+77106.9-100868j,+0+0j,+41077.9-101234j,+18674-101442j,+22240.4+55.0487j,+0+0j,+22239.6+29.8376j,+0+0j,+22243+5.53651j,+11491+1.01719j,+40951.4+18.0246j,+40947+12.3639j,+1.56894e-05-1.6178e-06j,+1.56853e-05-1.6212e-06j,+0+0j,+29351.8+211444j,+0+0j,+0+0j,+59220.5+51.1828j,-29994.4+211225j,+29920+20.2192j,+0+0j,-30218+211029j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+258041-178295j,+729904-408980j,+408534-267700j,+303259-202393j,+29524.1+211637j
2016-06-03 14:00:00 PDT,+10960.8+0.852684j,+0+0j,+747940-410974j,+0+0j,+0+0j,+0+0j,+747980-414573j,+10000.9+0.906438j,+0+0j,+737980-416965j,+0+0j,+0+0j,+313042-153412j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44048.1+22036.7j,+0+0j,+44029.8+22040.8j,-2.96799e-06+1.02877e-05j,+0+0j,-2.96e-06+1.02933e-05j,+0+0j,-2.9842e-06+1.03e-05j,+0+0j,+0+0j,+0+0j,-2.97392e-06+1.03392e-05j,-2.95736e-06+1.0344e-05j,-2.97152e-06+1.03531e-05j,+0+0j,+0+0j,+19985-21327.1j,+228904-167831j,+0+0j,+19981.9-21355.2j,+10171.3+1.34565j,+0+0j,+228714-168161j,+44106.5+22077.9j,+184417-190576j,+0+0j,+184317-190805j,+0+0j,+77393.2+55294.6j,+81861-208634j,+36507-208845j,+36382.5-209031j,+36239.4-209240j,+424671-268978j,+424638-269979j,+10679.8+2.23701j,+413925-270602j,+10680.4+0.972311j,+21994.3-21445.9j,+391066-251302j,+12201.5+1.48002j,-1.97347e-05+1.51787e-05j,+0+0j,+243958-415007j,+73384.4+211508j,+0+0j,+0+0j,+0+0j,+0+0j,+242783-416530j,+0+0j,+0+0j,+73780.6-229309j,+92687.6-100055j,+38422.4-229771j,+1.20668e-08+7.54432e-09j,+38368.8-229878j,+425.3-230323j,+243.26-230771j,+0+0j,+122.271-231028j,+0+0j,+82268.5-100716j,+0+0j,+43445.6-101100j,+18599.7-101318j,+24681.7+62.5375j,+0+0j,+24680.3+34.2307j,+0+0j,+24683.6+6.78453j,+12511.2+1.20819j,+43483.5+22.0019j,+43478.9+15.0673j,+1.79787e-05-1.29279e-05j,+1.79883e-05-1.29155e-05j,+0+0j,+29532.5+211097j,+0+0j,+0+0j,+64389.8+60.5632j,-34979.5+210871j,+32513.6+23.9101j,+0+0j,-35207.9+210676j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+268455-177065j,+758842-406394j,+424642-266939j,+317835-202030j,+29706.3+211291j
2016-06-03 15:00:00 PDT,+12601.1+1.12753j,+0+0j,+834077-402670j,+0+0j,+0+0j,+0+0j,+834051-406740j,+11401.2+1.17934j,+0+0j,+822600-409447j,+0+0j,+0+0j,+346627-148989j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43941+21979.4j,+0+0j,+43919.1+21985.3j,-1.87389e-05+1.22577e-05j,+0+0j,-1.87384e-05+1.22716e-05j,+0+0j,-1.87331e-05+1.22632e-05j,+0+0j,+0+0j,+0+0j,-1.87211e-05+1.23193e-05j,-1.86892e-05+1.23436e-05j,-1.87187e-05+1.23324e-05j,+0+0j,+0+0j,+21404-21312j,+255773-166797j,+0+0j,+21400.9-21341.5j,+11641.7+1.76783j,+0+0j,+255554-167184j,+43974.6+22011.9j,+211361-189590j,+0+0j,+211243-189854j,+0+0j,+77144.3+55116.7j,+109133-207557j,+52266.6-207788j,+52141.4-207975j,+51994.4-208194j,+475573-266625j,+475524-267772j,+12359.9+2.95036j,+463118-268487j,+12360.6+1.30476j,+23778.6-21438.1j,+438313-249481j,+14041.9+1.9651j,+1.39367e-05-9.67087e-06j,+0+0j,+278981-413072j,+85634+210598j,+0+0j,+0+0j,+0+0j,+0+0j,+277722-414671j,+0+0j,+0+0j,+93899.3-228043j,+107929-99519.7j,+48655.5-228521j,+7.04628e-09-2.33347e-09j,+48601.6-228626j,+403.436-229063j,+238.453-229499j,+0+0j,+119.965-229756j,+0+0j,+96083.7-100273j,+0+0j,+46868.8-100706j,+18377.8-100936j,+28325.2+74.3649j,+0+0j,+28322.1+41.5019j,+0+0j,+28324.8+8.99675j,+14401.6+1.61041j,+52672.2+39.2672j,+52666.4+26.7957j,+1.23498e-05+8.81115e-07j,+1.23542e-05+9.13396e-07j,+0+0j,+32586.5+210157j,+0+0j,+0+0j,+83160.1+101.386j,-50683.7+209893j,+41949.5+39.9862j,+0+0j,-50929.1+209695j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+301991-172797j,+846702-397492j,+475535-264287j,+365211-200748j,+32764.6+210356j
2016-06-03 16:00:00 PDT,+14571.5+1.50762j,+0+0j,+908678-394893j,+0+0j,+0+0j,+0+0j,+908669-399669j,+12551.4+1.42909j,+0+0j,+896074-402846j,+0+0j,+0+0j,+376120-144859j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43922.2+21966.8j,+0+0j,+43897.1+21974.3j,-7.21992e-06+4.61763e-06j,+0+0j,-7.26546e-06+4.58598e-06j,+0+0j,-7.26622e-06+4.59395e-06j,+0+0j,+0+0j,+0+0j,-7.26699e-06+4.55724e-06j,-7.24793e-06+4.5592e-06j,-7.25255e-06+4.53197e-06j,+0+0j,+0+0j,+22826.6-21327.4j,+278893-165879j,+0+0j,+22823.4-21358.5j,+13122.2+2.24755j,+0+0j,+278650-166334j,+43944.7+21996.9j,+234464-188794j,+0+0j,+234329-189103j,+0+0j,+77085.3+55074.6j,+132379-206759j,+64001.5-207027j,+63870.2-207226j,+63714.8-207465j,+519546-265262j,+519503-266620j,+14830.2+4.16463j,+504625-267467j,+14830.8+1.87742j,+26004.1-21470.2j,+477470-248813j,+16332.6+2.65772j,-1.9517e-05+2.58464e-05j,+0+0j,+311455-412560j,+92307+210085j,+0+0j,+0+0j,+0+0j,+0+0j,+310099-414242j,+0+0j,+0+0j,+112107-227649j,+122472-99294.8j,+57983.4-228153j,-1.91228e-08-1.51264e-08j,+57928-228259j,+390.671-228694j,+237.339-229125j,+0+0j,+119.572-229383j,+0+0j,+109443-100137j,+0+0j,+50721.9-100619j,+18143.6-100862j,+32410.6+87.7007j,+0+0j,+32404.8+49.8719j,+0+0j,+32406.4+11.88j,+16772.2+2.18931j,+55013.6+44.2621j,+55008.6+30.2741j,+9.06798e-06-1.72363e-06j,+9.07639e-06-1.74909e-06j,+0+0j,+36896.1+209624j,+0+0j,+0+0j,+99102.3+144.16j,-62315.7+209312j,+50016.2+56.9j,+0+0j,-62583.7+209098j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+331369-168913j,+923248-388792j,+519457-262495j,+404467-200540j,+37084.2+209832j
2016-06-03 17:00:00 PDT,+15281.6+1.65813j,+0+0j,+935925-391838j,+0+0j,+0+0j,+0+0j,+935933-396873j,+12401.4+1.39506j,+0+0j,+923497-400224j,+0+0j,+0+0j,+387095-143240j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43914.6+21962j,+0+0j,+43888.5+21970j,-3.37259e-06+1.20881e-05j,+0+0j,-3.36253e-06+1.21258e-05j,+0+0j,-3.40373e-06+1.21045e-05j,+0+0j,+0+0j,+0+0j,-3.41529e-06+1.21444e-05j,-3.41702e-06+1.21392e-05j,-3.42327e-06+1.21394e-05j,+0+0j,+0+0j,+23035.8-21333.1j,+287635-165570j,+0+0j,+23032.6-21364.4j,+13352.3+2.32767j,+0+0j,+287382-166051j,+43931.4+21990.3j,+243199-188530j,+0+0j,+243057-188856j,+0+0j,+77058.7+55055.7j,+141171-206496j,+68090.1-206777j,+67957.4-206980j,+67799.8-207227j,+535999-264674j,+535960-266111j,+16200.4+4.92833j,+519711-267007j,+16201+2.24002j,+26891.5-21480.5j,+491620-248479j,+17242.9+2.9621j,-9.38648e-06+1.29256e-05j,+0+0j,+323267-412323j,+94639.1+209925j,+0+0j,+0+0j,+0+0j,+0+0j,+321872-414040j,+0+0j,+0+0j,+119030-227485j,+127453-99203.4j,+61784-228003j,+4.87525e-09+2.1315e-08j,+61727.9-228109j,+386.077-228546j,+236.66-228977j,+0+0j,+119.333-229236j,+0+0j,+114561-100078j,+0+0j,+51802.1-100579j,+18060.8-100826j,+33572.6+91.7078j,+0+0j,+33565.9+52.4739j,+0+0j,+33566.9+12.8564j,+17732.4+2.44948j,+55704+45.7957j,+55699.3+31.3477j,+5.26624e-07+3.62644e-06j,+5.34579e-07+3.63686e-06j,+0+0j,+38531.9+209457j,+0+0j,+0+0j,+104799+161.279j,-66375.7+209126j,+52892.8+63.6626j,+0+0j,-66651+208907j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+342301-167392j,+951184-385396j,+535886-261750j,+418655-200379j,+38722.7+209669j
2016-06-03 18:00:00 PDT,+15901.8+1.79521j,+0+0j,+931971-392384j,+0+0j,+0+0j,+0+0j,+932019-397425j,+12101.3+1.32795j,+0+0j,+919911-400780j,+0+0j,+0+0j,+385529-143485j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43939.4+21974.9j,+0+0j,+43913.8+21982.7j,+1.03691e-05-1.21254e-06j,+0+0j,+1.03836e-05-1.16719e-06j,+0+0j,+1.03986e-05-1.1361e-06j,+0+0j,+0+0j,+0+0j,+1.04106e-05-1.17378e-06j,+1.04173e-05-1.12105e-06j,+1.03885e-05-1.12515e-06j,+0+0j,+0+0j,+23147.7-21339.7j,+286170-165692j,+0+0j,+23144.5-21371.1j,+13462.3+2.36479j,+0+0j,+285920-166170j,+43959.1+22004.1j,+241712-188660j,+0+0j,+241573-188985j,+0+0j,+77110+55092.3j,+139631-206646j,+66137.4-206927j,+66005.9-207130j,+65849.6-207376j,+534035-264992j,+534005-266427j,+17540.6+5.73447j,+516419-267322j,+17541.2+2.62456j,+27714.5-21486.4j,+487525-248768j,+18063.2+3.24871j,-2.50967e-05+1.33889e-05j,+0+0j,+322032-412630j,+91807.8+210048j,+0+0j,+0+0j,+0+0j,+0+0j,+320640-414353j,+0+0j,+0+0j,+117375-227709j,+127839-99256.6j,+61303.9-228227j,+2.03791e-08+2.65883e-08j,+61248-228334j,+387.013-228776j,+236.317-229211j,+0+0j,+119.261-229472j,+0+0j,+115244-100134j,+0+0j,+52733-100638j,+18070.1-100890j,+34493.5+95.0994j,+0+0j,+34486.6+54.5257j,+0+0j,+34487.4+13.6703j,+18602.7+2.69364j,+53821.9+41.6008j,+53817.6+28.5011j,-8.76653e-06+1.61829e-05j,-8.72462e-06+1.62072e-05j,+0+0j,+37583.6+209588j,+0+0j,+0+0j,+101910+152.48j,-64436.9+209266j,+51479.5+60.2506j,+0+0j,-64709.5+209048j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+340736-167650j,+947809-385918j,+533910-262070j,+414575-200586j,+37773.9+209798j
2016-06-03 19:00:00 PDT,+16992+2.04996j,+0+0j,+956918-389833j,+0+0j,+0+0j,+0+0j,+956975-395056j,+12051.3+1.31717j,+0+0j,+944923-398532j,+0+0j,+0+0j,+395377-142166j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43923.7+21966.3j,+0+0j,+43897.3+21974.4j,+6.58097e-06+1.83406e-07j,+0+0j,+6.60973e-06+2.11708e-07j,+0+0j,+6.60805e-06+2.59396e-07j,+0+0j,+0+0j,+0+0j,+6.60015e-06+2.24997e-07j,+6.62019e-06+2.61891e-07j,+6.58181e-06+2.83894e-07j,+0+0j,+0+0j,+23584.7-21338.8j,+294006-165416j,+0+0j,+23581.5-21370.7j,+13912.5+2.52678j,+0+0j,+293747-165914j,+43936.5+21992.8j,+249554-188413j,+0+0j,+249409-188751j,+0+0j,+77066.2+55061.1j,+147535-206392j,+69379.6-206683j,+69249.2-206888j,+69093.5-207137j,+549199-264351j,+549173-265840j,+19490.9+7.02364j,+529634-266770j,+19491.4+3.24137j,+29071.7-21486.2j,+499334-248300j,+19433.7+3.7619j,-8.92492e-06+2.27003e-05j,+0+0j,+332218-412179j,+93426.2+209842j,+0+0j,+0+0j,+0+0j,+0+0j,+330792-413939j,+0+0j,+0+0j,+122688-227458j,+132769-99109.3j,+64238.9-227988j,+6.75688e-09-9.53907e-09j,+64182.8-228095j,+380.299-228540j,+234.152-228976j,+0+0j,+118.312-229238j,+0+0j,+120208-100022j,+0+0j,+54559.3-100547j,+18012.2-100808j,+36376.2+102.223j,+0+0j,+36368.1+59.0215j,+0+0j,+36368.4+15.3544j,+20043.1+3.13122j,+55283.3+44.8694j,+55278.9+30.7236j,+4.52636e-07-1.52015e-06j,+4.71719e-07-1.49704e-06j,+0+0j,+37740+209377j,+0+0j,+0+0j,+105311+163.093j,-67677.7+209047j,+53253.7+64.5293j,+0+0j,-67953.6+208829j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+350558-166410j,+973844-383121j,+549057-261321j,+426414-200257j,+37930.8+209588j
2016-06-03 20:00:00 PDT,+18102.3+2.32615j,+0+0j,+940211-392116j,+0+0j,+0+0j,+0+0j,+940333-397258j,+12301.4+1.37171j,+0+0j,+928074-400680j,+0+0j,+0+0j,+388406-143325j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43970.4+21990.8j,+0+0j,+43945+21998.3j,-6.43531e-06+8.5471e-06j,+0+0j,-6.46492e-06+8.57024e-06j,+0+0j,-6.47776e-06+8.54938e-06j,+0+0j,+0+0j,+0+0j,-6.47648e-06+8.52771e-06j,-6.47924e-06+8.51646e-06j,-6.45134e-06+8.51258e-06j,+0+0j,+0+0j,+24215.4-21347.7j,+287827-165698j,+0+0j,+24212.1-21380.3j,+14532.7+2.75395j,+0+0j,+287580-166180j,+43992.5+22020.8j,+243343-188692j,+0+0j,+243206-189020j,+0+0j,+77171.2+55136j,+141206-206707j,+64328.3-206992j,+64200.4-207195j,+64047.7-207441j,+539419-265193j,+539407-266652j,+21221.3+8.26649j,+518145-267563j,+21221.7+3.839j,+30434.8-21492.9j,+486538-249002j,+20784.2+4.29848j,+2.60529e-06-1.02875e-05j,+0+0j,+325934-412817j,+86977.9+210067j,+0+0j,+0+0j,+0+0j,+0+0j,+324527-414572j,+0+0j,+0+0j,+116611-227925j,+132470-99226.7j,+61415.4-228448j,-2.08132e-08-4.00983e-10j,+61360.2-228557j,+382.635-229006j,+233.548-229449j,+0+0j,+118.126-229713j,+0+0j,+119657-100139j,+0+0j,+56686.7-100663j,+18056.4-100937j,+38457.9+110.185j,+0+0j,+38449.4+63.7832j,+0+0j,+38449.4+17.2189j,+21453.5+3.58111j,+51579.6+36.8859j,+51575.5+25.2927j,-6.39237e-06+8.86755e-06j,-6.41402e-06+8.86067e-06j,+0+0j,+34998.6+209619j,+0+0j,+0+0j,+97548.1+139.948j,-62660.2+209314j,+49444.8+55.5251j,+0+0j,-62928.8+209102j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+343609-167554j,+958188-385477j,+539264-262227j,+413640-200744j,+35188+209827j
2016-06-03 21:00:00 PDT,+15061.6+1.60936j,+0+0j,+831255-403042j,+0+0j,+0+0j,+0+0j,+831439-407463j,+9900.88+0.887431j,+0+0j,+821632-410404j,+0+0j,+0+0j,+346608-148845j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44094.1+22057.1j,+0+0j,+44073.1+22062.4j,-3.7466e-06+1.80292e-06j,+0+0j,-3.71029e-06+1.86376e-06j,+0+0j,-3.70245e-06+1.88911e-06j,+0+0j,+0+0j,+0+0j,-3.68099e-06+1.89001e-06j,-3.67627e-06+1.88861e-06j,-3.69162e-06+1.90843e-06j,+0+0j,+0+0j,+21659.7-21365.1j,+254843-167116j,+0+0j,+21656.6-21394.8j,+11911.8+1.8441j,+0+0j,+254631-167519j,+44144.1+22096.7j,+210276-190024j,+0+0j,+210162-190300j,+0+0j,+77457.3+55340.3j,+107755-208125j,+45352.6-208373j,+45225.4-208573j,+45076.1-208803j,+474913-268268j,+474914-269506j,+17940.7+5.96884j,+456948-270277j,+17941.2+2.7378j,+27064.8-21501.4j,+428928-251299j,+17342.9+2.9841j,+2.53476e-06-3.36461e-06j,+0+0j,+282096-415222j,+73209.1+211248j,+0+0j,+0+0j,+0+0j,+0+0j,+280819-416854j,+0+0j,+0+0j,+93460.4-229427j,+111403-99935.3j,+49478.1-229921j,-8.42693e-10+2.05205e-09j,+49423.3-230031j,+411.22-230487j,+240.546-230942j,+0+0j,+121.438-231207j,+0+0j,+101042-100702j,+0+0j,+50317.2-101149j,+18340-101394j,+31809.2+85.8008j,+0+0j,+31804.6+48.4488j,+0+0j,+31806.5+11.744j,+17912.4+2.47847j,+39328.6+15.5817j,+39325.9+10.8175j,+1.92195e-05-2.48898e-06j,+1.91991e-05-2.50098e-06j,+0+0j,+33492.6+210836j,+0+0j,+0+0j,+77115.9+87.0767j,-43747.3+210578j,+39124.1+34.5789j,+0+0j,-43993.7+210371j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+301888-172822j,+846098-397350j,+474786-265752j,+355881-202317j,+33674.7+211037j
