case,month,profile,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
bci,march,peak,17.06,16.61,16.44,18.14,22.75,27.91,26.72,25.72,25.05,22.34,19.64,20.01,20.06,20.16,21.03,28.51,34.79,36.73,41.84,40.3,39.65,33.75,26.58,20.69
bci,march,week,15.28,14.99,14.88,16.18,19.68,24.29,24.13,23.45,21.34,18.48,17.66,17.54,17.31,17.18,17.88,22.91,28.96,32.58,37.0,36.69,32.95,26.74,20.81,16.69
bci,march,weekend,16.23,15.96,15.86,17.21,20.86,25.84,25.45,23.66,20.93,17.93,16.86,16.8,16.42,16.08,16.87,22.02,29.33,33.87,38.75,38.28,34.69,28.33,22.13,17.71
bci,may,peak,17.39,16.75,16.38,18.27,22.82,23.45,27.08,26.15,24.2,22.43,23.74,24.73,26.42,27.9,30.98,39.63,46.68,49.17,46.83,47.86,40.71,32.06,24.4,18.78
bci,may,week,14.89,14.57,14.44,16.46,19.45,20.86,23.78,23.09,20.54,17.98,18.42,18.5,18.63,18.86,20.66,28.46,34.61,36.97,35.52,38.79,33.05,25.66,19.43,15.53
bci,may,weekend,15.45,15.11,15.01,17.15,20.06,21.73,24.56,22.43,19.8,17.16,17.58,17.68,17.46,17.59,19.38,27.32,35.14,37.57,36.25,39.8,34.17,26.67,20.36,16.38
bci,november,peak,17.53,17.01,16.77,18.09,22.55,27.66,28.78,27.23,25.72,22.86,19.94,20.38,20.42,20.44,20.95,28.09,34.02,40.17,40.68,39.6,39.1,33.63,26.83,21.11
bci,november,week,15.87,15.44,15.27,15.45,17.69,22.07,25.98,24.11,22.96,20.18,17.77,17.86,17.64,17.45,17.47,19.21,28.25,36.13,37.72,36.85,35.78,30.43,24.06,18.86
bci,november,weekend,16.5,16.08,15.91,16.41,19.13,23.81,27.43,24.49,22.08,19.14,16.96,17.02,16.84,16.48,16.67,19.46,28.84,37.97,39.39,38.55,36.9,31.12,24.55,19.34
bci,october,peak,16.72,16.5,16.4,18.65,23.4,28.94,28.38,25.61,22.45,19.67,20.55,20.49,21.11,21.9,24.08,31.98,38.05,43.69,41.86,40.7,34.09,26.84,20.95,17.23
bci,october,week,14.9,14.69,14.63,16.69,21.06,26.14,24.97,23.05,20.34,17.7,18.09,17.99,18.01,18.07,19.57,26.8,32.47,37.91,37.71,37.04,31.61,24.75,18.94,15.37
bci,october,weekend,15.51,15.26,15.19,17.36,21.96,27.32,25.89,22.46,19.59,16.73,17.06,17.19,16.96,17.02,18.59,26.14,33.55,39.56,39.46,38.74,33.0,25.83,19.85,16.17
bci,september,peak,19.13,18.07,17.54,19.35,23.88,30.28,27.4,27.09,25.3,24.88,28.88,32.02,33.93,35.48,39.69,49.63,56.48,55.51,55.82,49.84,42.53,33.1,25.37,20.27
bci,september,week,15.23,14.77,14.49,16.41,20.76,24.4,23.84,23.41,21.29,19.38,20.39,20.97,21.92,22.02,23.78,31.83,37.92,39.93,41.32,40.5,34.34,26.71,20.23,16.04
bci,september,weekend,16.18,15.57,15.28,17.27,21.82,25.6,24.98,23.08,20.98,19.37,21.28,22.86,23.89,24.97,27.36,35.74,43.77,45.48,46.31,44.57,37.69,29.11,21.95,17.34
